item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,page_title,extraction_status,observation_status,icon_url,icon_pathname,icon_filename,icon_asset_key,farmrpg_item_id_candidate,flags,notes
Cursed Effigy Hair,cursed effigy hair,cursed-effigy-hair,https://buddy.farm/i/cursed-effigy-hair/,Cursed Effigy Hair,icon_found,observed,https://farmrpg.com/img/items/Buddyidolhair.png,/img/items/Buddyidolhair.png,Buddyidolhair.png,Buddyidolhair,,,
Cursed Effigy Head,cursed effigy head,cursed-effigy-head,https://buddy.farm/i/cursed-effigy-head/,Cursed Effigy Head,icon_found,observed,https://farmrpg.com/img/items/Buddyidolhead.png,/img/items/Buddyidolhead.png,Buddyidolhead.png,Buddyidolhead,,,
Cursed Shield,cursed shield,cursed-shield,https://buddy.farm/i/cursed-shield/,Cursed Shield,icon_found,observed,https://farmrpg.com/img/items/9199.png,/img/items/9199.png,9199.png,9199,9199,,
Cutlass,cutlass,cutlass,https://buddy.farm/i/cutlass/,Cutlass,icon_found,observed,https://farmrpg.com/img/items/pirates_47_t.png,/img/items/pirates_47_t.png,pirates_47_t.png,pirates_47_t,,,
Cyclops Spider,cyclops spider,cyclops-spider,https://buddy.farm/i/cyclops-spider/,Cyclops Spider,icon_found,observed,https://farmrpg.com/img/items/4080.png,/img/items/4080.png,4080.png,4080,4080,,
Dancer,dancer,dancer,https://buddy.farm/i/dancer/,Dancer,icon_found,observed,https://farmrpg.com/img/items/dancer.png,/img/items/dancer.png,dancer.png,dancer,,,
Dasher,dasher,dasher,https://buddy.farm/i/dasher/,Dasher,icon_found,observed,https://farmrpg.com/img/items/dasher.png,/img/items/dasher.png,dasher.png,dasher,,,
Desk Calendar,desk calendar,desk-calendar,https://buddy.farm/i/desk-calendar/,Desk Calendar,icon_found,observed,https://farmrpg.com/img/items/calendar_t_01.png,/img/items/calendar_t_01.png,calendar_t_01.png,calendar_t_01,,,
Dewstar's Journal,dewstar's journal,dewstar-s-journal,https://buddy.farm/i/dewstar-s-journal/,Dewstar&#x27;s Journal,icon_found,observed,https://farmrpg.com/img/items/dewstarbook.png,/img/items/dewstarbook.png,dewstarbook.png,dewstarbook,,,
Diamond,diamond,diamond,https://buddy.farm/i/diamond/,Diamond,icon_found,observed,https://farmrpg.com/img/items/7999.png,/img/items/7999.png,7999.png,7999,7999,,
Diamonds,diamonds,diamonds,https://buddy.farm/i/diamonds/,Diamonds,icon_found,observed,https://farmrpg.com/img/items/card_diamonds.png,/img/items/card_diamonds.png,card_diamonds.png,card_diamonds,,,
Diary of O'Dynn,diary of o'dynn,diary-of-o-dynn,https://buddy.farm/i/diary-of-o-dynn/,Diary of O&#x27;Dynn,icon_found,observed,https://farmrpg.com/img/items/pt_t_18.png,/img/items/pt_t_18.png,pt_t_18.png,pt_t_18,,,
Dice,dice,dice,https://buddy.farm/i/dice/,Dice,icon_found,observed,https://farmrpg.com/img/items/4848.png,/img/items/4848.png,4848.png,4848,4848,,
Dino Buddy Doll,dino buddy doll,dino-buddy-doll,https://buddy.farm/i/dino-buddy-doll/,Dino Buddy Doll,icon_found,observed,https://farmrpg.com/img/items/yoshi_buddy_doll.png,/img/items/yoshi_buddy_doll.png,yoshi_buddy_doll.png,yoshi_buddy_doll,,,
Diving Helmet,diving helmet,diving-helmet,https://buddy.farm/i/diving-helmet/,Diving Helmet,icon_found,observed,https://farmrpg.com/img/items/fishing_70_t.png,/img/items/fishing_70_t.png,fishing_70_t.png,fishing_70_t,,,
Donner,donner,donner,https://buddy.farm/i/donner/,Donner,icon_found,observed,https://farmrpg.com/img/items/donner.png,/img/items/donner.png,donner.png,donner,,,
Dragon Heart,dragon heart,dragon-heart,https://buddy.farm/i/dragon-heart/,Dragon Heart,icon_found,observed,https://farmrpg.com/img/items/3900.png,/img/items/3900.png,3900.png,3900,3900,,
Dragon Skull,dragon skull,dragon-skull,https://buddy.farm/i/dragon-skull/,Dragon Skull,icon_found,observed,https://farmrpg.com/img/items/7212.png,/img/items/7212.png,7212.png,7212,7212,,
Dragonfly,dragonfly,dragonfly,https://buddy.farm/i/dragonfly/,Dragonfly,icon_found,observed,https://farmrpg.com/img/items/fishing_64_t.png,/img/items/fishing_64_t.png,fishing_64_t.png,fishing_64_t,,,
Dream Nail,dream nail,dream-nail,https://buddy.farm/i/dream-nail/,Dream Nail,icon_found,observed,https://farmrpg.com/img/items/dream_nail.png?3,/img/items/dream_nail.png,dream_nail.png,dream_nail,,,
Drink Bundle,drink bundle,drink-bundle,https://buddy.farm/i/drink-bundle/,Drink Bundle,icon_found,observed,https://farmrpg.com/img/items/juices.png,/img/items/juices.png,juices.png,juices,,,
Drum,drum,drum,https://buddy.farm/i/drum/,Drum,icon_found,observed,https://farmrpg.com/img/items/7718.PNG,/img/items/7718.PNG,7718.PNG,7718,7718,,
Duck Egg,duck egg,duck-egg,https://buddy.farm/i/duck-egg/,Duck Egg,icon_found,observed,https://farmrpg.com/img/items/duckegg2.png,/img/items/duckegg2.png,duckegg2.png,duckegg2,,,
Duck Feather,duck feather,duck-feather,https://buddy.farm/i/duck-feather/,Duck Feather,icon_found,observed,https://farmrpg.com/img/items/duckfeather.png,/img/items/duckfeather.png,duckfeather.png,duckfeather,,,
Egg 01,egg 01,egg-01,https://buddy.farm/i/egg-01/,Egg 01,icon_found,observed,https://farmrpg.com/img/items/egg01.png,/img/items/egg01.png,egg01.png,egg01,,,
Egg 02,egg 02,egg-02,https://buddy.farm/i/egg-02/,Egg 02,icon_found,observed,https://farmrpg.com/img/items/egg02.png,/img/items/egg02.png,egg02.png,egg02,,,
Egg 03,egg 03,egg-03,https://buddy.farm/i/egg-03/,Egg 03,icon_found,observed,https://farmrpg.com/img/items/egg03.png,/img/items/egg03.png,egg03.png,egg03,,,
Egg 04,egg 04,egg-04,https://buddy.farm/i/egg-04/,Egg 04,icon_found,observed,https://farmrpg.com/img/items/egg04.png,/img/items/egg04.png,egg04.png,egg04,,,
Egg 05,egg 05,egg-05,https://buddy.farm/i/egg-05/,Egg 05,icon_found,observed,https://farmrpg.com/img/items/egg05.png,/img/items/egg05.png,egg05.png,egg05,,,
Egg 06,egg 06,egg-06,https://buddy.farm/i/egg-06/,Egg 06,icon_found,observed,https://farmrpg.com/img/items/egg06.png,/img/items/egg06.png,egg06.png,egg06,,,
Egg 07,egg 07,egg-07,https://buddy.farm/i/egg-07/,Egg 07,icon_found,observed,https://farmrpg.com/img/items/egg07.png,/img/items/egg07.png,egg07.png,egg07,,,
Egg 08,egg 08,egg-08,https://buddy.farm/i/egg-08/,Egg 08,icon_found,observed,https://farmrpg.com/img/items/egg08.png,/img/items/egg08.png,egg08.png,egg08,,,
Egg 09,egg 09,egg-09,https://buddy.farm/i/egg-09/,Egg 09,icon_found,observed,https://farmrpg.com/img/items/egg09.png,/img/items/egg09.png,egg09.png,egg09,,,
Egg 10,egg 10,egg-10,https://buddy.farm/i/egg-10/,Egg 10,icon_found,observed,https://farmrpg.com/img/items/egg10.png,/img/items/egg10.png,egg10.png,egg10,,,
Egg 11,egg 11,egg-11,https://buddy.farm/i/egg-11/,Egg 11,icon_found,observed,https://farmrpg.com/img/items/egg11.png,/img/items/egg11.png,egg11.png,egg11,,,
Egg 12,egg 12,egg-12,https://buddy.farm/i/egg-12/,Egg 12,icon_found,observed,https://farmrpg.com/img/items/egg12.png,/img/items/egg12.png,egg12.png,egg12,,,
Egg Basket,egg basket,egg-basket,https://buddy.farm/i/egg-basket/,Egg Basket,icon_found,observed,https://farmrpg.com/img/items/eggbasket.png,/img/items/eggbasket.png,eggbasket.png,eggbasket,,,
Egg of Ages,egg of ages,egg-of-ages,https://buddy.farm/i/egg-of-ages/,Egg of Ages,icon_found,observed,https://farmrpg.com/img/items/timeegg2.png,/img/items/timeegg2.png,timeegg2.png,timeegg2,,,
Egg of Air,egg of air,egg-of-air,https://buddy.farm/i/egg-of-air/,Egg of Air,icon_found,observed,https://farmrpg.com/img/items/airegg.png,/img/items/airegg.png,airegg.png,airegg,,,
Egg of Chaos,egg of chaos,egg-of-chaos,https://buddy.farm/i/egg-of-chaos/,Egg of Chaos,icon_found,observed,https://farmrpg.com/img/items/chaosegg.png,/img/items/chaosegg.png,chaosegg.png,chaosegg,,,
Egg of Chicken,egg of chicken,egg-of-chicken,https://buddy.farm/i/egg-of-chicken/,Egg of Chicken,icon_found,observed,https://farmrpg.com/img/items/3270.png,/img/items/3270.png,3270.png,3270,3270,,
Egg of Duck,egg of duck,egg-of-duck,https://buddy.farm/i/egg-of-duck/,Egg of Duck,icon_found,observed,https://farmrpg.com/img/items/3270d.png,/img/items/3270d.png,3270d.png,3270d,,,
Egg of Earth,egg of earth,egg-of-earth,https://buddy.farm/i/egg-of-earth/,Egg of Earth,icon_found,observed,https://farmrpg.com/img/items/earthegg.png,/img/items/earthegg.png,earthegg.png,earthegg,,,
Egg of Fire,egg of fire,egg-of-fire,https://buddy.farm/i/egg-of-fire/,Egg of Fire,icon_found,observed,https://farmrpg.com/img/items/fireegg.png,/img/items/fireegg.png,fireegg.png,fireegg,,,
Egg of Life,egg of life,egg-of-life,https://buddy.farm/i/egg-of-life/,Egg of Life,icon_found,observed,https://farmrpg.com/img/items/lifeegg.png,/img/items/lifeegg.png,lifeegg.png,lifeegg,,,
Egg of Light,egg of light,egg-of-light,https://buddy.farm/i/egg-of-light/,Egg of Light,icon_found,observed,https://farmrpg.com/img/items/lightegg.png,/img/items/lightegg.png,lightegg.png,lightegg,,,
Egg of Shadow,egg of shadow,egg-of-shadow,https://buddy.farm/i/egg-of-shadow/,Egg of Shadow,icon_found,observed,https://farmrpg.com/img/items/shadowegg.png,/img/items/shadowegg.png,shadowegg.png,shadowegg,,,
Egg of Space,egg of space,egg-of-space,https://buddy.farm/i/egg-of-space/,Egg of Space,icon_found,observed,https://farmrpg.com/img/items/spaceegg.png,/img/items/spaceegg.png,spaceegg.png,spaceegg,,,
Egg of Tree,egg of tree,egg-of-tree,https://buddy.farm/i/egg-of-tree/,Egg of Tree,icon_found,observed,https://farmrpg.com/img/items/egg_of_tree.png,/img/items/egg_of_tree.png,egg_of_tree.png,egg_of_tree,,,
Egg of Water,egg of water,egg-of-water,https://buddy.farm/i/egg-of-water/,Egg of Water,icon_found,observed,https://farmrpg.com/img/items/wateregg.png,/img/items/wateregg.png,wateregg.png,wateregg,,,
Egg of Zeal,egg of zeal,egg-of-zeal,https://buddy.farm/i/egg-of-zeal/,Egg of Zeal,icon_found,observed,https://farmrpg.com/img/items/eggofzeal2.gif,/img/items/eggofzeal2.gif,eggofzeal2.gif,eggofzeal2,,,
Eggplant,eggplant,eggplant,https://buddy.farm/i/eggplant/,Eggplant,icon_found,observed,https://farmrpg.com/img/items/eggplant.png,/img/items/eggplant.png,eggplant.png,eggplant,,,
Eggplant Seeds,eggplant seeds,eggplant-seeds,https://buddy.farm/i/eggplant-seeds/,Eggplant Seeds,icon_found,observed,https://farmrpg.com/img/items/seeds_eggplants.png,/img/items/seeds_eggplants.png,seeds_eggplants.png,seeds_eggplants,,,
Eggs,eggs,eggs,https://buddy.farm/i/eggs/,Eggs,icon_found,observed,https://farmrpg.com/img/items/5720.PNG,/img/items/5720.PNG,5720.PNG,5720,5720,,
Egyptian Necklace,egyptian necklace,egyptian-necklace,https://buddy.farm/i/egyptian-necklace/,Egyptian Necklace,icon_found,observed,https://farmrpg.com/img/items/egyptian1.png,/img/items/egyptian1.png,egyptian1.png,egyptian1,,,
Embershard,embershard,embershard,https://buddy.farm/i/embershard/,Embershard,icon_found,observed,https://farmrpg.com/img/items/embershard.png,/img/items/embershard.png,embershard.png,embershard,,,
Emberstone,emberstone,emberstone,https://buddy.farm/i/emberstone/,Emberstone,icon_found,observed,https://farmrpg.com/img/items/8166.png,/img/items/8166.png,8166.png,8166,8166,,
Emerald,emerald,emerald,https://buddy.farm/i/emerald/,Emerald,icon_found,observed,https://farmrpg.com/img/items/emerald.png,/img/items/emerald.png,emerald.png,emerald,,,
Emerald Ring,emerald ring,emerald-ring,https://buddy.farm/i/emerald-ring/,Emerald Ring,icon_found,observed,https://farmrpg.com/img/items/greenring.png,/img/items/greenring.png,greenring.png,greenring,,,
Energy Coil,energy coil,energy-coil,https://buddy.farm/i/energy-coil/,Energy Coil,icon_found,observed,https://farmrpg.com/img/items/9379b.png,/img/items/9379b.png,9379b.png,9379b,,,
Energy Core,energy core,energy-core,https://buddy.farm/i/energy-core/,Energy Core,icon_found,observed,https://farmrpg.com/img/items/parts_026.png,/img/items/parts_026.png,parts_026.png,parts_026,,,
Engine,engine,engine,https://buddy.farm/i/engine/,Engine,icon_found,observed,https://farmrpg.com/img/items/engine.png?1,/img/items/engine.png,engine.png,engine,,,
Esperium,esperium,esperium,https://buddy.farm/i/esperium/,Esperium,icon_found,observed,https://farmrpg.com/img/items/9446.png,/img/items/9446.png,9446.png,9446,9446,,
Essence of Slime,essence of slime,essence-of-slime,https://buddy.farm/i/essence-of-slime/,Essence of Slime,icon_found,observed,https://farmrpg.com/img/items/essense.png,/img/items/essense.png,essense.png,essense,,,
Event Key,event key,event-key,https://buddy.farm/i/event-key/,Event Key,icon_found,observed,https://farmrpg.com/img/items/eventkey.png,/img/items/eventkey.png,eventkey.png,eventkey,,,
Event Token,event token,event-token,https://buddy.farm/i/event-token/,Event Token,icon_found,observed,https://farmrpg.com/img/items/token.png,/img/items/token.png,token.png,token,,,
Event Token Purse,event token purse,event-token-purse,https://buddy.farm/i/event-token-purse/,Event Token Purse,icon_found,observed,https://farmrpg.com/img/items/BagsAndBoxes_46_t.png,/img/items/BagsAndBoxes_46_t.png,BagsAndBoxes_46_t.png,BagsAndBoxes_46_t,,,
Expired Ticket,expired ticket,expired-ticket,https://buddy.farm/i/expired-ticket/,Expired Ticket,icon_found,observed,https://farmrpg.com/img/items/expiredticket.png,/img/items/expiredticket.png,expiredticket.png,expiredticket,,,
Explosive,explosive,explosive,https://buddy.farm/i/explosive/,Explosive,icon_found,observed,https://farmrpg.com/img/items/6124.png,/img/items/6124.png,6124.png,6124,6124,,
Eye Patch,eye patch,eye-patch,https://buddy.farm/i/eye-patch/,Eye Patch,icon_found,observed,https://farmrpg.com/img/items/4920.png,/img/items/4920.png,4920.png,4920,4920,,
Fairy Crystal,fairy crystal,fairy-crystal,https://buddy.farm/i/fairy-crystal/,Fairy Crystal,icon_found,observed,https://farmrpg.com/img/items/fairycrystal.png,/img/items/fairycrystal.png,fairycrystal.png,fairycrystal,,,
Fall Basket,fall basket,fall-basket,https://buddy.farm/i/fall-basket/,Fall Basket,icon_found,observed,https://farmrpg.com/img/items/fallbasket.png,/img/items/fallbasket.png,fallbasket.png,fallbasket,,,
Fall Leaves,fall leaves,fall-leaves,https://buddy.farm/i/fall-leaves/,Fall Leaves,icon_found,observed,https://farmrpg.com/img/items/fallleaves.png,/img/items/fallleaves.png,fallleaves.png,fallleaves,,,
Fancy Box,fancy box,fancy-box,https://buddy.farm/i/fancy-box/,Fancy Box,icon_found,observed,https://farmrpg.com/img/items/4238.png,/img/items/4238.png,4238.png,4238,4238,,
Fancy Chair,fancy chair,fancy-chair,https://buddy.farm/i/fancy-chair/,Fancy Chair,icon_found,observed,https://farmrpg.com/img/items/195.png,/img/items/195.png,195.png,195,195,,
Fancy Clock,fancy clock,fancy-clock,https://buddy.farm/i/fancy-clock/,Fancy Clock,icon_found,observed,https://farmrpg.com/img/items/viri_4696.png,/img/items/viri_4696.png,viri_4696.png,viri_4696,,,
Fancy Drum,fancy drum,fancy-drum,https://buddy.farm/i/fancy-drum/,Fancy Drum,icon_found,observed,https://farmrpg.com/img/items/drum.png,/img/items/drum.png,drum.png,drum,,,
Fancy Guitar,fancy guitar,fancy-guitar,https://buddy.farm/i/fancy-guitar/,Fancy Guitar,icon_found,observed,https://farmrpg.com/img/items/3857.png?1,/img/items/3857.png,3857.png,3857,3857,,
Fancy Pan Flute,fancy pan flute,fancy-pan-flute,https://buddy.farm/i/fancy-pan-flute/,Fancy Pan Flute,icon_found,observed,https://farmrpg.com/img/items/1240.png,/img/items/1240.png,1240.png,1240,1240,,
Fancy Pillow,fancy pillow,fancy-pillow,https://buddy.farm/i/fancy-pillow/,Fancy Pillow,icon_found,observed,https://farmrpg.com/img/items/Fancy_pillow.png,/img/items/Fancy_pillow.png,Fancy_pillow.png,Fancy_pillow,,,
Fancy Pipe,fancy pipe,fancy-pipe,https://buddy.farm/i/fancy-pipe/,Fancy Pipe,icon_found,observed,https://farmrpg.com/img/items/7275.png?1,/img/items/7275.png,7275.png,7275,7275,,
Fancy Present,fancy present,fancy-present,https://buddy.farm/i/fancy-present/,Fancy Present,icon_found,observed,https://farmrpg.com/img/items/gift_2.png,/img/items/gift_2.png,gift_2.png,gift_2,,,
Fancy Shoe,fancy shoe,fancy-shoe,https://buddy.farm/i/fancy-shoe/,Fancy Shoe,icon_found,observed,https://farmrpg.com/img/items/bshoe2.png,/img/items/bshoe2.png,bshoe2.png,bshoe2,,,
Fancy Sword,fancy sword,fancy-sword,https://buddy.farm/i/fancy-sword/,Fancy Sword,icon_found,observed,https://farmrpg.com/img/items/fancysword.png,/img/items/fancysword.png,fancysword.png,fancysword,,,
Fancy Table,fancy table,fancy-table,https://buddy.farm/i/fancy-table/,Fancy Table,icon_found,observed,https://farmrpg.com/img/items/193.png?1,/img/items/193.png,193.png,193,193,,
Fancy Violin,fancy violin,fancy-violin,https://buddy.farm/i/fancy-violin/,Fancy Violin,icon_found,observed,https://farmrpg.com/img/items/finp_618.png?1,/img/items/finp_618.png,finp_618.png,finp_618,,,
Fangs,fangs,fangs,https://buddy.farm/i/fangs/,Fangs,icon_found,observed,https://farmrpg.com/img/items/3980.png,/img/items/3980.png,3980.png,3980,3980,,
Fantastic Buddy Doll,fantastic buddy doll,fantastic-buddy-doll,https://buddy.farm/i/fantastic-buddy-doll/,Fantastic Buddy Doll,icon_found,observed,https://farmrpg.com/img/items/four_buddy_doll.png,/img/items/four_buddy_doll.png,four_buddy_doll.png,four_buddy_doll,,,
Feathers,feathers,feathers,https://buddy.farm/i/feathers/,Feathers,icon_found,observed,https://farmrpg.com/img/items/feathers.png,/img/items/feathers.png,feathers.png,feathers,,,
Feed,feed,feed,https://buddy.farm/i/feed/,Feed,icon_found,observed,https://farmrpg.com/img/items/8299.png,/img/items/8299.png,8299.png,8299,8299,,
Fenrir's Coin,fenrir's coin,fenrir-s-coin,https://buddy.farm/i/fenrir-s-coin/,Fenrir&#x27;s Coin,icon_found,observed,https://farmrpg.com/img/items/4173.png,/img/items/4173.png,4173.png,4173,4173,,
Fern Leaf,fern leaf,fern-leaf,https://buddy.farm/i/fern-leaf/,Fern Leaf,icon_found,observed,https://farmrpg.com/img/items/fern.png,/img/items/fern.png,fern.png,fern,,,
Festive Eggnog,festive eggnog,festive-eggnog,https://buddy.farm/i/festive-eggnog/,Festive Eggnog,icon_found,observed,https://farmrpg.com/img/items/eggnog.png,/img/items/eggnog.png,eggnog.png,eggnog,,,
Fire Ant,fire ant,fire-ant,https://buddy.farm/i/fire-ant/,Fire Ant,icon_found,observed,https://farmrpg.com/img/items/fireant.png,/img/items/fireant.png,fireant.png,fireant,,,
Fire Ant Farm,fire ant farm,fire-ant-farm,https://buddy.farm/i/fire-ant-farm/,Fire Ant Farm,icon_found,observed,https://farmrpg.com/img/items/antfarm.png?1,/img/items/antfarm.png,antfarm.png,antfarm,,,
Fire Crystal,fire crystal,fire-crystal,https://buddy.farm/i/fire-crystal/,Fire Crystal,icon_found,observed,https://farmrpg.com/img/items/firecrystal.png,/img/items/firecrystal.png,firecrystal.png,firecrystal,,,
Firestream's Magic Wire,firestream's magic wire,firestream-s-magic-wire,https://buddy.farm/i/firestream-s-magic-wire/,Firestream&#x27;s Magic Wire,icon_found,observed,https://farmrpg.com/img/items/magicwire.png,/img/items/magicwire.png,magicwire.png,magicwire,,,
Fireworks,fireworks,fireworks,https://buddy.farm/i/fireworks/,Fireworks,icon_found,observed,https://farmrpg.com/img/items/petard.png,/img/items/petard.png,petard.png,petard,,,
Fish and Chips,fish and chips,fish-and-chips,https://buddy.farm/i/fish-and-chips/,Fish and Chips,icon_found,observed,https://farmrpg.com/img/items/fishnchips.png,/img/items/fishnchips.png,fishnchips.png,fishnchips,,,
Fish Biscuit,fish biscuit,fish-biscuit,https://buddy.farm/i/fish-biscuit/,Fish Biscuit,icon_found,observed,https://farmrpg.com/img/items/fish_biscuit.png,/img/items/fish_biscuit.png,fish_biscuit.png,fish_biscuit,,,
Fish Bones,fish bones,fish-bones,https://buddy.farm/i/fish-bones/,Fish Bones,icon_found,observed,https://farmrpg.com/img/items/7747.PNG,/img/items/7747.PNG,7747.PNG,7747,7747,,
Fishing Hook,fishing hook,fishing-hook,https://buddy.farm/i/fishing-hook/,Fishing Hook,icon_found,observed,https://farmrpg.com/img/items/fishing_48_t.png,/img/items/fishing_48_t.png,fishing_48_t.png,fishing_48_t,,,
Fishing Net,fishing net,fishing-net,https://buddy.farm/i/fishing-net/,Fishing Net,icon_found,observed,https://farmrpg.com/img/items/7748.png,/img/items/7748.png,7748.png,7748,7748,,
Five Point Mace,five point mace,five-point-mace,https://buddy.farm/i/five-point-mace/,Five Point Mace,icon_found,observed,https://farmrpg.com/img/items/5046.png,/img/items/5046.png,5046.png,5046,5046,,
Flame Orb,flame orb,flame-orb,https://buddy.farm/i/flame-orb/,Flame Orb,icon_found,observed,https://farmrpg.com/img/items/7405.png,/img/items/7405.png,7405.png,7405,7405,,
Flamejack,flamejack,flamejack,https://buddy.farm/i/flamejack/,Flamejack,icon_found,observed,https://farmrpg.com/img/items/5162-2.png,/img/items/5162-2.png,5162-2.png,5162-2,,,
Flarefin,flarefin,flarefin,https://buddy.farm/i/flarefin/,Flarefin,icon_found,observed,https://farmrpg.com/img/items/5230-2.png,/img/items/5230-2.png,5230-2.png,5230-2,,,
Flarite,flarite,flarite,https://buddy.farm/i/flarite/,Flarite,icon_found,observed,https://farmrpg.com/img/items/flarite.png,/img/items/flarite.png,flarite.png,flarite,,,
Flier,flier,flier,https://buddy.farm/i/flier/,Flier,icon_found,observed,https://farmrpg.com/img/items/7843.png,/img/items/7843.png,7843.png,7843,7843,,
Flour,flour,flour,https://buddy.farm/i/flour/,Flour,icon_found,observed,https://farmrpg.com/img/items/5763.png,/img/items/5763.png,5763.png,5763,5763,,
Fluorifish,fluorifish,fluorifish,https://buddy.farm/i/fluorifish/,Fluorifish,icon_found,observed,https://farmrpg.com/img/items/5771.png,/img/items/5771.png,5771.png,5771,5771,,
Flying Machine,flying machine,flying-machine,https://buddy.farm/i/flying-machine/,Flying Machine,icon_found,observed,https://farmrpg.com/img/items/147.png,/img/items/147.png,147.png,147,147,,
Flywheel,flywheel,flywheel,https://buddy.farm/i/flywheel/,Flywheel,icon_found,observed,https://farmrpg.com/img/items/9387.png,/img/items/9387.png,9387.png,9387,9387,,
Forcepath's Book of Quest Requirements,forcepath's book of quest requirements,forcepath-s-book-of-quest-requirements,https://buddy.farm/i/forcepath-s-book-of-quest-requirements/,Forcepath&#x27;s Book of Quest Requirements,icon_found,observed,https://farmrpg.com/img/items/7581.png,/img/items/7581.png,7581.png,7581,7581,,
Fossilized Frog,fossilized frog,fossilized-frog,https://buddy.farm/i/fossilized-frog/,Fossilized Frog,icon_found,observed,https://farmrpg.com/img/items/1896.PNG,/img/items/1896.PNG,1896.PNG,1896,1896,,
Fossilized Leaf,fossilized leaf,fossilized-leaf,https://buddy.farm/i/fossilized-leaf/,Fossilized Leaf,icon_found,observed,https://farmrpg.com/img/items/2836.png,/img/items/2836.png,2836.png,2836,2836,,
Fossilized Print,fossilized print,fossilized-print,https://buddy.farm/i/fossilized-print/,Fossilized Print,icon_found,observed,https://farmrpg.com/img/items/2125.PNG,/img/items/2125.PNG,2125.PNG,2125,2125,,
Fossilized Shell,fossilized shell,fossilized-shell,https://buddy.farm/i/fossilized-shell/,Fossilized Shell,icon_found,observed,https://farmrpg.com/img/items/1672.png,/img/items/1672.png,1672.png,1672,1672,,
frank Bobblehead,frank bobblehead,frank-bobblehead,https://buddy.farm/i/frank-bobblehead/,frank Bobblehead,icon_found,observed,https://farmrpg.com/img/items/bobble_frank.png,/img/items/bobble_frank.png,bobble_frank.png,bobble_frank,,,
frank's Basket,frank's basket,frank-s-basket,https://buddy.farm/i/frank-s-basket/,frank&#x27;s Basket,icon_found,observed,https://farmrpg.com/img/items/fbasket.png,/img/items/fbasket.png,fbasket.png,fbasket,,,
frank's Bunny Mask,frank's bunny mask,frank-s-bunny-mask,https://buddy.farm/i/frank-s-bunny-mask/,frank&#x27;s Bunny Mask,icon_found,observed,https://farmrpg.com/img/items/afk_8744.png,/img/items/afk_8744.png,afk_8744.png,afk_8744,,,
Freaky Picture,freaky picture,freaky-picture,https://buddy.farm/i/freaky-picture/,Freaky Picture,icon_found,observed,https://farmrpg.com/img/items/5592.png,/img/items/5592.png,5592.png,5592,5592,,
Friendship Bag 01,friendship bag 01,friendship-bag-01,https://buddy.farm/i/friendship-bag-01/,Friendship Bag 01,icon_found,observed,https://farmrpg.com/img/items/friendshipbag.png,/img/items/friendshipbag.png,friendshipbag.png,friendshipbag,,,
Friendship Bracelet,friendship bracelet,friendship-bracelet,https://buddy.farm/i/friendship-bracelet/,Friendship Bracelet,icon_found,observed,https://farmrpg.com/img/items/3788.png,/img/items/3788.png,3788.png,3788,3788,,
Frog,frog,frog,https://buddy.farm/i/frog/,Frog,icon_found,observed,https://farmrpg.com/img/items/frog.png,/img/items/frog.png,frog.png,frog,,,
Frost Shield,frost shield,frost-shield,https://buddy.farm/i/frost-shield/,Frost Shield,icon_found,observed,https://farmrpg.com/img/items/frostshield.png?1,/img/items/frostshield.png,frostshield.png,frostshield,,,
Frost Snapper Shell,frost snapper shell,frost-snapper-shell,https://buddy.farm/i/frost-snapper-shell/,Frost Snapper Shell,icon_found,observed,https://farmrpg.com/img/items/iceshell.png,/img/items/iceshell.png,iceshell.png,iceshell,,,
Frosteye,frosteye,frosteye,https://buddy.farm/i/frosteye/,Frosteye,icon_found,observed,https://farmrpg.com/img/items/frosteye.png,/img/items/frosteye.png,frosteye.png,frosteye,,,
Frozen Angelfish,frozen angelfish,frozen-angelfish,https://buddy.farm/i/frozen-angelfish/,Frozen Angelfish,icon_found,observed,https://farmrpg.com/img/items/frozen_angelfish.png,/img/items/frozen_angelfish.png,frozen_angelfish.png,frozen_angelfish,,,
Frozen Biter,frozen biter,frozen-biter,https://buddy.farm/i/frozen-biter/,Frozen Biter,icon_found,observed,https://farmrpg.com/img/items/frozen_biter.png,/img/items/frozen_biter.png,frozen_biter.png,frozen_biter,,,
Frozen Bones,frozen bones,frozen-bones,https://buddy.farm/i/frozen-bones/,Frozen Bones,icon_found,observed,https://farmrpg.com/img/items/frozen_bones.png,/img/items/frozen_bones.png,frozen_bones.png,frozen_bones,,,
Frozen Book,frozen book,frozen-book,https://buddy.farm/i/frozen-book/,Frozen Book,icon_found,observed,https://farmrpg.com/img/items/frozen_book.png,/img/items/frozen_book.png,frozen_book.png,frozen_book,,,
Frozen Boot,frozen boot,frozen-boot,https://buddy.farm/i/frozen-boot/,Frozen Boot,icon_found,observed,https://farmrpg.com/img/items/frozen_boot.png,/img/items/frozen_boot.png,frozen_boot.png,frozen_boot,,,
Frozen Bouquet,frozen bouquet,frozen-bouquet,https://buddy.farm/i/frozen-bouquet/,Frozen Bouquet,icon_found,observed,https://farmrpg.com/img/items/frozen_flowers.png?1,/img/items/frozen_flowers.png,frozen_flowers.png,frozen_flowers,,,
