item_name,canonical_key,generated_buddy_slug,candidate_buddy_url,extraction_status,http_status,page_title,icon_url,icon_pathname,icon_filename,image_url_count,flags,notes
Corn Kabob,corn kabob,corn-kabob,https://buddy.farm/i/corn-kabob/,icon_found,200,Corn Kabob,https://farmrpg.com/img/items/cornkabob.png,/img/items/cornkabob.png,cornkabob.png,5,,
Corn Oil,corn oil,corn-oil,https://buddy.farm/i/corn-oil/,icon_found,200,Corn Oil,https://farmrpg.com/img/items/cornoil.png,/img/items/cornoil.png,cornoil.png,69,,
Corn Prize Bag,corn prize bag,corn-prize-bag,https://buddy.farm/i/corn-prize-bag/,icon_found,200,Corn Prize Bag,https://farmrpg.com/img/items/bagofcorn.png,/img/items/bagofcorn.png,bagofcorn.png,47,,
Corn Seeds,corn seeds,corn-seeds,https://buddy.farm/i/corn-seeds/,icon_found,200,Corn Seeds,https://farmrpg.com/img/items/seeds_corn.png,/img/items/seeds_corn.png,seeds_corn.png,10,,
Corn Speedrun Trophy,corn speedrun trophy,corn-speedrun-trophy,https://buddy.farm/i/corn-speedrun-trophy/,icon_found,200,Corn Speedrun Trophy,https://farmrpg.com/img/items/corntrophy.png,/img/items/corntrophy.png,corntrophy.png,1,,
Cornucopia 01,cornucopia 01,cornucopia-01,https://buddy.farm/i/cornucopia-01/,icon_found,200,Cornucopia 01,https://farmrpg.com/img/items/cornucopia.png,/img/items/cornucopia.png,cornucopia.png,15,,
Cornucopia 02,cornucopia 02,cornucopia-02,https://buddy.farm/i/cornucopia-02/,icon_found,200,Cornucopia 02,https://farmrpg.com/img/items/cornucopia.png,/img/items/cornucopia.png,cornucopia.png,14,,
Cornucopia 03,cornucopia 03,cornucopia-03,https://buddy.farm/i/cornucopia-03/,icon_found,200,Cornucopia 03,https://farmrpg.com/img/items/cornucopia.png,/img/items/cornucopia.png,cornucopia.png,12,,
Cotton,cotton,cotton,https://buddy.farm/i/cotton/,icon_found,200,Cotton,https://farmrpg.com/img/items/8311.png,/img/items/8311.png,8311.png,49,,
Cotton Candy,cotton candy,cotton-candy,https://buddy.farm/i/cotton-candy/,icon_found,200,Cotton Candy,https://farmrpg.com/img/items/cottoncandy.png,/img/items/cottoncandy.png,cottoncandy.png,3,,
Cotton Seeds,cotton seeds,cotton-seeds,https://buddy.farm/i/cotton-seeds/,icon_found,200,Cotton Seeds,https://farmrpg.com/img/items/seeds_cotton.png,/img/items/seeds_cotton.png,seeds_cotton.png,7,,
CptThomas Bobblehead,cptthomas bobblehead,cptthomas-bobblehead,https://buddy.farm/i/cptthomas-bobblehead/,icon_found,200,CptThomas Bobblehead,https://farmrpg.com/img/items/bobble_ct.png,/img/items/bobble_ct.png,bobble_ct.png,2,,
Crab,crab,crab,https://buddy.farm/i/crab/,icon_found,200,Crab,https://farmrpg.com/img/items/3296.PNG,/img/items/3296.PNG,3296.PNG,6,,
Crab Claw,crab claw,crab-claw,https://buddy.farm/i/crab-claw/,icon_found,200,Crab Claw,https://farmrpg.com/img/items/crabclaw.png,/img/items/crabclaw.png,crabclaw.png,30,,
Cranberry Juice,cranberry juice,cranberry-juice,https://buddy.farm/i/cranberry-juice/,icon_found,200,Cranberry Juice,https://farmrpg.com/img/items/cranjuice2.png,/img/items/cranjuice2.png,cranjuice2.png,45,,
Crappie,crappie,crappie,https://buddy.farm/i/crappie/,icon_found,200,Crappie,https://farmrpg.com/img/items/7735.PNG,/img/items/7735.PNG,7735.PNG,11,,
Cricket,cricket,cricket,https://buddy.farm/i/cricket/,icon_found,200,Cricket,https://farmrpg.com/img/items/cricket.png,/img/items/cricket.png,cricket.png,4,,
Crossbow,crossbow,crossbow,https://buddy.farm/i/crossbow/,icon_found,200,Crossbow,https://farmrpg.com/img/items/8976.png,/img/items/8976.png,8976.png,20,,
Crowfish,crowfish,crowfish,https://buddy.farm/i/crowfish/,icon_found,200,Crowfish,https://farmrpg.com/img/items/crowfish.png,/img/items/crowfish.png,crowfish.png,6,,
Crown of Clover,crown of clover,crown-of-clover,https://buddy.farm/i/crown-of-clover/,icon_found,200,Crown of Clover,https://farmrpg.com/img/items/Crownofclover.png,/img/items/Crownofclover.png,Crownofclover.png,5,,
Crunchy Omelette,crunchy omelette,crunchy-omelette,https://buddy.farm/i/crunchy-omelette/,icon_found,200,Crunchy Omelette,https://farmrpg.com/img/items/omelet2.png,/img/items/omelet2.png,omelet2.png,7,,
Crystal Pickaxe,crystal pickaxe,crystal-pickaxe,https://buddy.farm/i/crystal-pickaxe/,icon_found,200,Crystal Pickaxe,https://farmrpg.com/img/items/crystalpickaxe.png,/img/items/crystalpickaxe.png,crystalpickaxe.png,9,,
Cucumber,cucumber,cucumber,https://buddy.farm/i/cucumber/,icon_found,200,Cucumber,https://farmrpg.com/img/items/5805.png,/img/items/5805.png,5805.png,27,,
Cucumber Seeds,cucumber seeds,cucumber-seeds,https://buddy.farm/i/cucumber-seeds/,icon_found,200,Cucumber Seeds,https://farmrpg.com/img/items/seeds_cucumber.png,/img/items/seeds_cucumber.png,seeds_cucumber.png,7,,
Cupid,cupid,cupid,https://buddy.farm/i/cupid/,icon_found,200,Cupid,https://farmrpg.com/img/items/cupid.png,/img/items/cupid.png,cupid.png,7,,
Cupid Buddy Doll,cupid buddy doll,cupid-buddy-doll,https://buddy.farm/i/cupid-buddy-doll/,icon_found,200,Cupid Buddy Doll,https://farmrpg.com/img/items/buddydoll_cupid.png,/img/items/buddydoll_cupid.png,buddydoll_cupid.png,2,,
Cursed Effigy,cursed effigy,cursed-effigy,https://buddy.farm/i/cursed-effigy/,icon_found,200,Cursed Effigy,https://farmrpg.com/img/items/Buddyidol.png,/img/items/Buddyidol.png,Buddyidol.png,2,,
Cursed Effigy Body,cursed effigy body,cursed-effigy-body,https://buddy.farm/i/cursed-effigy-body/,icon_found,200,Cursed Effigy Body,https://farmrpg.com/img/items/Buddyidolbody.png,/img/items/Buddyidolbody.png,Buddyidolbody.png,2,,
Cursed Effigy Gem,cursed effigy gem,cursed-effigy-gem,https://buddy.farm/i/cursed-effigy-gem/,icon_found,200,Cursed Effigy Gem,https://farmrpg.com/img/items/Buddyidolgem.png,/img/items/Buddyidolgem.png,Buddyidolgem.png,3,,
Cursed Effigy Hair,cursed effigy hair,cursed-effigy-hair,https://buddy.farm/i/cursed-effigy-hair/,icon_found,200,Cursed Effigy Hair,https://farmrpg.com/img/items/Buddyidolhair.png,/img/items/Buddyidolhair.png,Buddyidolhair.png,3,,
Cursed Effigy Head,cursed effigy head,cursed-effigy-head,https://buddy.farm/i/cursed-effigy-head/,icon_found,200,Cursed Effigy Head,https://farmrpg.com/img/items/Buddyidolhead.png,/img/items/Buddyidolhead.png,Buddyidolhead.png,2,,
Cursed Shield,cursed shield,cursed-shield,https://buddy.farm/i/cursed-shield/,icon_found,200,Cursed Shield,https://farmrpg.com/img/items/9199.png,/img/items/9199.png,9199.png,1,,
Cutlass,cutlass,cutlass,https://buddy.farm/i/cutlass/,icon_found,200,Cutlass,https://farmrpg.com/img/items/pirates_47_t.png,/img/items/pirates_47_t.png,pirates_47_t.png,22,,
Cyclops Spider,cyclops spider,cyclops-spider,https://buddy.farm/i/cyclops-spider/,icon_found,200,Cyclops Spider,https://farmrpg.com/img/items/4080.png,/img/items/4080.png,4080.png,12,,
Dancer,dancer,dancer,https://buddy.farm/i/dancer/,icon_found,200,Dancer,https://farmrpg.com/img/items/dancer.png,/img/items/dancer.png,dancer.png,7,,
Dasher,dasher,dasher,https://buddy.farm/i/dasher/,icon_found,200,Dasher,https://farmrpg.com/img/items/dasher.png,/img/items/dasher.png,dasher.png,11,,
Desk Calendar,desk calendar,desk-calendar,https://buddy.farm/i/desk-calendar/,icon_found,200,Desk Calendar,https://farmrpg.com/img/items/calendar_t_01.png,/img/items/calendar_t_01.png,calendar_t_01.png,2,,
Dewstar's Journal,dewstar's journal,dewstar-s-journal,https://buddy.farm/i/dewstar-s-journal/,icon_found,200,Dewstar&#x27;s Journal,https://farmrpg.com/img/items/dewstarbook.png,/img/items/dewstarbook.png,dewstarbook.png,2,,
Diamond,diamond,diamond,https://buddy.farm/i/diamond/,icon_found,200,Diamond,https://farmrpg.com/img/items/7999.png,/img/items/7999.png,7999.png,36,,
Diamonds,diamonds,diamonds,https://buddy.farm/i/diamonds/,icon_found,200,Diamonds,https://farmrpg.com/img/items/card_diamonds.png,/img/items/card_diamonds.png,card_diamonds.png,23,,
Diary of O'Dynn,diary of o'dynn,diary-of-o-dynn,https://buddy.farm/i/diary-of-o-dynn/,icon_found,200,Diary of O&#x27;Dynn,https://farmrpg.com/img/items/pt_t_18.png,/img/items/pt_t_18.png,pt_t_18.png,2,,
Dice,dice,dice,https://buddy.farm/i/dice/,icon_found,200,Dice,https://farmrpg.com/img/items/4848.png,/img/items/4848.png,4848.png,32,,
Dino Buddy Doll,dino buddy doll,dino-buddy-doll,https://buddy.farm/i/dino-buddy-doll/,icon_found,200,Dino Buddy Doll,https://farmrpg.com/img/items/yoshi_buddy_doll.png,/img/items/yoshi_buddy_doll.png,yoshi_buddy_doll.png,3,,
Diving Helmet,diving helmet,diving-helmet,https://buddy.farm/i/diving-helmet/,icon_found,200,Diving Helmet,https://farmrpg.com/img/items/fishing_70_t.png,/img/items/fishing_70_t.png,fishing_70_t.png,11,,
Donner,donner,donner,https://buddy.farm/i/donner/,icon_found,200,Donner,https://farmrpg.com/img/items/donner.png,/img/items/donner.png,donner.png,6,,
Dragon Heart,dragon heart,dragon-heart,https://buddy.farm/i/dragon-heart/,icon_found,200,Dragon Heart,https://farmrpg.com/img/items/3900.png,/img/items/3900.png,3900.png,2,,
Dragon Skull,dragon skull,dragon-skull,https://buddy.farm/i/dragon-skull/,icon_found,200,Dragon Skull,https://farmrpg.com/img/items/7212.png,/img/items/7212.png,7212.png,18,,
Dragonfly,dragonfly,dragonfly,https://buddy.farm/i/dragonfly/,icon_found,200,Dragonfly,https://farmrpg.com/img/items/fishing_64_t.png,/img/items/fishing_64_t.png,fishing_64_t.png,14,,
Dream Nail,dream nail,dream-nail,https://buddy.farm/i/dream-nail/,icon_found,200,Dream Nail,https://farmrpg.com/img/items/dream_nail.png?3,/img/items/dream_nail.png,dream_nail.png,2,,
Drink Bundle,drink bundle,drink-bundle,https://buddy.farm/i/drink-bundle/,icon_found,200,Drink Bundle,https://farmrpg.com/img/items/juices.png,/img/items/juices.png,juices.png,10,,
Drum,drum,drum,https://buddy.farm/i/drum/,icon_found,200,Drum,https://farmrpg.com/img/items/7718.PNG,/img/items/7718.PNG,7718.PNG,16,,
Duck Egg,duck egg,duck-egg,https://buddy.farm/i/duck-egg/,icon_found,200,Duck Egg,https://farmrpg.com/img/items/duckegg2.png,/img/items/duckegg2.png,duckegg2.png,1,,
Duck Feather,duck feather,duck-feather,https://buddy.farm/i/duck-feather/,icon_found,200,Duck Feather,https://farmrpg.com/img/items/duckfeather.png,/img/items/duckfeather.png,duckfeather.png,2,,
Egg 01,egg 01,egg-01,https://buddy.farm/i/egg-01/,icon_found,200,Egg 01,https://farmrpg.com/img/items/egg01.png,/img/items/egg01.png,egg01.png,11,,
Egg 02,egg 02,egg-02,https://buddy.farm/i/egg-02/,icon_found,200,Egg 02,https://farmrpg.com/img/items/egg02.png,/img/items/egg02.png,egg02.png,12,,
Egg 03,egg 03,egg-03,https://buddy.farm/i/egg-03/,icon_found,200,Egg 03,https://farmrpg.com/img/items/egg03.png,/img/items/egg03.png,egg03.png,11,,
Egg 04,egg 04,egg-04,https://buddy.farm/i/egg-04/,icon_found,200,Egg 04,https://farmrpg.com/img/items/egg04.png,/img/items/egg04.png,egg04.png,11,,
Egg 05,egg 05,egg-05,https://buddy.farm/i/egg-05/,icon_found,200,Egg 05,https://farmrpg.com/img/items/egg05.png,/img/items/egg05.png,egg05.png,13,,
Egg 06,egg 06,egg-06,https://buddy.farm/i/egg-06/,icon_found,200,Egg 06,https://farmrpg.com/img/items/egg06.png,/img/items/egg06.png,egg06.png,10,,
Egg 07,egg 07,egg-07,https://buddy.farm/i/egg-07/,icon_found,200,Egg 07,https://farmrpg.com/img/items/egg07.png,/img/items/egg07.png,egg07.png,10,,
Egg 08,egg 08,egg-08,https://buddy.farm/i/egg-08/,icon_found,200,Egg 08,https://farmrpg.com/img/items/egg08.png,/img/items/egg08.png,egg08.png,11,,
Egg 09,egg 09,egg-09,https://buddy.farm/i/egg-09/,icon_found,200,Egg 09,https://farmrpg.com/img/items/egg09.png,/img/items/egg09.png,egg09.png,12,,
Egg 10,egg 10,egg-10,https://buddy.farm/i/egg-10/,icon_found,200,Egg 10,https://farmrpg.com/img/items/egg10.png,/img/items/egg10.png,egg10.png,15,,
Egg 11,egg 11,egg-11,https://buddy.farm/i/egg-11/,icon_found,200,Egg 11,https://farmrpg.com/img/items/egg11.png,/img/items/egg11.png,egg11.png,12,,
Egg 12,egg 12,egg-12,https://buddy.farm/i/egg-12/,icon_found,200,Egg 12,https://farmrpg.com/img/items/egg12.png,/img/items/egg12.png,egg12.png,13,,
Egg Basket,egg basket,egg-basket,https://buddy.farm/i/egg-basket/,icon_found,200,Egg Basket,https://farmrpg.com/img/items/eggbasket.png,/img/items/eggbasket.png,eggbasket.png,53,,
Egg of Ages,egg of ages,egg-of-ages,https://buddy.farm/i/egg-of-ages/,icon_found,200,Egg of Ages,https://farmrpg.com/img/items/timeegg2.png,/img/items/timeegg2.png,timeegg2.png,6,,
Egg of Air,egg of air,egg-of-air,https://buddy.farm/i/egg-of-air/,icon_found,200,Egg of Air,https://farmrpg.com/img/items/airegg.png,/img/items/airegg.png,airegg.png,11,,
Egg of Chaos,egg of chaos,egg-of-chaos,https://buddy.farm/i/egg-of-chaos/,icon_found,200,Egg of Chaos,https://farmrpg.com/img/items/chaosegg.png,/img/items/chaosegg.png,chaosegg.png,7,,
Egg of Chicken,egg of chicken,egg-of-chicken,https://buddy.farm/i/egg-of-chicken/,icon_found,200,Egg of Chicken,https://farmrpg.com/img/items/3270.png,/img/items/3270.png,3270.png,6,,
Egg of Duck,egg of duck,egg-of-duck,https://buddy.farm/i/egg-of-duck/,icon_found,200,Egg of Duck,https://farmrpg.com/img/items/3270d.png,/img/items/3270d.png,3270d.png,1,,
Egg of Earth,egg of earth,egg-of-earth,https://buddy.farm/i/egg-of-earth/,icon_found,200,Egg of Earth,https://farmrpg.com/img/items/earthegg.png,/img/items/earthegg.png,earthegg.png,6,,
Egg of Fire,egg of fire,egg-of-fire,https://buddy.farm/i/egg-of-fire/,icon_found,200,Egg of Fire,https://farmrpg.com/img/items/fireegg.png,/img/items/fireegg.png,fireegg.png,6,,
Egg of Life,egg of life,egg-of-life,https://buddy.farm/i/egg-of-life/,icon_found,200,Egg of Life,https://farmrpg.com/img/items/lifeegg.png,/img/items/lifeegg.png,lifeegg.png,6,,
Egg of Light,egg of light,egg-of-light,https://buddy.farm/i/egg-of-light/,icon_found,200,Egg of Light,https://farmrpg.com/img/items/lightegg.png,/img/items/lightegg.png,lightegg.png,8,,
Egg of Shadow,egg of shadow,egg-of-shadow,https://buddy.farm/i/egg-of-shadow/,icon_found,200,Egg of Shadow,https://farmrpg.com/img/items/shadowegg.png,/img/items/shadowegg.png,shadowegg.png,7,,
Egg of Space,egg of space,egg-of-space,https://buddy.farm/i/egg-of-space/,icon_found,200,Egg of Space,https://farmrpg.com/img/items/spaceegg.png,/img/items/spaceegg.png,spaceegg.png,8,,
Egg of Tree,egg of tree,egg-of-tree,https://buddy.farm/i/egg-of-tree/,icon_found,200,Egg of Tree,https://farmrpg.com/img/items/egg_of_tree.png,/img/items/egg_of_tree.png,egg_of_tree.png,4,,
Egg of Water,egg of water,egg-of-water,https://buddy.farm/i/egg-of-water/,icon_found,200,Egg of Water,https://farmrpg.com/img/items/wateregg.png,/img/items/wateregg.png,wateregg.png,11,,
Egg of Zeal,egg of zeal,egg-of-zeal,https://buddy.farm/i/egg-of-zeal/,icon_found,200,Egg of Zeal,https://farmrpg.com/img/items/eggofzeal2.gif,/img/items/eggofzeal2.gif,eggofzeal2.gif,2,,
Eggplant,eggplant,eggplant,https://buddy.farm/i/eggplant/,icon_found,200,Eggplant,https://farmrpg.com/img/items/eggplant.png,/img/items/eggplant.png,eggplant.png,19,,
Eggplant Seeds,eggplant seeds,eggplant-seeds,https://buddy.farm/i/eggplant-seeds/,icon_found,200,Eggplant Seeds,https://farmrpg.com/img/items/seeds_eggplants.png,/img/items/seeds_eggplants.png,seeds_eggplants.png,7,,
Eggs,eggs,eggs,https://buddy.farm/i/eggs/,icon_found,200,Eggs,https://farmrpg.com/img/items/5720.PNG,/img/items/5720.PNG,5720.PNG,51,,
Egyptian Necklace,egyptian necklace,egyptian-necklace,https://buddy.farm/i/egyptian-necklace/,icon_found,200,Egyptian Necklace,https://farmrpg.com/img/items/egyptian1.png,/img/items/egyptian1.png,egyptian1.png,7,,
Embershard,embershard,embershard,https://buddy.farm/i/embershard/,icon_found,200,Embershard,https://farmrpg.com/img/items/embershard.png,/img/items/embershard.png,embershard.png,1,,
Emberstone,emberstone,emberstone,https://buddy.farm/i/emberstone/,icon_found,200,Emberstone,https://farmrpg.com/img/items/8166.png,/img/items/8166.png,8166.png,49,,
Emerald,emerald,emerald,https://buddy.farm/i/emerald/,icon_found,200,Emerald,https://farmrpg.com/img/items/emerald.png,/img/items/emerald.png,emerald.png,22,,
Emerald Ring,emerald ring,emerald-ring,https://buddy.farm/i/emerald-ring/,icon_found,200,Emerald Ring,https://farmrpg.com/img/items/greenring.png,/img/items/greenring.png,greenring.png,30,,
Energy Coil,energy coil,energy-coil,https://buddy.farm/i/energy-coil/,icon_found,200,Energy Coil,https://farmrpg.com/img/items/9379b.png,/img/items/9379b.png,9379b.png,17,,
Energy Core,energy core,energy-core,https://buddy.farm/i/energy-core/,icon_found,200,Energy Core,https://farmrpg.com/img/items/parts_026.png,/img/items/parts_026.png,parts_026.png,3,,
Engine,engine,engine,https://buddy.farm/i/engine/,icon_found,200,Engine,https://farmrpg.com/img/items/engine.png?1,/img/items/engine.png,engine.png,55,,
Esperium,esperium,esperium,https://buddy.farm/i/esperium/,icon_found,200,Esperium,https://farmrpg.com/img/items/9446.png,/img/items/9446.png,9446.png,1,,
Essence of Slime,essence of slime,essence-of-slime,https://buddy.farm/i/essence-of-slime/,icon_found,200,Essence of Slime,https://farmrpg.com/img/items/essense.png,/img/items/essense.png,essense.png,45,,
Event Key,event key,event-key,https://buddy.farm/i/event-key/,icon_found,200,Event Key,https://farmrpg.com/img/items/eventkey.png,/img/items/eventkey.png,eventkey.png,3,,
Event Token,event token,event-token,https://buddy.farm/i/event-token/,icon_found,200,Event Token,https://farmrpg.com/img/items/token.png,/img/items/token.png,token.png,48,,
Event Token Purse,event token purse,event-token-purse,https://buddy.farm/i/event-token-purse/,icon_found,200,Event Token Purse,https://farmrpg.com/img/items/BagsAndBoxes_46_t.png,/img/items/BagsAndBoxes_46_t.png,BagsAndBoxes_46_t.png,3,,
Expired Ticket,expired ticket,expired-ticket,https://buddy.farm/i/expired-ticket/,icon_found,200,Expired Ticket,https://farmrpg.com/img/items/expiredticket.png,/img/items/expiredticket.png,expiredticket.png,1,,
Explosive,explosive,explosive,https://buddy.farm/i/explosive/,icon_found,200,Explosive,https://farmrpg.com/img/items/6124.png,/img/items/6124.png,6124.png,36,,
Eye Patch,eye patch,eye-patch,https://buddy.farm/i/eye-patch/,icon_found,200,Eye Patch,https://farmrpg.com/img/items/4920.png,/img/items/4920.png,4920.png,18,,
Fairy Crystal,fairy crystal,fairy-crystal,https://buddy.farm/i/fairy-crystal/,icon_found,200,Fairy Crystal,https://farmrpg.com/img/items/fairycrystal.png,/img/items/fairycrystal.png,fairycrystal.png,3,,
Fall Basket,fall basket,fall-basket,https://buddy.farm/i/fall-basket/,icon_found,200,Fall Basket,https://farmrpg.com/img/items/fallbasket.png,/img/items/fallbasket.png,fallbasket.png,13,,
Fall Leaves,fall leaves,fall-leaves,https://buddy.farm/i/fall-leaves/,icon_found,200,Fall Leaves,https://farmrpg.com/img/items/fallleaves.png,/img/items/fallleaves.png,fallleaves.png,3,,
Fancy Box,fancy box,fancy-box,https://buddy.farm/i/fancy-box/,icon_found,200,Fancy Box,https://farmrpg.com/img/items/4238.png,/img/items/4238.png,4238.png,7,,
Fancy Chair,fancy chair,fancy-chair,https://buddy.farm/i/fancy-chair/,icon_found,200,Fancy Chair,https://farmrpg.com/img/items/195.png,/img/items/195.png,195.png,21,,
Fancy Clock,fancy clock,fancy-clock,https://buddy.farm/i/fancy-clock/,icon_found,200,Fancy Clock,https://farmrpg.com/img/items/viri_4696.png,/img/items/viri_4696.png,viri_4696.png,12,,
Fancy Drum,fancy drum,fancy-drum,https://buddy.farm/i/fancy-drum/,icon_found,200,Fancy Drum,https://farmrpg.com/img/items/drum.png,/img/items/drum.png,drum.png,20,,
Fancy Guitar,fancy guitar,fancy-guitar,https://buddy.farm/i/fancy-guitar/,icon_found,200,Fancy Guitar,https://farmrpg.com/img/items/3857.png?1,/img/items/3857.png,3857.png,25,,
Fancy Pan Flute,fancy pan flute,fancy-pan-flute,https://buddy.farm/i/fancy-pan-flute/,icon_found,200,Fancy Pan Flute,https://farmrpg.com/img/items/1240.png,/img/items/1240.png,1240.png,16,,
Fancy Pillow,fancy pillow,fancy-pillow,https://buddy.farm/i/fancy-pillow/,icon_found,200,Fancy Pillow,https://farmrpg.com/img/items/Fancy_pillow.png,/img/items/Fancy_pillow.png,Fancy_pillow.png,5,,
Fancy Pipe,fancy pipe,fancy-pipe,https://buddy.farm/i/fancy-pipe/,icon_found,200,Fancy Pipe,https://farmrpg.com/img/items/7275.png?1,/img/items/7275.png,7275.png,10,,
Fancy Present,fancy present,fancy-present,https://buddy.farm/i/fancy-present/,icon_found,200,Fancy Present,https://farmrpg.com/img/items/gift_2.png,/img/items/gift_2.png,gift_2.png,13,,
Fancy Shoe,fancy shoe,fancy-shoe,https://buddy.farm/i/fancy-shoe/,icon_found,200,Fancy Shoe,https://farmrpg.com/img/items/bshoe2.png,/img/items/bshoe2.png,bshoe2.png,4,,
Fancy Sword,fancy sword,fancy-sword,https://buddy.farm/i/fancy-sword/,icon_found,200,Fancy Sword,https://farmrpg.com/img/items/fancysword.png,/img/items/fancysword.png,fancysword.png,14,,
Fancy Table,fancy table,fancy-table,https://buddy.farm/i/fancy-table/,icon_found,200,Fancy Table,https://farmrpg.com/img/items/193.png?1,/img/items/193.png,193.png,19,,
Fancy Violin,fancy violin,fancy-violin,https://buddy.farm/i/fancy-violin/,icon_found,200,Fancy Violin,https://farmrpg.com/img/items/finp_618.png?1,/img/items/finp_618.png,finp_618.png,14,,
Fangs,fangs,fangs,https://buddy.farm/i/fangs/,icon_found,200,Fangs,https://farmrpg.com/img/items/3980.png,/img/items/3980.png,3980.png,2,,
Fantastic Buddy Doll,fantastic buddy doll,fantastic-buddy-doll,https://buddy.farm/i/fantastic-buddy-doll/,icon_found,200,Fantastic Buddy Doll,https://farmrpg.com/img/items/four_buddy_doll.png,/img/items/four_buddy_doll.png,four_buddy_doll.png,1,,
Feathers,feathers,feathers,https://buddy.farm/i/feathers/,icon_found,200,Feathers,https://farmrpg.com/img/items/feathers.png,/img/items/feathers.png,feathers.png,55,,
Feed,feed,feed,https://buddy.farm/i/feed/,icon_found,200,Feed,https://farmrpg.com/img/items/8299.png,/img/items/8299.png,8299.png,12,,
Fenrir's Coin,fenrir's coin,fenrir-s-coin,https://buddy.farm/i/fenrir-s-coin/,icon_found,200,Fenrir&#x27;s Coin,https://farmrpg.com/img/items/4173.png,/img/items/4173.png,4173.png,1,,
Fern Leaf,fern leaf,fern-leaf,https://buddy.farm/i/fern-leaf/,icon_found,200,Fern Leaf,https://farmrpg.com/img/items/fern.png,/img/items/fern.png,fern.png,21,,
Festive Eggnog,festive eggnog,festive-eggnog,https://buddy.farm/i/festive-eggnog/,icon_found,200,Festive Eggnog,https://farmrpg.com/img/items/eggnog.png,/img/items/eggnog.png,eggnog.png,16,,
Fire Ant,fire ant,fire-ant,https://buddy.farm/i/fire-ant/,icon_found,200,Fire Ant,https://farmrpg.com/img/items/fireant.png,/img/items/fireant.png,fireant.png,44,,
Fire Ant Farm,fire ant farm,fire-ant-farm,https://buddy.farm/i/fire-ant-farm/,icon_found,200,Fire Ant Farm,https://farmrpg.com/img/items/antfarm.png?1,/img/items/antfarm.png,antfarm.png,10,,
Fire Crystal,fire crystal,fire-crystal,https://buddy.farm/i/fire-crystal/,icon_found,200,Fire Crystal,https://farmrpg.com/img/items/firecrystal.png,/img/items/firecrystal.png,firecrystal.png,1,,
Firestream's Magic Wire,firestream's magic wire,firestream-s-magic-wire,https://buddy.farm/i/firestream-s-magic-wire/,icon_found,200,Firestream&#x27;s Magic Wire,https://farmrpg.com/img/items/magicwire.png,/img/items/magicwire.png,magicwire.png,2,,
Fireworks,fireworks,fireworks,https://buddy.farm/i/fireworks/,icon_found,200,Fireworks,https://farmrpg.com/img/items/petard.png,/img/items/petard.png,petard.png,17,,
Fish and Chips,fish and chips,fish-and-chips,https://buddy.farm/i/fish-and-chips/,icon_found,200,Fish and Chips,https://farmrpg.com/img/items/fishnchips.png,/img/items/fishnchips.png,fishnchips.png,14,,
Fish Biscuit,fish biscuit,fish-biscuit,https://buddy.farm/i/fish-biscuit/,icon_found,200,Fish Biscuit,https://farmrpg.com/img/items/fish_biscuit.png,/img/items/fish_biscuit.png,fish_biscuit.png,4,,
Fish Bones,fish bones,fish-bones,https://buddy.farm/i/fish-bones/,icon_found,200,Fish Bones,https://farmrpg.com/img/items/7747.PNG,/img/items/7747.PNG,7747.PNG,33,,
Fishing Hook,fishing hook,fishing-hook,https://buddy.farm/i/fishing-hook/,icon_found,200,Fishing Hook,https://farmrpg.com/img/items/fishing_48_t.png,/img/items/fishing_48_t.png,fishing_48_t.png,4,,
Fishing Net,fishing net,fishing-net,https://buddy.farm/i/fishing-net/,icon_found,200,Fishing Net,https://farmrpg.com/img/items/7748.png,/img/items/7748.png,7748.png,93,,
Five Point Mace,five point mace,five-point-mace,https://buddy.farm/i/five-point-mace/,icon_found,200,Five Point Mace,https://farmrpg.com/img/items/5046.png,/img/items/5046.png,5046.png,4,,
Flame Orb,flame orb,flame-orb,https://buddy.farm/i/flame-orb/,icon_found,200,Flame Orb,https://farmrpg.com/img/items/7405.png,/img/items/7405.png,7405.png,2,,
Flamejack,flamejack,flamejack,https://buddy.farm/i/flamejack/,icon_found,200,Flamejack,https://farmrpg.com/img/items/5162-2.png,/img/items/5162-2.png,5162-2.png,9,,
Flarefin,flarefin,flarefin,https://buddy.farm/i/flarefin/,icon_found,200,Flarefin,https://farmrpg.com/img/items/5230-2.png,/img/items/5230-2.png,5230-2.png,15,,
Flarite,flarite,flarite,https://buddy.farm/i/flarite/,icon_found,200,Flarite,https://farmrpg.com/img/items/flarite.png,/img/items/flarite.png,flarite.png,4,,
Flier,flier,flier,https://buddy.farm/i/flier/,icon_found,200,Flier,https://farmrpg.com/img/items/7843.png,/img/items/7843.png,7843.png,24,,
Flour,flour,flour,https://buddy.farm/i/flour/,icon_found,200,Flour,https://farmrpg.com/img/items/5763.png,/img/items/5763.png,5763.png,35,,
Fluorifish,fluorifish,fluorifish,https://buddy.farm/i/fluorifish/,icon_found,200,Fluorifish,https://farmrpg.com/img/items/5771.png,/img/items/5771.png,5771.png,16,,
Flying Machine,flying machine,flying-machine,https://buddy.farm/i/flying-machine/,icon_found,200,Flying Machine,https://farmrpg.com/img/items/147.png,/img/items/147.png,147.png,18,,
Flywheel,flywheel,flywheel,https://buddy.farm/i/flywheel/,icon_found,200,Flywheel,https://farmrpg.com/img/items/9387.png,/img/items/9387.png,9387.png,25,,
