item_name,item_buddy_url,used_in_item_name,used_in_buddy_url,quantity
Handsaw,https://buddy.farm/i/handsaw/,Grand Piano,https://buddy.farm/i/grand-piano/,1
Handsaw,https://buddy.farm/i/handsaw/,Snow Shoes,https://buddy.farm/i/snow-shoes/,1
Handsaw,https://buddy.farm/i/handsaw/,Block of Wood,https://buddy.farm/i/block-of-wood/,1
Hide,https://buddy.farm/i/hide/,Reinforced Helmet,https://buddy.farm/i/reinforced-helmet/,4
Hide,https://buddy.farm/i/hide/,Leather Helmet,https://buddy.farm/i/leather-helmet/,2
Hide,https://buddy.farm/i/hide/,Leather,https://buddy.farm/i/leather/,2
Horn,https://buddy.farm/i/horn/,Grand Piano,https://buddy.farm/i/grand-piano/,88
Horn,https://buddy.farm/i/horn/,Veggie Juice,https://buddy.farm/i/veggie-juice/,2
Horn,https://buddy.farm/i/horn/,Horn Canteen,https://buddy.farm/i/horn-canteen/,1
Horn Canteen,https://buddy.farm/i/horn-canteen/,Rucksack,https://buddy.farm/i/rucksack/,2
Iced Tea,https://buddy.farm/i/iced-tea/,Arnold Palmer,https://buddy.farm/i/arnold-palmer/,1
Iron,https://buddy.farm/i/iron/,Wooden Barrel,https://buddy.farm/i/wooden-barrel/,4
Iron,https://buddy.farm/i/iron/,Looking Glass,https://buddy.farm/i/looking-glass/,1
Iron,https://buddy.farm/i/iron/,Fishing Net,https://buddy.farm/i/fishing-net/,4
Iron,https://buddy.farm/i/iron/,Magnifying Glass,https://buddy.farm/i/magnifying-glass/,3
Iron,https://buddy.farm/i/iron/,Iron Cup,https://buddy.farm/i/iron-cup/,3
Iron,https://buddy.farm/i/iron/,Shovel,https://buddy.farm/i/shovel/,2
Iron,https://buddy.farm/i/iron/,Hammer,https://buddy.farm/i/hammer/,1
Iron,https://buddy.farm/i/iron/,Sturdy Sword,https://buddy.farm/i/sturdy-sword/,2
Iron,https://buddy.farm/i/iron/,Fancy Pipe,https://buddy.farm/i/fancy-pipe/,1
Iron,https://buddy.farm/i/iron/,Fancy Guitar,https://buddy.farm/i/fancy-guitar/,4
Iron,https://buddy.farm/i/iron/,Wooden Bow,https://buddy.farm/i/wooden-bow/,2
Iron,https://buddy.farm/i/iron/,Bucket,https://buddy.farm/i/bucket/,1
Iron,https://buddy.farm/i/iron/,Lantern,https://buddy.farm/i/lantern/,3
Iron,https://buddy.farm/i/iron/,Power Monitor,https://buddy.farm/i/power-monitor/,10
Iron,https://buddy.farm/i/iron/,Horseshoe,https://buddy.farm/i/horseshoe/,5
Iron,https://buddy.farm/i/iron/,Treasure Chest,https://buddy.farm/i/treasure-chest/,12
Iron,https://buddy.farm/i/iron/,Wooden Shield,https://buddy.farm/i/wooden-shield/,1
Iron,https://buddy.farm/i/iron/,Axe,https://buddy.farm/i/axe/,1
Iron,https://buddy.farm/i/iron/,Wooden Sword,https://buddy.farm/i/wooden-sword/,2
Iron,https://buddy.farm/i/iron/,Steel Wire,https://buddy.farm/i/steel-wire/,10
Iron,https://buddy.farm/i/iron/,Sturdy Shield,https://buddy.farm/i/sturdy-shield/,6
Iron,https://buddy.farm/i/iron/,Awl,https://buddy.farm/i/awl/,1
Iron,https://buddy.farm/i/iron/,Iron Ring,https://buddy.farm/i/iron-ring/,2
Iron,https://buddy.farm/i/iron/,Pickaxe,https://buddy.farm/i/pickaxe/,2
Iron,https://buddy.farm/i/iron/,Steel,https://buddy.farm/i/steel/,10
Iron,https://buddy.farm/i/iron/,Sturdy Box,https://buddy.farm/i/sturdy-box/,2
Iron,https://buddy.farm/i/iron/,Green Shield,https://buddy.farm/i/green-shield/,3
Iron,https://buddy.farm/i/iron/,Cooking Pot,https://buddy.farm/i/cooking-pot/,25
Iron,https://buddy.farm/i/iron/,Crossbow,https://buddy.farm/i/crossbow/,2
Iron,https://buddy.farm/i/iron/,Glowing Lantern,https://buddy.farm/i/glowing-lantern/,3
Iron Ring,https://buddy.farm/i/iron-ring/,Leather Bag,https://buddy.farm/i/leather-bag/,4
Iron Ring,https://buddy.farm/i/iron-ring/,Magnifying Glass,https://buddy.farm/i/magnifying-glass/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Horn Canteen,https://buddy.farm/i/horn-canteen/,2
Iron Ring,https://buddy.farm/i/iron-ring/,Coin Purse,https://buddy.farm/i/coin-purse/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Mystic Ring,https://buddy.farm/i/mystic-ring/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Jade Charm,https://buddy.farm/i/jade-charm/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Fancy Pipe,https://buddy.farm/i/fancy-pipe/,3
Iron Ring,https://buddy.farm/i/iron-ring/,Scissors,https://buddy.farm/i/scissors/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Compass,https://buddy.farm/i/compass/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Large Net,https://buddy.farm/i/large-net/,25
Iron Ring,https://buddy.farm/i/iron-ring/,Lemon Quartz Ring,https://buddy.farm/i/lemon-quartz-ring/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Lantern,https://buddy.farm/i/lantern/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Leather Waterskin,https://buddy.farm/i/leather-waterskin/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Garnet Ring,https://buddy.farm/i/garnet-ring/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Pitchfork,https://buddy.farm/i/pitchfork/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Emerald Ring,https://buddy.farm/i/emerald-ring/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Amethyst Necklace,https://buddy.farm/i/amethyst-necklace/,2
Iron Ring,https://buddy.farm/i/iron-ring/,Shimmer Ring,https://buddy.farm/i/shimmer-ring/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Pearl Necklace,https://buddy.farm/i/pearl-necklace/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Amber Cane,https://buddy.farm/i/amber-cane/,2
Iron Ring,https://buddy.farm/i/iron-ring/,Essence of Slime,https://buddy.farm/i/essence-of-slime/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Awl,https://buddy.farm/i/awl/,2
Iron Ring,https://buddy.farm/i/iron-ring/,Ruby Ring,https://buddy.farm/i/ruby-ring/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Aquamarine Ring,https://buddy.farm/i/aquamarine-ring/,1
Iron Ring,https://buddy.farm/i/iron-ring/,Crossbow,https://buddy.farm/i/crossbow/,2
Iron Ring,https://buddy.farm/i/iron-ring/,Glowing Lantern,https://buddy.farm/i/glowing-lantern/,2
Jade,https://buddy.farm/i/jade/,Seashell Necklace,https://buddy.farm/i/seashell-necklace/,2
Jade,https://buddy.farm/i/jade/,Gold Jade Ring,https://buddy.farm/i/gold-jade-ring/,1
Jade,https://buddy.farm/i/jade/,Jade Charm,https://buddy.farm/i/jade-charm/,1
Kill Switch,https://buddy.farm/i/kill-switch/,Engine,https://buddy.farm/i/engine/,1
Ladder,https://buddy.farm/i/ladder/,Ship Mast,https://buddy.farm/i/ship-mast/,1
Ladder,https://buddy.farm/i/ladder/,Step Ladder,https://buddy.farm/i/step-ladder/,2
Lantern,https://buddy.farm/i/lantern/,Linked Lantern,https://buddy.farm/i/linked-lantern/,1
Lapis Lazuli,https://buddy.farm/i/lapis-lazuli/,Crystal Pickaxe,https://buddy.farm/i/crystal-pickaxe/,1
Leather,https://buddy.farm/i/leather/,Leather Bag,https://buddy.farm/i/leather-bag/,2
Leather,https://buddy.farm/i/leather/,Coin Purse,https://buddy.farm/i/coin-purse/,2
Leather,https://buddy.farm/i/leather/,Wizard Hat,https://buddy.farm/i/wizard-hat/,2
Leather,https://buddy.farm/i/leather/,Sturdy Sword,https://buddy.farm/i/sturdy-sword/,1
Leather,https://buddy.farm/i/leather/,Green Top Hat,https://buddy.farm/i/green-top-hat/,2
Leather,https://buddy.farm/i/leather/,Sand,https://buddy.farm/i/sand/,1
Leather,https://buddy.farm/i/leather/,Fancy Drum,https://buddy.farm/i/fancy-drum/,2
Leather,https://buddy.farm/i/leather/,Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,1
Leather,https://buddy.farm/i/leather/,Leather Waterskin,https://buddy.farm/i/leather-waterskin/,2
Leather,https://buddy.farm/i/leather/,Leather Helmet,https://buddy.farm/i/leather-helmet/,3
Leather,https://buddy.farm/i/leather/,Spiky Bracelet,https://buddy.farm/i/spiky-bracelet/,4
Leather,https://buddy.farm/i/leather/,Green Cloak,https://buddy.farm/i/green-cloak/,5
Leather,https://buddy.farm/i/leather/,Red Trunk,https://buddy.farm/i/red-trunk/,3
Leather,https://buddy.farm/i/leather/,Leather Belt,https://buddy.farm/i/leather-belt/,3
Leather,https://buddy.farm/i/leather/,Leather Diary,https://buddy.farm/i/leather-diary/,1
Leather,https://buddy.farm/i/leather/,Fancy Chair,https://buddy.farm/i/fancy-chair/,4
Leather,https://buddy.farm/i/leather/,Snow Shoes,https://buddy.farm/i/snow-shoes/,5
Leather,https://buddy.farm/i/leather/,Flying Machine,https://buddy.farm/i/flying-machine/,10
Leather,https://buddy.farm/i/leather/,Magus Hat,https://buddy.farm/i/magus-hat/,2
Leather,https://buddy.farm/i/leather/,Rucksack,https://buddy.farm/i/rucksack/,8
Leather,https://buddy.farm/i/leather/,Black Cloak,https://buddy.farm/i/black-cloak/,5
Leather,https://buddy.farm/i/leather/,White Cloak,https://buddy.farm/i/white-cloak/,5
Leather,https://buddy.farm/i/leather/,Brown Cloak,https://buddy.farm/i/brown-cloak/,5
Leather Bag,https://buddy.farm/i/leather-bag/,Purple Bag,https://buddy.farm/i/purple-bag/,1
Leather Bag,https://buddy.farm/i/leather-bag/,Brown Bag,https://buddy.farm/i/brown-bag/,1
Leather Bag,https://buddy.farm/i/leather-bag/,Black Bag,https://buddy.farm/i/black-bag/,1
Leather Bag,https://buddy.farm/i/leather-bag/,Yellow Bag,https://buddy.farm/i/yellow-bag/,1
Leather Helmet,https://buddy.farm/i/leather-helmet/,Reinforced Helmet,https://buddy.farm/i/reinforced-helmet/,1
Lemon,https://buddy.farm/i/lemon/,Lemonade,https://buddy.farm/i/lemonade/,6
Lemon,https://buddy.farm/i/lemon/,Fruit Punch,https://buddy.farm/i/fruit-punch/,25
Lemon Quartz,https://buddy.farm/i/lemon-quartz/,Fancy Sword,https://buddy.farm/i/fancy-sword/,2
Lemon Quartz,https://buddy.farm/i/lemon-quartz/,Lemon Quartz Ring,https://buddy.farm/i/lemon-quartz-ring/,1
Lemon Quartz,https://buddy.farm/i/lemon-quartz/,Gold Lemon Quartz Ring,https://buddy.farm/i/gold-lemon-quartz-ring/,1
Lemonade,https://buddy.farm/i/lemonade/,Arnold Palmer,https://buddy.farm/i/arnold-palmer/,20
Looking Glass,https://buddy.farm/i/looking-glass/,Ship Mast,https://buddy.farm/i/ship-mast/,1
Machine Part,https://buddy.farm/i/machine-part/,Machine Press,https://buddy.farm/i/machine-press/,6
Machine Part,https://buddy.farm/i/machine-part/,Cannon,https://buddy.farm/i/cannon/,6
Machine Part,https://buddy.farm/i/machine-part/,Control Box,https://buddy.farm/i/control-box/,10
Machine Press,https://buddy.farm/i/machine-press/,Corn Oil,https://buddy.farm/i/corn-oil/,1
Machine Press,https://buddy.farm/i/machine-press/,Silk,https://buddy.farm/i/silk/,1
Magicite,https://buddy.farm/i/magicite/,Linked Lantern,https://buddy.farm/i/linked-lantern/,1
Magicite,https://buddy.farm/i/magicite/,Engine,https://buddy.farm/i/engine/,1
Magna Core,https://buddy.farm/i/magna-core/,Compass,https://buddy.farm/i/compass/,1
Magna Quartz,https://buddy.farm/i/magna-quartz/,Magna Core,https://buddy.farm/i/magna-core/,25
Magna Quartz,https://buddy.farm/i/magna-quartz/,Flying Machine,https://buddy.farm/i/flying-machine/,4
Metal Spool,https://buddy.farm/i/metal-spool/,Spool of Copper,https://buddy.farm/i/spool-of-copper/,1
Milk,https://buddy.farm/i/milk/,Butter,https://buddy.farm/i/butter/,25
Milk,https://buddy.farm/i/milk/,Shamrock Milk,https://buddy.farm/i/shamrock-milk/,1
Minnows,https://buddy.farm/i/minnows/,Chum,https://buddy.farm/i/chum/,4
Mist Lily,https://buddy.farm/i/mist-lily/,White Dye,https://buddy.farm/i/white-dye/,5
Model Ship,https://buddy.farm/i/model-ship/,Ship in a Bottle,https://buddy.farm/i/ship-in-a-bottle/,1
Monster Skull,https://buddy.farm/i/monster-skull/,Spiky Bracelet,https://buddy.farm/i/spiky-bracelet/,6
Moonstone,https://buddy.farm/i/moonstone/,Cooking Pot,https://buddy.farm/i/cooking-pot/,1
Moonstone,https://buddy.farm/i/moonstone/,Fancy Violin,https://buddy.farm/i/fancy-violin/,4
Moonstone,https://buddy.farm/i/moonstone/,Pie Pan,https://buddy.farm/i/pie-pan/,2
Moonstone,https://buddy.farm/i/moonstone/,Control Box,https://buddy.farm/i/control-box/,3
Mudcap,https://buddy.farm/i/mudcap/,Brown Dye,https://buddy.farm/i/brown-dye/,3
Mudcap,https://buddy.farm/i/mudcap/,Strong Paste,https://buddy.farm/i/strong-paste/,1
Mushroom,https://buddy.farm/i/mushroom/,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,3
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Purple Diary,https://buddy.farm/i/purple-diary/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Mystic Ring,https://buddy.farm/i/mystic-ring/,3
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Shovel,https://buddy.farm/i/shovel/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Hammer,https://buddy.farm/i/hammer/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Sturdy Sword,https://buddy.farm/i/sturdy-sword/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Fancy Guitar,https://buddy.farm/i/fancy-guitar/,3
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Hourglass,https://buddy.farm/i/hourglass/,2
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Sturdy Bow,https://buddy.farm/i/sturdy-bow/,2
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Lemon Quartz Ring,https://buddy.farm/i/lemon-quartz-ring/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Fancy Drum,https://buddy.farm/i/fancy-drum/,2
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Handsaw,https://buddy.farm/i/handsaw/,2
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Blue Diary,https://buddy.farm/i/blue-diary/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Red Diary,https://buddy.farm/i/red-diary/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Ship in a Bottle,https://buddy.farm/i/ship-in-a-bottle/,3
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Fancy Sword,https://buddy.farm/i/fancy-sword/,2
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Leather Helmet,https://buddy.farm/i/leather-helmet/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Spiky Bracelet,https://buddy.farm/i/spiky-bracelet/,4
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Garnet Ring,https://buddy.farm/i/garnet-ring/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Pitchfork,https://buddy.farm/i/pitchfork/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Axe,https://buddy.farm/i/axe/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Emerald Ring,https://buddy.farm/i/emerald-ring/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Crystal Pickaxe,https://buddy.farm/i/crystal-pickaxe/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Re'taw Pail,https://buddy.farm/i/re-taw-pail/,4
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Green Diary,https://buddy.farm/i/green-diary/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Shimmer Ring,https://buddy.farm/i/shimmer-ring/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Amber Cane,https://buddy.farm/i/amber-cane/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Leather Diary,https://buddy.farm/i/leather-diary/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Ruby Ring,https://buddy.farm/i/ruby-ring/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Fancy Violin,https://buddy.farm/i/fancy-violin/,8
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Steel Pickaxe,https://buddy.farm/i/steel-pickaxe/,2
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Bone Pickaxe,https://buddy.farm/i/bone-pickaxe/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Pickaxe,https://buddy.farm/i/pickaxe/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Canoe,https://buddy.farm/i/canoe/,5
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Aquamarine Ring,https://buddy.farm/i/aquamarine-ring/,1
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Gainite,https://buddy.farm/i/gainite/,2000
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Red Brick,https://buddy.farm/i/red-brick/,3
Mushroom Paste,https://buddy.farm/i/mushroom-paste/,Strong Paste,https://buddy.farm/i/strong-paste/,2
Nailed Board,https://buddy.farm/i/nailed-board/,Flying Machine,https://buddy.farm/i/flying-machine/,10
Nails,https://buddy.farm/i/nails/,Wooden Barrel,https://buddy.farm/i/wooden-barrel/,10
Nails,https://buddy.farm/i/nails/,Scissors,https://buddy.farm/i/scissors/,1
Nails,https://buddy.farm/i/nails/,Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,4
Nails,https://buddy.farm/i/nails/,Wooden Table,https://buddy.farm/i/wooden-table/,12
Nails,https://buddy.farm/i/nails/,Frost Shield,https://buddy.farm/i/frost-shield/,3
Nails,https://buddy.farm/i/nails/,Potato Battery,https://buddy.farm/i/potato-battery/,4
Nails,https://buddy.farm/i/nails/,Explosive,https://buddy.farm/i/explosive/,6
Nails,https://buddy.farm/i/nails/,Ship Mast,https://buddy.farm/i/ship-mast/,120
Nails,https://buddy.farm/i/nails/,Horseshoe,https://buddy.farm/i/horseshoe/,7
Nails,https://buddy.farm/i/nails/,Ladder,https://buddy.farm/i/ladder/,8
Nails,https://buddy.farm/i/nails/,Treasure Chest,https://buddy.farm/i/treasure-chest/,22
Nails,https://buddy.farm/i/nails/,Wooden Shield,https://buddy.farm/i/wooden-shield/,4
Nails,https://buddy.farm/i/nails/,Axe,https://buddy.farm/i/axe/,2
Nails,https://buddy.farm/i/nails/,Metal Spool,https://buddy.farm/i/metal-spool/,2
Nails,https://buddy.farm/i/nails/,Sturdy Shield,https://buddy.farm/i/sturdy-shield/,6
Nails,https://buddy.farm/i/nails/,Wagon Wheel,https://buddy.farm/i/wagon-wheel/,14
Nails,https://buddy.farm/i/nails/,Red Trunk,https://buddy.farm/i/red-trunk/,16
Nails,https://buddy.farm/i/nails/,Nailed Board,https://buddy.farm/i/nailed-board/,1
Nails,https://buddy.farm/i/nails/,Fancy Chair,https://buddy.farm/i/fancy-chair/,8
Nails,https://buddy.farm/i/nails/,Fancy Table,https://buddy.farm/i/fancy-table/,32
Nails,https://buddy.farm/i/nails/,Canoe,https://buddy.farm/i/canoe/,10
Nails,https://buddy.farm/i/nails/,Sturdy Box,https://buddy.farm/i/sturdy-box/,6
Nails,https://buddy.farm/i/nails/,Wooden Box,https://buddy.farm/i/wooden-box/,6
Nails,https://buddy.farm/i/nails/,Machine Press,https://buddy.farm/i/machine-press/,5
Nails,https://buddy.farm/i/nails/,Wooden Plank,https://buddy.farm/i/wooden-plank/,4
Nails,https://buddy.farm/i/nails/,Oak Table,https://buddy.farm/i/oak-table/,24
Nails,https://buddy.farm/i/nails/,Gazebo,https://buddy.farm/i/gazebo/,120
Oak,https://buddy.farm/i/oak/,Fancy Guitar,https://buddy.farm/i/fancy-guitar/,5
Oak,https://buddy.farm/i/oak/,Sturdy Bow,https://buddy.farm/i/sturdy-bow/,4
Oak,https://buddy.farm/i/oak/,Fancy Drum,https://buddy.farm/i/fancy-drum/,15
Oak,https://buddy.farm/i/oak/,Ship in a Bottle,https://buddy.farm/i/ship-in-a-bottle/,2
Oak,https://buddy.farm/i/oak/,Ship Mast,https://buddy.farm/i/ship-mast/,20
Oak,https://buddy.farm/i/oak/,Sturdy Pickaxe,https://buddy.farm/i/sturdy-pickaxe/,1
Oak,https://buddy.farm/i/oak/,Amber Cane,https://buddy.farm/i/amber-cane/,1
Oak,https://buddy.farm/i/oak/,Fancy Clock,https://buddy.farm/i/fancy-clock/,12
Oak,https://buddy.farm/i/oak/,Fancy Chair,https://buddy.farm/i/fancy-chair/,50
Oak,https://buddy.farm/i/oak/,Fancy Table,https://buddy.farm/i/fancy-table/,80
Oak,https://buddy.farm/i/oak/,Snow Shoes,https://buddy.farm/i/snow-shoes/,20
Oak,https://buddy.farm/i/oak/,Canoe,https://buddy.farm/i/canoe/,100
Oak,https://buddy.farm/i/oak/,Crossbow,https://buddy.farm/i/crossbow/,3
Oak,https://buddy.farm/i/oak/,Oak Table,https://buddy.farm/i/oak-table/,80
Oak,https://buddy.farm/i/oak/,Gazebo,https://buddy.farm/i/gazebo/,120
Old Boot,https://buddy.farm/i/old-boot/,Polished Boot,https://buddy.farm/i/polished-boot/,1
Onyx Scorpion,https://buddy.farm/i/onyx-scorpion/,Spiky Bracelet,https://buddy.farm/i/spiky-bracelet/,12
Orange,https://buddy.farm/i/orange/,Apple Cider,https://buddy.farm/i/apple-cider/,1
Orange,https://buddy.farm/i/orange/,Orange Juice,https://buddy.farm/i/orange-juice/,6
Orange,https://buddy.farm/i/orange/,Fruit Punch,https://buddy.farm/i/fruit-punch/,25
Orange Dye,https://buddy.farm/i/orange-dye/,Orange Twine,https://buddy.farm/i/orange-twine/,1
Orange Dye,https://buddy.farm/i/orange-dye/,Orange Butterfly,https://buddy.farm/i/orange-butterfly/,1
Orange Dye,https://buddy.farm/i/orange-dye/,Orange Scarf,https://buddy.farm/i/orange-scarf/,1
Orange Dye,https://buddy.farm/i/orange-dye/,Orange Shirt,https://buddy.farm/i/orange-shirt/,1
Orange Dye,https://buddy.farm/i/orange-dye/,Tie Dye Scarf,https://buddy.farm/i/tie-dye-scarf/,1
Orange Flowers,https://buddy.farm/i/orange-flowers/,Bouquet of Flowers,https://buddy.farm/i/bouquet-of-flowers/,2
Painite,https://buddy.farm/i/painite/,Gainite,https://buddy.farm/i/gainite/,5
Peach,https://buddy.farm/i/peach/,Peach Juice,https://buddy.farm/i/peach-juice/,10
Peach,https://buddy.farm/i/peach/,Fruit Punch,https://buddy.farm/i/fruit-punch/,5
Pear Grease,https://buddy.farm/i/pear-grease/,Engine,https://buddy.farm/i/engine/,1
Pearl,https://buddy.farm/i/pearl/,Seashell Necklace,https://buddy.farm/i/seashell-necklace/,10
Pearl,https://buddy.farm/i/pearl/,Pearl Necklace,https://buddy.farm/i/pearl-necklace/,1
Peas,https://buddy.farm/i/peas/,Veggie Juice,https://buddy.farm/i/veggie-juice/,7
Peppers,https://buddy.farm/i/peppers/,Veggie Juice,https://buddy.farm/i/veggie-juice/,7
Pickaxe,https://buddy.farm/i/pickaxe/,Crystal Pickaxe,https://buddy.farm/i/crystal-pickaxe/,1
Pickaxe,https://buddy.farm/i/pickaxe/,Bone Pickaxe,https://buddy.farm/i/bone-pickaxe/,1
Pickaxe,https://buddy.farm/i/pickaxe/,Steel Pickaxe,https://buddy.farm/i/steel-pickaxe/,1
Pickaxe,https://buddy.farm/i/pickaxe/,Sturdy Pickaxe,https://buddy.farm/i/sturdy-pickaxe/,1
Piece 01,https://buddy.farm/i/piece-01/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 03,https://buddy.farm/i/piece-03/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 04,https://buddy.farm/i/piece-04/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 07,https://buddy.farm/i/piece-07/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 09,https://buddy.farm/i/piece-09/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 11,https://buddy.farm/i/piece-11/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 12,https://buddy.farm/i/piece-12/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 15,https://buddy.farm/i/piece-15/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 18,https://buddy.farm/i/piece-18/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 22,https://buddy.farm/i/piece-22/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 23,https://buddy.farm/i/piece-23/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 24,https://buddy.farm/i/piece-24/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 26,https://buddy.farm/i/piece-26/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 30,https://buddy.farm/i/piece-30/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece 31,https://buddy.farm/i/piece-31/,Swamp Puzzle,https://buddy.farm/i/swamp-puzzle/,1
Piece of Heart,https://buddy.farm/i/piece-of-heart/,Heart Container,https://buddy.farm/i/heart-container/,4
Pine Board,https://buddy.farm/i/pine-board/,Pine Shelf,https://buddy.farm/i/pine-shelf/,1
Pine Board,https://buddy.farm/i/pine-board/,Fancy Violin,https://buddy.farm/i/fancy-violin/,5
Pine Tree,https://buddy.farm/i/pine-tree/,Block of Wood,https://buddy.farm/i/block-of-wood/,1
Pocket Watch,https://buddy.farm/i/pocket-watch/,Y73841 Detector,https://buddy.farm/i/y73841-detector/,1
Pocket Watch,https://buddy.farm/i/pocket-watch/,Power Monitor,https://buddy.farm/i/power-monitor/,1
Pocket Watch,https://buddy.farm/i/pocket-watch/,Fancy Clock,https://buddy.farm/i/fancy-clock/,1
Polished Boot,https://buddy.farm/i/polished-boot/,Pair of Boots,https://buddy.farm/i/pair-of-boots/,2
Potato,https://buddy.farm/i/potato/,Potato Battery,https://buddy.farm/i/potato-battery/,8
Power Monitor,https://buddy.farm/i/power-monitor/,Flying Machine,https://buddy.farm/i/flying-machine/,1
Power Monitor,https://buddy.farm/i/power-monitor/,Engine,https://buddy.farm/i/engine/,1
Prickly Pear,https://buddy.farm/i/prickly-pear/,Pear Grease,https://buddy.farm/i/pear-grease/,30
Prism Shard,https://buddy.farm/i/prism-shard/,Magicite,https://buddy.farm/i/magicite/,3
Pulley,https://buddy.farm/i/pulley/,Flying Machine,https://buddy.farm/i/flying-machine/,4
Pulley,https://buddy.farm/i/pulley/,Ship Mast,https://buddy.farm/i/ship-mast/,4
Pulley,https://buddy.farm/i/pulley/,Belt Drive,https://buddy.farm/i/belt-drive/,2
Purple Dye,https://buddy.farm/i/purple-dye/,Belt Drive,https://buddy.farm/i/belt-drive/,1
Purple Dye,https://buddy.farm/i/purple-dye/,Purple Twine,https://buddy.farm/i/purple-twine/,1
Purple Dye,https://buddy.farm/i/purple-dye/,Purple Bag,https://buddy.farm/i/purple-bag/,1
Purple Dye,https://buddy.farm/i/purple-dye/,Purple Butterfly,https://buddy.farm/i/purple-butterfly/,1
Purple Dye,https://buddy.farm/i/purple-dye/,Fancy Violin,https://buddy.farm/i/fancy-violin/,3
