output_item_name,output_buddy_url,recipe_type,ingredient_item_name,ingredient_buddy_url,quantity
Fancy Clock,https://buddy.farm/i/fancy-clock/,craft,Small Gear,https://buddy.farm/i/small-gear/,4
Fancy Clock,https://buddy.farm/i/fancy-clock/,craft,Steel Wire,https://buddy.farm/i/steel-wire/,8
Fancy Clock,https://buddy.farm/i/fancy-clock/,craft,Scrap Metal,https://buddy.farm/i/scrap-metal/,4
Fancy Clock,https://buddy.farm/i/fancy-clock/,craft,Cogwheel,https://buddy.farm/i/cogwheel/,2
Fancy Clock,https://buddy.farm/i/fancy-clock/,craft,Glass Orb,https://buddy.farm/i/glass-orb/,4
Fancy Clock,https://buddy.farm/i/fancy-clock/,craft,Pocket Watch,https://buddy.farm/i/pocket-watch/,1
Fancy Drum,https://buddy.farm/i/fancy-drum/,craft,Yarn,https://buddy.farm/i/yarn/,4
Fancy Drum,https://buddy.farm/i/fancy-drum/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,2
Fancy Drum,https://buddy.farm/i/fancy-drum/,craft,Leather,https://buddy.farm/i/leather/,2
Fancy Drum,https://buddy.farm/i/fancy-drum/,craft,Oak,https://buddy.farm/i/oak/,15
Fancy Guitar,https://buddy.farm/i/fancy-guitar/,craft,Oak,https://buddy.farm/i/oak/,5
Fancy Guitar,https://buddy.farm/i/fancy-guitar/,craft,Iron,https://buddy.farm/i/iron/,4
Fancy Guitar,https://buddy.farm/i/fancy-guitar/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,3
Fancy Guitar,https://buddy.farm/i/fancy-guitar/,craft,Steel Wire,https://buddy.farm/i/steel-wire/,6
Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,craft,Blue Dye,https://buddy.farm/i/blue-dye/,1
Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,craft,Leather,https://buddy.farm/i/leather/,1
Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,craft,Twine,https://buddy.farm/i/twine/,5
Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,craft,Wood,https://buddy.farm/i/wood/,9
Fancy Pillow,https://buddy.farm/i/fancy-pillow/,craft,Duck Feather,https://buddy.farm/i/duck-feather/,25
Fancy Pillow,https://buddy.farm/i/fancy-pillow/,craft,Sewing Needle,https://buddy.farm/i/sewing-needle/,1
Fancy Pillow,https://buddy.farm/i/fancy-pillow/,craft,Silk,https://buddy.farm/i/silk/,2
Fancy Pipe,https://buddy.farm/i/fancy-pipe/,craft,Wood,https://buddy.farm/i/wood/,2
Fancy Pipe,https://buddy.farm/i/fancy-pipe/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,3
Fancy Pipe,https://buddy.farm/i/fancy-pipe/,craft,Iron,https://buddy.farm/i/iron/,1
Fancy Sword,https://buddy.farm/i/fancy-sword/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,2
Fancy Sword,https://buddy.farm/i/fancy-sword/,craft,Lemon Quartz,https://buddy.farm/i/lemon-quartz/,2
Fancy Sword,https://buddy.farm/i/fancy-sword/,craft,Steel Wire,https://buddy.farm/i/steel-wire/,4
Fancy Sword,https://buddy.farm/i/fancy-sword/,craft,Gold Leaf,https://buddy.farm/i/gold-leaf/,2
Fancy Sword,https://buddy.farm/i/fancy-sword/,craft,Sturdy Sword,https://buddy.farm/i/sturdy-sword/,1
Fancy Table,https://buddy.farm/i/fancy-table/,craft,Corn Oil,https://buddy.farm/i/corn-oil/,1
Fancy Table,https://buddy.farm/i/fancy-table/,craft,Glass Orb,https://buddy.farm/i/glass-orb/,8
Fancy Table,https://buddy.farm/i/fancy-table/,craft,Nails,https://buddy.farm/i/nails/,32
Fancy Table,https://buddy.farm/i/fancy-table/,craft,Oak,https://buddy.farm/i/oak/,80
Fancy Table,https://buddy.farm/i/fancy-table/,craft,Steel Vise,https://buddy.farm/i/steel-vise/,1
Fancy Violin,https://buddy.farm/i/fancy-violin/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,8
Fancy Violin,https://buddy.farm/i/fancy-violin/,craft,Steel,https://buddy.farm/i/steel/,4
Fancy Violin,https://buddy.farm/i/fancy-violin/,craft,Moonstone,https://buddy.farm/i/moonstone/,4
Fancy Violin,https://buddy.farm/i/fancy-violin/,craft,Steel Wire,https://buddy.farm/i/steel-wire/,4
Fancy Violin,https://buddy.farm/i/fancy-violin/,craft,Purple Dye,https://buddy.farm/i/purple-dye/,3
Fancy Violin,https://buddy.farm/i/fancy-violin/,craft,Steel Plate,https://buddy.farm/i/steel-plate/,1
Fancy Violin,https://buddy.farm/i/fancy-violin/,craft,Pine Board,https://buddy.farm/i/pine-board/,5
Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,craft,Board,https://buddy.farm/i/board/,4
Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,craft,Nails,https://buddy.farm/i/nails/,4
Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,craft,Glass Orb,https://buddy.farm/i/glass-orb/,3
Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,craft,Fire Ant,https://buddy.farm/i/fire-ant/,25
Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,craft,Sand,https://buddy.farm/i/sand/,5
Fishing Net,https://buddy.farm/i/fishing-net/,craft,Antler,https://buddy.farm/i/antler/,1
Fishing Net,https://buddy.farm/i/fishing-net/,craft,Iron,https://buddy.farm/i/iron/,4
Fishing Net,https://buddy.farm/i/fishing-net/,craft,Rope,https://buddy.farm/i/rope/,2
Flarite,https://buddy.farm/i/flarite/,craft,Unpolished Flarite,https://buddy.farm/i/unpolished-flarite/,2
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Rope,https://buddy.farm/i/rope/,10
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Power Monitor,https://buddy.farm/i/power-monitor/,1
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Magna Quartz,https://buddy.farm/i/magna-quartz/,4
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Small Gear,https://buddy.farm/i/small-gear/,4
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Steel Wire,https://buddy.farm/i/steel-wire/,10
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Nailed Board,https://buddy.farm/i/nailed-board/,10
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Leather,https://buddy.farm/i/leather/,10
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Steel Buckle,https://buddy.farm/i/steel-buckle/,2
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Small Spring,https://buddy.farm/i/small-spring/,6
Flying Machine,https://buddy.farm/i/flying-machine/,craft,Pulley,https://buddy.farm/i/pulley/,4
Flywheel,https://buddy.farm/i/flywheel/,craft,Small Screw,https://buddy.farm/i/small-screw/,7
Flywheel,https://buddy.farm/i/flywheel/,craft,Steel,https://buddy.farm/i/steel/,20
Flywheel,https://buddy.farm/i/flywheel/,craft,Small Gear,https://buddy.farm/i/small-gear/,1
Frost Shield,https://buddy.farm/i/frost-shield/,craft,Hammer,https://buddy.farm/i/hammer/,1
Frost Shield,https://buddy.farm/i/frost-shield/,craft,Nails,https://buddy.farm/i/nails/,3
Frost Shield,https://buddy.farm/i/frost-shield/,craft,Blue Gel,https://buddy.farm/i/blue-gel/,3
Frost Shield,https://buddy.farm/i/frost-shield/,craft,Red Shield,https://buddy.farm/i/red-shield/,1
Frost Shield,https://buddy.farm/i/frost-shield/,craft,Frost Snapper Shell,https://buddy.farm/i/frost-snapper-shell/,1
Fruit Punch,https://buddy.farm/i/fruit-punch/,craft,Apple,https://buddy.farm/i/apple/,25
Fruit Punch,https://buddy.farm/i/fruit-punch/,craft,Peach,https://buddy.farm/i/peach/,5
Fruit Punch,https://buddy.farm/i/fruit-punch/,craft,Orange,https://buddy.farm/i/orange/,25
Fruit Punch,https://buddy.farm/i/fruit-punch/,craft,Lemon,https://buddy.farm/i/lemon/,25
Fruit Punch,https://buddy.farm/i/fruit-punch/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Fruit Punch,https://buddy.farm/i/fruit-punch/,craft,Grapes,https://buddy.farm/i/grapes/,25
Gainite,https://buddy.farm/i/gainite/,craft,Stone,https://buddy.farm/i/stone/,2000
Gainite,https://buddy.farm/i/gainite/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,2000
Gainite,https://buddy.farm/i/gainite/,craft,Steel,https://buddy.farm/i/steel/,2000
Gainite,https://buddy.farm/i/gainite/,craft,Green Dye,https://buddy.farm/i/green-dye/,500
Gainite,https://buddy.farm/i/gainite/,craft,Painite,https://buddy.farm/i/painite/,5
Garnet,https://buddy.farm/i/garnet/,craft,Unpolished Garnet,https://buddy.farm/i/unpolished-garnet/,2
Garnet,https://buddy.farm/i/garnet/,craft,Stone,https://buddy.farm/i/stone/,1
Garnet Ring,https://buddy.farm/i/garnet-ring/,craft,Garnet,https://buddy.farm/i/garnet/,1
Garnet Ring,https://buddy.farm/i/garnet-ring/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Garnet Ring,https://buddy.farm/i/garnet-ring/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Gazebo,https://buddy.farm/i/gazebo/,craft,Nails,https://buddy.farm/i/nails/,120
Gazebo,https://buddy.farm/i/gazebo/,craft,Hammer,https://buddy.farm/i/hammer/,1
Gazebo,https://buddy.farm/i/gazebo/,craft,Oak,https://buddy.farm/i/oak/,120
Glass Bottle,https://buddy.farm/i/glass-bottle/,craft,Stone,https://buddy.farm/i/stone/,1
Glass Bottle,https://buddy.farm/i/glass-bottle/,craft,Glass Orb,https://buddy.farm/i/glass-orb/,1
Glass Jar,https://buddy.farm/i/glass-jar/,craft,Glass Orb,https://buddy.farm/i/glass-orb/,3
Glass Jar,https://buddy.farm/i/glass-jar/,craft,Shimmer Quartz,https://buddy.farm/i/shimmer-quartz/,1
Glass Jar,https://buddy.farm/i/glass-jar/,craft,Steel,https://buddy.farm/i/steel/,1
Glass Orb,https://buddy.farm/i/glass-orb/,craft,Shimmer Stone,https://buddy.farm/i/shimmer-stone/,2
Glass Orb,https://buddy.farm/i/glass-orb/,craft,Stone,https://buddy.farm/i/stone/,1
Glowing Lantern,https://buddy.farm/i/glowing-lantern/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,2
Glowing Lantern,https://buddy.farm/i/glowing-lantern/,craft,Iron,https://buddy.farm/i/iron/,3
Glowing Lantern,https://buddy.farm/i/glowing-lantern/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Glowing Lantern,https://buddy.farm/i/glowing-lantern/,craft,Green Twine,https://buddy.farm/i/green-twine/,2
Glowing Lantern,https://buddy.farm/i/glowing-lantern/,craft,Glowshroom,https://buddy.farm/i/glowshroom/,4
Gold Aquamarine Ring,https://buddy.farm/i/gold-aquamarine-ring/,craft,Aquamarine,https://buddy.farm/i/aquamarine/,1
Gold Aquamarine Ring,https://buddy.farm/i/gold-aquamarine-ring/,craft,Strong Paste,https://buddy.farm/i/strong-paste/,1
Gold Aquamarine Ring,https://buddy.farm/i/gold-aquamarine-ring/,craft,Gold Ring,https://buddy.farm/i/gold-ring/,1
Gold Diamond Ring,https://buddy.farm/i/gold-diamond-ring/,craft,Gold Ring,https://buddy.farm/i/gold-ring/,1
Gold Diamond Ring,https://buddy.farm/i/gold-diamond-ring/,craft,Strong Paste,https://buddy.farm/i/strong-paste/,1
Gold Diamond Ring,https://buddy.farm/i/gold-diamond-ring/,craft,Diamond,https://buddy.farm/i/diamond/,1
Gold Emerald Ring,https://buddy.farm/i/gold-emerald-ring/,craft,Emerald,https://buddy.farm/i/emerald/,1
Gold Emerald Ring,https://buddy.farm/i/gold-emerald-ring/,craft,Gold Ring,https://buddy.farm/i/gold-ring/,1
Gold Emerald Ring,https://buddy.farm/i/gold-emerald-ring/,craft,Strong Paste,https://buddy.farm/i/strong-paste/,1
Gold Garnet Ring,https://buddy.farm/i/gold-garnet-ring/,craft,Garnet,https://buddy.farm/i/garnet/,1
Gold Garnet Ring,https://buddy.farm/i/gold-garnet-ring/,craft,Gold Ring,https://buddy.farm/i/gold-ring/,1
Gold Garnet Ring,https://buddy.farm/i/gold-garnet-ring/,craft,Strong Paste,https://buddy.farm/i/strong-paste/,1
Gold Jade Ring,https://buddy.farm/i/gold-jade-ring/,craft,Jade,https://buddy.farm/i/jade/,1
Gold Jade Ring,https://buddy.farm/i/gold-jade-ring/,craft,Gold Ring,https://buddy.farm/i/gold-ring/,1
Gold Jade Ring,https://buddy.farm/i/gold-jade-ring/,craft,Strong Paste,https://buddy.farm/i/strong-paste/,1
Gold Lemon Quartz Ring,https://buddy.farm/i/gold-lemon-quartz-ring/,craft,Gold Ring,https://buddy.farm/i/gold-ring/,1
Gold Lemon Quartz Ring,https://buddy.farm/i/gold-lemon-quartz-ring/,craft,Strong Paste,https://buddy.farm/i/strong-paste/,1
Gold Lemon Quartz Ring,https://buddy.farm/i/gold-lemon-quartz-ring/,craft,Lemon Quartz,https://buddy.farm/i/lemon-quartz/,1
Gold Ruby Ring,https://buddy.farm/i/gold-ruby-ring/,craft,Ruby,https://buddy.farm/i/ruby/,1
Gold Ruby Ring,https://buddy.farm/i/gold-ruby-ring/,craft,Gold Ring,https://buddy.farm/i/gold-ring/,1
Gold Ruby Ring,https://buddy.farm/i/gold-ruby-ring/,craft,Strong Paste,https://buddy.farm/i/strong-paste/,1
Grand Piano,https://buddy.farm/i/grand-piano/,craft,White Parchment,https://buddy.farm/i/white-parchment/,10
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Green Dye,https://buddy.farm/i/green-dye/,5
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Hammer,https://buddy.farm/i/hammer/,1
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Block of Wood,https://buddy.farm/i/block-of-wood/,8
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Handsaw,https://buddy.farm/i/handsaw/,1
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Wood,https://buddy.farm/i/wood/,88
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Horn,https://buddy.farm/i/horn/,88
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Steel Wire,https://buddy.farm/i/steel-wire/,88
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Fancy Chair,https://buddy.farm/i/fancy-chair/,1
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Steel,https://buddy.farm/i/steel/,10
Grand Piano,https://buddy.farm/i/grand-piano/,craft,Wooden Plank,https://buddy.farm/i/wooden-plank/,11
Grape Juice,https://buddy.farm/i/grape-juice/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Grape Juice,https://buddy.farm/i/grape-juice/,craft,Grapes,https://buddy.farm/i/grapes/,200
Green Butterfly,https://buddy.farm/i/green-butterfly/,craft,Wood,https://buddy.farm/i/wood/,1
Green Butterfly,https://buddy.farm/i/green-butterfly/,craft,Green Dye,https://buddy.farm/i/green-dye/,1
Green Butterfly,https://buddy.farm/i/green-butterfly/,craft,Caterpillar,https://buddy.farm/i/caterpillar/,1
Green Butterfly,https://buddy.farm/i/green-butterfly/,craft,Silk,https://buddy.farm/i/silk/,3
Green Cloak,https://buddy.farm/i/green-cloak/,craft,Green Dye,https://buddy.farm/i/green-dye/,10
Green Cloak,https://buddy.farm/i/green-cloak/,craft,Cotton,https://buddy.farm/i/cotton/,1
Green Cloak,https://buddy.farm/i/green-cloak/,craft,Leather,https://buddy.farm/i/leather/,5
Green Cloak,https://buddy.farm/i/green-cloak/,craft,Twine,https://buddy.farm/i/twine/,10
Green Diary,https://buddy.farm/i/green-diary/,craft,White Parchment,https://buddy.farm/i/white-parchment/,1
Green Diary,https://buddy.farm/i/green-diary/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Green Diary,https://buddy.farm/i/green-diary/,craft,Green Parchment,https://buddy.farm/i/green-parchment/,1
Green Dye,https://buddy.farm/i/green-dye/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Green Dye,https://buddy.farm/i/green-dye/,craft,Fern Leaf,https://buddy.farm/i/fern-leaf/,6
Green Parchment,https://buddy.farm/i/green-parchment/,craft,Fern Leaf,https://buddy.farm/i/fern-leaf/,3
Green Scarf,https://buddy.farm/i/green-scarf/,craft,Yarn,https://buddy.farm/i/yarn/,2
Green Scarf,https://buddy.farm/i/green-scarf/,craft,Green Dye,https://buddy.farm/i/green-dye/,1
Green Shield,https://buddy.farm/i/green-shield/,craft,Green Dye,https://buddy.farm/i/green-dye/,1
Green Shield,https://buddy.farm/i/green-shield/,craft,Wooden Shield,https://buddy.farm/i/wooden-shield/,1
Green Shield,https://buddy.farm/i/green-shield/,craft,Iron,https://buddy.farm/i/iron/,3
Green Shirt,https://buddy.farm/i/green-shirt/,craft,Green Dye,https://buddy.farm/i/green-dye/,1
Green Shirt,https://buddy.farm/i/green-shirt/,craft,Sewing Needle,https://buddy.farm/i/sewing-needle/,1
Green Shirt,https://buddy.farm/i/green-shirt/,craft,Cloth,https://buddy.farm/i/cloth/,10
Green Top Hat,https://buddy.farm/i/green-top-hat/,craft,Fern Leaf,https://buddy.farm/i/fern-leaf/,6
Green Top Hat,https://buddy.farm/i/green-top-hat/,craft,Leather,https://buddy.farm/i/leather/,2
Green Top Hat,https://buddy.farm/i/green-top-hat/,craft,Steel,https://buddy.farm/i/steel/,1
Green Top Hat,https://buddy.farm/i/green-top-hat/,craft,4-leaf Clover,https://buddy.farm/i/4-leaf-clover/,4
Green Top Hat,https://buddy.farm/i/green-top-hat/,craft,Green Dye,https://buddy.farm/i/green-dye/,4
Green Top Hat,https://buddy.farm/i/green-top-hat/,craft,Cotton,https://buddy.farm/i/cotton/,1
Green Twine,https://buddy.farm/i/green-twine/,craft,Twine,https://buddy.farm/i/twine/,1
Green Twine,https://buddy.farm/i/green-twine/,craft,Green Dye,https://buddy.farm/i/green-dye/,1
Hammer,https://buddy.farm/i/hammer/,craft,Iron,https://buddy.farm/i/iron/,1
Hammer,https://buddy.farm/i/hammer/,craft,Board,https://buddy.farm/i/board/,1
Hammer,https://buddy.farm/i/hammer/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Handsaw,https://buddy.farm/i/handsaw/,craft,Wooden Plank,https://buddy.farm/i/wooden-plank/,1
Handsaw,https://buddy.farm/i/handsaw/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,2
Handsaw,https://buddy.farm/i/handsaw/,craft,Steel,https://buddy.farm/i/steel/,2
Handsaw,https://buddy.farm/i/handsaw/,craft,Hammer,https://buddy.farm/i/hammer/,1
Handsaw,https://buddy.farm/i/handsaw/,craft,Awl,https://buddy.farm/i/awl/,1
Heart Container,https://buddy.farm/i/heart-container/,craft,Piece of Heart,https://buddy.farm/i/piece-of-heart/,4
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Bird Egg,https://buddy.farm/i/bird-egg/,500
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Coal,https://buddy.farm/i/coal/,240
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Peppers,https://buddy.farm/i/peppers/,6
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Salt,https://buddy.farm/i/salt/,3
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Tomato,https://buddy.farm/i/tomato/,3
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Cheese,https://buddy.farm/i/cheese/,2
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Herbs,https://buddy.farm/i/herbs/,2
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Milk,https://buddy.farm/i/milk/,2
Hickory Omelette,https://buddy.farm/i/hickory-omelette/,cooking,Butter,https://buddy.farm/i/butter/,1
Horn Canteen,https://buddy.farm/i/horn-canteen/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,2
Horn Canteen,https://buddy.farm/i/horn-canteen/,craft,Twine,https://buddy.farm/i/twine/,1
Horn Canteen,https://buddy.farm/i/horn-canteen/,craft,Wood,https://buddy.farm/i/wood/,1
Horn Canteen,https://buddy.farm/i/horn-canteen/,craft,Horn,https://buddy.farm/i/horn/,1
Horseshoe,https://buddy.farm/i/horseshoe/,craft,Iron,https://buddy.farm/i/iron/,5
Horseshoe,https://buddy.farm/i/horseshoe/,craft,Nails,https://buddy.farm/i/nails/,7
Horseshoe,https://buddy.farm/i/horseshoe/,craft,Stone,https://buddy.farm/i/stone/,2
Hourglass,https://buddy.farm/i/hourglass/,craft,Wood,https://buddy.farm/i/wood/,6
Hourglass,https://buddy.farm/i/hourglass/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,2
Hourglass,https://buddy.farm/i/hourglass/,craft,Sand,https://buddy.farm/i/sand/,1
Hourglass,https://buddy.farm/i/hourglass/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,2
Iced Tea,https://buddy.farm/i/iced-tea/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Iced Tea,https://buddy.farm/i/iced-tea/,craft,Tea Leaves,https://buddy.farm/i/tea-leaves/,3
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 04,https://buddy.farm/i/runestone-04/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 05,https://buddy.farm/i/runestone-05/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 09,https://buddy.farm/i/runestone-09/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 10,https://buddy.farm/i/runestone-10/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 08,https://buddy.farm/i/runestone-08/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 07,https://buddy.farm/i/runestone-07/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 01,https://buddy.farm/i/runestone-01/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 06,https://buddy.farm/i/runestone-06/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 03,https://buddy.farm/i/runestone-03/,1
Inferno Sphere,https://buddy.farm/i/inferno-sphere/,craft,Runestone 02,https://buddy.farm/i/runestone-02/,1
Iron Cup,https://buddy.farm/i/iron-cup/,craft,Iron,https://buddy.farm/i/iron/,3
Iron Cup,https://buddy.farm/i/iron-cup/,craft,Stone,https://buddy.farm/i/stone/,1
Iron Ring,https://buddy.farm/i/iron-ring/,craft,Iron,https://buddy.farm/i/iron/,2
Iron Ring,https://buddy.farm/i/iron-ring/,craft,Stone,https://buddy.farm/i/stone/,1
Jade,https://buddy.farm/i/jade/,craft,Unpolished Jade,https://buddy.farm/i/unpolished-jade/,2
Jade,https://buddy.farm/i/jade/,craft,Stone,https://buddy.farm/i/stone/,1
Jade Charm,https://buddy.farm/i/jade-charm/,craft,Stone,https://buddy.farm/i/stone/,6
Jade Charm,https://buddy.farm/i/jade-charm/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Jade Charm,https://buddy.farm/i/jade-charm/,craft,Steel,https://buddy.farm/i/steel/,2
Jade Charm,https://buddy.farm/i/jade-charm/,craft,Jade,https://buddy.farm/i/jade/,1
Kill Switch,https://buddy.farm/i/kill-switch/,craft,Broken Pipe,https://buddy.farm/i/broken-pipe/,1
Kill Switch,https://buddy.farm/i/kill-switch/,craft,Scrap Wire,https://buddy.farm/i/scrap-wire/,2
Kill Switch,https://buddy.farm/i/kill-switch/,craft,Scrap Metal,https://buddy.farm/i/scrap-metal/,5
Kill Switch,https://buddy.farm/i/kill-switch/,craft,Red Dye,https://buddy.farm/i/red-dye/,1
Kill Switch,https://buddy.farm/i/kill-switch/,craft,Emberstone,https://buddy.farm/i/emberstone/,3
Ladder,https://buddy.farm/i/ladder/,craft,Board,https://buddy.farm/i/board/,6
Ladder,https://buddy.farm/i/ladder/,craft,Nails,https://buddy.farm/i/nails/,8
Lantern,https://buddy.farm/i/lantern/,craft,Coal,https://buddy.farm/i/coal/,1
Lantern,https://buddy.farm/i/lantern/,craft,Twine,https://buddy.farm/i/twine/,2
Lantern,https://buddy.farm/i/lantern/,craft,Glass Bottle,https://buddy.farm/i/glass-bottle/,1
Lantern,https://buddy.farm/i/lantern/,craft,Iron,https://buddy.farm/i/iron/,3
Lantern,https://buddy.farm/i/lantern/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Large Net,https://buddy.farm/i/large-net/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,25
Large Net,https://buddy.farm/i/large-net/,craft,Fishing Net,https://buddy.farm/i/fishing-net/,25
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 17,https://buddy.farm/i/runestone-17/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 16,https://buddy.farm/i/runestone-16/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 11,https://buddy.farm/i/runestone-11/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 14,https://buddy.farm/i/runestone-14/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 18,https://buddy.farm/i/runestone-18/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 13,https://buddy.farm/i/runestone-13/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 15,https://buddy.farm/i/runestone-15/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 19,https://buddy.farm/i/runestone-19/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 12,https://buddy.farm/i/runestone-12/,1
Lava Sphere,https://buddy.farm/i/lava-sphere/,craft,Runestone 20,https://buddy.farm/i/runestone-20/,1
Leather,https://buddy.farm/i/leather/,craft,Hide,https://buddy.farm/i/hide/,2
Leather Bag,https://buddy.farm/i/leather-bag/,craft,Twine,https://buddy.farm/i/twine/,2
Leather Bag,https://buddy.farm/i/leather-bag/,craft,Leather,https://buddy.farm/i/leather/,2
Leather Bag,https://buddy.farm/i/leather-bag/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,4
Leather Belt,https://buddy.farm/i/leather-belt/,craft,Steel Buckle,https://buddy.farm/i/steel-buckle/,1
Leather Belt,https://buddy.farm/i/leather-belt/,craft,Awl,https://buddy.farm/i/awl/,1
Leather Belt,https://buddy.farm/i/leather-belt/,craft,Leather,https://buddy.farm/i/leather/,3
Leather Diary,https://buddy.farm/i/leather-diary/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Leather Diary,https://buddy.farm/i/leather-diary/,craft,White Parchment,https://buddy.farm/i/white-parchment/,1
Leather Diary,https://buddy.farm/i/leather-diary/,craft,Leather,https://buddy.farm/i/leather/,1
Leather Helmet,https://buddy.farm/i/leather-helmet/,craft,Mushroom Paste,https://buddy.farm/i/mushroom-paste/,1
Leather Helmet,https://buddy.farm/i/leather-helmet/,craft,Hide,https://buddy.farm/i/hide/,2
Leather Helmet,https://buddy.farm/i/leather-helmet/,craft,Steel Buckle,https://buddy.farm/i/steel-buckle/,1
Leather Helmet,https://buddy.farm/i/leather-helmet/,craft,Wooden Button,https://buddy.farm/i/wooden-button/,2
Leather Helmet,https://buddy.farm/i/leather-helmet/,craft,Leather,https://buddy.farm/i/leather/,3
Leather Waterskin,https://buddy.farm/i/leather-waterskin/,craft,Iron Ring,https://buddy.farm/i/iron-ring/,1
Leather Waterskin,https://buddy.farm/i/leather-waterskin/,craft,Leather,https://buddy.farm/i/leather/,2
