item_name,candidate_buddy_url,generated_buddy_slug,extraction_status,recipe_type,http_status,ingredient_count,used_in_count,cooking_level,base_time,flags,notes
Certificate of Corn Giving,https://buddy.farm/i/certificate-of-corn-giving/,certificate-of-corn-giving,no_recipe,,200,0,0,,,,
Certificate of Cotton Giving,https://buddy.farm/i/certificate-of-cotton-giving/,certificate-of-cotton-giving,no_recipe,,200,0,0,,,,
Certificate of Cucumber Giving,https://buddy.farm/i/certificate-of-cucumber-giving/,certificate-of-cucumber-giving,no_recipe,,200,0,0,,,,
Certificate of Eggplant Giving,https://buddy.farm/i/certificate-of-eggplant-giving/,certificate-of-eggplant-giving,no_recipe,,200,0,0,,,,
Certificate of Hops Giving,https://buddy.farm/i/certificate-of-hops-giving/,certificate-of-hops-giving,no_recipe,,200,0,0,,,,
Certificate of Leek Giving,https://buddy.farm/i/certificate-of-leek-giving/,certificate-of-leek-giving,no_recipe,,200,0,0,,,,
Certificate of Onion Giving,https://buddy.farm/i/certificate-of-onion-giving/,certificate-of-onion-giving,no_recipe,,200,0,0,,,,
Certificate of Pea Giving,https://buddy.farm/i/certificate-of-pea-giving/,certificate-of-pea-giving,no_recipe,,200,0,0,,,,
Certificate of Pepper Giving,https://buddy.farm/i/certificate-of-pepper-giving/,certificate-of-pepper-giving,no_recipe,,200,0,0,,,,
Certificate of Pine Giving,https://buddy.farm/i/certificate-of-pine-giving/,certificate-of-pine-giving,no_recipe,,200,0,0,,,,
Certificate of Potato Giving,https://buddy.farm/i/certificate-of-potato-giving/,certificate-of-potato-giving,no_recipe,,200,0,0,,,,
Certificate of Pumpkin Giving,https://buddy.farm/i/certificate-of-pumpkin-giving/,certificate-of-pumpkin-giving,no_recipe,,200,0,0,,,,
Certificate of Radish Giving,https://buddy.farm/i/certificate-of-radish-giving/,certificate-of-radish-giving,no_recipe,,200,0,0,,,,
Certificate of Rice Giving,https://buddy.farm/i/certificate-of-rice-giving/,certificate-of-rice-giving,no_recipe,,200,0,0,,,,
Certificate of Sugar Cane Giving,https://buddy.farm/i/certificate-of-sugar-cane-giving/,certificate-of-sugar-cane-giving,no_recipe,,200,0,0,,,,
Certificate of Sunflower Giving,https://buddy.farm/i/certificate-of-sunflower-giving/,certificate-of-sunflower-giving,no_recipe,,200,0,0,,,,
Certificate of Tomato Giving,https://buddy.farm/i/certificate-of-tomato-giving/,certificate-of-tomato-giving,no_recipe,,200,0,0,,,,
Certificate of Watermelon Giving,https://buddy.farm/i/certificate-of-watermelon-giving/,certificate-of-watermelon-giving,no_recipe,,200,0,0,,,,
Certificate of Wheat Giving,https://buddy.farm/i/certificate-of-wheat-giving/,certificate-of-wheat-giving,no_recipe,,200,0,0,,,,
Chapiku,https://buddy.farm/i/chapiku/,chapiku,no_recipe,,200,0,0,,,,
Charles Bobblehead,https://buddy.farm/i/charles-bobblehead/,charles-bobblehead,no_recipe,,200,0,0,,,,
Charles's Neigh,https://buddy.farm/i/charles-s-neigh/,charles-s-neigh,no_recipe,,200,0,0,,,,
Chattering Teeth,https://buddy.farm/i/chattering-teeth/,chattering-teeth,no_recipe,,200,0,0,,,,
Cheese,https://buddy.farm/i/cheese/,cheese,no_recipe,,200,0,0,,,,
Cheese Wheel,https://buddy.farm/i/cheese-wheel/,cheese-wheel,no_recipe,,200,0,0,,,,
Chocolate Bunny,https://buddy.farm/i/chocolate-bunny/,chocolate-bunny,no_recipe,,200,0,0,,,,
Christmas Card,https://buddy.farm/i/christmas-card/,christmas-card,no_recipe,,200,0,0,,,,
Christmas Present 01,https://buddy.farm/i/christmas-present-01/,christmas-present-01,no_recipe,,200,0,0,,,,
Christmas Present 02,https://buddy.farm/i/christmas-present-02/,christmas-present-02,no_recipe,,200,0,0,,,,
Christmas Present 03,https://buddy.farm/i/christmas-present-03/,christmas-present-03,no_recipe,,200,0,0,,,,
Christmas Present 04,https://buddy.farm/i/christmas-present-04/,christmas-present-04,no_recipe,,200,0,0,,,,
Christmas Present 05,https://buddy.farm/i/christmas-present-05/,christmas-present-05,no_recipe,,200,0,0,,,,
Christmas Present 06,https://buddy.farm/i/christmas-present-06/,christmas-present-06,no_recipe,,200,0,0,,,,
Christmas Present 07,https://buddy.farm/i/christmas-present-07/,christmas-present-07,no_recipe,,200,0,0,,,,
Christmas Present 08,https://buddy.farm/i/christmas-present-08/,christmas-present-08,no_recipe,,200,0,0,,,,
Christmas Present 09,https://buddy.farm/i/christmas-present-09/,christmas-present-09,no_recipe,,200,0,0,,,,
Christmas Present 10,https://buddy.farm/i/christmas-present-10/,christmas-present-10,no_recipe,,200,0,0,,,,
Christmas Present 11,https://buddy.farm/i/christmas-present-11/,christmas-present-11,no_recipe,,200,0,0,,,,
Christmas Present 12,https://buddy.farm/i/christmas-present-12/,christmas-present-12,no_recipe,,200,0,0,,,,
Christmas Stocking,https://buddy.farm/i/christmas-stocking/,christmas-stocking,no_recipe,,200,0,0,,,,
Christmas Sweater,https://buddy.farm/i/christmas-sweater/,christmas-sweater,no_recipe,,200,0,0,,,,
Christmas Tree,https://buddy.farm/i/christmas-tree/,christmas-tree,no_recipe,,200,0,0,,,,
Chum,https://buddy.farm/i/chum/,chum,recipe_found,craft,200,4,0,,,,
Cicada,https://buddy.farm/i/cicada/,cicada,no_recipe,,200,0,0,,,,
Cicada Shell,https://buddy.farm/i/cicada-shell/,cicada-shell,no_recipe,,200,0,0,,,,
Cid Bobblehead,https://buddy.farm/i/cid-bobblehead/,cid-bobblehead,no_recipe,,200,0,0,,,,
Cid's Stone Ale,https://buddy.farm/i/cid-s-stone-ale/,cid-s-stone-ale,no_recipe,,200,0,0,,,,
Circuit Breaker Belt,https://buddy.farm/i/circuit-breaker-belt/,circuit-breaker-belt,no_recipe,,200,0,0,,,,
Clam Shell,https://buddy.farm/i/clam-shell/,clam-shell,no_recipe,,200,0,1,,,,
Clawed Card,https://buddy.farm/i/clawed-card/,clawed-card,no_recipe,,200,0,0,,,,
Cleaver,https://buddy.farm/i/cleaver/,cleaver,no_recipe,,200,0,0,,,,
Cloth,https://buddy.farm/i/cloth/,cloth,recipe_found,craft,200,1,10,,,,
Clownfish,https://buddy.farm/i/clownfish/,clownfish,no_recipe,,200,0,0,,,,
Clubs,https://buddy.farm/i/clubs/,clubs,no_recipe,,200,0,0,,,,
Coal,https://buddy.farm/i/coal/,coal,no_recipe,,200,0,3,,,,
Cockatrice Egg,https://buddy.farm/i/cockatrice-egg/,cockatrice-egg,no_recipe,,200,0,0,,,,
Cockatrice Ether Source,https://buddy.farm/i/cockatrice-ether-source/,cockatrice-ether-source,no_recipe,,200,0,0,,,,
Coconut,https://buddy.farm/i/coconut/,coconut,no_recipe,,200,0,0,,,,
Coderanger's Missing Semicolon,https://buddy.farm/i/coderanger-s-missing-semicolon/,coderanger-s-missing-semicolon,no_recipe,,200,0,0,,,,
Cogwheel,https://buddy.farm/i/cogwheel/,cogwheel,no_recipe,,200,0,2,,,,
Coin Purse,https://buddy.farm/i/coin-purse/,coin-purse,recipe_found,craft,200,2,4,,,,
Comet,https://buddy.farm/i/comet/,comet,no_recipe,,200,0,0,,,,
Compass,https://buddy.farm/i/compass/,compass,recipe_found,craft,200,8,1,,,,
Conch Shell,https://buddy.farm/i/conch-shell/,conch-shell,no_recipe,,200,0,1,,,,
Concord Grape Pie,https://buddy.farm/i/concord-grape-pie/,concord-grape-pie,recipe_found,cooking,200,9,0,40,12h,,
Congratulations Card,https://buddy.farm/i/congratulations-card/,congratulations-card,no_recipe,,200,0,0,,,,
Consumption Belt,https://buddy.farm/i/consumption-belt/,consumption-belt,no_recipe,,200,0,0,,,,
Control Box,https://buddy.farm/i/control-box/,control-box,recipe_found,craft,200,6,1,,,,
Cooked Fish,https://buddy.farm/i/cooked-fish/,cooked-fish,no_recipe,,200,0,0,,,,
Cooked Turkey,https://buddy.farm/i/cooked-turkey/,cooked-turkey,no_recipe,,200,0,0,,,,
Cooking Pot,https://buddy.farm/i/cooking-pot/,cooking-pot,recipe_found,craft,200,3,0,,,,
Copper Wire,https://buddy.farm/i/copper-wire/,copper-wire,no_recipe,,200,0,2,,,,
Corn,https://buddy.farm/i/corn/,corn,no_recipe,,200,0,2,,,,
Corn Ball,https://buddy.farm/i/corn-ball/,corn-ball,no_recipe,,200,0,0,,,,
Corn Bread,https://buddy.farm/i/corn-bread/,corn-bread,no_recipe,,200,0,0,,,,
Corn Buddy Doll,https://buddy.farm/i/corn-buddy-doll/,corn-buddy-doll,no_recipe,,200,0,0,,,,
Corn Husk Doll,https://buddy.farm/i/corn-husk-doll/,corn-husk-doll,recipe_found,craft,200,3,0,,,,
Corn Kabob,https://buddy.farm/i/corn-kabob/,corn-kabob,no_recipe,,200,0,0,,,,
Corn Oil,https://buddy.farm/i/corn-oil/,corn-oil,recipe_found,craft,200,3,3,,,,
Corn Prize Bag,https://buddy.farm/i/corn-prize-bag/,corn-prize-bag,no_recipe,,200,0,0,,,,
Corn Seeds,https://buddy.farm/i/corn-seeds/,corn-seeds,no_recipe,,200,0,0,,,,
Corn Speedrun Trophy,https://buddy.farm/i/corn-speedrun-trophy/,corn-speedrun-trophy,no_recipe,,200,0,0,,,,
Cornucopia 01,https://buddy.farm/i/cornucopia-01/,cornucopia-01,no_recipe,,200,0,0,,,,
Cornucopia 02,https://buddy.farm/i/cornucopia-02/,cornucopia-02,no_recipe,,200,0,0,,,,
Cornucopia 03,https://buddy.farm/i/cornucopia-03/,cornucopia-03,no_recipe,,200,0,0,,,,
Cotton,https://buddy.farm/i/cotton/,cotton,no_recipe,,200,0,7,,,,
Cotton Candy,https://buddy.farm/i/cotton-candy/,cotton-candy,no_recipe,,200,0,0,,,,
Cotton Seeds,https://buddy.farm/i/cotton-seeds/,cotton-seeds,no_recipe,,200,0,0,,,,
CptThomas Bobblehead,https://buddy.farm/i/cptthomas-bobblehead/,cptthomas-bobblehead,no_recipe,,200,0,0,,,,
Crab,https://buddy.farm/i/crab/,crab,no_recipe,,200,0,0,,,,
Crab Claw,https://buddy.farm/i/crab-claw/,crab-claw,no_recipe,,200,0,0,,,,
Cranberry Juice,https://buddy.farm/i/cranberry-juice/,cranberry-juice,no_recipe,,200,0,0,,,,
Crappie,https://buddy.farm/i/crappie/,crappie,no_recipe,,200,0,0,,,,
Cricket,https://buddy.farm/i/cricket/,cricket,no_recipe,,200,0,0,,,,
Crossbow,https://buddy.farm/i/crossbow/,crossbow,recipe_found,craft,200,5,0,,,,
Crowfish,https://buddy.farm/i/crowfish/,crowfish,no_recipe,,200,0,0,,,,
Crown of Clover,https://buddy.farm/i/crown-of-clover/,crown-of-clover,recipe_found,craft,200,3,0,,,,
Crunchy Omelette,https://buddy.farm/i/crunchy-omelette/,crunchy-omelette,no_recipe,,200,0,0,,,,
Crystal Pickaxe,https://buddy.farm/i/crystal-pickaxe/,crystal-pickaxe,recipe_found,craft,200,5,0,,,,
Cucumber,https://buddy.farm/i/cucumber/,cucumber,no_recipe,,200,0,1,,,,
Cucumber Seeds,https://buddy.farm/i/cucumber-seeds/,cucumber-seeds,no_recipe,,200,0,0,,,,
Cupid,https://buddy.farm/i/cupid/,cupid,no_recipe,,200,0,0,,,,
Cupid Buddy Doll,https://buddy.farm/i/cupid-buddy-doll/,cupid-buddy-doll,no_recipe,,200,0,0,,,,
Cursed Effigy,https://buddy.farm/i/cursed-effigy/,cursed-effigy,no_recipe,,200,0,0,,,,
Cursed Effigy Body,https://buddy.farm/i/cursed-effigy-body/,cursed-effigy-body,no_recipe,,200,0,0,,,,
Cursed Effigy Gem,https://buddy.farm/i/cursed-effigy-gem/,cursed-effigy-gem,no_recipe,,200,0,0,,,,
Cursed Effigy Hair,https://buddy.farm/i/cursed-effigy-hair/,cursed-effigy-hair,no_recipe,,200,0,0,,,,
Cursed Effigy Head,https://buddy.farm/i/cursed-effigy-head/,cursed-effigy-head,no_recipe,,200,0,0,,,,
Cursed Shield,https://buddy.farm/i/cursed-shield/,cursed-shield,no_recipe,,200,0,0,,,,
Cutlass,https://buddy.farm/i/cutlass/,cutlass,no_recipe,,200,0,0,,,,
Cyclops Spider,https://buddy.farm/i/cyclops-spider/,cyclops-spider,no_recipe,,200,0,0,,,,
Dancer,https://buddy.farm/i/dancer/,dancer,no_recipe,,200,0,0,,,,
Dasher,https://buddy.farm/i/dasher/,dasher,no_recipe,,200,0,0,,,,
Desk Calendar,https://buddy.farm/i/desk-calendar/,desk-calendar,no_recipe,,200,0,0,,,,
Dewstar's Journal,https://buddy.farm/i/dewstar-s-journal/,dewstar-s-journal,no_recipe,,200,0,0,,,,
Diamond,https://buddy.farm/i/diamond/,diamond,no_recipe,,200,0,1,,,,
Diamonds,https://buddy.farm/i/diamonds/,diamonds,no_recipe,,200,0,0,,,,
Diary of O'Dynn,https://buddy.farm/i/diary-of-o-dynn/,diary-of-o-dynn,no_recipe,,200,0,0,,,,
Dice,https://buddy.farm/i/dice/,dice,no_recipe,,200,0,0,,,,
Dino Buddy Doll,https://buddy.farm/i/dino-buddy-doll/,dino-buddy-doll,no_recipe,,200,0,0,,,,
Diving Helmet,https://buddy.farm/i/diving-helmet/,diving-helmet,no_recipe,,200,0,0,,,,
Donner,https://buddy.farm/i/donner/,donner,no_recipe,,200,0,0,,,,
Dragon Heart,https://buddy.farm/i/dragon-heart/,dragon-heart,no_recipe,,200,0,0,,,,
Dragon Skull,https://buddy.farm/i/dragon-skull/,dragon-skull,no_recipe,,200,0,0,,,,
Dragonfly,https://buddy.farm/i/dragonfly/,dragonfly,no_recipe,,200,0,0,,,,
Dream Nail,https://buddy.farm/i/dream-nail/,dream-nail,no_recipe,,200,0,0,,,,
Drink Bundle,https://buddy.farm/i/drink-bundle/,drink-bundle,no_recipe,,200,0,0,,,,
Drum,https://buddy.farm/i/drum/,drum,no_recipe,,200,0,0,,,,
Duck Egg,https://buddy.farm/i/duck-egg/,duck-egg,no_recipe,,200,0,0,,,,
Duck Feather,https://buddy.farm/i/duck-feather/,duck-feather,no_recipe,,200,0,1,,,,
Egg 01,https://buddy.farm/i/egg-01/,egg-01,no_recipe,,200,0,0,,,,
Egg 02,https://buddy.farm/i/egg-02/,egg-02,no_recipe,,200,0,0,,,,
Egg 03,https://buddy.farm/i/egg-03/,egg-03,no_recipe,,200,0,0,,,,
Egg 04,https://buddy.farm/i/egg-04/,egg-04,no_recipe,,200,0,0,,,,
Egg 05,https://buddy.farm/i/egg-05/,egg-05,no_recipe,,200,0,0,,,,
Egg 06,https://buddy.farm/i/egg-06/,egg-06,no_recipe,,200,0,0,,,,
Egg 07,https://buddy.farm/i/egg-07/,egg-07,no_recipe,,200,0,0,,,,
Egg 08,https://buddy.farm/i/egg-08/,egg-08,no_recipe,,200,0,0,,,,
Egg 09,https://buddy.farm/i/egg-09/,egg-09,no_recipe,,200,0,0,,,,
Egg 10,https://buddy.farm/i/egg-10/,egg-10,no_recipe,,200,0,0,,,,
Egg 11,https://buddy.farm/i/egg-11/,egg-11,no_recipe,,200,0,0,,,,
Egg 12,https://buddy.farm/i/egg-12/,egg-12,no_recipe,,200,0,0,,,,
Egg Basket,https://buddy.farm/i/egg-basket/,egg-basket,no_recipe,,200,0,0,,,,
Egg of Ages,https://buddy.farm/i/egg-of-ages/,egg-of-ages,no_recipe,,200,0,0,,,,
Egg of Air,https://buddy.farm/i/egg-of-air/,egg-of-air,no_recipe,,200,0,0,,,,
Egg of Chaos,https://buddy.farm/i/egg-of-chaos/,egg-of-chaos,no_recipe,,200,0,0,,,,
Egg of Chicken,https://buddy.farm/i/egg-of-chicken/,egg-of-chicken,no_recipe,,200,0,0,,,,
Egg of Duck,https://buddy.farm/i/egg-of-duck/,egg-of-duck,no_recipe,,200,0,0,,,,
Egg of Earth,https://buddy.farm/i/egg-of-earth/,egg-of-earth,no_recipe,,200,0,0,,,,
Egg of Fire,https://buddy.farm/i/egg-of-fire/,egg-of-fire,no_recipe,,200,0,0,,,,
Egg of Life,https://buddy.farm/i/egg-of-life/,egg-of-life,no_recipe,,200,0,0,,,,
Egg of Light,https://buddy.farm/i/egg-of-light/,egg-of-light,no_recipe,,200,0,0,,,,
Egg of Shadow,https://buddy.farm/i/egg-of-shadow/,egg-of-shadow,no_recipe,,200,0,0,,,,
Egg of Space,https://buddy.farm/i/egg-of-space/,egg-of-space,no_recipe,,200,0,0,,,,
Egg of Tree,https://buddy.farm/i/egg-of-tree/,egg-of-tree,no_recipe,,200,0,0,,,,
Egg of Water,https://buddy.farm/i/egg-of-water/,egg-of-water,no_recipe,,200,0,0,,,,
Egg of Zeal,https://buddy.farm/i/egg-of-zeal/,egg-of-zeal,no_recipe,,200,0,0,,,,
Eggplant,https://buddy.farm/i/eggplant/,eggplant,no_recipe,,200,0,1,,,,
Eggplant Seeds,https://buddy.farm/i/eggplant-seeds/,eggplant-seeds,no_recipe,,200,0,0,,,,
Eggs,https://buddy.farm/i/eggs/,eggs,no_recipe,,200,0,1,,,,
Egyptian Necklace,https://buddy.farm/i/egyptian-necklace/,egyptian-necklace,no_recipe,,200,0,0,,,,
Embershard,https://buddy.farm/i/embershard/,embershard,no_recipe,,200,0,0,,,,
Emberstone,https://buddy.farm/i/emberstone/,emberstone,no_recipe,,200,0,9,,,,
Emerald,https://buddy.farm/i/emerald/,emerald,recipe_found,craft,200,2,3,,,,
Emerald Ring,https://buddy.farm/i/emerald-ring/,emerald-ring,recipe_found,craft,200,3,0,,,,
Energy Coil,https://buddy.farm/i/energy-coil/,energy-coil,recipe_found,craft,200,6,1,,,,
Energy Core,https://buddy.farm/i/energy-core/,energy-core,no_recipe,,200,0,0,,,,
Engine,https://buddy.farm/i/engine/,engine,recipe_found,craft,200,12,0,,,,
Esperium,https://buddy.farm/i/esperium/,esperium,no_recipe,,200,0,0,,,,
Essence of Slime,https://buddy.farm/i/essence-of-slime/,essence-of-slime,recipe_found,craft,200,4,0,,,,
Event Key,https://buddy.farm/i/event-key/,event-key,no_recipe,,200,0,0,,,,
Event Token,https://buddy.farm/i/event-token/,event-token,no_recipe,,200,0,0,,,,
Event Token Purse,https://buddy.farm/i/event-token-purse/,event-token-purse,no_recipe,,200,0,0,,,,
Expired Ticket,https://buddy.farm/i/expired-ticket/,expired-ticket,no_recipe,,200,0,0,,,,
Explosive,https://buddy.farm/i/explosive/,explosive,recipe_found,craft,200,4,0,,,,
Eye Patch,https://buddy.farm/i/eye-patch/,eye-patch,no_recipe,,200,0,0,,,,
Fairy Crystal,https://buddy.farm/i/fairy-crystal/,fairy-crystal,no_recipe,,200,0,1,,,,
Fall Basket,https://buddy.farm/i/fall-basket/,fall-basket,no_recipe,,200,0,0,,,,
Fall Leaves,https://buddy.farm/i/fall-leaves/,fall-leaves,no_recipe,,200,0,0,,,,
Fancy Box,https://buddy.farm/i/fancy-box/,fancy-box,no_recipe,,200,0,0,,,,
Fancy Chair,https://buddy.farm/i/fancy-chair/,fancy-chair,recipe_found,craft,200,7,1,,,,
Fancy Clock,https://buddy.farm/i/fancy-clock/,fancy-clock,recipe_found,craft,200,7,0,,,,
Fancy Drum,https://buddy.farm/i/fancy-drum/,fancy-drum,recipe_found,craft,200,4,0,,,,
Fancy Guitar,https://buddy.farm/i/fancy-guitar/,fancy-guitar,recipe_found,craft,200,4,0,,,,
Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,fancy-pan-flute,recipe_found,craft,200,4,0,,,,
Fancy Pillow,https://buddy.farm/i/fancy-pillow/,fancy-pillow,recipe_found,craft,200,3,0,,,,
Fancy Pipe,https://buddy.farm/i/fancy-pipe/,fancy-pipe,recipe_found,craft,200,3,0,,,,
Fancy Present,https://buddy.farm/i/fancy-present/,fancy-present,no_recipe,,200,0,0,,,,
Fancy Shoe,https://buddy.farm/i/fancy-shoe/,fancy-shoe,no_recipe,,200,0,0,,,,
Fancy Sword,https://buddy.farm/i/fancy-sword/,fancy-sword,recipe_found,craft,200,5,0,,,,
Fancy Table,https://buddy.farm/i/fancy-table/,fancy-table,recipe_found,craft,200,5,0,,,,
Fancy Violin,https://buddy.farm/i/fancy-violin/,fancy-violin,recipe_found,craft,200,7,0,,,,
Fangs,https://buddy.farm/i/fangs/,fangs,no_recipe,,200,0,0,,,,
Fantastic Buddy Doll,https://buddy.farm/i/fantastic-buddy-doll/,fantastic-buddy-doll,no_recipe,,200,0,0,,,,
Feathers,https://buddy.farm/i/feathers/,feathers,no_recipe,,200,0,4,,,,
Feed,https://buddy.farm/i/feed/,feed,no_recipe,,200,0,0,,,,
Fenrir's Coin,https://buddy.farm/i/fenrir-s-coin/,fenrir-s-coin,no_recipe,,200,0,0,,,,
Fern Leaf,https://buddy.farm/i/fern-leaf/,fern-leaf,no_recipe,,200,0,4,,,,
Festive Eggnog,https://buddy.farm/i/festive-eggnog/,festive-eggnog,no_recipe,,200,0,0,,,,
Fire Ant,https://buddy.farm/i/fire-ant/,fire-ant,no_recipe,,200,0,1,,,,
Fire Ant Farm,https://buddy.farm/i/fire-ant-farm/,fire-ant-farm,recipe_found,craft,200,5,0,,,,
Fire Crystal,https://buddy.farm/i/fire-crystal/,fire-crystal,no_recipe,,200,0,0,,,,
Firestream's Magic Wire,https://buddy.farm/i/firestream-s-magic-wire/,firestream-s-magic-wire,no_recipe,,200,0,0,,,,
Fireworks,https://buddy.farm/i/fireworks/,fireworks,no_recipe,,200,0,0,,,,
Fish and Chips,https://buddy.farm/i/fish-and-chips/,fish-and-chips,no_recipe,,200,0,0,,,,
Fish Biscuit,https://buddy.farm/i/fish-biscuit/,fish-biscuit,no_recipe,,200,0,0,,,,
Fish Bones,https://buddy.farm/i/fish-bones/,fish-bones,no_recipe,,200,0,0,,,,
Fishing Hook,https://buddy.farm/i/fishing-hook/,fishing-hook,no_recipe,,200,0,0,,,,
Fishing Net,https://buddy.farm/i/fishing-net/,fishing-net,recipe_found,craft,200,3,1,,,,
Five Point Mace,https://buddy.farm/i/five-point-mace/,five-point-mace,no_recipe,,200,0,0,,,,
Flame Orb,https://buddy.farm/i/flame-orb/,flame-orb,no_recipe,,200,0,0,,,,
Flamejack,https://buddy.farm/i/flamejack/,flamejack,no_recipe,,200,0,0,,,,
Flarefin,https://buddy.farm/i/flarefin/,flarefin,no_recipe,,200,0,0,,,,
Flarite,https://buddy.farm/i/flarite/,flarite,recipe_found,craft,200,1,1,,,,
Flier,https://buddy.farm/i/flier/,flier,no_recipe,,200,0,0,,,,
Flour,https://buddy.farm/i/flour/,flour,no_recipe,,200,0,0,,,,
Fluorifish,https://buddy.farm/i/fluorifish/,fluorifish,no_recipe,,200,0,0,,,,
Flying Machine,https://buddy.farm/i/flying-machine/,flying-machine,recipe_found,craft,200,10,0,,,,
Flywheel,https://buddy.farm/i/flywheel/,flywheel,recipe_found,craft,200,3,2,,,,
Forcepath's Book of Quest Requirements,https://buddy.farm/i/forcepath-s-book-of-quest-requirements/,forcepath-s-book-of-quest-requirements,no_recipe,,200,0,0,,,,
Fossilized Frog,https://buddy.farm/i/fossilized-frog/,fossilized-frog,no_recipe,,200,0,0,,,,
Fossilized Leaf,https://buddy.farm/i/fossilized-leaf/,fossilized-leaf,no_recipe,,200,0,0,,,,
Fossilized Print,https://buddy.farm/i/fossilized-print/,fossilized-print,no_recipe,,200,0,0,,,,
Fossilized Shell,https://buddy.farm/i/fossilized-shell/,fossilized-shell,no_recipe,,200,0,0,,,,
frank Bobblehead,https://buddy.farm/i/frank-bobblehead/,frank-bobblehead,no_recipe,,200,0,0,,,,
frank's Basket,https://buddy.farm/i/frank-s-basket/,frank-s-basket,no_recipe,,200,0,0,,,,
frank's Bunny Mask,https://buddy.farm/i/frank-s-bunny-mask/,frank-s-bunny-mask,no_recipe,,200,0,0,,,,
Freaky Picture,https://buddy.farm/i/freaky-picture/,freaky-picture,no_recipe,,200,0,0,,,,
Friendship Bag 01,https://buddy.farm/i/friendship-bag-01/,friendship-bag-01,no_recipe,,200,0,0,,,,
Friendship Bracelet,https://buddy.farm/i/friendship-bracelet/,friendship-bracelet,no_recipe,,200,0,0,,,,
Frog,https://buddy.farm/i/frog/,frog,no_recipe,,200,0,0,,,,
Frost Shield,https://buddy.farm/i/frost-shield/,frost-shield,recipe_found,craft,200,5,0,,,,
Frost Snapper Shell,https://buddy.farm/i/frost-snapper-shell/,frost-snapper-shell,no_recipe,,200,0,1,,,,
Frosteye,https://buddy.farm/i/frosteye/,frosteye,no_recipe,,200,0,0,,,,
Frozen Angelfish,https://buddy.farm/i/frozen-angelfish/,frozen-angelfish,no_recipe,,200,0,0,,,,
Frozen Biter,https://buddy.farm/i/frozen-biter/,frozen-biter,no_recipe,,200,0,0,,,,
Frozen Bones,https://buddy.farm/i/frozen-bones/,frozen-bones,no_recipe,,200,0,0,,,,
Frozen Book,https://buddy.farm/i/frozen-book/,frozen-book,no_recipe,,200,0,0,,,,
Frozen Boot,https://buddy.farm/i/frozen-boot/,frozen-boot,no_recipe,,200,0,0,,,,
Frozen Bouquet,https://buddy.farm/i/frozen-bouquet/,frozen-bouquet,no_recipe,,200,0,0,,,,
Frozen Buddy Doll,https://buddy.farm/i/frozen-buddy-doll/,frozen-buddy-doll,no_recipe,,200,0,0,,,,
Frozen Cabbage,https://buddy.farm/i/frozen-cabbage/,frozen-cabbage,no_recipe,,200,0,0,,,,
Frozen Catfish,https://buddy.farm/i/frozen-catfish/,frozen-catfish,no_recipe,,200,0,0,,,,
Frozen Chest 01,https://buddy.farm/i/frozen-chest-01/,frozen-chest-01,no_recipe,,200,0,0,,,,
Frozen Chest 02,https://buddy.farm/i/frozen-chest-02/,frozen-chest-02,no_recipe,,200,0,0,,,,
Frozen Chest 03,https://buddy.farm/i/frozen-chest-03/,frozen-chest-03,no_recipe,,200,0,0,,,,
Frozen Coin,https://buddy.farm/i/frozen-coin/,frozen-coin,no_recipe,,200,0,0,,,,
Frozen Corn,https://buddy.farm/i/frozen-corn/,frozen-corn,no_recipe,,200,0,0,,,,
Frozen Crab Claw,https://buddy.farm/i/frozen-crab-claw/,frozen-crab-claw,no_recipe,,200,0,0,,,,
Frozen Dagger,https://buddy.farm/i/frozen-dagger/,frozen-dagger,no_recipe,,200,0,0,,,,
Frozen Feather,https://buddy.farm/i/frozen-feather/,frozen-feather,no_recipe,,200,0,0,,,,
Frozen Fishing Net,https://buddy.farm/i/frozen-fishing-net/,frozen-fishing-net,no_recipe,,200,0,0,,,,
Frozen Hops,https://buddy.farm/i/frozen-hops/,frozen-hops,no_recipe,,200,0,0,,,,
Frozen Jelly,https://buddy.farm/i/frozen-jelly/,frozen-jelly,no_recipe,,200,0,0,,,,
Frozen Large Net,https://buddy.farm/i/frozen-large-net/,frozen-large-net,no_recipe,,200,0,0,,,,
Frozen Lobster,https://buddy.farm/i/frozen-lobster/,frozen-lobster,no_recipe,,200,0,0,,,,
Frozen Manta Ray,https://buddy.farm/i/frozen-manta-ray/,frozen-manta-ray,no_recipe,,200,0,0,,,,
Frozen Peas,https://buddy.farm/i/frozen-peas/,frozen-peas,no_recipe,,200,0,0,,,,
Frozen Pine,https://buddy.farm/i/frozen-pine/,frozen-pine,no_recipe,,200,0,0,,,,
Frozen Playground Key,https://buddy.farm/i/frozen-playground-key/,frozen-playground-key,no_recipe,,200,0,0,,,,
Frozen Radish,https://buddy.farm/i/frozen-radish/,frozen-radish,no_recipe,,200,0,0,,,,
Frozen Sheepshead,https://buddy.farm/i/frozen-sheepshead/,frozen-sheepshead,no_recipe,,200,0,0,,,,
Frozen Shell,https://buddy.farm/i/frozen-shell/,frozen-shell,no_recipe,,200,0,0,,,,
Frozen Skull,https://buddy.farm/i/frozen-skull/,frozen-skull,no_recipe,,200,0,0,,,,
Frozen Spyfish,https://buddy.farm/i/frozen-spyfish/,frozen-spyfish,no_recipe,,200,0,0,,,,
