item_name,candidate_buddy_url,generated_buddy_slug,extraction_status,recipe_type,http_status,page_title,recipe_book_item,cooking_level,base_time,ingredient_count,used_in_count,flags,notes
Candy Corn,https://buddy.farm/i/candy-corn/,candy-corn,no_recipe,,200,Candy Corn,,,,0,0,,
Candy Roll,https://buddy.farm/i/candy-roll/,candy-roll,no_recipe,,200,Candy Roll,,,,0,0,,
Cannon,https://buddy.farm/i/cannon/,cannon,recipe_found,craft,200,Cannon,,,,7,0,,
Canoe,https://buddy.farm/i/canoe/,canoe,recipe_found,craft,200,Canoe,,,,6,0,,
Captains Log,https://buddy.farm/i/captains-log/,captains-log,no_recipe,,200,Captains Log,,,,0,0,,
Captured Ghost,https://buddy.farm/i/captured-ghost/,captured-ghost,no_recipe,,200,Captured Ghost,,,,0,0,,
Capy Birthday Card,https://buddy.farm/i/capy-birthday-card/,capy-birthday-card,no_recipe,,200,Capy Birthday Card,,,,0,0,,
Carbon Sphere,https://buddy.farm/i/carbon-sphere/,carbon-sphere,no_recipe,,200,Carbon Sphere,,,,0,2,,
Carnevale,https://buddy.farm/i/carnevale/,carnevale,no_recipe,,200,Carnevale,,,,0,0,,
Carp,https://buddy.farm/i/carp/,carp,no_recipe,,200,Carp,,,,0,0,,
Carrot,https://buddy.farm/i/carrot/,carrot,no_recipe,,200,Carrot,,,,0,1,,
Carrot Seeds,https://buddy.farm/i/carrot-seeds/,carrot-seeds,no_recipe,,200,Carrot Seeds,,,,0,0,,
Carved Bear,https://buddy.farm/i/carved-bear/,carved-bear,no_recipe,,200,Carved Bear,,,,0,0,,
Carved Camel,https://buddy.farm/i/carved-camel/,carved-camel,no_recipe,,200,Carved Camel,,,,0,0,,
Carved Chicken,https://buddy.farm/i/carved-chicken/,carved-chicken,no_recipe,,200,Carved Chicken,,,,0,0,,
Carved Cow,https://buddy.farm/i/carved-cow/,carved-cow,no_recipe,,200,Carved Cow,,,,0,0,,
Carved Dragon,https://buddy.farm/i/carved-dragon/,carved-dragon,no_recipe,,200,Carved Dragon,,,,0,0,,
Carved Fox,https://buddy.farm/i/carved-fox/,carved-fox,no_recipe,,200,Carved Fox,,,,0,0,,
Carved Kitty,https://buddy.farm/i/carved-kitty/,carved-kitty,no_recipe,,200,Carved Kitty,,,,0,0,,
Carved Moose,https://buddy.farm/i/carved-moose/,carved-moose,no_recipe,,200,Carved Moose,,,,0,0,,
Carved Mouse,https://buddy.farm/i/carved-mouse/,carved-mouse,no_recipe,,200,Carved Mouse,,,,0,0,,
Carved Owl,https://buddy.farm/i/carved-owl/,carved-owl,no_recipe,,200,Carved Owl,,,,0,0,,
Carved Pig,https://buddy.farm/i/carved-pig/,carved-pig,no_recipe,,200,Carved Pig,,,,0,0,,
Carved Rabbit,https://buddy.farm/i/carved-rabbit/,carved-rabbit,no_recipe,,200,Carved Rabbit,,,,0,0,,
Carved Rhino,https://buddy.farm/i/carved-rhino/,carved-rhino,no_recipe,,200,Carved Rhino,,,,0,0,,
Carved Squirrel,https://buddy.farm/i/carved-squirrel/,carved-squirrel,no_recipe,,200,Carved Squirrel,,,,0,0,,
Carved Squisquatch,https://buddy.farm/i/carved-squisquatch/,carved-squisquatch,no_recipe,,200,Carved Squisquatch,,,,0,0,,
Carved Warthog,https://buddy.farm/i/carved-warthog/,carved-warthog,no_recipe,,200,Carved Warthog,,,,0,0,,
Cat's Meow,https://buddy.farm/i/cat-s-meow/,cat-s-meow,recipe_found,cooking,200,Cat's Meow,Thomas's Cat's Meow,15,2h,8,0,,
Caterpillar,https://buddy.farm/i/caterpillar/,caterpillar,no_recipe,,200,Caterpillar,,,,0,7,,
Catfish,https://buddy.farm/i/catfish/,catfish,no_recipe,,200,Catfish,,,,0,0,,
Cave Key,https://buddy.farm/i/cave-key/,cave-key,no_recipe,,200,Cave Key,,,,0,0,,
Cave Mushroom,https://buddy.farm/i/cave-mushroom/,cave-mushroom,no_recipe,,200,Cave Mushroom,,,,0,0,,
Cecil Bobblehead,https://buddy.farm/i/cecil-bobblehead/,cecil-bobblehead,no_recipe,,200,Cecil Bobblehead,,,,0,0,,
Cecil's Shrimp-a-Plenty,https://buddy.farm/i/cecil-s-shrimp-a-plenty/,cecil-s-shrimp-a-plenty,no_recipe,,200,Cecil's Shrimp-a-Plenty,,,,0,0,,
Cepathorf's Case,https://buddy.farm/i/cepathorf-s-case/,cepathorf-s-case,no_recipe,,200,Cepathorf's Case,,,,0,0,,
Certificate of Beet Giving,https://buddy.farm/i/certificate-of-beet-giving/,certificate-of-beet-giving,no_recipe,,200,Certificate of Beet Giving,,,,0,0,,
Certificate of Broccoli Giving,https://buddy.farm/i/certificate-of-broccoli-giving/,certificate-of-broccoli-giving,no_recipe,,200,Certificate of Broccoli Giving,,,,0,0,,
Certificate of Cabbage Giving,https://buddy.farm/i/certificate-of-cabbage-giving/,certificate-of-cabbage-giving,no_recipe,,200,Certificate of Cabbage Giving,,,,0,0,,
Certificate of Carrot Giving,https://buddy.farm/i/certificate-of-carrot-giving/,certificate-of-carrot-giving,no_recipe,,200,Certificate of Carrot Giving,,,,0,0,,
Certificate of Corn Giving,https://buddy.farm/i/certificate-of-corn-giving/,certificate-of-corn-giving,no_recipe,,200,Certificate of Corn Giving,,,,0,0,,
Certificate of Cotton Giving,https://buddy.farm/i/certificate-of-cotton-giving/,certificate-of-cotton-giving,no_recipe,,200,Certificate of Cotton Giving,,,,0,0,,
Certificate of Cucumber Giving,https://buddy.farm/i/certificate-of-cucumber-giving/,certificate-of-cucumber-giving,no_recipe,,200,Certificate of Cucumber Giving,,,,0,0,,
Certificate of Eggplant Giving,https://buddy.farm/i/certificate-of-eggplant-giving/,certificate-of-eggplant-giving,no_recipe,,200,Certificate of Eggplant Giving,,,,0,0,,
Certificate of Hops Giving,https://buddy.farm/i/certificate-of-hops-giving/,certificate-of-hops-giving,no_recipe,,200,Certificate of Hops Giving,,,,0,0,,
Certificate of Leek Giving,https://buddy.farm/i/certificate-of-leek-giving/,certificate-of-leek-giving,no_recipe,,200,Certificate of Leek Giving,,,,0,0,,
Certificate of Onion Giving,https://buddy.farm/i/certificate-of-onion-giving/,certificate-of-onion-giving,no_recipe,,200,Certificate of Onion Giving,,,,0,0,,
Certificate of Pea Giving,https://buddy.farm/i/certificate-of-pea-giving/,certificate-of-pea-giving,no_recipe,,200,Certificate of Pea Giving,,,,0,0,,
Certificate of Pepper Giving,https://buddy.farm/i/certificate-of-pepper-giving/,certificate-of-pepper-giving,no_recipe,,200,Certificate of Pepper Giving,,,,0,0,,
Certificate of Pine Giving,https://buddy.farm/i/certificate-of-pine-giving/,certificate-of-pine-giving,no_recipe,,200,Certificate of Pine Giving,,,,0,0,,
Certificate of Potato Giving,https://buddy.farm/i/certificate-of-potato-giving/,certificate-of-potato-giving,no_recipe,,200,Certificate of Potato Giving,,,,0,0,,
Certificate of Pumpkin Giving,https://buddy.farm/i/certificate-of-pumpkin-giving/,certificate-of-pumpkin-giving,no_recipe,,200,Certificate of Pumpkin Giving,,,,0,0,,
Certificate of Radish Giving,https://buddy.farm/i/certificate-of-radish-giving/,certificate-of-radish-giving,no_recipe,,200,Certificate of Radish Giving,,,,0,0,,
Certificate of Rice Giving,https://buddy.farm/i/certificate-of-rice-giving/,certificate-of-rice-giving,no_recipe,,200,Certificate of Rice Giving,,,,0,0,,
Certificate of Sugar Cane Giving,https://buddy.farm/i/certificate-of-sugar-cane-giving/,certificate-of-sugar-cane-giving,no_recipe,,200,Certificate of Sugar Cane Giving,,,,0,0,,
Certificate of Sunflower Giving,https://buddy.farm/i/certificate-of-sunflower-giving/,certificate-of-sunflower-giving,no_recipe,,200,Certificate of Sunflower Giving,,,,0,0,,
Certificate of Tomato Giving,https://buddy.farm/i/certificate-of-tomato-giving/,certificate-of-tomato-giving,no_recipe,,200,Certificate of Tomato Giving,,,,0,0,,
Certificate of Watermelon Giving,https://buddy.farm/i/certificate-of-watermelon-giving/,certificate-of-watermelon-giving,no_recipe,,200,Certificate of Watermelon Giving,,,,0,0,,
Certificate of Wheat Giving,https://buddy.farm/i/certificate-of-wheat-giving/,certificate-of-wheat-giving,no_recipe,,200,Certificate of Wheat Giving,,,,0,0,,
Chapiku,https://buddy.farm/i/chapiku/,chapiku,no_recipe,,200,Chapiku,,,,0,0,,
Charles Bobblehead,https://buddy.farm/i/charles-bobblehead/,charles-bobblehead,no_recipe,,200,Charles Bobblehead,,,,0,0,,
Charles's Neigh,https://buddy.farm/i/charles-s-neigh/,charles-s-neigh,no_recipe,,200,Charles's Neigh,,,,0,0,,
Chattering Teeth,https://buddy.farm/i/chattering-teeth/,chattering-teeth,no_recipe,,200,Chattering Teeth,,,,0,0,,
Cheese,https://buddy.farm/i/cheese/,cheese,no_recipe,,200,Cheese,,,,0,0,,
Cheese Wheel,https://buddy.farm/i/cheese-wheel/,cheese-wheel,no_recipe,,200,Cheese Wheel,,,,0,0,,
Chocolate Bunny,https://buddy.farm/i/chocolate-bunny/,chocolate-bunny,no_recipe,,200,Chocolate Bunny,,,,0,0,,
Christmas Card,https://buddy.farm/i/christmas-card/,christmas-card,no_recipe,,200,Christmas Card,,,,0,0,,
Christmas Present 01,https://buddy.farm/i/christmas-present-01/,christmas-present-01,no_recipe,,200,Christmas Present 01,,,,0,0,,
Christmas Present 02,https://buddy.farm/i/christmas-present-02/,christmas-present-02,no_recipe,,200,Christmas Present 02,,,,0,0,,
Christmas Present 03,https://buddy.farm/i/christmas-present-03/,christmas-present-03,no_recipe,,200,Christmas Present 03,,,,0,0,,
Christmas Present 04,https://buddy.farm/i/christmas-present-04/,christmas-present-04,no_recipe,,200,Christmas Present 04,,,,0,0,,
Christmas Present 05,https://buddy.farm/i/christmas-present-05/,christmas-present-05,no_recipe,,200,Christmas Present 05,,,,0,0,,
Christmas Present 06,https://buddy.farm/i/christmas-present-06/,christmas-present-06,no_recipe,,200,Christmas Present 06,,,,0,0,,
Christmas Present 07,https://buddy.farm/i/christmas-present-07/,christmas-present-07,no_recipe,,200,Christmas Present 07,,,,0,0,,
Christmas Present 08,https://buddy.farm/i/christmas-present-08/,christmas-present-08,no_recipe,,200,Christmas Present 08,,,,0,0,,
Christmas Present 09,https://buddy.farm/i/christmas-present-09/,christmas-present-09,no_recipe,,200,Christmas Present 09,,,,0,0,,
Christmas Present 10,https://buddy.farm/i/christmas-present-10/,christmas-present-10,no_recipe,,200,Christmas Present 10,,,,0,0,,
Christmas Present 11,https://buddy.farm/i/christmas-present-11/,christmas-present-11,no_recipe,,200,Christmas Present 11,,,,0,0,,
Christmas Present 12,https://buddy.farm/i/christmas-present-12/,christmas-present-12,no_recipe,,200,Christmas Present 12,,,,0,0,,
Christmas Stocking,https://buddy.farm/i/christmas-stocking/,christmas-stocking,no_recipe,,200,Christmas Stocking,,,,0,0,,
Christmas Sweater,https://buddy.farm/i/christmas-sweater/,christmas-sweater,no_recipe,,200,Christmas Sweater,,,,0,0,,
Christmas Tree,https://buddy.farm/i/christmas-tree/,christmas-tree,no_recipe,,200,Christmas Tree,,,,0,0,,
Chum,https://buddy.farm/i/chum/,chum,recipe_found,craft,200,Chum,,,,4,0,,
Cicada,https://buddy.farm/i/cicada/,cicada,no_recipe,,200,Cicada,,,,0,0,,
Cicada Shell,https://buddy.farm/i/cicada-shell/,cicada-shell,no_recipe,,200,Cicada Shell,,,,0,0,,
Cid Bobblehead,https://buddy.farm/i/cid-bobblehead/,cid-bobblehead,no_recipe,,200,Cid Bobblehead,,,,0,0,,
Cid's Stone Ale,https://buddy.farm/i/cid-s-stone-ale/,cid-s-stone-ale,no_recipe,,200,Cid's Stone Ale,,,,0,0,,
Circuit Breaker Belt,https://buddy.farm/i/circuit-breaker-belt/,circuit-breaker-belt,no_recipe,,200,Circuit Breaker Belt,,,,0,0,,
Clam Shell,https://buddy.farm/i/clam-shell/,clam-shell,no_recipe,,200,Clam Shell,,,,0,1,,
Clawed Card,https://buddy.farm/i/clawed-card/,clawed-card,no_recipe,,200,Clawed Card,,,,0,0,,
Cleaver,https://buddy.farm/i/cleaver/,cleaver,no_recipe,,200,Cleaver,,,,0,0,,
Cloth,https://buddy.farm/i/cloth/,cloth,recipe_found,craft,200,Cloth,,,,1,10,,
Clownfish,https://buddy.farm/i/clownfish/,clownfish,no_recipe,,200,Clownfish,,,,0,0,,
Clubs,https://buddy.farm/i/clubs/,clubs,no_recipe,,200,Clubs,,,,0,0,,
Coal,https://buddy.farm/i/coal/,coal,no_recipe,,200,Coal,,,,0,3,,
Cockatrice Egg,https://buddy.farm/i/cockatrice-egg/,cockatrice-egg,no_recipe,,200,Cockatrice Egg,,,,0,0,,
Cockatrice Ether Source,https://buddy.farm/i/cockatrice-ether-source/,cockatrice-ether-source,no_recipe,,200,Cockatrice Ether Source,,,,0,0,,
Coconut,https://buddy.farm/i/coconut/,coconut,no_recipe,,200,Coconut,,,,0,0,,
Coderanger's Missing Semicolon,https://buddy.farm/i/coderanger-s-missing-semicolon/,coderanger-s-missing-semicolon,no_recipe,,200,Coderanger's Missing Semicolon,,,,0,0,,
Cogwheel,https://buddy.farm/i/cogwheel/,cogwheel,no_recipe,,200,Cogwheel,,,,0,2,,
Coin Purse,https://buddy.farm/i/coin-purse/,coin-purse,recipe_found,craft,200,Coin Purse,,,,2,4,,
Comet,https://buddy.farm/i/comet/,comet,no_recipe,,200,Comet,,,,0,0,,
Compass,https://buddy.farm/i/compass/,compass,recipe_found,craft,200,Compass,,,,8,1,,
Conch Shell,https://buddy.farm/i/conch-shell/,conch-shell,no_recipe,,200,Conch Shell,,,,0,1,,
Concord Grape Pie,https://buddy.farm/i/concord-grape-pie/,concord-grape-pie,recipe_found,cooking,200,Concord Grape Pie,Rosalie's Concord Grape Pie,40,12h,9,0,,
Congratulations Card,https://buddy.farm/i/congratulations-card/,congratulations-card,no_recipe,,200,Congratulations Card,,,,0,0,,
Consumption Belt,https://buddy.farm/i/consumption-belt/,consumption-belt,no_recipe,,200,Consumption Belt,,,,0,0,,
Control Box,https://buddy.farm/i/control-box/,control-box,recipe_found,craft,200,Control Box,,,,6,1,,
Cooked Fish,https://buddy.farm/i/cooked-fish/,cooked-fish,no_recipe,,200,Cooked Fish,,,,0,0,,
Cooked Turkey,https://buddy.farm/i/cooked-turkey/,cooked-turkey,no_recipe,,200,Cooked Turkey,,,,0,0,,
Cooking Pot,https://buddy.farm/i/cooking-pot/,cooking-pot,recipe_found,craft,200,Cooking Pot,,,,3,0,,
Copper Wire,https://buddy.farm/i/copper-wire/,copper-wire,no_recipe,,200,Copper Wire,,,,0,2,,
Corn,https://buddy.farm/i/corn/,corn,no_recipe,,200,Corn,,,,0,2,,
Corn Ball,https://buddy.farm/i/corn-ball/,corn-ball,no_recipe,,200,Corn Ball,,,,0,0,,
Corn Bread,https://buddy.farm/i/corn-bread/,corn-bread,no_recipe,,200,Corn Bread,,,,0,0,,
Corn Buddy Doll,https://buddy.farm/i/corn-buddy-doll/,corn-buddy-doll,no_recipe,,200,Corn Buddy Doll,,,,0,0,,
Corn Husk Doll,https://buddy.farm/i/corn-husk-doll/,corn-husk-doll,recipe_found,craft,200,Corn Husk Doll,,,,3,0,,
Corn Kabob,https://buddy.farm/i/corn-kabob/,corn-kabob,no_recipe,,200,Corn Kabob,,,,0,0,,
Corn Oil,https://buddy.farm/i/corn-oil/,corn-oil,recipe_found,craft,200,Corn Oil,,,,3,3,,
Corn Prize Bag,https://buddy.farm/i/corn-prize-bag/,corn-prize-bag,no_recipe,,200,Corn Prize Bag,,,,0,0,,
Corn Seeds,https://buddy.farm/i/corn-seeds/,corn-seeds,no_recipe,,200,Corn Seeds,,,,0,0,,
Corn Speedrun Trophy,https://buddy.farm/i/corn-speedrun-trophy/,corn-speedrun-trophy,no_recipe,,200,Corn Speedrun Trophy,,,,0,0,,
Cornucopia 01,https://buddy.farm/i/cornucopia-01/,cornucopia-01,no_recipe,,200,Cornucopia 01,,,,0,0,,
Cornucopia 02,https://buddy.farm/i/cornucopia-02/,cornucopia-02,no_recipe,,200,Cornucopia 02,,,,0,0,,
Cornucopia 03,https://buddy.farm/i/cornucopia-03/,cornucopia-03,no_recipe,,200,Cornucopia 03,,,,0,0,,
Cotton,https://buddy.farm/i/cotton/,cotton,no_recipe,,200,Cotton,,,,0,7,,
Cotton Candy,https://buddy.farm/i/cotton-candy/,cotton-candy,no_recipe,,200,Cotton Candy,,,,0,0,,
Cotton Seeds,https://buddy.farm/i/cotton-seeds/,cotton-seeds,no_recipe,,200,Cotton Seeds,,,,0,0,,
CptThomas Bobblehead,https://buddy.farm/i/cptthomas-bobblehead/,cptthomas-bobblehead,no_recipe,,200,CptThomas Bobblehead,,,,0,0,,
Crab,https://buddy.farm/i/crab/,crab,no_recipe,,200,Crab,,,,0,0,,
Crab Claw,https://buddy.farm/i/crab-claw/,crab-claw,no_recipe,,200,Crab Claw,,,,0,0,,
Cranberry Juice,https://buddy.farm/i/cranberry-juice/,cranberry-juice,no_recipe,,200,Cranberry Juice,,,,0,0,,
Crappie,https://buddy.farm/i/crappie/,crappie,no_recipe,,200,Crappie,,,,0,0,,
Cricket,https://buddy.farm/i/cricket/,cricket,no_recipe,,200,Cricket,,,,0,0,,
Crossbow,https://buddy.farm/i/crossbow/,crossbow,recipe_found,craft,200,Crossbow,,,,5,0,,
Crowfish,https://buddy.farm/i/crowfish/,crowfish,no_recipe,,200,Crowfish,,,,0,0,,
Crown of Clover,https://buddy.farm/i/crown-of-clover/,crown-of-clover,recipe_found,craft,200,Crown of Clover,,,,3,0,,
Crunchy Omelette,https://buddy.farm/i/crunchy-omelette/,crunchy-omelette,no_recipe,,200,Crunchy Omelette,,,,0,0,,
Crystal Pickaxe,https://buddy.farm/i/crystal-pickaxe/,crystal-pickaxe,recipe_found,craft,200,Crystal Pickaxe,,,,5,0,,
Cucumber,https://buddy.farm/i/cucumber/,cucumber,no_recipe,,200,Cucumber,,,,0,1,,
Cucumber Seeds,https://buddy.farm/i/cucumber-seeds/,cucumber-seeds,no_recipe,,200,Cucumber Seeds,,,,0,0,,
Cupid,https://buddy.farm/i/cupid/,cupid,no_recipe,,200,Cupid,,,,0,0,,
Cupid Buddy Doll,https://buddy.farm/i/cupid-buddy-doll/,cupid-buddy-doll,no_recipe,,200,Cupid Buddy Doll,,,,0,0,,
Cursed Effigy,https://buddy.farm/i/cursed-effigy/,cursed-effigy,no_recipe,,200,Cursed Effigy,,,,0,0,,
Cursed Effigy Body,https://buddy.farm/i/cursed-effigy-body/,cursed-effigy-body,no_recipe,,200,Cursed Effigy Body,,,,0,0,,
Cursed Effigy Gem,https://buddy.farm/i/cursed-effigy-gem/,cursed-effigy-gem,no_recipe,,200,Cursed Effigy Gem,,,,0,0,,
Cursed Effigy Hair,https://buddy.farm/i/cursed-effigy-hair/,cursed-effigy-hair,no_recipe,,200,Cursed Effigy Hair,,,,0,0,,
Cursed Effigy Head,https://buddy.farm/i/cursed-effigy-head/,cursed-effigy-head,no_recipe,,200,Cursed Effigy Head,,,,0,0,,
Cursed Shield,https://buddy.farm/i/cursed-shield/,cursed-shield,no_recipe,,200,Cursed Shield,,,,0,0,,
Cutlass,https://buddy.farm/i/cutlass/,cutlass,no_recipe,,200,Cutlass,,,,0,0,,
Cyclops Spider,https://buddy.farm/i/cyclops-spider/,cyclops-spider,no_recipe,,200,Cyclops Spider,,,,0,0,,
Dancer,https://buddy.farm/i/dancer/,dancer,no_recipe,,200,Dancer,,,,0,0,,
Dasher,https://buddy.farm/i/dasher/,dasher,no_recipe,,200,Dasher,,,,0,0,,
Desk Calendar,https://buddy.farm/i/desk-calendar/,desk-calendar,no_recipe,,200,Desk Calendar,,,,0,0,,
Dewstar's Journal,https://buddy.farm/i/dewstar-s-journal/,dewstar-s-journal,no_recipe,,200,Dewstar's Journal,,,,0,0,,
Diamond,https://buddy.farm/i/diamond/,diamond,no_recipe,,200,Diamond,,,,0,1,,
Diamonds,https://buddy.farm/i/diamonds/,diamonds,no_recipe,,200,Diamonds,,,,0,0,,
Diary of O'Dynn,https://buddy.farm/i/diary-of-o-dynn/,diary-of-o-dynn,no_recipe,,200,Diary of O'Dynn,,,,0,0,,
Dice,https://buddy.farm/i/dice/,dice,no_recipe,,200,Dice,,,,0,0,,
Dino Buddy Doll,https://buddy.farm/i/dino-buddy-doll/,dino-buddy-doll,no_recipe,,200,Dino Buddy Doll,,,,0,0,,
Diving Helmet,https://buddy.farm/i/diving-helmet/,diving-helmet,no_recipe,,200,Diving Helmet,,,,0,0,,
Donner,https://buddy.farm/i/donner/,donner,no_recipe,,200,Donner,,,,0,0,,
Dragon Heart,https://buddy.farm/i/dragon-heart/,dragon-heart,no_recipe,,200,Dragon Heart,,,,0,0,,
Dragon Skull,https://buddy.farm/i/dragon-skull/,dragon-skull,no_recipe,,200,Dragon Skull,,,,0,0,,
Dragonfly,https://buddy.farm/i/dragonfly/,dragonfly,no_recipe,,200,Dragonfly,,,,0,0,,
Dream Nail,https://buddy.farm/i/dream-nail/,dream-nail,no_recipe,,200,Dream Nail,,,,0,0,,
Drink Bundle,https://buddy.farm/i/drink-bundle/,drink-bundle,no_recipe,,200,Drink Bundle,,,,0,0,,
Drum,https://buddy.farm/i/drum/,drum,no_recipe,,200,Drum,,,,0,0,,
Duck Egg,https://buddy.farm/i/duck-egg/,duck-egg,no_recipe,,200,Duck Egg,,,,0,0,,
Duck Feather,https://buddy.farm/i/duck-feather/,duck-feather,no_recipe,,200,Duck Feather,,,,0,1,,
Egg 01,https://buddy.farm/i/egg-01/,egg-01,no_recipe,,200,Egg 01,,,,0,0,,
Egg 02,https://buddy.farm/i/egg-02/,egg-02,no_recipe,,200,Egg 02,,,,0,0,,
Egg 03,https://buddy.farm/i/egg-03/,egg-03,no_recipe,,200,Egg 03,,,,0,0,,
Egg 04,https://buddy.farm/i/egg-04/,egg-04,no_recipe,,200,Egg 04,,,,0,0,,
Egg 05,https://buddy.farm/i/egg-05/,egg-05,no_recipe,,200,Egg 05,,,,0,0,,
Egg 06,https://buddy.farm/i/egg-06/,egg-06,no_recipe,,200,Egg 06,,,,0,0,,
Egg 07,https://buddy.farm/i/egg-07/,egg-07,no_recipe,,200,Egg 07,,,,0,0,,
Egg 08,https://buddy.farm/i/egg-08/,egg-08,no_recipe,,200,Egg 08,,,,0,0,,
Egg 09,https://buddy.farm/i/egg-09/,egg-09,no_recipe,,200,Egg 09,,,,0,0,,
Egg 10,https://buddy.farm/i/egg-10/,egg-10,no_recipe,,200,Egg 10,,,,0,0,,
Egg 11,https://buddy.farm/i/egg-11/,egg-11,no_recipe,,200,Egg 11,,,,0,0,,
Egg 12,https://buddy.farm/i/egg-12/,egg-12,no_recipe,,200,Egg 12,,,,0,0,,
Egg Basket,https://buddy.farm/i/egg-basket/,egg-basket,no_recipe,,200,Egg Basket,,,,0,0,,
Egg of Ages,https://buddy.farm/i/egg-of-ages/,egg-of-ages,no_recipe,,200,Egg of Ages,,,,0,0,,
Egg of Air,https://buddy.farm/i/egg-of-air/,egg-of-air,no_recipe,,200,Egg of Air,,,,0,0,,
Egg of Chaos,https://buddy.farm/i/egg-of-chaos/,egg-of-chaos,no_recipe,,200,Egg of Chaos,,,,0,0,,
Egg of Chicken,https://buddy.farm/i/egg-of-chicken/,egg-of-chicken,no_recipe,,200,Egg of Chicken,,,,0,0,,
Egg of Duck,https://buddy.farm/i/egg-of-duck/,egg-of-duck,no_recipe,,200,Egg of Duck,,,,0,0,,
Egg of Earth,https://buddy.farm/i/egg-of-earth/,egg-of-earth,no_recipe,,200,Egg of Earth,,,,0,0,,
Egg of Fire,https://buddy.farm/i/egg-of-fire/,egg-of-fire,no_recipe,,200,Egg of Fire,,,,0,0,,
Egg of Life,https://buddy.farm/i/egg-of-life/,egg-of-life,no_recipe,,200,Egg of Life,,,,0,0,,
Egg of Light,https://buddy.farm/i/egg-of-light/,egg-of-light,no_recipe,,200,Egg of Light,,,,0,0,,
Egg of Shadow,https://buddy.farm/i/egg-of-shadow/,egg-of-shadow,no_recipe,,200,Egg of Shadow,,,,0,0,,
Egg of Space,https://buddy.farm/i/egg-of-space/,egg-of-space,no_recipe,,200,Egg of Space,,,,0,0,,
Egg of Tree,https://buddy.farm/i/egg-of-tree/,egg-of-tree,no_recipe,,200,Egg of Tree,,,,0,0,,
Egg of Water,https://buddy.farm/i/egg-of-water/,egg-of-water,no_recipe,,200,Egg of Water,,,,0,0,,
Egg of Zeal,https://buddy.farm/i/egg-of-zeal/,egg-of-zeal,no_recipe,,200,Egg of Zeal,,,,0,0,,
Eggplant,https://buddy.farm/i/eggplant/,eggplant,no_recipe,,200,Eggplant,,,,0,1,,
Eggplant Seeds,https://buddy.farm/i/eggplant-seeds/,eggplant-seeds,no_recipe,,200,Eggplant Seeds,,,,0,0,,
Eggs,https://buddy.farm/i/eggs/,eggs,no_recipe,,200,Eggs,,,,0,1,,
Egyptian Necklace,https://buddy.farm/i/egyptian-necklace/,egyptian-necklace,no_recipe,,200,Egyptian Necklace,,,,0,0,,
Embershard,https://buddy.farm/i/embershard/,embershard,no_recipe,,200,Embershard,,,,0,0,,
Emberstone,https://buddy.farm/i/emberstone/,emberstone,no_recipe,,200,Emberstone,,,,0,9,,
Emerald,https://buddy.farm/i/emerald/,emerald,recipe_found,craft,200,Emerald,,,,2,3,,
Emerald Ring,https://buddy.farm/i/emerald-ring/,emerald-ring,recipe_found,craft,200,Emerald Ring,,,,3,0,,
Energy Coil,https://buddy.farm/i/energy-coil/,energy-coil,recipe_found,craft,200,Energy Coil,,,,6,1,,
Energy Core,https://buddy.farm/i/energy-core/,energy-core,no_recipe,,200,Energy Core,,,,0,0,,
Engine,https://buddy.farm/i/engine/,engine,recipe_found,craft,200,Engine,,,,12,0,,
Esperium,https://buddy.farm/i/esperium/,esperium,no_recipe,,200,Esperium,,,,0,0,,
Essence of Slime,https://buddy.farm/i/essence-of-slime/,essence-of-slime,recipe_found,craft,200,Essence of Slime,,,,4,0,,
Event Key,https://buddy.farm/i/event-key/,event-key,no_recipe,,200,Event Key,,,,0,0,,
Event Token,https://buddy.farm/i/event-token/,event-token,no_recipe,,200,Event Token,,,,0,0,,
Event Token Purse,https://buddy.farm/i/event-token-purse/,event-token-purse,no_recipe,,200,Event Token Purse,,,,0,0,,
Expired Ticket,https://buddy.farm/i/expired-ticket/,expired-ticket,no_recipe,,200,Expired Ticket,,,,0,0,,
Explosive,https://buddy.farm/i/explosive/,explosive,recipe_found,craft,200,Explosive,,,,4,0,,
Eye Patch,https://buddy.farm/i/eye-patch/,eye-patch,no_recipe,,200,Eye Patch,,,,0,0,,
Fairy Crystal,https://buddy.farm/i/fairy-crystal/,fairy-crystal,no_recipe,,200,Fairy Crystal,,,,0,1,,
Fall Basket,https://buddy.farm/i/fall-basket/,fall-basket,no_recipe,,200,Fall Basket,,,,0,0,,
Fall Leaves,https://buddy.farm/i/fall-leaves/,fall-leaves,no_recipe,,200,Fall Leaves,,,,0,0,,
Fancy Box,https://buddy.farm/i/fancy-box/,fancy-box,no_recipe,,200,Fancy Box,,,,0,0,,
Fancy Chair,https://buddy.farm/i/fancy-chair/,fancy-chair,recipe_found,craft,200,Fancy Chair,,,,7,1,,
Fancy Clock,https://buddy.farm/i/fancy-clock/,fancy-clock,recipe_found,craft,200,Fancy Clock,,,,7,0,,
Fancy Drum,https://buddy.farm/i/fancy-drum/,fancy-drum,recipe_found,craft,200,Fancy Drum,,,,4,0,,
Fancy Guitar,https://buddy.farm/i/fancy-guitar/,fancy-guitar,recipe_found,craft,200,Fancy Guitar,,,,4,0,,
Fancy Pan Flute,https://buddy.farm/i/fancy-pan-flute/,fancy-pan-flute,recipe_found,craft,200,Fancy Pan Flute,,,,4,0,,
