"questline_key","questline_name","quest_count_from_item_cache","buddy_url","http_status","fetch_timestamp_utc","wait_seconds","total_request_silver","parse_status","raw_body","raw_headers","sha256"
"corn of interest part 07","Corn of Interest Part 07","1","https://buddy.farm/ql/corn-of-interest-part-07/","404","2026-08-27T19:52:44.7416244Z","8","","not_found","raw/questlines/corn-of-interest-part-07.html","raw/questlines/corn-of-interest-part-07-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 08","Corn of Interest Part 08","1","https://buddy.farm/ql/corn-of-interest-part-08/","404","2026-08-27T19:52:52.9880565Z","7","","not_found","raw/questlines/corn-of-interest-part-08.html","raw/questlines/corn-of-interest-part-08-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 09","Corn of Interest Part 09","1","https://buddy.farm/ql/corn-of-interest-part-09/","404","2026-08-27T19:53:00.3146528Z","7","","not_found","raw/questlines/corn-of-interest-part-09.html","raw/questlines/corn-of-interest-part-09-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 10","Corn of Interest Part 10","1","https://buddy.farm/ql/corn-of-interest-part-10/","404","2026-08-27T19:53:07.5796119Z","9","","not_found","raw/questlines/corn-of-interest-part-10.html","raw/questlines/corn-of-interest-part-10-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 11","Corn of Interest Part 11","1","https://buddy.farm/ql/corn-of-interest-part-11/","404","2026-08-27T19:53:16.8747827Z","7","","not_found","raw/questlines/corn-of-interest-part-11.html","raw/questlines/corn-of-interest-part-11-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 12","Corn of Interest Part 12","1","https://buddy.farm/ql/corn-of-interest-part-12/","404","2026-08-27T19:53:24.2595363Z","6","","not_found","raw/questlines/corn-of-interest-part-12.html","raw/questlines/corn-of-interest-part-12-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 13","Corn of Interest Part 13","1","https://buddy.farm/ql/corn-of-interest-part-13/","404","2026-08-27T19:53:30.5312973Z","10","","not_found","raw/questlines/corn-of-interest-part-13.html","raw/questlines/corn-of-interest-part-13-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 14","Corn of Interest Part 14","1","https://buddy.farm/ql/corn-of-interest-part-14/","404","2026-08-27T19:53:40.8486707Z","6","","not_found","raw/questlines/corn-of-interest-part-14.html","raw/questlines/corn-of-interest-part-14-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 15","Corn of Interest Part 15","1","https://buddy.farm/ql/corn-of-interest-part-15/","404","2026-08-27T19:53:47.0938966Z","9","","not_found","raw/questlines/corn-of-interest-part-15.html","raw/questlines/corn-of-interest-part-15-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 16","Corn of Interest Part 16","1","https://buddy.farm/ql/corn-of-interest-part-16/","404","2026-08-27T19:53:56.3610442Z","6","","not_found","raw/questlines/corn-of-interest-part-16.html","raw/questlines/corn-of-interest-part-16-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 17","Corn of Interest Part 17","1","https://buddy.farm/ql/corn-of-interest-part-17/","404","2026-08-27T19:54:02.5955944Z","10","","not_found","raw/questlines/corn-of-interest-part-17.html","raw/questlines/corn-of-interest-part-17-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 18","Corn of Interest Part 18","1","https://buddy.farm/ql/corn-of-interest-part-18/","404","2026-08-27T19:54:12.8568782Z","9","","not_found","raw/questlines/corn-of-interest-part-18.html","raw/questlines/corn-of-interest-part-18-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 19","Corn of Interest Part 19","1","https://buddy.farm/ql/corn-of-interest-part-19/","404","2026-08-27T19:54:22.1597997Z","9","","not_found","raw/questlines/corn-of-interest-part-19.html","raw/questlines/corn-of-interest-part-19-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 20","Corn of Interest Part 20","1","https://buddy.farm/ql/corn-of-interest-part-20/","404","2026-08-27T19:54:31.4320125Z","10","","not_found","raw/questlines/corn-of-interest-part-20.html","raw/questlines/corn-of-interest-part-20-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 21","Corn of Interest Part 21","1","https://buddy.farm/ql/corn-of-interest-part-21/","404","2026-08-27T19:54:41.8193669Z","6","","not_found","raw/questlines/corn-of-interest-part-21.html","raw/questlines/corn-of-interest-part-21-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 22","Corn of Interest Part 22","1","https://buddy.farm/ql/corn-of-interest-part-22/","404","2026-08-27T19:54:48.1309861Z","8","","not_found","raw/questlines/corn-of-interest-part-22.html","raw/questlines/corn-of-interest-part-22-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 23","Corn of Interest Part 23","1","https://buddy.farm/ql/corn-of-interest-part-23/","404","2026-08-27T19:54:56.4197931Z","9","","not_found","raw/questlines/corn-of-interest-part-23.html","raw/questlines/corn-of-interest-part-23-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 24","Corn of Interest Part 24","1","https://buddy.farm/ql/corn-of-interest-part-24/","404","2026-08-27T19:55:05.6998014Z","7","","not_found","raw/questlines/corn-of-interest-part-24.html","raw/questlines/corn-of-interest-part-24-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 25","Corn of Interest Part 25","1","https://buddy.farm/ql/corn-of-interest-part-25/","404","2026-08-27T19:55:13.0119730Z","7","","not_found","raw/questlines/corn-of-interest-part-25.html","raw/questlines/corn-of-interest-part-25-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 26","Corn of Interest Part 26","1","https://buddy.farm/ql/corn-of-interest-part-26/","404","2026-08-27T19:55:20.3169031Z","6","","not_found","raw/questlines/corn-of-interest-part-26.html","raw/questlines/corn-of-interest-part-26-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 27","Corn of Interest Part 27","1","https://buddy.farm/ql/corn-of-interest-part-27/","404","2026-08-27T19:55:26.6342583Z","6","","not_found","raw/questlines/corn-of-interest-part-27.html","raw/questlines/corn-of-interest-part-27-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 28","Corn of Interest Part 28","1","https://buddy.farm/ql/corn-of-interest-part-28/","404","2026-08-27T19:55:32.9387883Z","7","","not_found","raw/questlines/corn-of-interest-part-28.html","raw/questlines/corn-of-interest-part-28-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 29","Corn of Interest Part 29","1","https://buddy.farm/ql/corn-of-interest-part-29/","404","2026-08-27T19:55:40.9710895Z","7","","not_found","raw/questlines/corn-of-interest-part-29.html","raw/questlines/corn-of-interest-part-29-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 30","Corn of Interest Part 30","1","https://buddy.farm/ql/corn-of-interest-part-30/","404","2026-08-27T19:55:48.2817181Z","10","","not_found","raw/questlines/corn-of-interest-part-30.html","raw/questlines/corn-of-interest-part-30-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn of interest part 31","Corn of Interest Part 31","1","https://buddy.farm/ql/corn-of-interest-part-31/","404","2026-08-27T19:55:58.5424542Z","10","","not_found","raw/questlines/corn-of-interest-part-31.html","raw/questlines/corn-of-interest-part-31-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"corn quandary","Corn Quandary","30","https://buddy.farm/ql/corn-quandary/","200","2026-08-27T19:56:08.8016939Z","10","","parsed_no_silver_total","raw/questlines/corn-quandary.html","raw/questlines/corn-quandary-headers.txt","9446D1CC9A400982A7D38EDA6C443EE0FC4911C56F61D07B4C51B65AC17448ED"
"cosplay costume","Cosplay Costume","1","https://buddy.farm/ql/cosplay-costume/","404","2026-08-27T19:56:19.3213822Z","10","","not_found","raw/questlines/cosplay-costume.html","raw/questlines/cosplay-costume-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"could one occasion kindly involve everyone?","Could One Occasion Kindly Involve Everyone?","7","https://buddy.farm/ql/could-one-occasion-kindly-involve-everyone/","404","2026-08-27T19:56:29.6721663Z","9","","not_found","raw/questlines/could-one-occasion-kindly-involve-everyone.html","raw/questlines/could-one-occasion-kindly-involve-everyone-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"covert santa","Covert Santa","18","https://buddy.farm/ql/covert-santa/","200","2026-08-27T19:56:39.0334420Z","10","","parsed_no_silver_total","raw/questlines/covert-santa.html","raw/questlines/covert-santa-headers.txt","15F71C8263D247581A2E3E1FD157E13E57659A208E22039EA881156DFF390AB3"
"coveted canine","Coveted Canine","1","https://buddy.farm/ql/coveted-canine/","404","2026-08-27T19:56:49.4068172Z","10","","not_found","raw/questlines/coveted-canine.html","raw/questlines/coveted-canine-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"cowboy cecil","Cowboy Cecil","2","https://buddy.farm/ql/cowboy-cecil/","200","2026-08-27T19:56:59.6953630Z","6","","parsed_no_silver_total","raw/questlines/cowboy-cecil.html","raw/questlines/cowboy-cecil-headers.txt","72F7630A02A0C43A053BF1F370C34D4EBDFAF1EB464B3DFEB5F6D92F3EF91397"
"crafting is easy","Crafting Is Easy","4","https://buddy.farm/ql/crafting-is-easy/","200","2026-08-27T19:57:06.4274303Z","8","","parsed_no_silver_total","raw/questlines/crafting-is-easy.html","raw/questlines/crafting-is-easy-headers.txt","F21A7F5B113BD5D0F094397225AE7DB7D9742C94C640ED4887710A2727B399EC"
"crates unlocked for buddy's enrichment","Crates Unlocked for Buddy's Enrichment","6","https://buddy.farm/ql/crates-unlocked-for-buddys-enrichment/","404","2026-08-27T19:57:14.8974114Z","6","","not_found","raw/questlines/crates-unlocked-for-buddys-enrichment.html","raw/questlines/crates-unlocked-for-buddys-enrichment-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"crush of waves","Crush of Waves","10","https://buddy.farm/ql/crush-of-waves/","200","2026-08-27T19:57:21.1592254Z","10","","parsed_no_silver_total","raw/questlines/crush-of-waves.html","raw/questlines/crush-of-waves-headers.txt","92261EF11CFA8600EB9BEC21495D9747A528208A1A03F8BF880BF7CEE5F33891"
"cuucoo's awakening","Cuucoo's Awakening","8","https://buddy.farm/ql/cuucoos-awakening/","404","2026-08-27T19:57:31.9642949Z","6","","not_found","raw/questlines/cuucoos-awakening.html","raw/questlines/cuucoos-awakening-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"deck the town (with bats and lanterns)","Deck The Town (With Bats And Lanterns)","20","https://buddy.farm/ql/deck-the-town-with-bats-and-lanterns/","404","2026-08-27T19:57:38.2621313Z","10","","not_found","raw/questlines/deck-the-town-with-bats-and-lanterns.html","raw/questlines/deck-the-town-with-bats-and-lanterns-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"defenses and consequences","Defenses and Consequences","22","https://buddy.farm/ql/defenses-and-consequences/","200","2026-08-27T19:57:48.5128342Z","6","","parsed_no_silver_total","raw/questlines/defenses-and-consequences.html","raw/questlines/defenses-and-consequences-headers.txt","779E30F18E71943707A11175AD5A40F792E1CA9A5028A89DF1A1C35E5ACA5D46"
"depths of friendship","Depths of Friendship","1","https://buddy.farm/ql/depths-of-friendship/","404","2026-08-27T19:57:55.1010717Z","6","","not_found","raw/questlines/depths-of-friendship.html","raw/questlines/depths-of-friendship-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"dice for a fireball","Dice for a Fireball","1","https://buddy.farm/ql/dice-for-a-fireball/","404","2026-08-27T19:58:01.3856937Z","8","","not_found","raw/questlines/dice-for-a-fireball.html","raw/questlines/dice-for-a-fireball-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"dinner party","Dinner Party","7","https://buddy.farm/ql/dinner-party/","200","2026-08-27T19:58:09.6077815Z","9","","parsed_no_silver_total","raw/questlines/dinner-party.html","raw/questlines/dinner-party-headers.txt","8BA7A22BED8DCF97D1A21404893C3338299A22B86B1FC890F8FF772D8DD5ADE6"
"distant illusions","Distant Illusions","14","https://buddy.farm/ql/distant-illusions/","200","2026-08-27T19:58:19.1165410Z","8","","parsed_no_silver_total","raw/questlines/distant-illusions.html","raw/questlines/distant-illusions-headers.txt","F05F3C4F6677C1282C523D883600050774057602BA5A5C4B9407DB5D7D7F27AA"
"distant superfan 36","Distant Superfan 36","1","https://buddy.farm/ql/distant-superfan-36/","404","2026-08-27T19:58:27.4710830Z","9","","not_found","raw/questlines/distant-superfan-36.html","raw/questlines/distant-superfan-36-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"distant superfan 77","Distant Superfan 77","1","https://buddy.farm/ql/distant-superfan-77/","404","2026-08-27T19:58:37.0878189Z","8","","not_found","raw/questlines/distant-superfan-77.html","raw/questlines/distant-superfan-77-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"do you carrot all?","do you carrot all?","1","https://buddy.farm/ql/do-you-carrot-all/","404","2026-08-27T19:58:45.4008521Z","9","","not_found","raw/questlines/do-you-carrot-all.html","raw/questlines/do-you-carrot-all-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"do you want to build a snowman?","Do You Want to Build A Snowman?","4","https://buddy.farm/ql/do-you-want-to-build-a-snowman/","404","2026-08-27T19:58:54.6884348Z","10","","not_found","raw/questlines/do-you-want-to-build-a-snowman.html","raw/questlines/do-you-want-to-build-a-snowman-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"dog days of summer","Dog Days of Summer","1","https://buddy.farm/ql/dog-days-of-summer/","404","2026-08-27T19:59:04.9654553Z","10","","not_found","raw/questlines/dog-days-of-summer.html","raw/questlines/dog-days-of-summer-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"donation for education","Donation For Education","7","https://buddy.farm/ql/donation-for-education/","200","2026-08-27T19:59:15.2776035Z","10","","parsed_no_silver_total","raw/questlines/donation-for-education.html","raw/questlines/donation-for-education-headers.txt","8D138082D7D367001A4FD0163E1E6BBB30731D80DA7330BD920DB20EB155D6C3"
"don't nog it until you try it","Don't Nog It Until You Try It","1","https://buddy.farm/ql/dont-nog-it-until-you-try-it/","404","2026-08-27T19:59:25.6358161Z","9","","not_found","raw/questlines/dont-nog-it-until-you-try-it.html","raw/questlines/dont-nog-it-until-you-try-it-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"dragon of friendship","Dragon of Friendship","1","https://buddy.farm/ql/dragon-of-friendship/","404","2026-08-27T19:59:35.2725770Z","8","","not_found","raw/questlines/dragon-of-friendship.html","raw/questlines/dragon-of-friendship-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"dread stations","Dread Stations","3","https://buddy.farm/ql/dread-stations/","200","2026-08-27T19:59:43.5032311Z","6","","parsed_no_silver_total","raw/questlines/dread-stations.html","raw/questlines/dread-stations-headers.txt","155F7F484FA144FEE7926869DA2436642EC5A4D913E6D004D4DF2264E45BE95B"
"drink in the green","Drink in the Green","7","https://buddy.farm/ql/drink-in-the-green/","200","2026-08-27T19:59:50.0179162Z","6","","parsed_no_silver_total","raw/questlines/drink-in-the-green.html","raw/questlines/drink-in-the-green-headers.txt","2B74FE80447D845FE4FA38FE76ADF85CB653D8DF7D7520E2FD8BC680AF7663CD"
"effigy of friendship","Effigy of Friendship","1","https://buddy.farm/ql/effigy-of-friendship/","404","2026-08-27T19:59:56.4959233Z","6","","not_found","raw/questlines/effigy-of-friendship.html","raw/questlines/effigy-of-friendship-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"egg drop contest","Egg Drop Contest","1","https://buddy.farm/ql/egg-drop-contest/","404","2026-08-27T20:00:02.7903680Z","10","","not_found","raw/questlines/egg-drop-contest.html","raw/questlines/egg-drop-contest-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"egg hunt","Egg Hunt","1","https://buddy.farm/ql/egg-hunt/","404","2026-08-27T20:00:13.1235567Z","10","","not_found","raw/questlines/egg-hunt.html","raw/questlines/egg-hunt-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"eggsellent plan","Eggsellent Plan","6","https://buddy.farm/ql/eggsellent-plan/","200","2026-08-27T20:00:23.4777165Z","10","","parsed_no_silver_total","raw/questlines/eggsellent-plan.html","raw/questlines/eggsellent-plan-headers.txt","ACA5BF21F0F511739A96DA0493AE817A93B8891D6CBA7B0B73BADAAEB9FBF6B4"
"eggstra lucky","Eggstra Lucky","4","https://buddy.farm/ql/eggstra-lucky/","200","2026-08-27T20:00:34.1341669Z","10","","parsed_no_silver_total","raw/questlines/eggstra-lucky.html","raw/questlines/eggstra-lucky-headers.txt","7A55CBF5143A62E68323B11C91A8AEC7787D5DEB266B0ED1FCFEC8B624810E8D"
"eggstra profits","Eggstra Profits","1","https://buddy.farm/ql/eggstra-profits/","404","2026-08-27T20:00:44.6227627Z","10","","not_found","raw/questlines/eggstra-profits.html","raw/questlines/eggstra-profits-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"eggstremely delicious","Eggstremely Delicious","2","https://buddy.farm/ql/eggstremely-delicious/","200","2026-08-27T20:00:54.8760697Z","7","","parsed_no_silver_total","raw/questlines/eggstremely-delicious.html","raw/questlines/eggstremely-delicious-headers.txt","3DBDA63E342BE00339D820A2CAF5D740D78F33C61041BAF50BAA3A671D052EA1"
"eggstremely magical","Eggstremely Magical","6","https://buddy.farm/ql/eggstremely-magical/","200","2026-08-27T20:01:02.5218113Z","8","","parsed_no_silver_total","raw/questlines/eggstremely-magical.html","raw/questlines/eggstremely-magical-headers.txt","AA40B9CBBA78F0CFFEB37520076B9FB2261FC7EB77A35021202D458B9E9A8AB4"
"eggstremely valuable","Eggstremely Valuable","13","https://buddy.farm/ql/eggstremely-valuable/","200","2026-08-27T20:01:11.0081026Z","9","","ambiguous_missing_total_request","raw/questlines/eggstremely-valuable.html","raw/questlines/eggstremely-valuable-headers.txt","73609A01F766ACCD6405950179D39900A5BEB7053579B8DC3438990CBFB8EDF3"
"emerald walks everyday","Emerald Walks Everyday","2","https://buddy.farm/ql/emerald-walks-everyday/","200","2026-08-27T20:01:20.5271089Z","8","","parsed_no_silver_total","raw/questlines/emerald-walks-everyday.html","raw/questlines/emerald-walks-everyday-headers.txt","ACD8D727C409982D7688A83D50611F2374310206165A3B98EEBB5F42124CA504"
"ends of the rainbow","Ends Of The Rainbow","1","https://buddy.farm/ql/ends-of-the-rainbow/","404","2026-08-27T20:01:28.8425147Z","7","","not_found","raw/questlines/ends-of-the-rainbow.html","raw/questlines/ends-of-the-rainbow-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"escape from pirate's cove","Escape from Pirate's Cove","1","https://buddy.farm/ql/escape-from-pirates-cove/","404","2026-08-27T20:01:36.1295301Z","10","","not_found","raw/questlines/escape-from-pirates-cove.html","raw/questlines/escape-from-pirates-cove-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"escargot","Escargot","1","https://buddy.farm/ql/escargot/","404","2026-08-27T20:01:46.3998146Z","7","","not_found","raw/questlines/escargot.html","raw/questlines/escargot-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"excuuuse me, farmer","Excuuuse me, Farmer","5","https://buddy.farm/ql/excuuuse-me-farmer/","200","2026-08-27T20:01:53.6988510Z","9","","parsed_no_silver_total","raw/questlines/excuuuse-me-farmer.html","raw/questlines/excuuuse-me-farmer-headers.txt","56B334DDE8E55C04B010251713F03158CBAC7EAF68CDAF045CB5414BA27BA670"
"exotic omelette","Exotic Omelette","1","https://buddy.farm/ql/exotic-omelette/","404","2026-08-27T20:02:03.2220449Z","9","","not_found","raw/questlines/exotic-omelette.html","raw/questlines/exotic-omelette-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"experimental bait","Experimental Bait","2","https://buddy.farm/ql/experimental-bait/","200","2026-08-27T20:02:12.4796303Z","9","","parsed_no_silver_total","raw/questlines/experimental-bait.html","raw/questlines/experimental-bait-headers.txt","0251BFBCAE1664B5E231ECCFC77A012798FDBAB6EF335D7C0B2135203D69EEBD"
"explosively grand offer","Explosively Grand Offer","2","https://buddy.farm/ql/explosively-grand-offer/","200","2026-08-27T20:02:22.4418744Z","6","","parsed_no_silver_total","raw/questlines/explosively-grand-offer.html","raw/questlines/explosively-grand-offer-headers.txt","6E2A73B626719B5B08F98311A3DA056AF465759B9AD7EA86ECDD67470EC63091"
"explosively thankful","Explosively Thankful","1","https://buddy.farm/ql/explosively-thankful/","404","2026-08-27T20:02:28.9351872Z","8","","not_found","raw/questlines/explosively-thankful.html","raw/questlines/explosively-thankful-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"exquisite cuisine, iced","Exquisite Cuisine, Iced","2","https://buddy.farm/ql/exquisite-cuisine-iced/","200","2026-08-27T20:02:37.2159461Z","10","","parsed_no_silver_total","raw/questlines/exquisite-cuisine-iced.html","raw/questlines/exquisite-cuisine-iced-headers.txt","3226782EFD3C7D80F43EC24CEA0790E66395B7F88A62D1E107D68DDCD8B97D44"
"fabled sailor","Fabled Sailor","1","https://buddy.farm/ql/fabled-sailor/","404","2026-08-27T20:02:47.6932429Z","6","","not_found","raw/questlines/fabled-sailor.html","raw/questlines/fabled-sailor-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"fake fishing","Fake Fishing","1","https://buddy.farm/ql/fake-fishing/","200","2026-08-27T20:02:54.0055888Z","10","","parsed_no_silver_total","raw/questlines/fake-fishing.html","raw/questlines/fake-fishing-headers.txt","281D1177FEBF35F2AA89C3CF7093C4964544EF0A9140975846A7A98956151791"
"falling autumn leaves loved","Falling Autumn Leaves Loved","1","https://buddy.farm/ql/falling-autumn-leaves-loved/","404","2026-08-27T20:03:04.5162536Z","7","","not_found","raw/questlines/falling-autumn-leaves-loved.html","raw/questlines/falling-autumn-leaves-loved-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"fancy dinner","Fancy Dinner","1","https://buddy.farm/ql/fancy-dinner/","404","2026-08-27T20:03:11.8034884Z","9","","not_found","raw/questlines/fancy-dinner.html","raw/questlines/fancy-dinner-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"far away","Far Away","36","https://buddy.farm/ql/far-away/","200","2026-08-27T20:03:21.1345987Z","6","","parsed_no_silver_total","raw/questlines/far-away.html","raw/questlines/far-away-headers.txt","60BD48BDC3BA56B6FBEA7B4764550FC6E89CD801B23DC44E7498C1D0BFBD2218"
"fear or treat","Fear or Treat","2","https://buddy.farm/ql/fear-or-treat/","200","2026-08-27T20:03:27.7274167Z","10","","parsed_no_silver_total","raw/questlines/fear-or-treat.html","raw/questlines/fear-or-treat-headers.txt","5ABB53C55874C11C6C4C0414677E0F6F242840BC4D4B969D360A0690AE04550E"
"feathers","Feathers","9","https://buddy.farm/ql/feathers/","200","2026-08-27T20:03:38.2111488Z","7","","parsed_no_silver_total","raw/questlines/feathers.html","raw/questlines/feathers-headers.txt","40FE7C0D1E7EE47C96D1EAC10F97EEFF5ED98C85BA622FFA365130A985F7D96B"
"fellow farmer","Fellow Farmer","3","https://buddy.farm/ql/fellow-farmer/","200","2026-08-27T20:03:45.5418212Z","10","","parsed_no_silver_total","raw/questlines/fellow-farmer.html","raw/questlines/fellow-farmer-headers.txt","4DC8059E05D7C0108A03BB177A64D54F951558CF57FADE4CBA320490CCDEFFFE"
"find a way","Find A Way","11","https://buddy.farm/ql/find-a-way/","200","2026-08-27T20:03:55.9183671Z","7","","parsed_no_silver_total","raw/questlines/find-a-way.html","raw/questlines/find-a-way-headers.txt","32EC70DA24E6EC6E844BE8450FC1937D7DC2C6EE6ACF23F43A4A5D2A9F0A53D9"
"fine fishing","Fine Fishing","9","https://buddy.farm/ql/fine-fishing/","200","2026-08-27T20:04:03.4299095Z","8","","parsed_no_silver_total","raw/questlines/fine-fishing.html","raw/questlines/fine-fishing-headers.txt","AF16E74C050257A33DA331F6F5CC09374B0EB52E3EB2538D04BC630C01FFE5D5"
"fire alarm","Fire Alarm","1","https://buddy.farm/ql/fire-alarm/","404","2026-08-27T20:04:11.9184481Z","7","","not_found","raw/questlines/fire-alarm.html","raw/questlines/fire-alarm-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"fire brigade","Fire Brigade","1","https://buddy.farm/ql/fire-brigade/","404","2026-08-27T20:04:19.2046792Z","6","","not_found","raw/questlines/fire-brigade.html","raw/questlines/fire-brigade-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
"fire in the belly","Fire in the Belly","2","https://buddy.farm/ql/fire-in-the-belly/","200","2026-08-27T20:04:26.5177488Z","8","","parsed_no_silver_total","raw/questlines/fire-in-the-belly.html","raw/questlines/fire-in-the-belly-headers.txt","DF970095C93AFDE0DA70D6B64710760F81222F1B556B417D258CDE197643645F"
"fire in the field","Fire in the Field","1","https://buddy.farm/ql/fire-in-the-field/","404","2026-08-27T20:04:35.0898834Z","10","","not_found","raw/questlines/fire-in-the-field.html","raw/questlines/fire-in-the-field-headers.txt","4C0DCA3858E7A3EC4BAD0F8230A8004041E0F98D911D145BAEF43B999A7924E6"
