input_item_name,input_canonical_key,output_item_name,output_canonical_key,quantity,output_can_craft,output_can_cook,source_url,page_data_url,cache_file_name,parser_version,flags,notes
Flour,flour,Acorn Pie,acorn pie,25,false,true,https://buddy.farm/i/flour/,https://buddy.farm/page-data/i/flour/page-data.json,flour__flour.json,buddy-item-multi-source-v1,,
Flour,flour,Breakfast Boost,breakfast boost,4,false,true,https://buddy.farm/i/flour/,https://buddy.farm/page-data/i/flour/page-data.json,flour__flour.json,buddy-item-multi-source-v1,,
Flour,flour,Concord Grape Pie,concord grape pie,25,false,true,https://buddy.farm/i/flour/,https://buddy.farm/page-data/i/flour/page-data.json,flour__flour.json,buddy-item-multi-source-v1,,
Flour,flour,Red Berry Pie,red berry pie,25,false,true,https://buddy.farm/i/flour/,https://buddy.farm/page-data/i/flour/page-data.json,flour__flour.json,buddy-item-multi-source-v1,,
Flywheel,flywheel,Magna Core,magna core,2,true,false,https://buddy.farm/i/flywheel/,https://buddy.farm/page-data/i/flywheel/page-data.json,flywheel__flywheel.json,buddy-item-multi-source-v1,,
Flywheel,flywheel,Engine,engine,1,true,false,https://buddy.farm/i/flywheel/,https://buddy.farm/page-data/i/flywheel/page-data.json,flywheel__flywheel.json,buddy-item-multi-source-v1,,
Frost Snapper Shell,frost snapper shell,Frost Shield,frost shield,1,true,false,https://buddy.farm/i/frost-snapper-shell/,https://buddy.farm/page-data/i/frost-snapper-shell/page-data.json,frost-snapper-shell__frost-snapper-shell.json,buddy-item-multi-source-v1,,
Garnet,garnet,Garnet Ring,garnet ring,1,true,false,https://buddy.farm/i/garnet/,https://buddy.farm/page-data/i/garnet/page-data.json,garnet__garnet.json,buddy-item-multi-source-v1,,
Garnet,garnet,Gold Garnet Ring,gold garnet ring,1,true,false,https://buddy.farm/i/garnet/,https://buddy.farm/page-data/i/garnet/page-data.json,garnet__garnet.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Lemonade,lemonade,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Grape Juice,grape juice,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Corn Oil,corn oil,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Iced Tea,iced tea,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Green Dye,green dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Hourglass,hourglass,2,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Blue Dye,blue dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Purple Dye,purple dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Pear Grease,pear grease,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Ship in a Bottle,ship in a bottle,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Lantern,lantern,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Wine,wine,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Red Dye,red dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Acorn Butter,acorn butter,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Orange Juice,orange juice,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Apple Cider,apple cider,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Peach Juice,peach juice,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Sunflower Oil,sunflower oil,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Fruit Punch,fruit punch,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Veggie Juice,veggie juice,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Orange Dye,orange dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Yellow Dye,yellow dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Brown Dye,brown dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Black Dye,black dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,White Dye,white dye,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Bottle,glass bottle,Glowing Lantern,glowing lantern,1,true,false,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
Glass Jar,glass jar,Mayonnaise,mayonnaise,1,true,false,https://buddy.farm/i/glass-jar/,https://buddy.farm/page-data/i/glass-jar/page-data.json,glass-jar__glass-jar.json,buddy-item-multi-source-v1,,
Glass Jar,glass jar,Rucksack,rucksack,3,true,false,https://buddy.farm/i/glass-jar/,https://buddy.farm/page-data/i/glass-jar/page-data.json,glass-jar__glass-jar.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Glass Bottle,glass bottle,1,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Looking Glass,looking glass,1,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Magnifying Glass,magnifying glass,1,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Compass,compass,1,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Glass Jar,glass jar,3,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Fire Ant Farm,fire ant farm,3,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Energy Coil,energy coil,1,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Fancy Clock,fancy clock,4,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Essence of Slime,essence of slime,1,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Fancy Table,fancy table,8,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Steel Vise,steel vise,2,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glass Orb,glass orb,Steel,steel,1,true,false,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
Glowshroom,glowshroom,Glowing Lantern,glowing lantern,4,true,false,https://buddy.farm/i/glowshroom/,https://buddy.farm/page-data/i/glowshroom/page-data.json,glowshroom__glowshroom.json,buddy-item-multi-source-v1,,
Glowshroom,glowshroom,Strong Paste,strong paste,2,true,false,https://buddy.farm/i/glowshroom/,https://buddy.farm/page-data/i/glowshroom/page-data.json,glowshroom__glowshroom.json,buddy-item-multi-source-v1,,
Gold Boot,gold boot,Pair of Gold Boots,pair of gold boots,2,true,false,https://buddy.farm/i/gold-boot/,https://buddy.farm/page-data/i/gold-boot/page-data.json,gold-boot__gold-boot.json,buddy-item-multi-source-v1,,
Gold Leaf,gold leaf,Magus Hat,magus hat,1,true,false,https://buddy.farm/i/gold-leaf/,https://buddy.farm/page-data/i/gold-leaf/page-data.json,gold-leaf__gold-leaf.json,buddy-item-multi-source-v1,,
Gold Leaf,gold leaf,Fancy Sword,fancy sword,2,true,false,https://buddy.farm/i/gold-leaf/,https://buddy.farm/page-data/i/gold-leaf/page-data.json,gold-leaf__gold-leaf.json,buddy-item-multi-source-v1,,
Gold Ring,gold ring,Gold Diamond Ring,gold diamond ring,1,true,false,https://buddy.farm/i/gold-ring/,https://buddy.farm/page-data/i/gold-ring/page-data.json,gold-ring__gold-ring.json,buddy-item-multi-source-v1,,
Gold Ring,gold ring,Gold Jade Ring,gold jade ring,1,true,false,https://buddy.farm/i/gold-ring/,https://buddy.farm/page-data/i/gold-ring/page-data.json,gold-ring__gold-ring.json,buddy-item-multi-source-v1,,
Gold Ring,gold ring,Gold Lemon Quartz Ring,gold lemon quartz ring,1,true,false,https://buddy.farm/i/gold-ring/,https://buddy.farm/page-data/i/gold-ring/page-data.json,gold-ring__gold-ring.json,buddy-item-multi-source-v1,,
Gold Ring,gold ring,Gold Ruby Ring,gold ruby ring,1,true,false,https://buddy.farm/i/gold-ring/,https://buddy.farm/page-data/i/gold-ring/page-data.json,gold-ring__gold-ring.json,buddy-item-multi-source-v1,,
Gold Ring,gold ring,Gold Emerald Ring,gold emerald ring,1,true,false,https://buddy.farm/i/gold-ring/,https://buddy.farm/page-data/i/gold-ring/page-data.json,gold-ring__gold-ring.json,buddy-item-multi-source-v1,,
Gold Ring,gold ring,Gold Garnet Ring,gold garnet ring,1,true,false,https://buddy.farm/i/gold-ring/,https://buddy.farm/page-data/i/gold-ring/page-data.json,gold-ring__gold-ring.json,buddy-item-multi-source-v1,,
Gold Ring,gold ring,Gold Aquamarine Ring,gold aquamarine ring,1,true,false,https://buddy.farm/i/gold-ring/,https://buddy.farm/page-data/i/gold-ring/page-data.json,gold-ring__gold-ring.json,buddy-item-multi-source-v1,,
Grape Juice,grape juice,Breakfast Boost,breakfast boost,1,false,true,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,grape-juice__grape-juice.json,buddy-item-multi-source-v1,,
Grapes,grapes,Wine,wine,100,true,false,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,grapes__grapes.json,buddy-item-multi-source-v1,,
Grapes,grapes,Grape Juice,grape juice,200,true,false,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,grapes__grapes.json,buddy-item-multi-source-v1,,
Grapes,grapes,Concord Grape Pie,concord grape pie,100,false,true,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,grapes__grapes.json,buddy-item-multi-source-v1,,
Grapes,grapes,Fruit Punch,fruit punch,25,true,false,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,grapes__grapes.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Green Scarf,green scarf,1,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Green Cloak,green cloak,10,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Green Twine,green twine,1,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Fancy Chair,fancy chair,1,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Gainite,gainite,500,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Green Shield,green shield,1,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Grand Piano,grand piano,5,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Green Butterfly,green butterfly,1,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Tie Dye Scarf,tie dye scarf,1,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Green Shirt,green shirt,1,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Dye,green dye,Propeller Hat,propeller hat,2,true,false,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,,
Green Parchment,green parchment,Green Diary,green diary,1,true,false,https://buddy.farm/i/green-parchment/,https://buddy.farm/page-data/i/green-parchment/page-data.json,green-parchment__green-parchment.json,buddy-item-multi-source-v1,,
Green Twine,green twine,Rucksack,rucksack,4,true,false,https://buddy.farm/i/green-twine/,https://buddy.farm/page-data/i/green-twine/page-data.json,green-twine__green-twine.json,buddy-item-multi-source-v1,,
Green Twine,green twine,Glowing Lantern,glowing lantern,2,true,false,https://buddy.farm/i/green-twine/,https://buddy.farm/page-data/i/green-twine/page-data.json,green-twine__green-twine.json,buddy-item-multi-source-v1,,
Grubs,grubs,Chum,chum,7,true,false,https://buddy.farm/i/grubs/,https://buddy.farm/page-data/i/grubs/page-data.json,grubs__grubs.json,buddy-item-multi-source-v1,,
Hammer,hammer,Handsaw,handsaw,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Hammer,hammer,Frost Shield,frost shield,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Hammer,hammer,Essence of Slime,essence of slime,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Hammer,hammer,Salt,salt,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Hammer,hammer,Steel Buckle,steel buckle,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Hammer,hammer,Valve,valve,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Hammer,hammer,Grand Piano,grand piano,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Hammer,hammer,Gazebo,gazebo,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Hammer,hammer,Propeller Hat,propeller hat,1,true,false,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,,
Handsaw,handsaw,Oak Table,oak table,1,true,false,https://buddy.farm/i/handsaw/,https://buddy.farm/page-data/i/handsaw/page-data.json,handsaw__handsaw.json,buddy-item-multi-source-v1,,
Handsaw,handsaw,Grand Piano,grand piano,1,true,false,https://buddy.farm/i/handsaw/,https://buddy.farm/page-data/i/handsaw/page-data.json,handsaw__handsaw.json,buddy-item-multi-source-v1,,
Handsaw,handsaw,Snow Shoes,snow shoes,1,true,false,https://buddy.farm/i/handsaw/,https://buddy.farm/page-data/i/handsaw/page-data.json,handsaw__handsaw.json,buddy-item-multi-source-v1,,
Handsaw,handsaw,Block of Wood,block of wood,1,true,false,https://buddy.farm/i/handsaw/,https://buddy.farm/page-data/i/handsaw/page-data.json,handsaw__handsaw.json,buddy-item-multi-source-v1,,
Herbs,herbs,Over The Moon,over the moon,1,false,true,https://buddy.farm/i/herbs/,https://buddy.farm/page-data/i/herbs/page-data.json,herbs__herbs.json,buddy-item-multi-source-v1,,
Herbs,herbs,Hickory Omelette,hickory omelette,2,false,true,https://buddy.farm/i/herbs/,https://buddy.farm/page-data/i/herbs/page-data.json,herbs__herbs.json,buddy-item-multi-source-v1,,
Herbs,herbs,Quandary Chowder,quandary chowder,2,false,true,https://buddy.farm/i/herbs/,https://buddy.farm/page-data/i/herbs/page-data.json,herbs__herbs.json,buddy-item-multi-source-v1,,
Herbs,herbs,Cabbage Stew,cabbage stew,25,false,true,https://buddy.farm/i/herbs/,https://buddy.farm/page-data/i/herbs/page-data.json,herbs__herbs.json,buddy-item-multi-source-v1,,
Hide,hide,Reinforced Helmet,reinforced helmet,4,true,false,https://buddy.farm/i/hide/,https://buddy.farm/page-data/i/hide/page-data.json,hide__hide.json,buddy-item-multi-source-v1,,
Hide,hide,Leather Helmet,leather helmet,2,true,false,https://buddy.farm/i/hide/,https://buddy.farm/page-data/i/hide/page-data.json,hide__hide.json,buddy-item-multi-source-v1,,
Hide,hide,Leather,leather,2,true,false,https://buddy.farm/i/hide/,https://buddy.farm/page-data/i/hide/page-data.json,hide__hide.json,buddy-item-multi-source-v1,,
Honey,honey,Sea Pincher Special,sea pincher special,10,false,true,https://buddy.farm/i/honey/,https://buddy.farm/page-data/i/honey/page-data.json,honey__honey.json,buddy-item-multi-source-v1,,
Horn,horn,Grand Piano,grand piano,88,true,false,https://buddy.farm/i/horn/,https://buddy.farm/page-data/i/horn/page-data.json,horn__horn.json,buddy-item-multi-source-v1,,
Horn,horn,Veggie Juice,veggie juice,2,true,false,https://buddy.farm/i/horn/,https://buddy.farm/page-data/i/horn/page-data.json,horn__horn.json,buddy-item-multi-source-v1,,
Horn,horn,Horn Canteen,horn canteen,1,true,false,https://buddy.farm/i/horn/,https://buddy.farm/page-data/i/horn/page-data.json,horn__horn.json,buddy-item-multi-source-v1,,
Horn Canteen,horn canteen,Rucksack,rucksack,2,true,false,https://buddy.farm/i/horn-canteen/,https://buddy.farm/page-data/i/horn-canteen/page-data.json,horn-canteen__horn-canteen.json,buddy-item-multi-source-v1,,
Iced Tea,iced tea,Arnold Palmer,arnold palmer,1,true,false,https://buddy.farm/i/iced-tea/,https://buddy.farm/page-data/i/iced-tea/page-data.json,iced-tea__iced-tea.json,buddy-item-multi-source-v1,,
Iron,iron,Wooden Barrel,wooden barrel,4,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Looking Glass,looking glass,1,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Fishing Net,fishing net,4,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Magnifying Glass,magnifying glass,3,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Iron Cup,iron cup,3,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Hammer,hammer,1,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Shovel,shovel,2,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Sturdy Sword,sturdy sword,2,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Fancy Pipe,fancy pipe,1,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Fancy Guitar,fancy guitar,4,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Bucket,bucket,1,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Wooden Bow,wooden bow,2,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Lantern,lantern,3,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Power Monitor,power monitor,10,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Wooden Shield,wooden shield,1,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Horseshoe,horseshoe,5,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Axe,axe,1,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Treasure Chest,treasure chest,12,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Wooden Sword,wooden sword,2,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Sturdy Shield,sturdy shield,6,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Steel Wire,steel wire,10,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Awl,awl,1,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Iron Ring,iron ring,2,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Pickaxe,pickaxe,2,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Steel,steel,10,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Sturdy Box,sturdy box,2,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Green Shield,green shield,3,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Cooking Pot,cooking pot,25,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Crossbow,crossbow,2,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron,iron,Glowing Lantern,glowing lantern,3,true,false,https://buddy.farm/i/iron/,https://buddy.farm/page-data/i/iron/page-data.json,iron__iron.json,buddy-item-multi-source-v1,,
Iron Ring,iron ring,Coin Purse,coin purse,1,true,false,https://buddy.farm/i/iron-ring/,https://buddy.farm/page-data/i/iron-ring/page-data.json,iron-ring__iron-ring.json,buddy-item-multi-source-v1,,
Iron Ring,iron ring,Horn Canteen,horn canteen,2,true,false,https://buddy.farm/i/iron-ring/,https://buddy.farm/page-data/i/iron-ring/page-data.json,iron-ring__iron-ring.json,buddy-item-multi-source-v1,,
