openable_item_name,openable_canonical_key,content_item_name,content_canonical_key,quantity_per_open,quantity_min,quantity_max,quantity_kind,evidence,notes,source_url,page_data_url,cache_file_name,parser_version
Apple Basket,apple basket,Apple Pie,apple pie,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/apple-basket/,https://buddy.farm/page-data/i/apple-basket/page-data.json,apple-basket__apple-basket.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Beatrix's Big Box of Boom,beatrix s big box of boom,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Treat Bag 05,treat bag 05,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Cornucopia 02,cornucopia 02,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Frozen Chest 01,frozen chest 01,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Rosalie's Beach Tote,rosalie s beach tote,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Magical Chest 01,magical chest 01,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Backpack,backpack,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Summer Basket,summer basket,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Magical Chest 02,magical chest 02,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Beatrix's Booming Brawl Box 01,beatrix s booming brawl box 01,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Heart-shaped Box 01,heart shaped box 01,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Fancy Present,fancy present,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Frozen Chest 02,frozen chest 02,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Buddy's School Bag,buddy s school bag,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Heart-shaped Box 02,heart shaped box 02,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Fall Basket,fall basket,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Beatrix's Booming Brawl Box 02,beatrix s booming brawl box 02,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Thomas's Tavern Tote,thomas s tavern tote,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Treat Bag 06,treat bag 06,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Frozen Chest 03,frozen chest 03,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Shiny Present,shiny present,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Heart-shaped Box 03,heart shaped box 03,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Apple Crate 02,apple crate 02,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Birthday Surprise Box 05,birthday surprise box 05,Spring Basket 03,spring basket 03,,1,2,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/birthday-surprise-box-05/,https://buddy.farm/page-data/i/birthday-surprise-box-05/page-data.json,birthday-surprise-box-05__birthday-surprise-box-05.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Piece of Heart,piece of heart,,1,3,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Arnold Palmer,arnold palmer,,10,600,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Large Chest 03,large chest 03,,10,100,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Large Chest 02,large chest 02,,10,100,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Borgen Buck,borgen buck,,1,10,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Happy Cookies,happy cookies,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Large Chest 01,large chest 01,,10,100,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Treasure Key,treasure key,,10,400,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Joker,joker,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Lovely Cookies,lovely cookies,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Raptor Claw,raptor claw,,10,100,range,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Borgen Bag 01,borgen bag 01,Spooky Cookies,spooky cookies,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/borgen-bag-01/,https://buddy.farm/page-data/i/borgen-bag-01/page-data.json,borgen-bag-01__borgen-bag-01.json,buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Wax Candle,wax candle,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-01/,https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json,box-of-chocolate-01__box-of-chocolate-01.json,buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Apple,apple,5,5,5,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-01/,https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json,box-of-chocolate-01__box-of-chocolate-01.json,buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Grape Juice,grape juice,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-01/,https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json,box-of-chocolate-01__box-of-chocolate-01.json,buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Wine,wine,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-01/,https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json,box-of-chocolate-01__box-of-chocolate-01.json,buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Garnet Ring,garnet ring,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-01/,https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json,box-of-chocolate-01__box-of-chocolate-01.json,buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Apple Cider,apple cider,5,5,5,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-02/,https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json,box-of-chocolate-02__box-of-chocolate-02.json,buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Valentines Card,valentines card,5,5,5,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-02/,https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json,box-of-chocolate-02__box-of-chocolate-02.json,buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Large Net,large net,5,5,5,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-02/,https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json,box-of-chocolate-02__box-of-chocolate-02.json,buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Red Dye,red dye,5,5,5,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-02/,https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json,box-of-chocolate-02__box-of-chocolate-02.json,buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Lovely Cookies,lovely cookies,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-02/,https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json,box-of-chocolate-02__box-of-chocolate-02.json,buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Apple,apple,50,50,50,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-02/,https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json,box-of-chocolate-02__box-of-chocolate-02.json,buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Red Shield,red shield,3,3,3,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-chocolate-02/,https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json,box-of-chocolate-02__box-of-chocolate-02.json,buddy-item-multi-source-v1
Box of Holiday Cakes,box of holiday cakes,Festive Eggnog,festive eggnog,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-holiday-cakes/,https://buddy.farm/page-data/i/box-of-holiday-cakes/page-data.json,box-of-holiday-cakes__box-of-holiday-cakes.json,buddy-item-multi-source-v1
Box of Holiday Cakes,box of holiday cakes,Holiday Cake,holiday cake,10,10,10,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/box-of-holiday-cakes/,https://buddy.farm/page-data/i/box-of-holiday-cakes/page-data.json,box-of-holiday-cakes__box-of-holiday-cakes.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Rudolph Buddy Doll,rudolph buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Nut Cracker Buddy Doll,nut cracker buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Krampus Buddy Doll,krampus buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Ghost Buddy Doll,ghost buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Zombie Buddy Doll,zombie buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Vampire Buddy Doll,vampire buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Turkey Buddy Doll,turkey buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Santa Buddy Doll,santa buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Werewolf Buddy Doll,werewolf buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Movember Buddy Doll,movember buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-01/,https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json,buddy-doll-bag-01__buddy-doll-bag-01.json,buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Lucky Cat Buddy Doll,lucky cat buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-02/,https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json,buddy-doll-bag-02__buddy-doll-bag-02.json,buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Snowman Buddy Doll,snowman buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-02/,https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json,buddy-doll-bag-02__buddy-doll-bag-02.json,buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Frozen Buddy Doll,frozen buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-02/,https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json,buddy-doll-bag-02__buddy-doll-bag-02.json,buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Groundhog Buddy Doll,groundhog buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-02/,https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json,buddy-doll-bag-02__buddy-doll-bag-02.json,buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Leprechaun Buddy Doll,leprechaun buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-02/,https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json,buddy-doll-bag-02__buddy-doll-bag-02.json,buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Tanooki Buddy Doll,tanooki buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-02/,https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json,buddy-doll-bag-02__buddy-doll-bag-02.json,buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Cupid Buddy Doll,cupid buddy doll,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-doll-bag-02/,https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json,buddy-doll-bag-02__buddy-doll-bag-02.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Pet Treat,pet treat,12,12,12,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Sunscreen,sunscreen,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Sun Shades,sun shades,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Large Net,large net,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Sand Shovel,sand shovel,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Shark Jaws,shark jaws,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Sand Castle Bucket,sand castle bucket,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Orange Juice,orange juice,100,100,100,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Apple Cider,apple cider,25,25,25,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's Beach Bag,buddy s beach bag,Supply Voucher,supply voucher,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-beach-bag/,https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json,buddy-s-beach-bag__buddy-s-beach-bag.json,buddy-item-multi-source-v1
Buddy's School Bag,buddy s school bag,Apple,apple,50,50,50,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-school-bag/,https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json,buddy-s-school-bag__buddy-s-school-bag.json,buddy-item-multi-source-v1
Buddy's School Bag,buddy s school bag,Notebook,notebook,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-school-bag/,https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json,buddy-s-school-bag__buddy-s-school-bag.json,buddy-item-multi-source-v1
Buddy's School Bag,buddy s school bag,Water Bottle,water bottle,1,1,1,fixed,container_to_content,Candidate from cached Buddy page-data; review before canonical promotion.,https://buddy.farm/i/buddy-s-school-bag/,https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json,buddy-s-school-bag__buddy-s-school-bag.json,buddy-item-multi-source-v1
