source_type,item_name,canonical_key,source_name,source_canonical_key,detail,source_url,page_data_url,cache_file_name,parser_version,flags,notes
openable_reverse,Fireworks,fireworks,Beatrix's Booming Brawl Box 02,beatrix s booming brawl box 02,150-150,https://buddy.farm/i/fireworks/,https://buddy.farm/page-data/i/fireworks/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fish and Chips,fish and chips,Thomas's Tavern Tote,thomas s tavern tote,5-5,https://buddy.farm/i/fish-and-chips/,https://buddy.farm/page-data/i/fish-and-chips/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fish Biscuit,fish biscuit,Frozen Chest 02,frozen chest 02,1-1,https://buddy.farm/i/fish-biscuit/,https://buddy.farm/page-data/i/fish-biscuit/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fish Biscuit,fish biscuit,Frozen Chest 03,frozen chest 03,1-1,https://buddy.farm/i/fish-biscuit/,https://buddy.farm/page-data/i/fish-biscuit/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fish Flakes,fish flakes,Traveler's Bag 01,traveler s bag 01,10-10,https://buddy.farm/i/fish-flakes/,https://buddy.farm/page-data/i/fish-flakes/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Winter Basket,winter basket,25-25,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Christmas Present 05,christmas present 05,50-50,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Grab Bag 06,grab bag 06,10-20,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Christmas Present 03,christmas present 03,30-30,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Gift Basket 02,gift basket 02,100-100,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Gift Basket 01,gift basket 01,25-25,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Medium Chest 03,medium chest 03,2-2,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Birthday Present,birthday present,100-100,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fishing Net,fishing net,Tackle Box,tackle box,25-25,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Five Point Mace,five point mace,Friendship Bag 01,friendship bag 01,1-3,https://buddy.farm/i/five-point-mace/,https://buddy.farm/page-data/i/five-point-mace/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Flier,flier,Christmas Present 08,christmas present 08,80-80,https://buddy.farm/i/flier/,https://buddy.farm/page-data/i/flier/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,frank's Basket,frank s basket,Birthday Surprise Box 03,birthday surprise box 03,1-2,https://buddy.farm/i/frank-s-basket/,https://buddy.farm/page-data/i/frank-s-basket/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,frank's Basket,frank s basket,Birthday Surprise Box 04,birthday surprise box 04,1-2,https://buddy.farm/i/frank-s-basket/,https://buddy.farm/page-data/i/frank-s-basket/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,frank's Basket,frank s basket,Birthday Surprise Box 05,birthday surprise box 05,1-2,https://buddy.farm/i/frank-s-basket/,https://buddy.farm/page-data/i/frank-s-basket/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,frank's Bunny Mask,frank s bunny mask,Magical Chest 02,magical chest 02,1-1,https://buddy.farm/i/frank-s-bunny-mask/,https://buddy.farm/page-data/i/frank-s-bunny-mask/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Bouquet,frozen bouquet,Frozen Chest 01,frozen chest 01,2-2,https://buddy.farm/i/frozen-bouquet/,https://buddy.farm/page-data/i/frozen-bouquet/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Buddy Doll,frozen buddy doll,Buddy Doll Bag 02,buddy doll bag 02,1-1,https://buddy.farm/i/frozen-buddy-doll/,https://buddy.farm/page-data/i/frozen-buddy-doll/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Cabbage,frozen cabbage,Winter Basket,winter basket,4-4,https://buddy.farm/i/frozen-cabbage/,https://buddy.farm/page-data/i/frozen-cabbage/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Cabbage,frozen cabbage,Frozen Chest 02,frozen chest 02,10-10,https://buddy.farm/i/frozen-cabbage/,https://buddy.farm/page-data/i/frozen-cabbage/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Cabbage,frozen cabbage,Frozen Chest 01,frozen chest 01,10-10,https://buddy.farm/i/frozen-cabbage/,https://buddy.farm/page-data/i/frozen-cabbage/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Chest 01,frozen chest 01,Birthday Surprise Box 04,birthday surprise box 04,1-2,https://buddy.farm/i/frozen-chest-01/,https://buddy.farm/page-data/i/frozen-chest-01/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Chest 01,frozen chest 01,Birthday Surprise Box 03,birthday surprise box 03,1-2,https://buddy.farm/i/frozen-chest-01/,https://buddy.farm/page-data/i/frozen-chest-01/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Chest 01,frozen chest 01,Birthday Surprise Box 05,birthday surprise box 05,1-2,https://buddy.farm/i/frozen-chest-01/,https://buddy.farm/page-data/i/frozen-chest-01/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Chest 02,frozen chest 02,Birthday Surprise Box 04,birthday surprise box 04,1-2,https://buddy.farm/i/frozen-chest-02/,https://buddy.farm/page-data/i/frozen-chest-02/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Chest 02,frozen chest 02,Birthday Surprise Box 05,birthday surprise box 05,1-2,https://buddy.farm/i/frozen-chest-02/,https://buddy.farm/page-data/i/frozen-chest-02/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Chest 03,frozen chest 03,Birthday Surprise Box 05,birthday surprise box 05,1-2,https://buddy.farm/i/frozen-chest-03/,https://buddy.farm/page-data/i/frozen-chest-03/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Corn,frozen corn,Frozen Chest 01,frozen chest 01,3-3,https://buddy.farm/i/frozen-corn/,https://buddy.farm/page-data/i/frozen-corn/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Hops,frozen hops,Frozen Chest 03,frozen chest 03,50-50,https://buddy.farm/i/frozen-hops/,https://buddy.farm/page-data/i/frozen-hops/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Peas,frozen peas,Winter Basket,winter basket,10-10,https://buddy.farm/i/frozen-peas/,https://buddy.farm/page-data/i/frozen-peas/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Peas,frozen peas,Frozen Chest 01,frozen chest 01,50-50,https://buddy.farm/i/frozen-peas/,https://buddy.farm/page-data/i/frozen-peas/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Pine,frozen pine,Winter Basket,winter basket,3-3,https://buddy.farm/i/frozen-pine/,https://buddy.farm/page-data/i/frozen-pine/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Pine,frozen pine,Frozen Chest 01,frozen chest 01,5-5,https://buddy.farm/i/frozen-pine/,https://buddy.farm/page-data/i/frozen-pine/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Radish,frozen radish,Frozen Chest 02,frozen chest 02,50-50,https://buddy.farm/i/frozen-radish/,https://buddy.farm/page-data/i/frozen-radish/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Tomato,frozen tomato,Frozen Chest 02,frozen chest 02,30-30,https://buddy.farm/i/frozen-tomato/,https://buddy.farm/page-data/i/frozen-tomato/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Frozen Tomato,frozen tomato,Frozen Chest 01,frozen chest 01,30-30,https://buddy.farm/i/frozen-tomato/,https://buddy.farm/page-data/i/frozen-tomato/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fruit Punch,fruit punch,Tower Prep Pack 01,tower prep pack 01,6-6,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fruit Punch,fruit punch,Holger's Lunch Box,holger s lunch box,3-3,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 01,fuzzy chick 01,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-01/,https://buddy.farm/page-data/i/fuzzy-chick-01/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 02,fuzzy chick 02,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-02/,https://buddy.farm/page-data/i/fuzzy-chick-02/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 03,fuzzy chick 03,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-03/,https://buddy.farm/page-data/i/fuzzy-chick-03/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 04,fuzzy chick 04,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-04/,https://buddy.farm/page-data/i/fuzzy-chick-04/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 05,fuzzy chick 05,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-05/,https://buddy.farm/page-data/i/fuzzy-chick-05/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 06,fuzzy chick 06,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-06/,https://buddy.farm/page-data/i/fuzzy-chick-06/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 07,fuzzy chick 07,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-07/,https://buddy.farm/page-data/i/fuzzy-chick-07/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 08,fuzzy chick 08,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-08/,https://buddy.farm/page-data/i/fuzzy-chick-08/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 09,fuzzy chick 09,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-09/,https://buddy.farm/page-data/i/fuzzy-chick-09/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 10,fuzzy chick 10,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-10/,https://buddy.farm/page-data/i/fuzzy-chick-10/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 11,fuzzy chick 11,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-11/,https://buddy.farm/page-data/i/fuzzy-chick-11/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 12,fuzzy chick 12,Magical Chest 02,magical chest 02,3-3,https://buddy.farm/i/fuzzy-chick-12/,https://buddy.farm/page-data/i/fuzzy-chick-12/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Chick 12,fuzzy chick 12,Fuzzy Egg,fuzzy egg,1-3,https://buddy.farm/i/fuzzy-chick-12/,https://buddy.farm/page-data/i/fuzzy-chick-12/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Fuzzy Egg,fuzzy egg,Garden Crate 01,garden crate 01,10-10,https://buddy.farm/i/fuzzy-egg/,https://buddy.farm/page-data/i/fuzzy-egg/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Garden Claw,garden claw,Garden Crate 01,garden crate 01,1-1,https://buddy.farm/i/garden-claw/,https://buddy.farm/page-data/i/garden-claw/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Garden Crate 01,garden crate 01,Birthday Surprise Box 05,birthday surprise box 05,1-2,https://buddy.farm/i/garden-crate-01/,https://buddy.farm/page-data/i/garden-crate-01/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Garden Trowel,garden trowel,Garden Crate 01,garden crate 01,1-1,https://buddy.farm/i/garden-trowel/,https://buddy.farm/page-data/i/garden-trowel/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gare Bear,gare bear,Heart-shaped Box 02,heart shaped box 02,1-1,https://buddy.farm/i/gare-bear/,https://buddy.farm/page-data/i/gare-bear/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gare Bear,gare bear,Heart-shaped Box 03,heart shaped box 03,1-1,https://buddy.farm/i/gare-bear/,https://buddy.farm/page-data/i/gare-bear/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Garnet Ring,garnet ring,Box of Chocolate 01,box of chocolate 01,1-1,https://buddy.farm/i/garnet-ring/,https://buddy.farm/page-data/i/garnet-ring/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Ghost Buddy Doll,ghost buddy doll,Buddy Doll Bag 01,buddy doll bag 01,1-1,https://buddy.farm/i/ghost-buddy-doll/,https://buddy.farm/page-data/i/ghost-buddy-doll/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Ghost Candy,ghost candy,Bag of Ghost Candy,bag of ghost candy,100-100,https://buddy.farm/i/ghost-candy/,https://buddy.farm/page-data/i/ghost-candy/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Ghost Candy,ghost candy,Pillow Case 01,pillow case 01,250-250,https://buddy.farm/i/ghost-candy/,https://buddy.farm/page-data/i/ghost-candy/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Giant Centipede,giant centipede,Grab Bag 02,grab bag 02,10-25,https://buddy.farm/i/giant-centipede/,https://buddy.farm/page-data/i/giant-centipede/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Giant Centipede,giant centipede,Bug Bag 01,bug bag 01,1-10,https://buddy.farm/i/giant-centipede/,https://buddy.farm/page-data/i/giant-centipede/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Glass Bottle,glass bottle,Birthday Present,birthday present,200-200,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Glass Bottle,glass bottle,Backpack,backpack,50-50,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Glass Bottle,glass bottle,Large Chest 03,large chest 03,5-5,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Glass Orb,glass orb,Small Chest 02,small chest 02,10-10,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Globber,globber,Grab Bag 02,grab bag 02,1-10,https://buddy.farm/i/globber/,https://buddy.farm/page-data/i/globber/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Carrot,gold carrot,Grab Bag 03,grab bag 03,10-25,https://buddy.farm/i/gold-carrot/,https://buddy.farm/page-data/i/gold-carrot/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Carrot Seeds,gold carrot seeds,Gold Seed Bag 01,gold seed bag 01,100-100,https://buddy.farm/i/gold-carrot-seeds/,https://buddy.farm/page-data/i/gold-carrot-seeds/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Catfish,gold catfish,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/gold-catfish/,https://buddy.farm/page-data/i/gold-catfish/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Coral,gold coral,Mystical Chest 01,mystical chest 01,3-3,https://buddy.farm/i/gold-coral/,https://buddy.farm/page-data/i/gold-coral/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Coral,gold coral,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/gold-coral/,https://buddy.farm/page-data/i/gold-coral/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Crab,gold crab,Bag of Presents 01,bag of presents 01,1-1,https://buddy.farm/i/gold-crab/,https://buddy.farm/page-data/i/gold-crab/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Cucumber,gold cucumber,Grab Bag 01,grab bag 01,10-50,https://buddy.farm/i/gold-cucumber/,https://buddy.farm/page-data/i/gold-cucumber/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Cucumber,gold cucumber,Grab Bag 03,grab bag 03,10-25,https://buddy.farm/i/gold-cucumber/,https://buddy.farm/page-data/i/gold-cucumber/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Cucumber Seeds,gold cucumber seeds,Gold Seed Bag 01,gold seed bag 01,50-50,https://buddy.farm/i/gold-cucumber-seeds/,https://buddy.farm/page-data/i/gold-cucumber-seeds/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Drum,gold drum,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/gold-drum/,https://buddy.farm/page-data/i/gold-drum/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Eggplant,gold eggplant,Grab Bag 03,grab bag 03,10-25,https://buddy.farm/i/gold-eggplant/,https://buddy.farm/page-data/i/gold-eggplant/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Eggplant Seeds,gold eggplant seeds,Gold Seed Bag 01,gold seed bag 01,40-40,https://buddy.farm/i/gold-eggplant-seeds/,https://buddy.farm/page-data/i/gold-eggplant-seeds/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Feather,gold feather,Bag of Presents 01,bag of presents 01,5-5,https://buddy.farm/i/gold-feather/,https://buddy.farm/page-data/i/gold-feather/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Feather,gold feather,Grab Bag 03,grab bag 03,10-25,https://buddy.farm/i/gold-feather/,https://buddy.farm/page-data/i/gold-feather/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Flier,gold flier,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/gold-flier/,https://buddy.farm/page-data/i/gold-flier/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Jelly,gold jelly,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/gold-jelly/,https://buddy.farm/page-data/i/gold-jelly/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Leaf,gold leaf,Fall Basket,fall basket,5-5,https://buddy.farm/i/gold-leaf/,https://buddy.farm/page-data/i/gold-leaf/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Leaf,gold leaf,Cornucopia 01,cornucopia 01,3-3,https://buddy.farm/i/gold-leaf/,https://buddy.farm/page-data/i/gold-leaf/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Leaf,gold leaf,Grab Bag 03,grab bag 03,10-25,https://buddy.farm/i/gold-leaf/,https://buddy.farm/page-data/i/gold-leaf/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Leaf,gold leaf,Cornucopia 02,cornucopia 02,25-25,https://buddy.farm/i/gold-leaf/,https://buddy.farm/page-data/i/gold-leaf/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Pea Seeds,gold pea seeds,Gold Seed Bag 01,gold seed bag 01,80-80,https://buddy.farm/i/gold-pea-seeds/,https://buddy.farm/page-data/i/gold-pea-seeds/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Peas,gold peas,Grab Bag 03,grab bag 03,10-25,https://buddy.farm/i/gold-peas/,https://buddy.farm/page-data/i/gold-peas/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Pepper Seeds,gold pepper seeds,Gold Seed Bag 01,gold seed bag 01,200-200,https://buddy.farm/i/gold-pepper-seeds/,https://buddy.farm/page-data/i/gold-pepper-seeds/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Peppers,gold peppers,Grab Bag 03,grab bag 03,10-50,https://buddy.farm/i/gold-peppers/,https://buddy.farm/page-data/i/gold-peppers/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Sea Bass,gold sea bass,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/gold-sea-bass/,https://buddy.farm/page-data/i/gold-sea-bass/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Sea Crest,gold sea crest,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/gold-sea-crest/,https://buddy.farm/page-data/i/gold-sea-crest/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Shamrock,gold shamrock,Spring Basket 03,spring basket 03,1-1,https://buddy.farm/i/gold-shamrock/,https://buddy.farm/page-data/i/gold-shamrock/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Shamrock,gold shamrock,Spring Basket 02,spring basket 02,1-1,https://buddy.farm/i/gold-shamrock/,https://buddy.farm/page-data/i/gold-shamrock/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Shamrock,gold shamrock,Green Backpack,green backpack,1-1,https://buddy.farm/i/gold-shamrock/,https://buddy.farm/page-data/i/gold-shamrock/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Gold Trout,gold trout,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/gold-trout/,https://buddy.farm/page-data/i/gold-trout/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Goldfin,goldfin,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/goldfin/,https://buddy.farm/page-data/i/goldfin/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Goldgill,goldgill,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/goldgill/,https://buddy.farm/page-data/i/goldgill/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Goldgill,goldgill,Mystical Chest 01,mystical chest 01,5-5,https://buddy.farm/i/goldgill/,https://buddy.farm/page-data/i/goldgill/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Goldjack,goldjack,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/goldjack/,https://buddy.farm/page-data/i/goldjack/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Goldray,goldray,Grab Bag 07,grab bag 07,1-5,https://buddy.farm/i/goldray/,https://buddy.farm/page-data/i/goldray/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grab Bag 04,grab bag 04,Bag of Presents 02,bag of presents 02,3-3,https://buddy.farm/i/grab-bag-04/,https://buddy.farm/page-data/i/grab-bag-04/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grab Bag 05,grab bag 05,Bag of Presents 02,bag of presents 02,3-3,https://buddy.farm/i/grab-bag-05/,https://buddy.farm/page-data/i/grab-bag-05/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grab Bag 08,grab bag 08,Medium Chest 03,medium chest 03,1-1,https://buddy.farm/i/grab-bag-08/,https://buddy.farm/page-data/i/grab-bag-08/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Harvest Bundle 01,harvest bundle 01,100-100,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Giving Box 01,giving box 01,25-25,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Grab Bag 06,grab bag 06,1-10,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Christmas Present 11,christmas present 11,11-11,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Box of Chocolate 01,box of chocolate 01,1-1,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Medium Chest 01,medium chest 01,1-1,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Picnic Basket 01,picnic basket 01,15-15,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Rosalie's Beach Tote,rosalie s beach tote,3-3,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Drink Bundle,drink bundle,5-5,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Summer Basket,summer basket,2-2,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Beatrix's Booming Brawl Box 01,beatrix s booming brawl box 01,10-10,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grape Juice,grape juice,Corn Prize Bag,corn prize bag,2-2,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grapes,grapes,Gift Basket 01,gift basket 01,25-25,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grapes,grapes,Cornucopia 01,cornucopia 01,10-10,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grapes,grapes,Birthday Present,birthday present,200-200,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grapes,grapes,Gift Basket 02,gift basket 02,100-100,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grapes,grapes,Christmas Present 10,christmas present 10,100-100,https://buddy.farm/i/grapes/,https://buddy.farm/page-data/i/grapes/page-data.json,,buddy-item-multi-source-v1,,
openable_reverse,Grasshopper,grasshopper,Bug Bag 01,bug bag 01,1-10,https://buddy.farm/i/grasshopper/,https://buddy.farm/page-data/i/grasshopper/page-data.json,,buddy-item-multi-source-v1,,
