output_item_name,output_canonical_key,recipe_type,recipe_book_item_name,recipe_book_canonical_key,cooking_level,base_time,source_url,page_data_url,cache_file_name,parser_version,flags,notes
Peach Juice,peach juice,craft,,,,,https://buddy.farm/i/peach-juice/,https://buddy.farm/page-data/i/peach-juice/page-data.json,,buddy-item-multi-source-v1,,
Pear Grease,pear grease,craft,,,,,https://buddy.farm/i/pear-grease/,https://buddy.farm/page-data/i/pear-grease/page-data.json,,buddy-item-multi-source-v1,,
Pearl Necklace,pearl necklace,craft,,,,,https://buddy.farm/i/pearl-necklace/,https://buddy.farm/page-data/i/pearl-necklace/page-data.json,,buddy-item-multi-source-v1,,
Pickaxe,pickaxe,craft,,,,,https://buddy.farm/i/pickaxe/,https://buddy.farm/page-data/i/pickaxe/page-data.json,,buddy-item-multi-source-v1,,
Pie Pan,pie pan,craft,,,,,https://buddy.farm/i/pie-pan/,https://buddy.farm/page-data/i/pie-pan/page-data.json,,buddy-item-multi-source-v1,,
Pine Shelf,pine shelf,craft,,,,,https://buddy.farm/i/pine-shelf/,https://buddy.farm/page-data/i/pine-shelf/page-data.json,,buddy-item-multi-source-v1,,
Pitchfork,pitchfork,craft,,,,,https://buddy.farm/i/pitchfork/,https://buddy.farm/page-data/i/pitchfork/page-data.json,,buddy-item-multi-source-v1,,
Polished Boot,polished boot,craft,,,,,https://buddy.farm/i/polished-boot/,https://buddy.farm/page-data/i/polished-boot/page-data.json,,buddy-item-multi-source-v1,,
Potato Battery,potato battery,craft,,,,,https://buddy.farm/i/potato-battery/,https://buddy.farm/page-data/i/potato-battery/page-data.json,,buddy-item-multi-source-v1,,
Power Monitor,power monitor,craft,,,,,https://buddy.farm/i/power-monitor/,https://buddy.farm/page-data/i/power-monitor/page-data.json,,buddy-item-multi-source-v1,,
Propeller Hat,propeller hat,craft,,,,,https://buddy.farm/i/propeller-hat/,https://buddy.farm/page-data/i/propeller-hat/page-data.json,,buddy-item-multi-source-v1,,
Purple Bag,purple bag,craft,,,,,https://buddy.farm/i/purple-bag/,https://buddy.farm/page-data/i/purple-bag/page-data.json,,buddy-item-multi-source-v1,,
Purple Butterfly,purple butterfly,craft,,,,,https://buddy.farm/i/purple-butterfly/,https://buddy.farm/page-data/i/purple-butterfly/page-data.json,,buddy-item-multi-source-v1,,
Purple Diary,purple diary,craft,,,,,https://buddy.farm/i/purple-diary/,https://buddy.farm/page-data/i/purple-diary/page-data.json,,buddy-item-multi-source-v1,,
Purple Dye,purple dye,craft,,,,,https://buddy.farm/i/purple-dye/,https://buddy.farm/page-data/i/purple-dye/page-data.json,,buddy-item-multi-source-v1,,
Purple Parchment,purple parchment,craft,,,,,https://buddy.farm/i/purple-parchment/,https://buddy.farm/page-data/i/purple-parchment/page-data.json,,buddy-item-multi-source-v1,,
Purple Shirt,purple shirt,craft,,,,,https://buddy.farm/i/purple-shirt/,https://buddy.farm/page-data/i/purple-shirt/page-data.json,,buddy-item-multi-source-v1,,
Purple Twine,purple twine,craft,,,,,https://buddy.farm/i/purple-twine/,https://buddy.farm/page-data/i/purple-twine/page-data.json,,buddy-item-multi-source-v1,,
Pyrite,pyrite,craft,,,,,https://buddy.farm/i/pyrite/,https://buddy.farm/page-data/i/pyrite/page-data.json,,buddy-item-multi-source-v1,,
Quandary Chowder,quandary chowder,cooking,Jill's Quandary Chowder,jill s quandary chowder,25,,https://buddy.farm/i/quandary-chowder/,https://buddy.farm/page-data/i/quandary-chowder/page-data.json,,buddy-item-multi-source-v1,,
Re'taw Pail,re taw pail,craft,,,,,https://buddy.farm/i/re-taw-pail/,https://buddy.farm/page-data/i/re-taw-pail/page-data.json,,buddy-item-multi-source-v1,,
Red Berry Pie,red berry pie,cooking,Rosalie's Red Berry Pie,rosalie s red berry pie,40,,https://buddy.farm/i/red-berry-pie/,https://buddy.farm/page-data/i/red-berry-pie/page-data.json,,buddy-item-multi-source-v1,,
Red Brick,red brick,craft,,,,,https://buddy.farm/i/red-brick/,https://buddy.farm/page-data/i/red-brick/page-data.json,,buddy-item-multi-source-v1,,
Red Butterfly,red butterfly,craft,,,,,https://buddy.farm/i/red-butterfly/,https://buddy.farm/page-data/i/red-butterfly/page-data.json,,buddy-item-multi-source-v1,,
Red Diary,red diary,craft,,,,,https://buddy.farm/i/red-diary/,https://buddy.farm/page-data/i/red-diary/page-data.json,,buddy-item-multi-source-v1,,
Red Dye,red dye,craft,,,,,https://buddy.farm/i/red-dye/,https://buddy.farm/page-data/i/red-dye/page-data.json,,buddy-item-multi-source-v1,,
Red Parchment,red parchment,craft,,,,,https://buddy.farm/i/red-parchment/,https://buddy.farm/page-data/i/red-parchment/page-data.json,,buddy-item-multi-source-v1,,
Red Scarf,red scarf,craft,,,,,https://buddy.farm/i/red-scarf/,https://buddy.farm/page-data/i/red-scarf/page-data.json,,buddy-item-multi-source-v1,,
Red Shield,red shield,craft,,,,,https://buddy.farm/i/red-shield/,https://buddy.farm/page-data/i/red-shield/page-data.json,,buddy-item-multi-source-v1,,
Red Shirt,red shirt,craft,,,,,https://buddy.farm/i/red-shirt/,https://buddy.farm/page-data/i/red-shirt/page-data.json,,buddy-item-multi-source-v1,,
Red Trunk,red trunk,craft,,,,,https://buddy.farm/i/red-trunk/,https://buddy.farm/page-data/i/red-trunk/page-data.json,,buddy-item-multi-source-v1,,
Red Twine,red twine,craft,,,,,https://buddy.farm/i/red-twine/,https://buddy.farm/page-data/i/red-twine/page-data.json,,buddy-item-multi-source-v1,,
Reinforced Helmet,reinforced helmet,craft,,,,,https://buddy.farm/i/reinforced-helmet/,https://buddy.farm/page-data/i/reinforced-helmet/page-data.json,,buddy-item-multi-source-v1,,
Rope,rope,craft,,,,,https://buddy.farm/i/rope/,https://buddy.farm/page-data/i/rope/page-data.json,,buddy-item-multi-source-v1,,
Ruby,ruby,craft,,,,,https://buddy.farm/i/ruby/,https://buddy.farm/page-data/i/ruby/page-data.json,,buddy-item-multi-source-v1,,
Ruby Ring,ruby ring,craft,,,,,https://buddy.farm/i/ruby-ring/,https://buddy.farm/page-data/i/ruby-ring/page-data.json,,buddy-item-multi-source-v1,,
Rucksack,rucksack,craft,,,,,https://buddy.farm/i/rucksack/,https://buddy.farm/page-data/i/rucksack/page-data.json,,buddy-item-multi-source-v1,,
Sail Cloth,sail cloth,craft,,,,,https://buddy.farm/i/sail-cloth/,https://buddy.farm/page-data/i/sail-cloth/page-data.json,,buddy-item-multi-source-v1,,
Salt,salt,craft,,,,,https://buddy.farm/i/salt/,https://buddy.farm/page-data/i/salt/page-data.json,,buddy-item-multi-source-v1,,
Sand,sand,craft,,,,,https://buddy.farm/i/sand/,https://buddy.farm/page-data/i/sand/page-data.json,,buddy-item-multi-source-v1,,
Scissors,scissors,craft,,,,,https://buddy.farm/i/scissors/,https://buddy.farm/page-data/i/scissors/page-data.json,,buddy-item-multi-source-v1,,
Sea Pincher Special,sea pincher special,cooking,Vincent's Sea Pincher Special,vincent s sea pincher special,30,,https://buddy.farm/i/sea-pincher-special/,https://buddy.farm/page-data/i/sea-pincher-special/page-data.json,,buddy-item-multi-source-v1,,
Seashell Necklace,seashell necklace,craft,,,,,https://buddy.farm/i/seashell-necklace/,https://buddy.farm/page-data/i/seashell-necklace/page-data.json,,buddy-item-multi-source-v1,,
Sewing Needle,sewing needle,craft,,,,,https://buddy.farm/i/sewing-needle/,https://buddy.farm/page-data/i/sewing-needle/page-data.json,,buddy-item-multi-source-v1,,
Shimmer Ring,shimmer ring,craft,,,,,https://buddy.farm/i/shimmer-ring/,https://buddy.farm/page-data/i/shimmer-ring/page-data.json,,buddy-item-multi-source-v1,,
Shimmer Stone,shimmer stone,craft,,,,,https://buddy.farm/i/shimmer-stone/,https://buddy.farm/page-data/i/shimmer-stone/page-data.json,,buddy-item-multi-source-v1,,
Shimmer Topaz,shimmer topaz,craft,,,,,https://buddy.farm/i/shimmer-topaz/,https://buddy.farm/page-data/i/shimmer-topaz/page-data.json,,buddy-item-multi-source-v1,,
Ship in a Bottle,ship in a bottle,craft,,,,,https://buddy.farm/i/ship-in-a-bottle/,https://buddy.farm/page-data/i/ship-in-a-bottle/page-data.json,,buddy-item-multi-source-v1,,
Ship Mast,ship mast,craft,,,,,https://buddy.farm/i/ship-mast/,https://buddy.farm/page-data/i/ship-mast/page-data.json,,buddy-item-multi-source-v1,,
Shovel,shovel,craft,,,,,https://buddy.farm/i/shovel/,https://buddy.farm/page-data/i/shovel/page-data.json,,buddy-item-multi-source-v1,,
Shrimp-a-Plenty,shrimp a plenty,cooking,Cecil's Shrimp-a-Plenty,cecil s shrimp a plenty,35,,https://buddy.farm/i/shrimp-a-plenty/,https://buddy.farm/page-data/i/shrimp-a-plenty/page-data.json,,buddy-item-multi-source-v1,,
Silk,silk,craft,,,,,https://buddy.farm/i/silk/,https://buddy.farm/page-data/i/silk/page-data.json,,buddy-item-multi-source-v1,,
Snow Shoes,snow shoes,craft,,,,,https://buddy.farm/i/snow-shoes/,https://buddy.farm/page-data/i/snow-shoes/page-data.json,,buddy-item-multi-source-v1,,
Spiky Bracelet,spiky bracelet,craft,,,,,https://buddy.farm/i/spiky-bracelet/,https://buddy.farm/page-data/i/spiky-bracelet/page-data.json,,buddy-item-multi-source-v1,,
Spool of Copper,spool of copper,craft,,,,,https://buddy.farm/i/spool-of-copper/,https://buddy.farm/page-data/i/spool-of-copper/page-data.json,,buddy-item-multi-source-v1,,
Spoon,spoon,craft,,,,,https://buddy.farm/i/spoon/,https://buddy.farm/page-data/i/spoon/page-data.json,,buddy-item-multi-source-v1,,
Steel,steel,craft,,,,,https://buddy.farm/i/steel/,https://buddy.farm/page-data/i/steel/page-data.json,,buddy-item-multi-source-v1,,
Steel Buckle,steel buckle,craft,,,,,https://buddy.farm/i/steel-buckle/,https://buddy.farm/page-data/i/steel-buckle/page-data.json,,buddy-item-multi-source-v1,,
Steel Pickaxe,steel pickaxe,craft,,,,,https://buddy.farm/i/steel-pickaxe/,https://buddy.farm/page-data/i/steel-pickaxe/page-data.json,,buddy-item-multi-source-v1,,
Steel Plate,steel plate,craft,,,,,https://buddy.farm/i/steel-plate/,https://buddy.farm/page-data/i/steel-plate/page-data.json,,buddy-item-multi-source-v1,,
Steel Vise,steel vise,craft,,,,,https://buddy.farm/i/steel-vise/,https://buddy.farm/page-data/i/steel-vise/page-data.json,,buddy-item-multi-source-v1,,
Steel Wire,steel wire,craft,,,,,https://buddy.farm/i/steel-wire/,https://buddy.farm/page-data/i/steel-wire/page-data.json,,buddy-item-multi-source-v1,,
Step Ladder,step ladder,craft,,,,,https://buddy.farm/i/step-ladder/,https://buddy.farm/page-data/i/step-ladder/page-data.json,,buddy-item-multi-source-v1,,
Strong Paste,strong paste,craft,,,,,https://buddy.farm/i/strong-paste/,https://buddy.farm/page-data/i/strong-paste/page-data.json,,buddy-item-multi-source-v1,,
Sturdy Bow,sturdy bow,craft,,,,,https://buddy.farm/i/sturdy-bow/,https://buddy.farm/page-data/i/sturdy-bow/page-data.json,,buddy-item-multi-source-v1,,
Sturdy Box,sturdy box,craft,,,,,https://buddy.farm/i/sturdy-box/,https://buddy.farm/page-data/i/sturdy-box/page-data.json,,buddy-item-multi-source-v1,,
Sturdy Pickaxe,sturdy pickaxe,craft,,,,,https://buddy.farm/i/sturdy-pickaxe/,https://buddy.farm/page-data/i/sturdy-pickaxe/page-data.json,,buddy-item-multi-source-v1,,
Sturdy Shield,sturdy shield,craft,,,,,https://buddy.farm/i/sturdy-shield/,https://buddy.farm/page-data/i/sturdy-shield/page-data.json,,buddy-item-multi-source-v1,,
Sturdy Sword,sturdy sword,craft,,,,,https://buddy.farm/i/sturdy-sword/,https://buddy.farm/page-data/i/sturdy-sword/page-data.json,,buddy-item-multi-source-v1,,
Sugar Cube,sugar cube,craft,,,,,https://buddy.farm/i/sugar-cube/,https://buddy.farm/page-data/i/sugar-cube/page-data.json,,buddy-item-multi-source-v1,,
Sunflower Oil,sunflower oil,craft,,,,,https://buddy.farm/i/sunflower-oil/,https://buddy.farm/page-data/i/sunflower-oil/page-data.json,,buddy-item-multi-source-v1,,
Swamp Puzzle,swamp puzzle,craft,,,,,https://buddy.farm/i/swamp-puzzle/,https://buddy.farm/page-data/i/swamp-puzzle/page-data.json,,buddy-item-multi-source-v1,,
Tie Dye Scarf,tie dye scarf,craft,,,,,https://buddy.farm/i/tie-dye-scarf/,https://buddy.farm/page-data/i/tie-dye-scarf/page-data.json,,buddy-item-multi-source-v1,,
Tin Scraps,tin scraps,craft,,,,,https://buddy.farm/i/tin-scraps/,https://buddy.farm/page-data/i/tin-scraps/page-data.json,,buddy-item-multi-source-v1,,
Treasure Chest,treasure chest,craft,,,,,https://buddy.farm/i/treasure-chest/,https://buddy.farm/page-data/i/treasure-chest/page-data.json,,buddy-item-multi-source-v1,,
Twine,twine,craft,,,,,https://buddy.farm/i/twine/,https://buddy.farm/page-data/i/twine/page-data.json,,buddy-item-multi-source-v1,,
Unpolished Shimmer Stone,unpolished shimmer stone,craft,,,,,https://buddy.farm/i/unpolished-shimmer-stone/,https://buddy.farm/page-data/i/unpolished-shimmer-stone/page-data.json,,buddy-item-multi-source-v1,,
Valve,valve,craft,,,,,https://buddy.farm/i/valve/,https://buddy.farm/page-data/i/valve/page-data.json,,buddy-item-multi-source-v1,,
Veggie Juice,veggie juice,craft,,,,,https://buddy.farm/i/veggie-juice/,https://buddy.farm/page-data/i/veggie-juice/page-data.json,,buddy-item-multi-source-v1,,
Wagon Wheel,wagon wheel,craft,,,,,https://buddy.farm/i/wagon-wheel/,https://buddy.farm/page-data/i/wagon-wheel/page-data.json,,buddy-item-multi-source-v1,,
White Cloak,white cloak,craft,,,,,https://buddy.farm/i/white-cloak/,https://buddy.farm/page-data/i/white-cloak/page-data.json,,buddy-item-multi-source-v1,,
White Dye,white dye,craft,,,,,https://buddy.farm/i/white-dye/,https://buddy.farm/page-data/i/white-dye/page-data.json,,buddy-item-multi-source-v1,,
White Parchment,white parchment,craft,,,,,https://buddy.farm/i/white-parchment/,https://buddy.farm/page-data/i/white-parchment/page-data.json,,buddy-item-multi-source-v1,,
White Purse,white purse,craft,,,,,https://buddy.farm/i/white-purse/,https://buddy.farm/page-data/i/white-purse/page-data.json,,buddy-item-multi-source-v1,,
White Scarf,white scarf,craft,,,,,https://buddy.farm/i/white-scarf/,https://buddy.farm/page-data/i/white-scarf/page-data.json,,buddy-item-multi-source-v1,,
White Shirt,white shirt,craft,,,,,https://buddy.farm/i/white-shirt/,https://buddy.farm/page-data/i/white-shirt/page-data.json,,buddy-item-multi-source-v1,,
White Twine,white twine,craft,,,,,https://buddy.farm/i/white-twine/,https://buddy.farm/page-data/i/white-twine/page-data.json,,buddy-item-multi-source-v1,,
Wine,wine,craft,,,,,https://buddy.farm/i/wine/,https://buddy.farm/page-data/i/wine/page-data.json,,buddy-item-multi-source-v1,,
Wizard Hat,wizard hat,craft,,,,,https://buddy.farm/i/wizard-hat/,https://buddy.farm/page-data/i/wizard-hat/page-data.json,,buddy-item-multi-source-v1,,
Wooden Barrel,wooden barrel,craft,,,,,https://buddy.farm/i/wooden-barrel/,https://buddy.farm/page-data/i/wooden-barrel/page-data.json,,buddy-item-multi-source-v1,,
Wooden Bow,wooden bow,craft,,,,,https://buddy.farm/i/wooden-bow/,https://buddy.farm/page-data/i/wooden-bow/page-data.json,,buddy-item-multi-source-v1,,
Wooden Box,wooden box,craft,,,,,https://buddy.farm/i/wooden-box/,https://buddy.farm/page-data/i/wooden-box/page-data.json,,buddy-item-multi-source-v1,,
Wooden Button,wooden button,craft,,,,,https://buddy.farm/i/wooden-button/,https://buddy.farm/page-data/i/wooden-button/page-data.json,,buddy-item-multi-source-v1,,
Wooden Plank,wooden plank,craft,,,,,https://buddy.farm/i/wooden-plank/,https://buddy.farm/page-data/i/wooden-plank/page-data.json,,buddy-item-multi-source-v1,,
Wooden Shield,wooden shield,craft,,,,,https://buddy.farm/i/wooden-shield/,https://buddy.farm/page-data/i/wooden-shield/page-data.json,,buddy-item-multi-source-v1,,
Wooden Spear,wooden spear,craft,,,,,https://buddy.farm/i/wooden-spear/,https://buddy.farm/page-data/i/wooden-spear/page-data.json,,buddy-item-multi-source-v1,,
Wooden Sword,wooden sword,craft,,,,,https://buddy.farm/i/wooden-sword/,https://buddy.farm/page-data/i/wooden-sword/page-data.json,,buddy-item-multi-source-v1,,
Wooden Table,wooden table,craft,,,,,https://buddy.farm/i/wooden-table/,https://buddy.farm/page-data/i/wooden-table/page-data.json,,buddy-item-multi-source-v1,,
Wrench,wrench,craft,,,,,https://buddy.farm/i/wrench/,https://buddy.farm/page-data/i/wrench/page-data.json,,buddy-item-multi-source-v1,,
Y73841 Detector,y73841 detector,craft,,,,,https://buddy.farm/i/y73841-detector/,https://buddy.farm/page-data/i/y73841-detector/page-data.json,,buddy-item-multi-source-v1,,
Yarn,yarn,craft,,,,,https://buddy.farm/i/yarn/,https://buddy.farm/page-data/i/yarn/page-data.json,,buddy-item-multi-source-v1,,
Yellow Bag,yellow bag,craft,,,,,https://buddy.farm/i/yellow-bag/,https://buddy.farm/page-data/i/yellow-bag/page-data.json,,buddy-item-multi-source-v1,,
Yellow Butterfly,yellow butterfly,craft,,,,,https://buddy.farm/i/yellow-butterfly/,https://buddy.farm/page-data/i/yellow-butterfly/page-data.json,,buddy-item-multi-source-v1,,
Yellow Dye,yellow dye,craft,,,,,https://buddy.farm/i/yellow-dye/,https://buddy.farm/page-data/i/yellow-dye/page-data.json,,buddy-item-multi-source-v1,,
Yellow Purse,yellow purse,craft,,,,,https://buddy.farm/i/yellow-purse/,https://buddy.farm/page-data/i/yellow-purse/page-data.json,,buddy-item-multi-source-v1,,
Yellow Scarf,yellow scarf,craft,,,,,https://buddy.farm/i/yellow-scarf/,https://buddy.farm/page-data/i/yellow-scarf/page-data.json,,buddy-item-multi-source-v1,,
Yellow Shirt,yellow shirt,craft,,,,,https://buddy.farm/i/yellow-shirt/,https://buddy.farm/page-data/i/yellow-shirt/page-data.json,,buddy-item-multi-source-v1,,
Yellow Twine,yellow twine,craft,,,,,https://buddy.farm/i/yellow-twine/,https://buddy.farm/page-data/i/yellow-twine/page-data.json,,buddy-item-multi-source-v1,,
