output_canonical_key,output_item_name,input_order,input_item_name,input_canonical_key,quantity,source_url,page_data_url,cache_file_name,parser_version,flags,notes
explosive,Explosive,3,Feathers,feathers,1,https://buddy.farm/i/explosive/,https://buddy.farm/page-data/i/explosive/page-data.json,explosive__explosive.json,buddy-item-multi-source-v1,,
explosive,Explosive,4,Black Powder,black powder,2,https://buddy.farm/i/explosive/,https://buddy.farm/page-data/i/explosive/page-data.json,explosive__explosive.json,buddy-item-multi-source-v1,,
fancy chair,Fancy Chair,1,Leather,leather,4,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,buddy-item-multi-source-v1,,
fancy chair,Fancy Chair,2,Red Dye,red dye,1,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,buddy-item-multi-source-v1,,
fancy chair,Fancy Chair,3,Nails,nails,8,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,buddy-item-multi-source-v1,,
fancy chair,Fancy Chair,4,Twine,twine,8,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,buddy-item-multi-source-v1,,
fancy chair,Fancy Chair,5,Green Dye,green dye,1,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,buddy-item-multi-source-v1,,
fancy chair,Fancy Chair,6,Cotton,cotton,6,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,buddy-item-multi-source-v1,,
fancy chair,Fancy Chair,7,Oak,oak,50,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,buddy-item-multi-source-v1,,
fancy clock,Fancy Clock,1,Oak,oak,12,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,buddy-item-multi-source-v1,,
fancy clock,Fancy Clock,2,Small Gear,small gear,4,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,buddy-item-multi-source-v1,,
fancy clock,Fancy Clock,3,Steel Wire,steel wire,8,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,buddy-item-multi-source-v1,,
fancy clock,Fancy Clock,4,Scrap Metal,scrap metal,4,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,buddy-item-multi-source-v1,,
fancy clock,Fancy Clock,5,Cogwheel,cogwheel,2,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,buddy-item-multi-source-v1,,
fancy clock,Fancy Clock,6,Glass Orb,glass orb,4,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,buddy-item-multi-source-v1,,
fancy clock,Fancy Clock,7,Pocket Watch,pocket watch,1,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,buddy-item-multi-source-v1,,
fancy drum,Fancy Drum,1,Yarn,yarn,4,https://buddy.farm/i/fancy-drum/,https://buddy.farm/page-data/i/fancy-drum/page-data.json,fancy-drum__fancy-drum.json,buddy-item-multi-source-v1,,
fancy drum,Fancy Drum,2,Mushroom Paste,mushroom paste,2,https://buddy.farm/i/fancy-drum/,https://buddy.farm/page-data/i/fancy-drum/page-data.json,fancy-drum__fancy-drum.json,buddy-item-multi-source-v1,,
fancy drum,Fancy Drum,3,Leather,leather,2,https://buddy.farm/i/fancy-drum/,https://buddy.farm/page-data/i/fancy-drum/page-data.json,fancy-drum__fancy-drum.json,buddy-item-multi-source-v1,,
fancy drum,Fancy Drum,4,Oak,oak,15,https://buddy.farm/i/fancy-drum/,https://buddy.farm/page-data/i/fancy-drum/page-data.json,fancy-drum__fancy-drum.json,buddy-item-multi-source-v1,,
fancy guitar,Fancy Guitar,1,Oak,oak,5,https://buddy.farm/i/fancy-guitar/,https://buddy.farm/page-data/i/fancy-guitar/page-data.json,fancy-guitar__fancy-guitar.json,buddy-item-multi-source-v1,,
fancy guitar,Fancy Guitar,2,Iron,iron,4,https://buddy.farm/i/fancy-guitar/,https://buddy.farm/page-data/i/fancy-guitar/page-data.json,fancy-guitar__fancy-guitar.json,buddy-item-multi-source-v1,,
fancy guitar,Fancy Guitar,3,Mushroom Paste,mushroom paste,3,https://buddy.farm/i/fancy-guitar/,https://buddy.farm/page-data/i/fancy-guitar/page-data.json,fancy-guitar__fancy-guitar.json,buddy-item-multi-source-v1,,
fancy guitar,Fancy Guitar,4,Steel Wire,steel wire,6,https://buddy.farm/i/fancy-guitar/,https://buddy.farm/page-data/i/fancy-guitar/page-data.json,fancy-guitar__fancy-guitar.json,buddy-item-multi-source-v1,,
fancy pan flute,Fancy Pan Flute,1,Blue Dye,blue dye,1,https://buddy.farm/i/fancy-pan-flute/,https://buddy.farm/page-data/i/fancy-pan-flute/page-data.json,fancy-pan-flute__fancy-pan-flute.json,buddy-item-multi-source-v1,,
fancy pan flute,Fancy Pan Flute,2,Leather,leather,1,https://buddy.farm/i/fancy-pan-flute/,https://buddy.farm/page-data/i/fancy-pan-flute/page-data.json,fancy-pan-flute__fancy-pan-flute.json,buddy-item-multi-source-v1,,
fancy pan flute,Fancy Pan Flute,3,Twine,twine,5,https://buddy.farm/i/fancy-pan-flute/,https://buddy.farm/page-data/i/fancy-pan-flute/page-data.json,fancy-pan-flute__fancy-pan-flute.json,buddy-item-multi-source-v1,,
fancy pan flute,Fancy Pan Flute,4,Wood,wood,9,https://buddy.farm/i/fancy-pan-flute/,https://buddy.farm/page-data/i/fancy-pan-flute/page-data.json,fancy-pan-flute__fancy-pan-flute.json,buddy-item-multi-source-v1,,
fancy pillow,Fancy Pillow,1,Duck Feather,duck feather,25,https://buddy.farm/i/fancy-pillow/,https://buddy.farm/page-data/i/fancy-pillow/page-data.json,fancy-pillow__fancy-pillow.json,buddy-item-multi-source-v1,,
fancy pillow,Fancy Pillow,2,Sewing Needle,sewing needle,1,https://buddy.farm/i/fancy-pillow/,https://buddy.farm/page-data/i/fancy-pillow/page-data.json,fancy-pillow__fancy-pillow.json,buddy-item-multi-source-v1,,
fancy pillow,Fancy Pillow,3,Silk,silk,2,https://buddy.farm/i/fancy-pillow/,https://buddy.farm/page-data/i/fancy-pillow/page-data.json,fancy-pillow__fancy-pillow.json,buddy-item-multi-source-v1,,
fancy pipe,Fancy Pipe,1,Wood,wood,2,https://buddy.farm/i/fancy-pipe/,https://buddy.farm/page-data/i/fancy-pipe/page-data.json,fancy-pipe__fancy-pipe.json,buddy-item-multi-source-v1,,
fancy pipe,Fancy Pipe,2,Iron Ring,iron ring,3,https://buddy.farm/i/fancy-pipe/,https://buddy.farm/page-data/i/fancy-pipe/page-data.json,fancy-pipe__fancy-pipe.json,buddy-item-multi-source-v1,,
fancy pipe,Fancy Pipe,3,Iron,iron,1,https://buddy.farm/i/fancy-pipe/,https://buddy.farm/page-data/i/fancy-pipe/page-data.json,fancy-pipe__fancy-pipe.json,buddy-item-multi-source-v1,,
fancy sword,Fancy Sword,1,Lemon Quartz,lemon quartz,2,https://buddy.farm/i/fancy-sword/,https://buddy.farm/page-data/i/fancy-sword/page-data.json,fancy-sword__fancy-sword.json,buddy-item-multi-source-v1,,
fancy sword,Fancy Sword,2,Steel Wire,steel wire,4,https://buddy.farm/i/fancy-sword/,https://buddy.farm/page-data/i/fancy-sword/page-data.json,fancy-sword__fancy-sword.json,buddy-item-multi-source-v1,,
fancy sword,Fancy Sword,3,Mushroom Paste,mushroom paste,2,https://buddy.farm/i/fancy-sword/,https://buddy.farm/page-data/i/fancy-sword/page-data.json,fancy-sword__fancy-sword.json,buddy-item-multi-source-v1,,
fancy sword,Fancy Sword,4,Gold Leaf,gold leaf,2,https://buddy.farm/i/fancy-sword/,https://buddy.farm/page-data/i/fancy-sword/page-data.json,fancy-sword__fancy-sword.json,buddy-item-multi-source-v1,,
fancy sword,Fancy Sword,5,Sturdy Sword,sturdy sword,1,https://buddy.farm/i/fancy-sword/,https://buddy.farm/page-data/i/fancy-sword/page-data.json,fancy-sword__fancy-sword.json,buddy-item-multi-source-v1,,
fancy table,Fancy Table,1,Glass Orb,glass orb,8,https://buddy.farm/i/fancy-table/,https://buddy.farm/page-data/i/fancy-table/page-data.json,fancy-table__fancy-table.json,buddy-item-multi-source-v1,,
fancy table,Fancy Table,2,Nails,nails,32,https://buddy.farm/i/fancy-table/,https://buddy.farm/page-data/i/fancy-table/page-data.json,fancy-table__fancy-table.json,buddy-item-multi-source-v1,,
fancy table,Fancy Table,3,Oak,oak,80,https://buddy.farm/i/fancy-table/,https://buddy.farm/page-data/i/fancy-table/page-data.json,fancy-table__fancy-table.json,buddy-item-multi-source-v1,,
fancy table,Fancy Table,4,Corn Oil,corn oil,1,https://buddy.farm/i/fancy-table/,https://buddy.farm/page-data/i/fancy-table/page-data.json,fancy-table__fancy-table.json,buddy-item-multi-source-v1,,
fancy table,Fancy Table,5,Steel Vise,steel vise,1,https://buddy.farm/i/fancy-table/,https://buddy.farm/page-data/i/fancy-table/page-data.json,fancy-table__fancy-table.json,buddy-item-multi-source-v1,,
fancy violin,Fancy Violin,1,Mushroom Paste,mushroom paste,8,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,buddy-item-multi-source-v1,,
fancy violin,Fancy Violin,2,Steel,steel,4,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,buddy-item-multi-source-v1,,
fancy violin,Fancy Violin,3,Moonstone,moonstone,4,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,buddy-item-multi-source-v1,,
fancy violin,Fancy Violin,4,Steel Wire,steel wire,4,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,buddy-item-multi-source-v1,,
fancy violin,Fancy Violin,5,Purple Dye,purple dye,3,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,buddy-item-multi-source-v1,,
fancy violin,Fancy Violin,6,Steel Plate,steel plate,1,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,buddy-item-multi-source-v1,,
fancy violin,Fancy Violin,7,Pine Board,pine board,5,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,buddy-item-multi-source-v1,,
fire ant farm,Fire Ant Farm,1,Board,board,4,https://buddy.farm/i/fire-ant-farm/,https://buddy.farm/page-data/i/fire-ant-farm/page-data.json,fire-ant-farm__fire-ant-farm.json,buddy-item-multi-source-v1,,
fire ant farm,Fire Ant Farm,2,Nails,nails,4,https://buddy.farm/i/fire-ant-farm/,https://buddy.farm/page-data/i/fire-ant-farm/page-data.json,fire-ant-farm__fire-ant-farm.json,buddy-item-multi-source-v1,,
fire ant farm,Fire Ant Farm,3,Glass Orb,glass orb,3,https://buddy.farm/i/fire-ant-farm/,https://buddy.farm/page-data/i/fire-ant-farm/page-data.json,fire-ant-farm__fire-ant-farm.json,buddy-item-multi-source-v1,,
fire ant farm,Fire Ant Farm,4,Fire Ant,fire ant,25,https://buddy.farm/i/fire-ant-farm/,https://buddy.farm/page-data/i/fire-ant-farm/page-data.json,fire-ant-farm__fire-ant-farm.json,buddy-item-multi-source-v1,,
fire ant farm,Fire Ant Farm,5,Sand,sand,5,https://buddy.farm/i/fire-ant-farm/,https://buddy.farm/page-data/i/fire-ant-farm/page-data.json,fire-ant-farm__fire-ant-farm.json,buddy-item-multi-source-v1,,
fishing net,Fishing Net,1,Antler,antler,1,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,fishing-net__fishing-net.json,buddy-item-multi-source-v1,,
fishing net,Fishing Net,2,Iron,iron,4,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,fishing-net__fishing-net.json,buddy-item-multi-source-v1,,
fishing net,Fishing Net,3,Rope,rope,2,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,fishing-net__fishing-net.json,buddy-item-multi-source-v1,,
flarite,Flarite,1,Unpolished Flarite,unpolished flarite,2,https://buddy.farm/i/flarite/,https://buddy.farm/page-data/i/flarite/page-data.json,flarite__flarite.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,1,Rope,rope,10,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,2,Power Monitor,power monitor,1,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,3,Magna Quartz,magna quartz,4,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,4,Small Gear,small gear,4,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,5,Steel Wire,steel wire,10,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,6,Leather,leather,10,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,7,Nailed Board,nailed board,10,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,8,Steel Buckle,steel buckle,2,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,9,Small Spring,small spring,6,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flying machine,Flying Machine,10,Pulley,pulley,4,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,,
flywheel,Flywheel,1,Small Screw,small screw,7,https://buddy.farm/i/flywheel/,https://buddy.farm/page-data/i/flywheel/page-data.json,flywheel__flywheel.json,buddy-item-multi-source-v1,,
flywheel,Flywheel,2,Steel,steel,20,https://buddy.farm/i/flywheel/,https://buddy.farm/page-data/i/flywheel/page-data.json,flywheel__flywheel.json,buddy-item-multi-source-v1,,
flywheel,Flywheel,3,Small Gear,small gear,1,https://buddy.farm/i/flywheel/,https://buddy.farm/page-data/i/flywheel/page-data.json,flywheel__flywheel.json,buddy-item-multi-source-v1,,
frost shield,Frost Shield,1,Hammer,hammer,1,https://buddy.farm/i/frost-shield/,https://buddy.farm/page-data/i/frost-shield/page-data.json,frost-shield__frost-shield.json,buddy-item-multi-source-v1,,
frost shield,Frost Shield,2,Nails,nails,3,https://buddy.farm/i/frost-shield/,https://buddy.farm/page-data/i/frost-shield/page-data.json,frost-shield__frost-shield.json,buddy-item-multi-source-v1,,
frost shield,Frost Shield,3,Blue Gel,blue gel,3,https://buddy.farm/i/frost-shield/,https://buddy.farm/page-data/i/frost-shield/page-data.json,frost-shield__frost-shield.json,buddy-item-multi-source-v1,,
frost shield,Frost Shield,4,Red Shield,red shield,1,https://buddy.farm/i/frost-shield/,https://buddy.farm/page-data/i/frost-shield/page-data.json,frost-shield__frost-shield.json,buddy-item-multi-source-v1,,
frost shield,Frost Shield,5,Frost Snapper Shell,frost snapper shell,1,https://buddy.farm/i/frost-shield/,https://buddy.farm/page-data/i/frost-shield/page-data.json,frost-shield__frost-shield.json,buddy-item-multi-source-v1,,
fruit punch,Fruit Punch,1,Apple,apple,25,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,fruit-punch__fruit-punch.json,buddy-item-multi-source-v1,,
fruit punch,Fruit Punch,2,Peach,peach,5,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,fruit-punch__fruit-punch.json,buddy-item-multi-source-v1,,
fruit punch,Fruit Punch,3,Orange,orange,25,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,fruit-punch__fruit-punch.json,buddy-item-multi-source-v1,,
fruit punch,Fruit Punch,4,Lemon,lemon,25,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,fruit-punch__fruit-punch.json,buddy-item-multi-source-v1,,
fruit punch,Fruit Punch,5,Glass Bottle,glass bottle,1,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,fruit-punch__fruit-punch.json,buddy-item-multi-source-v1,,
fruit punch,Fruit Punch,6,Grapes,grapes,25,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,fruit-punch__fruit-punch.json,buddy-item-multi-source-v1,,
gainite,Gainite,1,Stone,stone,2000,https://buddy.farm/i/gainite/,https://buddy.farm/page-data/i/gainite/page-data.json,gainite__gainite.json,buddy-item-multi-source-v1,,
gainite,Gainite,2,Mushroom Paste,mushroom paste,2000,https://buddy.farm/i/gainite/,https://buddy.farm/page-data/i/gainite/page-data.json,gainite__gainite.json,buddy-item-multi-source-v1,,
gainite,Gainite,3,Steel,steel,2000,https://buddy.farm/i/gainite/,https://buddy.farm/page-data/i/gainite/page-data.json,gainite__gainite.json,buddy-item-multi-source-v1,,
gainite,Gainite,4,Green Dye,green dye,500,https://buddy.farm/i/gainite/,https://buddy.farm/page-data/i/gainite/page-data.json,gainite__gainite.json,buddy-item-multi-source-v1,,
gainite,Gainite,5,Painite,painite,5,https://buddy.farm/i/gainite/,https://buddy.farm/page-data/i/gainite/page-data.json,gainite__gainite.json,buddy-item-multi-source-v1,,
garnet,Garnet,1,Unpolished Garnet,unpolished garnet,2,https://buddy.farm/i/garnet/,https://buddy.farm/page-data/i/garnet/page-data.json,garnet__garnet.json,buddy-item-multi-source-v1,,
garnet,Garnet,2,Stone,stone,1,https://buddy.farm/i/garnet/,https://buddy.farm/page-data/i/garnet/page-data.json,garnet__garnet.json,buddy-item-multi-source-v1,,
garnet ring,Garnet Ring,1,Garnet,garnet,1,https://buddy.farm/i/garnet-ring/,https://buddy.farm/page-data/i/garnet-ring/page-data.json,garnet-ring__garnet-ring.json,buddy-item-multi-source-v1,,
garnet ring,Garnet Ring,2,Mushroom Paste,mushroom paste,1,https://buddy.farm/i/garnet-ring/,https://buddy.farm/page-data/i/garnet-ring/page-data.json,garnet-ring__garnet-ring.json,buddy-item-multi-source-v1,,
garnet ring,Garnet Ring,3,Iron Ring,iron ring,1,https://buddy.farm/i/garnet-ring/,https://buddy.farm/page-data/i/garnet-ring/page-data.json,garnet-ring__garnet-ring.json,buddy-item-multi-source-v1,,
gazebo,Gazebo,1,Nails,nails,120,https://buddy.farm/i/gazebo/,https://buddy.farm/page-data/i/gazebo/page-data.json,gazebo__gazebo.json,buddy-item-multi-source-v1,,
gazebo,Gazebo,2,Hammer,hammer,1,https://buddy.farm/i/gazebo/,https://buddy.farm/page-data/i/gazebo/page-data.json,gazebo__gazebo.json,buddy-item-multi-source-v1,,
gazebo,Gazebo,3,Oak,oak,120,https://buddy.farm/i/gazebo/,https://buddy.farm/page-data/i/gazebo/page-data.json,gazebo__gazebo.json,buddy-item-multi-source-v1,,
glass bottle,Glass Bottle,1,Stone,stone,1,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
glass bottle,Glass Bottle,2,Glass Orb,glass orb,1,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,,
glass jar,Glass Jar,1,Glass Orb,glass orb,3,https://buddy.farm/i/glass-jar/,https://buddy.farm/page-data/i/glass-jar/page-data.json,glass-jar__glass-jar.json,buddy-item-multi-source-v1,,
glass jar,Glass Jar,2,Shimmer Quartz,shimmer quartz,1,https://buddy.farm/i/glass-jar/,https://buddy.farm/page-data/i/glass-jar/page-data.json,glass-jar__glass-jar.json,buddy-item-multi-source-v1,,
glass jar,Glass Jar,3,Steel,steel,1,https://buddy.farm/i/glass-jar/,https://buddy.farm/page-data/i/glass-jar/page-data.json,glass-jar__glass-jar.json,buddy-item-multi-source-v1,,
glass orb,Glass Orb,1,Shimmer Stone,shimmer stone,2,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
glass orb,Glass Orb,2,Stone,stone,1,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,,
glowing lantern,Glowing Lantern,1,Iron Ring,iron ring,2,https://buddy.farm/i/glowing-lantern/,https://buddy.farm/page-data/i/glowing-lantern/page-data.json,glowing-lantern__glowing-lantern.json,buddy-item-multi-source-v1,,
glowing lantern,Glowing Lantern,2,Iron,iron,3,https://buddy.farm/i/glowing-lantern/,https://buddy.farm/page-data/i/glowing-lantern/page-data.json,glowing-lantern__glowing-lantern.json,buddy-item-multi-source-v1,,
glowing lantern,Glowing Lantern,3,Glass Bottle,glass bottle,1,https://buddy.farm/i/glowing-lantern/,https://buddy.farm/page-data/i/glowing-lantern/page-data.json,glowing-lantern__glowing-lantern.json,buddy-item-multi-source-v1,,
glowing lantern,Glowing Lantern,4,Green Twine,green twine,2,https://buddy.farm/i/glowing-lantern/,https://buddy.farm/page-data/i/glowing-lantern/page-data.json,glowing-lantern__glowing-lantern.json,buddy-item-multi-source-v1,,
glowing lantern,Glowing Lantern,5,Glowshroom,glowshroom,4,https://buddy.farm/i/glowing-lantern/,https://buddy.farm/page-data/i/glowing-lantern/page-data.json,glowing-lantern__glowing-lantern.json,buddy-item-multi-source-v1,,
gold aquamarine ring,Gold Aquamarine Ring,1,Aquamarine,aquamarine,1,https://buddy.farm/i/gold-aquamarine-ring/,https://buddy.farm/page-data/i/gold-aquamarine-ring/page-data.json,gold-aquamarine-ring__gold-aquamarine-ring.json,buddy-item-multi-source-v1,,
gold aquamarine ring,Gold Aquamarine Ring,2,Strong Paste,strong paste,1,https://buddy.farm/i/gold-aquamarine-ring/,https://buddy.farm/page-data/i/gold-aquamarine-ring/page-data.json,gold-aquamarine-ring__gold-aquamarine-ring.json,buddy-item-multi-source-v1,,
gold aquamarine ring,Gold Aquamarine Ring,3,Gold Ring,gold ring,1,https://buddy.farm/i/gold-aquamarine-ring/,https://buddy.farm/page-data/i/gold-aquamarine-ring/page-data.json,gold-aquamarine-ring__gold-aquamarine-ring.json,buddy-item-multi-source-v1,,
gold diamond ring,Gold Diamond Ring,1,Gold Ring,gold ring,1,https://buddy.farm/i/gold-diamond-ring/,https://buddy.farm/page-data/i/gold-diamond-ring/page-data.json,gold-diamond-ring__gold-diamond-ring.json,buddy-item-multi-source-v1,,
gold diamond ring,Gold Diamond Ring,2,Strong Paste,strong paste,1,https://buddy.farm/i/gold-diamond-ring/,https://buddy.farm/page-data/i/gold-diamond-ring/page-data.json,gold-diamond-ring__gold-diamond-ring.json,buddy-item-multi-source-v1,,
gold diamond ring,Gold Diamond Ring,3,Diamond,diamond,1,https://buddy.farm/i/gold-diamond-ring/,https://buddy.farm/page-data/i/gold-diamond-ring/page-data.json,gold-diamond-ring__gold-diamond-ring.json,buddy-item-multi-source-v1,,
gold emerald ring,Gold Emerald Ring,1,Emerald,emerald,1,https://buddy.farm/i/gold-emerald-ring/,https://buddy.farm/page-data/i/gold-emerald-ring/page-data.json,gold-emerald-ring__gold-emerald-ring.json,buddy-item-multi-source-v1,,
gold emerald ring,Gold Emerald Ring,2,Gold Ring,gold ring,1,https://buddy.farm/i/gold-emerald-ring/,https://buddy.farm/page-data/i/gold-emerald-ring/page-data.json,gold-emerald-ring__gold-emerald-ring.json,buddy-item-multi-source-v1,,
gold emerald ring,Gold Emerald Ring,3,Strong Paste,strong paste,1,https://buddy.farm/i/gold-emerald-ring/,https://buddy.farm/page-data/i/gold-emerald-ring/page-data.json,gold-emerald-ring__gold-emerald-ring.json,buddy-item-multi-source-v1,,
gold garnet ring,Gold Garnet Ring,1,Garnet,garnet,1,https://buddy.farm/i/gold-garnet-ring/,https://buddy.farm/page-data/i/gold-garnet-ring/page-data.json,gold-garnet-ring__gold-garnet-ring.json,buddy-item-multi-source-v1,,
gold garnet ring,Gold Garnet Ring,2,Gold Ring,gold ring,1,https://buddy.farm/i/gold-garnet-ring/,https://buddy.farm/page-data/i/gold-garnet-ring/page-data.json,gold-garnet-ring__gold-garnet-ring.json,buddy-item-multi-source-v1,,
gold garnet ring,Gold Garnet Ring,3,Strong Paste,strong paste,1,https://buddy.farm/i/gold-garnet-ring/,https://buddy.farm/page-data/i/gold-garnet-ring/page-data.json,gold-garnet-ring__gold-garnet-ring.json,buddy-item-multi-source-v1,,
gold jade ring,Gold Jade Ring,1,Jade,jade,1,https://buddy.farm/i/gold-jade-ring/,https://buddy.farm/page-data/i/gold-jade-ring/page-data.json,gold-jade-ring__gold-jade-ring.json,buddy-item-multi-source-v1,,
gold jade ring,Gold Jade Ring,2,Gold Ring,gold ring,1,https://buddy.farm/i/gold-jade-ring/,https://buddy.farm/page-data/i/gold-jade-ring/page-data.json,gold-jade-ring__gold-jade-ring.json,buddy-item-multi-source-v1,,
gold jade ring,Gold Jade Ring,3,Strong Paste,strong paste,1,https://buddy.farm/i/gold-jade-ring/,https://buddy.farm/page-data/i/gold-jade-ring/page-data.json,gold-jade-ring__gold-jade-ring.json,buddy-item-multi-source-v1,,
gold lemon quartz ring,Gold Lemon Quartz Ring,1,Gold Ring,gold ring,1,https://buddy.farm/i/gold-lemon-quartz-ring/,https://buddy.farm/page-data/i/gold-lemon-quartz-ring/page-data.json,gold-lemon-quartz-ring__gold-lemon-quartz-ring.json,buddy-item-multi-source-v1,,
gold lemon quartz ring,Gold Lemon Quartz Ring,2,Strong Paste,strong paste,1,https://buddy.farm/i/gold-lemon-quartz-ring/,https://buddy.farm/page-data/i/gold-lemon-quartz-ring/page-data.json,gold-lemon-quartz-ring__gold-lemon-quartz-ring.json,buddy-item-multi-source-v1,,
gold lemon quartz ring,Gold Lemon Quartz Ring,3,Lemon Quartz,lemon quartz,1,https://buddy.farm/i/gold-lemon-quartz-ring/,https://buddy.farm/page-data/i/gold-lemon-quartz-ring/page-data.json,gold-lemon-quartz-ring__gold-lemon-quartz-ring.json,buddy-item-multi-source-v1,,
