quest_key,reward_type,item_name,canonical_key,quantity,source_url,notes
bad dirt iii,item,Mega Beet Seeds,mega beet seeds,25,https://buddy.farm/i/mega-beet-seeds/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/mega-beet-seeds/; Page data: https://buddy.farm/page-data/i/mega-beet-seeds/page-data.json; Cache: mega-beet-seeds__mega-beet-seeds.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2246268; Quest end date: 2023-01-16T05:59:59+00:00
bad dirt iii,item,Mega Sunflower Seeds,mega sunflower seeds,25,https://buddy.farm/i/mega-sunflower-seeds/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/mega-sunflower-seeds/; Page data: https://buddy.farm/page-data/i/mega-sunflower-seeds/page-data.json; Cache: mega-sunflower-seeds__mega-sunflower-seeds.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2246268; Quest end date: 2023-01-16T05:59:59+00:00
bad dirt iii,item,Orange Juice,orange juice,25,https://buddy.farm/i/orange-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-juice/; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2246268; Quest end date: 2023-01-16T05:59:59+00:00
bad luck tempering,item,Void Bag 01,void bag 01,13,https://buddy.farm/i/void-bag-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/void-bag-01/; Page data: https://buddy.farm/page-data/i/void-bag-01/page-data.json; Cache: void-bag-01__void-bag-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7515508; Quest end date: 2024-12-14T05:59:59+00:00
baited and outsmarted i,item,Orange Juice,orange juice,100,https://buddy.farm/i/orange-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-juice/; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13627071; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted i,item,Peach,peach,50,https://buddy.farm/i/peach/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/peach/; Page data: https://buddy.farm/page-data/i/peach/page-data.json; Cache: peach__peach.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13627071; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted i,item,Prune Juice,prune juice,1,https://buddy.farm/i/prune-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/prune-juice/; Page data: https://buddy.farm/page-data/i/prune-juice/page-data.json; Cache: prune-juice__prune-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13627071; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted i,item,Void Bag 01,void bag 01,5,https://buddy.farm/i/void-bag-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/void-bag-01/; Page data: https://buddy.farm/page-data/i/void-bag-01/page-data.json; Cache: void-bag-01__void-bag-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13627071; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted ii,item,Large Chest 02,large chest 02,150,https://buddy.farm/i/large-chest-02/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/large-chest-02/; Page data: https://buddy.farm/page-data/i/large-chest-02/page-data.json; Cache: large-chest-02__large-chest-02.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13392872; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted ii,item,Lovely Cookies,lovely cookies,2,https://buddy.farm/i/lovely-cookies/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lovely-cookies/; Page data: https://buddy.farm/page-data/i/lovely-cookies/page-data.json; Cache: lovely-cookies__lovely-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13392872; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted ii,item,Treasure Key,treasure key,175,https://buddy.farm/i/treasure-key/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/treasure-key/; Page data: https://buddy.farm/page-data/i/treasure-key/page-data.json; Cache: treasure-key__treasure-key.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13392872; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iii,item,Apple Cider,apple cider,200,https://buddy.farm/i/apple-cider/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple-cider/; Page data: https://buddy.farm/page-data/i/apple-cider/page-data.json; Cache: apple-cider__apple-cider.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668628; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iii,item,Grapes,grapes,200,https://buddy.farm/i/grapes/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grapes/; Page data: https://buddy.farm/page-data/i/grapes/page-data.json; Cache: grapes__grapes.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668628; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iii,item,Happy Cookies,happy cookies,2,https://buddy.farm/i/happy-cookies/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/happy-cookies/; Page data: https://buddy.farm/page-data/i/happy-cookies/page-data.json; Cache: happy-cookies__happy-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668628; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iii,item,Prune Juice,prune juice,1,https://buddy.farm/i/prune-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/prune-juice/; Page data: https://buddy.farm/page-data/i/prune-juice/page-data.json; Cache: prune-juice__prune-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668628; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iii,item,Void Bag 01,void bag 01,25,https://buddy.farm/i/void-bag-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/void-bag-01/; Page data: https://buddy.farm/page-data/i/void-bag-01/page-data.json; Cache: void-bag-01__void-bag-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668628; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iv,item,Grab Bag 07,grab bag 07,200,https://buddy.farm/i/grab-bag-07/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grab-bag-07/; Page data: https://buddy.farm/page-data/i/grab-bag-07/page-data.json; Cache: grab-bag-07__grab-bag-07.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 9340407; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iv,item,Medium Chest 01,medium chest 01,200,https://buddy.farm/i/medium-chest-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/medium-chest-01/; Page data: https://buddy.farm/page-data/i/medium-chest-01/page-data.json; Cache: medium-chest-01__medium-chest-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 9340407; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iv,item,Prune Juice,prune juice,1,https://buddy.farm/i/prune-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/prune-juice/; Page data: https://buddy.farm/page-data/i/prune-juice/page-data.json; Cache: prune-juice__prune-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 9340407; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iv,item,Spooky Cookies,spooky cookies,2,https://buddy.farm/i/spooky-cookies/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/spooky-cookies/; Page data: https://buddy.farm/page-data/i/spooky-cookies/page-data.json; Cache: spooky-cookies__spooky-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 9340407; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted iv,item,Square Key,square key,200,https://buddy.farm/i/square-key/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/square-key/; Page data: https://buddy.farm/page-data/i/square-key/page-data.json; Cache: square-key__square-key.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 9340407; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted v,item,Arnold Palmer,arnold palmer,400,https://buddy.farm/i/arnold-palmer/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/arnold-palmer/; Page data: https://buddy.farm/page-data/i/arnold-palmer/page-data.json; Cache: arnold-palmer__arnold-palmer.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668701; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted v,item,Cabbage Stew,cabbage stew,32,https://buddy.farm/i/cabbage-stew/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/cabbage-stew/; Page data: https://buddy.farm/page-data/i/cabbage-stew/page-data.json; Cache: cabbage-stew__cabbage-stew.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668701; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted v,item,Grab Bag 03,grab bag 03,250,https://buddy.farm/i/grab-bag-03/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grab-bag-03/; Page data: https://buddy.farm/page-data/i/grab-bag-03/page-data.json; Cache: grab-bag-03__grab-bag-03.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668701; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted vi,item,Apple Cider,apple cider,500,https://buddy.farm/i/apple-cider/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple-cider/; Page data: https://buddy.farm/page-data/i/apple-cider/page-data.json; Cache: apple-cider__apple-cider.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668714; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted vi,item,Cranberry Juice,cranberry juice,1,https://buddy.farm/i/cranberry-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/cranberry-juice/; Page data: https://buddy.farm/page-data/i/cranberry-juice/page-data.json; Cache: cranberry-juice__cranberry-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668714; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted vi,item,Large Net,large net,2000,https://buddy.farm/i/large-net/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/large-net/; Page data: https://buddy.farm/page-data/i/large-net/page-data.json; Cache: large-net__large-net.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13668714; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted vii,item,Apple Cider,apple cider,10000,https://buddy.farm/i/apple-cider/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple-cider/; Page data: https://buddy.farm/page-data/i/apple-cider/page-data.json; Cache: apple-cider__apple-cider.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13670339; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted vii,item,Lemon Cream Pie,lemon cream pie,25,https://buddy.farm/i/lemon-cream-pie/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lemon-cream-pie/; Page data: https://buddy.farm/page-data/i/lemon-cream-pie/page-data.json; Cache: lemon-cream-pie__lemon-cream-pie.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13670339; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted vii,item,Pine Board,pine board,10000,https://buddy.farm/i/pine-board/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/pine-board/; Page data: https://buddy.farm/page-data/i/pine-board/page-data.json; Cache: pine-board__pine-board.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13670339; Quest end date: 2026-03-02T05:59:59+00:00
baited and outsmarted vii,item,Prune Juice,prune juice,2,https://buddy.farm/i/prune-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/prune-juice/; Page data: https://buddy.farm/page-data/i/prune-juice/page-data.json; Cache: prune-juice__prune-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 13670339; Quest end date: 2026-03-02T05:59:59+00:00
banana stand i,item,100 Gold,100 gold,1,https://buddy.farm/i/100-gold/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/100-gold/; Page data: https://buddy.farm/page-data/i/100-gold/page-data.json; Cache: 100-gold__100-gold.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 5243756
banana stand i,item,Arnold Palmer,arnold palmer,5000,https://buddy.farm/i/arnold-palmer/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/arnold-palmer/; Page data: https://buddy.farm/page-data/i/arnold-palmer/page-data.json; Cache: arnold-palmer__arnold-palmer.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 5243756
banana stand ii,item,100 Gold,100 gold,2,https://buddy.farm/i/100-gold/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/100-gold/; Page data: https://buddy.farm/page-data/i/100-gold/page-data.json; Cache: 100-gold__100-gold.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2390449
banana stand ii,item,Arnold Palmer,arnold palmer,4000,https://buddy.farm/i/arnold-palmer/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/arnold-palmer/; Page data: https://buddy.farm/page-data/i/arnold-palmer/page-data.json; Cache: arnold-palmer__arnold-palmer.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2390449
banana stand ii,item,Borgen Bag 01,borgen bag 01,10,https://buddy.farm/i/borgen-bag-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/borgen-bag-01/; Page data: https://buddy.farm/page-data/i/borgen-bag-01/page-data.json; Cache: borgen-bag-01__borgen-bag-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2390449
banana stand ii,item,Gold Feather,gold feather,4000,https://buddy.farm/i/gold-feather/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/gold-feather/; Page data: https://buddy.farm/page-data/i/gold-feather/page-data.json; Cache: gold-feather__gold-feather.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 2390449
banana stand iii,item,Apple Cider,apple cider,10000,https://buddy.farm/i/apple-cider/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple-cider/; Page data: https://buddy.farm/page-data/i/apple-cider/page-data.json; Cache: apple-cider__apple-cider.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7513758
banana stand iii,item,Arnold Palmer,arnold palmer,10000,https://buddy.farm/i/arnold-palmer/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/arnold-palmer/; Page data: https://buddy.farm/page-data/i/arnold-palmer/page-data.json; Cache: arnold-palmer__arnold-palmer.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7513758
banana stand iii,item,Cranberry Juice,cranberry juice,2,https://buddy.farm/i/cranberry-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/cranberry-juice/; Page data: https://buddy.farm/page-data/i/cranberry-juice/page-data.json; Cache: cranberry-juice__cranberry-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7513758
banana stand iii,item,Lemon Seltzer,lemon seltzer,25,https://buddy.farm/i/lemon-seltzer/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lemon-seltzer/; Page data: https://buddy.farm/page-data/i/lemon-seltzer/page-data.json; Cache: lemon-seltzer__lemon-seltzer.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7513758
banana stand iii,item,Orange Juice,orange juice,10000,https://buddy.farm/i/orange-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-juice/; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7513758
be mine i,item,Apple,apple,100,https://buddy.farm/i/apple/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple/; Page data: https://buddy.farm/page-data/i/apple/page-data.json; Cache: apple__apple.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 745; Quest end date: 2026-03-01T05:59:59+00:00
be mine i,item,Gold Drum,gold drum,1,https://buddy.farm/i/gold-drum/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/gold-drum/; Page data: https://buddy.farm/page-data/i/gold-drum/page-data.json; Cache: gold-drum__gold-drum.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 745; Quest end date: 2026-03-01T05:59:59+00:00
be mine i,item,Gold Flier,gold flier,1,https://buddy.farm/i/gold-flier/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/gold-flier/; Page data: https://buddy.farm/page-data/i/gold-flier/page-data.json; Cache: gold-flier__gold-flier.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 745; Quest end date: 2026-03-01T05:59:59+00:00
be mine i,item,Honey,honey,5,https://buddy.farm/i/honey/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/honey/; Page data: https://buddy.farm/page-data/i/honey/page-data.json; Cache: honey__honey.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 745; Quest end date: 2026-03-01T05:59:59+00:00
be mine ii,item,Ancient Coin,ancient coin,30,https://buddy.farm/i/ancient-coin/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/ancient-coin/; Page data: https://buddy.farm/page-data/i/ancient-coin/page-data.json; Cache: ancient-coin__ancient-coin.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 746; Quest end date: 2026-03-01T05:59:59+00:00
be mine ii,item,Gold Catfish,gold catfish,1,https://buddy.farm/i/gold-catfish/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/gold-catfish/; Page data: https://buddy.farm/page-data/i/gold-catfish/page-data.json; Cache: gold-catfish__gold-catfish.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 746; Quest end date: 2026-03-01T05:59:59+00:00
be mine ii,item,Grab Bag 01,grab bag 01,4,https://buddy.farm/i/grab-bag-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 746; Quest end date: 2026-03-01T05:59:59+00:00
be mine ii,item,Small Chest 01,small chest 01,3,https://buddy.farm/i/small-chest-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/small-chest-01/; Page data: https://buddy.farm/page-data/i/small-chest-01/page-data.json; Cache: small-chest-01__small-chest-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 746; Quest end date: 2026-03-01T05:59:59+00:00
be mine ii,item,Small Key,small key,5,https://buddy.farm/i/small-key/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/small-key/; Page data: https://buddy.farm/page-data/i/small-key/page-data.json; Cache: small-key__small-key.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 746; Quest end date: 2026-03-01T05:59:59+00:00
be mine iii,item,Apple Cider,apple cider,2,https://buddy.farm/i/apple-cider/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple-cider/; Page data: https://buddy.farm/page-data/i/apple-cider/page-data.json; Cache: apple-cider__apple-cider.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 747; Quest end date: 2026-03-01T05:59:59+00:00
be mine iii,item,Gold Catfish,gold catfish,1,https://buddy.farm/i/gold-catfish/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/gold-catfish/; Page data: https://buddy.farm/page-data/i/gold-catfish/page-data.json; Cache: gold-catfish__gold-catfish.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 747; Quest end date: 2026-03-01T05:59:59+00:00
be mine iii,item,Grab Bag 01,grab bag 01,5,https://buddy.farm/i/grab-bag-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grab-bag-01/; Page data: https://buddy.farm/page-data/i/grab-bag-01/page-data.json; Cache: grab-bag-01__grab-bag-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 747; Quest end date: 2026-03-01T05:59:59+00:00
be mine iii,item,Medium Chest 01,medium chest 01,2,https://buddy.farm/i/medium-chest-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/medium-chest-01/; Page data: https://buddy.farm/page-data/i/medium-chest-01/page-data.json; Cache: medium-chest-01__medium-chest-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 747; Quest end date: 2026-03-01T05:59:59+00:00
be mine iii,item,Medium Chest 02,medium chest 02,2,https://buddy.farm/i/medium-chest-02/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/medium-chest-02/; Page data: https://buddy.farm/page-data/i/medium-chest-02/page-data.json; Cache: medium-chest-02__medium-chest-02.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 747; Quest end date: 2026-03-01T05:59:59+00:00
be mine iii,item,Orange Juice,orange juice,50,https://buddy.farm/i/orange-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-juice/; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 747; Quest end date: 2026-03-01T05:59:59+00:00
be mine iii,item,Square Key,square key,5,https://buddy.farm/i/square-key/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/square-key/; Page data: https://buddy.farm/page-data/i/square-key/page-data.json; Cache: square-key__square-key.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 747; Quest end date: 2026-03-01T05:59:59+00:00
be mine iv,item,Box of Chocolate 01,box of chocolate 01,1,https://buddy.farm/i/box-of-chocolate-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/box-of-chocolate-01/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json; Cache: box-of-chocolate-01__box-of-chocolate-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 749; Quest end date: 2026-03-01T05:59:59+00:00
be mine iv,item,Lemonade,lemonade,25,https://buddy.farm/i/lemonade/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lemonade/; Page data: https://buddy.farm/page-data/i/lemonade/page-data.json; Cache: lemonade__lemonade.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 749; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Apple Cider,apple cider,10,https://buddy.farm/i/apple-cider/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/apple-cider/; Page data: https://buddy.farm/page-data/i/apple-cider/page-data.json; Cache: apple-cider__apple-cider.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Fishing Net,fishing net,150,https://buddy.farm/i/fishing-net/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/fishing-net/; Page data: https://buddy.farm/page-data/i/fishing-net/page-data.json; Cache: fishing-net__fishing-net.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Goldray,goldray,1,https://buddy.farm/i/goldray/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/goldray/; Page data: https://buddy.farm/page-data/i/goldray/page-data.json; Cache: goldray__goldray.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Grab Bag 04,grab bag 04,1,https://buddy.farm/i/grab-bag-04/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/grab-bag-04/; Page data: https://buddy.farm/page-data/i/grab-bag-04/page-data.json; Cache: grab-bag-04__grab-bag-04.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Honey,honey,10,https://buddy.farm/i/honey/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/honey/; Page data: https://buddy.farm/page-data/i/honey/page-data.json; Cache: honey__honey.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Large Chest 01,large chest 01,2,https://buddy.farm/i/large-chest-01/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/large-chest-01/; Page data: https://buddy.farm/page-data/i/large-chest-01/page-data.json; Cache: large-chest-01__large-chest-01.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Large Chest 02,large chest 02,2,https://buddy.farm/i/large-chest-02/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/large-chest-02/; Page data: https://buddy.farm/page-data/i/large-chest-02/page-data.json; Cache: large-chest-02__large-chest-02.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Lemonade,lemonade,150,https://buddy.farm/i/lemonade/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/lemonade/; Page data: https://buddy.farm/page-data/i/lemonade/page-data.json; Cache: lemonade__lemonade.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Orange Gecko,orange gecko,2,https://buddy.farm/i/orange-gecko/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-gecko/; Page data: https://buddy.farm/page-data/i/orange-gecko/page-data.json; Cache: orange-gecko__orange-gecko.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
be mine ix,item,Orange Juice,orange juice,150,https://buddy.farm/i/orange-juice/,Promoted from complete cached Buddy item-page reward evidence for BL-274.; Observed on item page: https://buddy.farm/i/orange-juice/; Page data: https://buddy.farm/page-data/i/orange-juice/page-data.json; Cache: orange-juice__orange-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 753; Quest end date: 2026-03-01T05:59:59+00:00
