output_canonical_key,output_item_name,input_order,input_item_name,input_canonical_key,quantity
leather helmet,Leather Helmet,1,Mushroom Paste,mushroom paste,1
leather helmet,Leather Helmet,2,Hide,hide,2
leather helmet,Leather Helmet,3,Steel Buckle,steel buckle,1
leather helmet,Leather Helmet,4,Wooden Button,wooden button,2
leather helmet,Leather Helmet,5,Leather,leather,3
leather waterskin,Leather Waterskin,1,Iron Ring,iron ring,1
leather waterskin,Leather Waterskin,2,Leather,leather,2
leather waterskin,Leather Waterskin,3,Twine,twine,2
lemon quartz ring,Lemon Quartz Ring,1,Mushroom Paste,mushroom paste,1
lemon quartz ring,Lemon Quartz Ring,2,Lemon Quartz,lemon quartz,1
lemon quartz ring,Lemon Quartz Ring,3,Iron Ring,iron ring,1
lemonade,Lemonade,1,Lemon,lemon,6
lemonade,Lemonade,2,Glass Bottle,glass bottle,1
linked lantern,Linked Lantern,1,Aquamarine,aquamarine,1
linked lantern,Linked Lantern,2,Amethyst,amethyst,1
linked lantern,Linked Lantern,3,Ruby,ruby,1
linked lantern,Linked Lantern,4,Magicite,magicite,1
linked lantern,Linked Lantern,5,Lantern,lantern,1
looking glass,Looking Glass,1,Glass Orb,glass orb,1
looking glass,Looking Glass,2,Board,board,3
looking glass,Looking Glass,3,Iron,iron,1
machine press,Machine Press,1,Machine Part,machine part,6
machine press,Machine Press,2,Steel Plate,steel plate,1
machine press,Machine Press,3,Board,board,10
machine press,Machine Press,4,Nails,nails,5
machine press,Machine Press,5,Bucket,bucket,1
magicite,Magicite,1,Prism Shard,prism shard,3
magna core,Magna Core,1,Cogwheel,cogwheel,3
magna core,Magna Core,2,Flywheel,flywheel,2
magna core,Magna Core,3,Magna Quartz,magna quartz,25
magna core,Magna Core,4,Small Spring,small spring,5
magna core,Magna Core,5,Small Screw,small screw,10
magna core,Magna Core,6,Seeing Stone,seeing stone,1
magna core,Magna Core,7,Steel,steel,40
magnifying glass,Magnifying Glass,1,Iron Ring,iron ring,1
magnifying glass,Magnifying Glass,2,Board,board,1
magnifying glass,Magnifying Glass,3,Iron,iron,3
magnifying glass,Magnifying Glass,4,Glass Orb,glass orb,1
magus hat,Magus Hat,1,Leather,leather,2
magus hat,Magus Hat,2,Twine,twine,3
magus hat,Magus Hat,3,Blue Feathers,blue feathers,10
magus hat,Magus Hat,4,Gold Leaf,gold leaf,1
mayonnaise,Mayonnaise,1,Sour Root,sour root,1
mayonnaise,Mayonnaise,2,Corn Oil,corn oil,1
mayonnaise,Mayonnaise,3,Glass Jar,glass jar,1
mayonnaise,Mayonnaise,4,Eggs,eggs,25
metal spool,Metal Spool,1,Nails,nails,2
metal spool,Metal Spool,2,Coal,coal,5
metal spool,Metal Spool,3,Broken Pipe,broken pipe,1
metal spool,Metal Spool,4,Scrap Metal,scrap metal,12
mushroom paste,Mushroom Paste,1,Mushroom,mushroom,3
mushroom stew,Mushroom Stew,1,Coal,coal,180
mushroom stew,Mushroom Stew,2,Mushroom,mushroom,100
mushroom stew,Mushroom Stew,3,Carrot,carrot,60
mushroom stew,Mushroom Stew,4,Peppers,peppers,60
mushroom stew,Mushroom Stew,5,Leek,leek,32
mushroom stew,Mushroom Stew,6,Onion,onion,20
mushroom stew,Mushroom Stew,7,Bone Broth,bone broth,1
mushroom stew,Mushroom Stew,8,Cooking Pot,cooking pot,1
mystic ring,Mystic Ring,1,Mushroom Paste,mushroom paste,3
mystic ring,Mystic Ring,2,Stone,stone,1
mystic ring,Mystic Ring,3,Aquamarine,aquamarine,1
mystic ring,Mystic Ring,4,Iron Ring,iron ring,1
mystic ring,Mystic Ring,5,Emerald,emerald,2
nailed board,Nailed Board,1,Board,board,1
nailed board,Nailed Board,2,Nails,nails,1
neigh,Neigh,1,Coal,coal,180
neigh,Neigh,2,Carrot,carrot,50
neigh,Neigh,3,Peppers,peppers,45
neigh,Neigh,4,Peas,peas,40
neigh,Neigh,5,Cucumber,cucumber,30
neigh,Neigh,6,Onion,onion,20
neigh,Neigh,7,Tomato,tomato,10
neigh,Neigh,8,Bone Broth,bone broth,1
neigh,Neigh,9,Cooking Pot,cooking pot,1
oak table,Oak Table,1,Oak,oak,80
oak table,Oak Table,2,Handsaw,handsaw,1
oak table,Oak Table,3,Nails,nails,24
onion soup,Onion Soup,1,Coal,coal,60
onion soup,Onion Soup,2,Onion,onion,50
onion soup,Onion Soup,3,Bone Broth,bone broth,1
onion soup,Onion Soup,4,Cooking Pot,cooking pot,1
orange butterfly,Orange Butterfly,1,Wood,wood,1
orange butterfly,Orange Butterfly,2,Caterpillar,caterpillar,1
orange butterfly,Orange Butterfly,3,Silk,silk,3
orange butterfly,Orange Butterfly,4,Orange Dye,orange dye,1
orange dye,Orange Dye,1,Amber Mire Bloom,amber mire bloom,4
orange dye,Orange Dye,2,Glass Bottle,glass bottle,1
orange juice,Orange Juice,1,Glass Bottle,glass bottle,1
orange juice,Orange Juice,2,Orange,orange,6
orange scarf,Orange Scarf,1,Yarn,yarn,2
orange scarf,Orange Scarf,2,Orange Dye,orange dye,1
orange shirt,Orange Shirt,1,Sewing Needle,sewing needle,1
orange shirt,Orange Shirt,2,Orange Dye,orange dye,1
orange shirt,Orange Shirt,3,Cloth,cloth,10
orange twine,Orange Twine,1,Twine,twine,1
orange twine,Orange Twine,2,Orange Dye,orange dye,1
over the moon,Over The Moon,1,Coal,coal,120
over the moon,Over The Moon,2,Corn,corn,3
over the moon,Over The Moon,3,Leek,leek,3
over the moon,Over The Moon,4,Steak,steak,3
over the moon,Over The Moon,5,Herbs,herbs,1
over the moon,Over The Moon,6,Salt,salt,1
pair of boots,Pair of Boots,1,Polished Boot,polished boot,2
pair of gold boots,Pair of Gold Boots,1,Gold Boot,gold boot,2
peach juice,Peach Juice,1,Glass Bottle,glass bottle,1
peach juice,Peach Juice,2,Peach,peach,10
pear grease,Pear Grease,1,Glass Bottle,glass bottle,1
pear grease,Pear Grease,2,Blue Gel,blue gel,5
pear grease,Pear Grease,3,Prickly Pear,prickly pear,30
pearl necklace,Pearl Necklace,1,Pearl,pearl,1
pearl necklace,Pearl Necklace,2,Iron Ring,iron ring,1
pearl necklace,Pearl Necklace,3,Twine,twine,1
pickaxe,Pickaxe,1,Board,board,1
pickaxe,Pickaxe,2,Iron,iron,2
pickaxe,Pickaxe,3,Stone,stone,1
pickaxe,Pickaxe,4,Mushroom Paste,mushroom paste,1
pie pan,Pie Pan,1,Steel,steel,10
pie pan,Pie Pan,2,Moonstone,moonstone,2
pie pan,Pie Pan,3,Emberstone,emberstone,25
pine shelf,Pine Shelf,1,Steel,steel,2
pine shelf,Pine Shelf,2,Small Bolt,small bolt,4
pine shelf,Pine Shelf,3,Pine Board,pine board,1
pitchfork,Pitchfork,1,Board,board,1
pitchfork,Pitchfork,2,Emberstone,emberstone,1
pitchfork,Pitchfork,3,Mushroom Paste,mushroom paste,1
pitchfork,Pitchfork,4,Iron Ring,iron ring,1
pitchfork,Pitchfork,5,Steel,steel,2
polished boot,Polished Boot,1,Corn Oil,corn oil,1
polished boot,Polished Boot,2,Old Boot,old boot,1
potato battery,Potato Battery,1,Steel Wire,steel wire,4
potato battery,Potato Battery,2,Nails,nails,4
potato battery,Potato Battery,3,Potato,potato,8
potato battery,Potato Battery,4,Transistor,transistor,8
potato battery,Potato Battery,5,Spool of Copper,spool of copper,1
power monitor,Power Monitor,1,Pocket Watch,pocket watch,1
power monitor,Power Monitor,2,Copper Wire,copper wire,1
power monitor,Power Monitor,3,Broken Pipe,broken pipe,1
power monitor,Power Monitor,4,Iron,iron,10
power monitor,Power Monitor,5,Transistor,transistor,5
propeller hat,Propeller Hat,1,Green Dye,green dye,2
propeller hat,Propeller Hat,2,Hammer,hammer,1
propeller hat,Propeller Hat,3,Blue Dye,blue dye,2
propeller hat,Propeller Hat,4,Red Dye,red dye,2
propeller hat,Propeller Hat,5,Yellow Dye,yellow dye,2
propeller hat,Propeller Hat,6,Cloth,cloth,25
propeller hat,Propeller Hat,7,Tin Scraps,tin scraps,2
purple bag,Purple Bag,1,Leather Bag,leather bag,1
purple bag,Purple Bag,2,Purple Dye,purple dye,1
purple butterfly,Purple Butterfly,1,Wood,wood,1
purple butterfly,Purple Butterfly,2,Caterpillar,caterpillar,1
purple butterfly,Purple Butterfly,3,Purple Dye,purple dye,1
purple butterfly,Purple Butterfly,4,Silk,silk,3
purple diary,Purple Diary,1,Purple Parchment,purple parchment,1
purple diary,Purple Diary,2,Mushroom Paste,mushroom paste,1
purple diary,Purple Diary,3,White Parchment,white parchment,1
purple dye,Purple Dye,1,Purple Flower,purple flower,10
purple dye,Purple Dye,2,Glass Bottle,glass bottle,1
purple parchment,Purple Parchment,1,Purple Flower,purple flower,3
purple shirt,Purple Shirt,1,Purple Dye,purple dye,1
purple shirt,Purple Shirt,2,Sewing Needle,sewing needle,1
purple shirt,Purple Shirt,3,Cloth,cloth,10
purple twine,Purple Twine,1,Twine,twine,1
purple twine,Purple Twine,2,Purple Dye,purple dye,1
pyrite,Pyrite,1,Unpolished Pyrite,unpolished pyrite,2
quandary chowder,Quandary Chowder,1,Coal,coal,240
quandary chowder,Quandary Chowder,2,Corn,corn,16
quandary chowder,Quandary Chowder,3,Milk,milk,10
quandary chowder,Quandary Chowder,4,Potato,potato,5
quandary chowder,Quandary Chowder,5,Carrot,carrot,3
quandary chowder,Quandary Chowder,6,Red Berries,red berries,3
quandary chowder,Quandary Chowder,7,Bacon,bacon,2
quandary chowder,Quandary Chowder,8,Herbs,herbs,2
quandary chowder,Quandary Chowder,9,Bone Broth,bone broth,1
quandary chowder,Quandary Chowder,10,Cooking Pot,cooking pot,1
quandary chowder,Quandary Chowder,11,Corn Oil,corn oil,1
quandary chowder,Quandary Chowder,12,Salt,salt,1
re'taw pail,Re'taw Pail,1,Bucket,bucket,1
re'taw pail,Re'taw Pail,2,Mushroom Paste,mushroom paste,4
re'taw pail,Re'taw Pail,3,Re'taw,re'taw,5
red berry pie,Red Berry Pie,1,Coal,coal,750
red berry pie,Red Berry Pie,2,Red Berries,red berries,200
red berry pie,Red Berry Pie,3,Sweet Root,sweet root,100
red berry pie,Red Berry Pie,4,Flour,flour,25
red berry pie,Red Berry Pie,5,Eggs,eggs,10
red berry pie,Red Berry Pie,6,Salt,salt,10
red berry pie,Red Berry Pie,7,Butter,butter,5
red berry pie,Red Berry Pie,8,Milk,milk,1
red berry pie,Red Berry Pie,9,Pie Pan,pie pan,1
red brick,Red Brick,1,Straw,straw,50
red brick,Red Brick,2,Sand,sand,50
red brick,Red Brick,3,Red Dye,red dye,5
red brick,Red Brick,4,Bucket,bucket,5
red brick,Red Brick,5,Mushroom Paste,mushroom paste,3
red butterfly,Red Butterfly,1,Caterpillar,caterpillar,1
red butterfly,Red Butterfly,2,Red Dye,red dye,1
red butterfly,Red Butterfly,3,Silk,silk,3
red butterfly,Red Butterfly,4,Wood,wood,1
red diary,Red Diary,1,Mushroom Paste,mushroom paste,1
red diary,Red Diary,2,Red Parchment,red parchment,1
red diary,Red Diary,3,White Parchment,white parchment,1
red dye,Red Dye,1,Glass Bottle,glass bottle,1
red dye,Red Dye,2,Striped Feather,striped feather,2
red parchment,Red Parchment,1,Striped Feather,striped feather,3
red scarf,Red Scarf,1,Yarn,yarn,2
red scarf,Red Scarf,2,Red Dye,red dye,1
red shield,Red Shield,1,Red Dye,red dye,1
red shield,Red Shield,2,Steel,steel,3
red shield,Red Shield,3,Wooden Shield,wooden shield,1
red shirt,Red Shirt,1,Sewing Needle,sewing needle,1
red shirt,Red Shirt,2,Cloth,cloth,10
red shirt,Red Shirt,3,Red Dye,red dye,1
red trunk,Red Trunk,1,Leather,leather,3
red trunk,Red Trunk,2,Nails,nails,16
red trunk,Red Trunk,3,Red Dye,red dye,4
red trunk,Red Trunk,4,Wooden Plank,wooden plank,6
red trunk,Red Trunk,5,Steel,steel,8
red twine,Red Twine,1,Red Dye,red dye,1
red twine,Red Twine,2,Twine,twine,1
reinforced helmet,Reinforced Helmet,1,Hide,hide,4
reinforced helmet,Reinforced Helmet,2,Steel,steel,4
reinforced helmet,Reinforced Helmet,3,Leather Helmet,leather helmet,1
rope,Rope,1,Twine,twine,3
ruby,Ruby,1,Stone,stone,1
ruby,Ruby,2,Unpolished Ruby,unpolished ruby,2
ruby ring,Ruby Ring,1,Mushroom Paste,mushroom paste,1
ruby ring,Ruby Ring,2,Ruby,ruby,1
ruby ring,Ruby Ring,3,Iron Ring,iron ring,1
rucksack,Rucksack,1,Horn Canteen,horn canteen,2
rucksack,Rucksack,2,Scissors,scissors,1
rucksack,Rucksack,3,Glass Jar,glass jar,3
rucksack,Rucksack,4,Blue Twine,blue twine,4
rucksack,Rucksack,5,Green Twine,green twine,4
rucksack,Rucksack,6,Red Twine,red twine,4
rucksack,Rucksack,7,Awl,awl,2
rucksack,Rucksack,8,Leather,leather,8
rucksack,Rucksack,9,Steel Buckle,steel buckle,1
rucksack,Rucksack,10,Wooden Button,wooden button,4
sail cloth,Sail Cloth,1,Cotton,cotton,5
sail cloth,Sail Cloth,2,Sewing Needle,sewing needle,3
salt,Salt,1,Hammer,hammer,1
salt,Salt,2,Salt Rock,salt rock,50
sand,Sand,1,Leather,leather,1
sand,Sand,2,Sandstone,sandstone,5
scissors,Scissors,1,Iron Ring,iron ring,1
scissors,Scissors,2,Stone,stone,1
scissors,Scissors,3,Wood,wood,2
scissors,Scissors,4,Nails,nails,1
scissors,Scissors,5,Steel,steel,2
sea pincher special,Sea Pincher Special,1,Coal,coal,240
sea pincher special,Sea Pincher Special,2,Lemon,lemon,11
sea pincher special,Sea Pincher Special,3,Honey,honey,10
sea pincher special,Sea Pincher Special,4,Milk,milk,7
sea pincher special,Sea Pincher Special,5,Onion,onion,5
sea pincher special,Sea Pincher Special,6,Crab,crab,3
sea pincher special,Sea Pincher Special,7,Cooking Pot,cooking pot,1
sea pincher special,Sea Pincher Special,8,Essence of Slime,essence of slime,1
seashell necklace,Seashell Necklace,1,Blue Shell,blue shell,1
seashell necklace,Seashell Necklace,2,Clam Shell,clam shell,1
seashell necklace,Seashell Necklace,3,Pearl,pearl,10
seashell necklace,Seashell Necklace,4,Conch Shell,conch shell,1
seashell necklace,Seashell Necklace,5,Jade,jade,2
seashell necklace,Seashell Necklace,6,Steel Wire,steel wire,4
seashell necklace,Seashell Necklace,7,Yarn,yarn,4
seashell necklace,Seashell Necklace,8,Spiked Shell,spiked shell,1
sewing needle,Sewing Needle,1,Bone,bone,1
sewing needle,Sewing Needle,2,Twine,twine,1
sewing needle,Sewing Needle,3,Awl,awl,1
shamrock milk,Shamrock Milk,1,Milk,milk,1
shamrock milk,Shamrock Milk,2,3-leaf Clover,3-leaf clover,50
shamrock milk,Shamrock Milk,3,4-leaf Clover,4-leaf clover,10
shamrock milk,Shamrock Milk,4,White Sugar,white sugar,2
shimmer ring,Shimmer Ring,1,Mushroom Paste,mushroom paste,1
shimmer ring,Shimmer Ring,2,Iron Ring,iron ring,1
shimmer ring,Shimmer Ring,3,Shimmer Topaz,shimmer topaz,1
shimmer stone,Shimmer Stone,1,Unpolished Shimmer Stone,unpolished shimmer stone,2
shimmer topaz,Shimmer Topaz,1,Shimmer Quartz,shimmer quartz,3
ship in a bottle,Ship in a Bottle,1,Mushroom Paste,mushroom paste,3
ship in a bottle,Ship in a Bottle,2,Sand,sand,2
ship in a bottle,Ship in a Bottle,3,Glass Bottle,glass bottle,1
ship in a bottle,Ship in a Bottle,4,Model Ship,model ship,1
ship in a bottle,Ship in a Bottle,5,Oak,oak,2
ship mast,Ship Mast,1,Nails,nails,120
ship mast,Ship Mast,2,Board,board,24
ship mast,Ship Mast,3,Looking Glass,looking glass,1
ship mast,Ship Mast,4,Rope,rope,12
ship mast,Ship Mast,5,Bucket,bucket,1
ship mast,Ship Mast,6,Oak,oak,20
ship mast,Ship Mast,7,Ladder,ladder,1
ship mast,Ship Mast,8,Red Scarf,red scarf,4
ship mast,Ship Mast,9,Sail Cloth,sail cloth,4
ship mast,Ship Mast,10,Wooden Plank,wooden plank,12
ship mast,Ship Mast,11,Pulley,pulley,4
shovel,Shovel,1,Stone,stone,1
shovel,Shovel,2,Board,board,1
shovel,Shovel,3,Iron,iron,2
shovel,Shovel,4,Mushroom Paste,mushroom paste,1
shrimp-a-plenty,Shrimp-a-Plenty,1,Coal,coal,240
shrimp-a-plenty,Shrimp-a-Plenty,2,Peas,peas,100
shrimp-a-plenty,Shrimp-a-Plenty,3,Small Prawn,small prawn,30
shrimp-a-plenty,Shrimp-a-Plenty,4,Shrimp,shrimp,20
shrimp-a-plenty,Shrimp-a-Plenty,5,Rice,rice,10
shrimp-a-plenty,Shrimp-a-Plenty,6,Snail,snail,5
shrimp-a-plenty,Shrimp-a-Plenty,7,Salt,salt,2
shrimp-a-plenty,Shrimp-a-Plenty,8,Bone Broth,bone broth,1
shrimp-a-plenty,Shrimp-a-Plenty,9,Cooking Pot,cooking pot,1
silk,Silk,1,Caterpillar,caterpillar,3
silk,Silk,2,Spider,spider,2
silk,Silk,3,Machine Press,machine press,1
snow shoes,Snow Shoes,1,Handsaw,handsaw,1
snow shoes,Snow Shoes,2,Straw,straw,24
snow shoes,Snow Shoes,3,Leather,leather,5
snow shoes,Snow Shoes,4,Yarn,yarn,32
snow shoes,Snow Shoes,5,Oak,oak,20
spiky bracelet,Spiky Bracelet,1,Mushroom Paste,mushroom paste,4
spiky bracelet,Spiky Bracelet,2,Leather,leather,4
spiky bracelet,Spiky Bracelet,3,Onyx Scorpion,onyx scorpion,12
spiky bracelet,Spiky Bracelet,4,Monster Skull,monster skull,6
spiky bracelet,Spiky Bracelet,5,Sewing Needle,sewing needle,1
spool of copper,Spool of Copper,1,Copper Wire,copper wire,10
spool of copper,Spool of Copper,2,Metal Spool,metal spool,1
spoon,Spoon,1,Bone,bone,1
spoon,Spoon,2,Twine,twine,1
spoon,Spoon,3,Axe,axe,1
steel,Steel,1,Carbon Sphere,carbon sphere,1
steel,Steel,2,Glass Orb,glass orb,1
steel,Steel,3,Iron,iron,10
steel buckle,Steel Buckle,1,Emberstone,emberstone,2
steel buckle,Steel Buckle,2,Steel,steel,1
steel buckle,Steel Buckle,3,Hammer,hammer,1
steel pickaxe,Steel Pickaxe,1,Steel,steel,5
steel pickaxe,Steel Pickaxe,2,Pickaxe,pickaxe,1
steel pickaxe,Steel Pickaxe,3,Flarite,flarite,1
steel pickaxe,Steel Pickaxe,4,Mushroom Paste,mushroom paste,2
steel plate,Steel Plate,1,Small Bolt,small bolt,4
steel plate,Steel Plate,2,Steel,steel,2
steel plate,Steel Plate,3,Emberstone,emberstone,2
steel vise,Steel Vise,1,Blue Dye,blue dye,2
steel vise,Steel Vise,2,Small Bolt,small bolt,2
steel vise,Steel Vise,3,Wooden Plank,wooden plank,1
steel vise,Steel Vise,4,Broken Pipe,broken pipe,1
steel vise,Steel Vise,5,Glass Orb,glass orb,2
steel vise,Steel Vise,6,Steel,steel,50
steel wire,Steel Wire,1,Iron,iron,10
steel wire,Steel Wire,2,Stone,stone,1
steel wire,Steel Wire,3,Carbon Sphere,carbon sphere,1
step ladder,Step Ladder,1,Ladder,ladder,2
step ladder,Step Ladder,2,Small Bolt,small bolt,2
step ladder,Step Ladder,3,Steel Plate,steel plate,2
strong paste,Strong Paste,1,Mushroom Paste,mushroom paste,2
strong paste,Strong Paste,2,Mudcap,mudcap,1
strong paste,Strong Paste,3,Glowshroom,glowshroom,2
sturdy bow,Sturdy Bow,1,Oak,oak,4
sturdy bow,Sturdy Bow,2,Steel,steel,1
sturdy bow,Sturdy Bow,3,Stone,stone,2
sturdy bow,Sturdy Bow,4,Twine,twine,2
sturdy bow,Sturdy Bow,5,Mushroom Paste,mushroom paste,2
sturdy box,Sturdy Box,1,Iron,iron,2
sturdy box,Sturdy Box,2,Wooden Plank,wooden plank,6
sturdy box,Sturdy Box,3,Nails,nails,6
sturdy pickaxe,Sturdy Pickaxe,1,Oak,oak,1
sturdy pickaxe,Sturdy Pickaxe,2,Small Bolt,small bolt,1
sturdy pickaxe,Sturdy Pickaxe,3,Stone Shell,stone shell,1
sturdy pickaxe,Sturdy Pickaxe,4,Pickaxe,pickaxe,1
sturdy shield,Sturdy Shield,1,Iron,iron,6
sturdy shield,Sturdy Shield,2,Wooden Plank,wooden plank,1
sturdy shield,Sturdy Shield,3,Nails,nails,6
sturdy sword,Sturdy Sword,1,Steel,steel,1
sturdy sword,Sturdy Sword,2,Leather,leather,1
sturdy sword,Sturdy Sword,3,Iron,iron,2
sturdy sword,Sturdy Sword,4,Mushroom Paste,mushroom paste,1
sugar cube,Sugar Cube,1,Wooden Box,wooden box,1
sugar cube,Sugar Cube,2,White Sugar,white sugar,1
sugar cube,Sugar Cube,3,Re'taw,re'taw,1
sunflower oil,Sunflower Oil,1,Glass Bottle,glass bottle,1
sunflower oil,Sunflower Oil,2,Twine,twine,1
sunflower oil,Sunflower Oil,3,Sunflower,sunflower,6
swamp puzzle,Swamp Puzzle,1,Piece 01,piece 01,1
swamp puzzle,Swamp Puzzle,2,Piece 03,piece 03,1
swamp puzzle,Swamp Puzzle,3,Piece 26,piece 26,1
swamp puzzle,Swamp Puzzle,4,Piece 24,piece 24,1
swamp puzzle,Swamp Puzzle,5,Piece 09,piece 09,1
swamp puzzle,Swamp Puzzle,6,Piece 22,piece 22,1
swamp puzzle,Swamp Puzzle,7,Piece 30,piece 30,1
swamp puzzle,Swamp Puzzle,8,Piece 15,piece 15,1
swamp puzzle,Swamp Puzzle,9,Piece 04,piece 04,1
swamp puzzle,Swamp Puzzle,10,Piece 23,piece 23,1
swamp puzzle,Swamp Puzzle,11,Piece 11,piece 11,1
swamp puzzle,Swamp Puzzle,12,Piece 18,piece 18,1
swamp puzzle,Swamp Puzzle,13,Piece 12,piece 12,1
swamp puzzle,Swamp Puzzle,14,Piece 07,piece 07,1
swamp puzzle,Swamp Puzzle,15,Piece 31,piece 31,1
tie dye scarf,Tie Dye Scarf,1,Green Dye,green dye,1
tie dye scarf,Tie Dye Scarf,2,Yarn,yarn,6
tie dye scarf,Tie Dye Scarf,3,Blue Dye,blue dye,1
tie dye scarf,Tie Dye Scarf,4,Red Dye,red dye,1
tie dye scarf,Tie Dye Scarf,5,Purple Dye,purple dye,1
tie dye scarf,Tie Dye Scarf,6,Yellow Dye,yellow dye,1
tie dye scarf,Tie Dye Scarf,7,Orange Dye,orange dye,1
tin scraps,Tin Scraps,1,Axe,axe,1
tin scraps,Tin Scraps,2,Tin Can,tin can,1
treasure chest,Treasure Chest,1,Iron,iron,12
treasure chest,Treasure Chest,2,Wooden Plank,wooden plank,6
treasure chest,Treasure Chest,3,Nails,nails,22
twine,Twine,1,Wood,wood,1
twine,Twine,2,Straw,straw,2
unpolished shimmer stone,Unpolished Shimmer Stone,1,Emberstone,emberstone,1
unpolished shimmer stone,Unpolished Shimmer Stone,2,Sandstone,sandstone,1
veggie juice,Veggie Juice,1,Peas,peas,7
veggie juice,Veggie Juice,2,Tomato,tomato,2
veggie juice,Veggie Juice,3,Cucumber,cucumber,7
veggie juice,Veggie Juice,4,Glass Bottle,glass bottle,1
veggie juice,Veggie Juice,5,Eggplant,eggplant,7
veggie juice,Veggie Juice,6,Carrot,carrot,7
veggie juice,Veggie Juice,7,Beet,beet,15
veggie juice,Veggie Juice,8,Twine,twine,2
veggie juice,Veggie Juice,9,Horn,horn,2
veggie juice,Veggie Juice,10,Watermelon,watermelon,2
veggie juice,Veggie Juice,11,Peppers,peppers,7
wagon wheel,Wagon Wheel,1,Board,board,12
wagon wheel,Wagon Wheel,2,Nails,nails,14
white cloak,White Cloak,1,Leather,leather,5
white cloak,White Cloak,2,Twine,twine,10
white cloak,White Cloak,3,Cotton,cotton,1
white cloak,White Cloak,4,White Dye,white dye,10
white dye,White Dye,1,Glass Bottle,glass bottle,1
white dye,White Dye,2,Mist Lily,mist lily,5
white parchment,White Parchment,1,Feathers,feathers,3
white purse,White Purse,1,Coin Purse,coin purse,1
white purse,White Purse,2,White Dye,white dye,1
white scarf,White Scarf,1,Yarn,yarn,2
white scarf,White Scarf,2,White Dye,white dye,1
white shirt,White Shirt,1,Sewing Needle,sewing needle,1
white shirt,White Shirt,2,White Dye,white dye,1
white shirt,White Shirt,3,Cloth,cloth,10
white twine,White Twine,1,Twine,twine,1
white twine,White Twine,2,White Dye,white dye,1
wine,Wine,1,Glass Bottle,glass bottle,1
wine,Wine,2,Grapes,grapes,100
wizard hat,Wizard Hat,1,Purple Flower,purple flower,10
wizard hat,Wizard Hat,2,Leather,leather,2
wizard hat,Wizard Hat,3,Twine,twine,3
wooden barrel,Wooden Barrel,1,Nails,nails,10
wooden barrel,Wooden Barrel,2,Board,board,10
wooden barrel,Wooden Barrel,3,Iron,iron,4
wooden bow,Wooden Bow,1,Fern Leaf,fern leaf,1
wooden bow,Wooden Bow,2,Iron,iron,2
wooden bow,Wooden Bow,3,Twine,twine,2
wooden bow,Wooden Bow,4,Wood,wood,4
wooden box,Wooden Box,1,Nails,nails,6
wooden box,Wooden Box,2,Wooden Plank,wooden plank,6
wooden button,Wooden Button,1,Wood,wood,1
wooden button,Wooden Button,2,Awl,awl,1
wooden plank,Wooden Plank,1,Nails,nails,4
wooden plank,Wooden Plank,2,Board,board,4
wooden shield,Wooden Shield,1,Iron,iron,1
wooden shield,Wooden Shield,2,Nails,nails,4
wooden shield,Wooden Shield,3,Wooden Plank,wooden plank,1
wooden spear,Wooden Spear,1,Arrowhead,arrowhead,1
wooden spear,Wooden Spear,2,Wood,wood,1
wooden spear,Wooden Spear,3,Twine,twine,2
wooden sword,Wooden Sword,1,Iron,iron,2
wooden sword,Wooden Sword,2,Twine,twine,4
wooden sword,Wooden Sword,3,Board,board,1
wooden table,Wooden Table,1,Board,board,8
wooden table,Wooden Table,2,Wooden Plank,wooden plank,1
wooden table,Wooden Table,3,Nails,nails,12
wrench,Wrench,1,Emberstone,emberstone,5
wrench,Wrench,2,Steel,steel,1
y73841 detector,Y73841 Detector,1,Scrap Wire,scrap wire,50
y73841 detector,Y73841 Detector,2,Compass,compass,1
y73841 detector,Y73841 Detector,3,Pocket Watch,pocket watch,1
y73841 detector,Y73841 Detector,4,Runestone 17,runestone 17,1
y73841 detector,Y73841 Detector,5,Y73841 Blueprint,y73841 blueprint,1
y73841 detector,Y73841 Detector,6,Transistor,transistor,50
y73841 detector,Y73841 Detector,7,Small Gear,small gear,3
yarn,Yarn,1,Twine,twine,4
yellow bag,Yellow Bag,1,Yellow Dye,yellow dye,1
yellow bag,Yellow Bag,2,Leather Bag,leather bag,1
yellow butterfly,Yellow Butterfly,1,Wood,wood,1
yellow butterfly,Yellow Butterfly,2,Caterpillar,caterpillar,1
yellow butterfly,Yellow Butterfly,3,Yellow Dye,yellow dye,1
yellow butterfly,Yellow Butterfly,4,Silk,silk,3
yellow dye,Yellow Dye,1,Glass Bottle,glass bottle,1
yellow dye,Yellow Dye,2,Swamp Thistle,swamp thistle,4
yellow purse,Yellow Purse,1,Yellow Dye,yellow dye,1
yellow purse,Yellow Purse,2,Coin Purse,coin purse,1
yellow scarf,Yellow Scarf,1,Yarn,yarn,2
yellow scarf,Yellow Scarf,2,Yellow Dye,yellow dye,1
yellow shirt,Yellow Shirt,1,Sewing Needle,sewing needle,1
yellow shirt,Yellow Shirt,2,Yellow Dye,yellow dye,1
yellow shirt,Yellow Shirt,3,Cloth,cloth,10
yellow twine,Yellow Twine,1,Twine,twine,1
yellow twine,Yellow Twine,2,Yellow Dye,yellow dye,1
