item_name,canonical_key,source_name,source_canonical_key,source_type,preferred_unit,source_url,notes
Carved Mouse,carved mouse,Carved Rabbit,carved rabbit,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-mouse/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-mouse/; Page data: https://buddy.farm/page-data/i/carved-mouse/page-data.json; Cache: carved-mouse__carved-mouse.json; Parser: buddy-item-multi-source-v1
Carved Owl,carved owl,Block of Wood,block of wood,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-owl/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.0625; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-owl/; Page data: https://buddy.farm/page-data/i/carved-owl/page-data.json; Cache: carved-owl__carved-owl.json; Parser: buddy-item-multi-source-v1
Carved Owl,carved owl,Carved Rabbit,carved rabbit,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-owl/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-owl/; Page data: https://buddy.farm/page-data/i/carved-owl/page-data.json; Cache: carved-owl__carved-owl.json; Parser: buddy-item-multi-source-v1
Carved Owl,carved owl,Teapot,teapot,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-owl/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.14285714285714285; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-owl/; Page data: https://buddy.farm/page-data/i/carved-owl/page-data.json; Cache: carved-owl__carved-owl.json; Parser: buddy-item-multi-source-v1
Carved Owl,carved owl,Wooden Mask,wooden mask,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-owl/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.3333333333333333; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-owl/; Page data: https://buddy.farm/page-data/i/carved-owl/page-data.json; Cache: carved-owl__carved-owl.json; Parser: buddy-item-multi-source-v1
Carved Pig,carved pig,Block of Wood,block of wood,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-pig/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.0625; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-pig/; Page data: https://buddy.farm/page-data/i/carved-pig/page-data.json; Cache: carved-pig__carved-pig.json; Parser: buddy-item-multi-source-v1
Carved Rabbit,carved rabbit,Block of Wood,block of wood,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-rabbit/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.0625; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-rabbit/; Page data: https://buddy.farm/page-data/i/carved-rabbit/page-data.json; Cache: carved-rabbit__carved-rabbit.json; Parser: buddy-item-multi-source-v1
Carved Rabbit,carved rabbit,Carved Warthog,carved warthog,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-rabbit/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-rabbit/; Page data: https://buddy.farm/page-data/i/carved-rabbit/page-data.json; Cache: carved-rabbit__carved-rabbit.json; Parser: buddy-item-multi-source-v1
Carved Rhino,carved rhino,Block of Wood,block of wood,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-rhino/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.0625; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-rhino/; Page data: https://buddy.farm/page-data/i/carved-rhino/page-data.json; Cache: carved-rhino__carved-rhino.json; Parser: buddy-item-multi-source-v1
Carved Rhino,carved rhino,Carved Bear,carved bear,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-rhino/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-rhino/; Page data: https://buddy.farm/page-data/i/carved-rhino/page-data.json; Cache: carved-rhino__carved-rhino.json; Parser: buddy-item-multi-source-v1
Carved Rhino,carved rhino,Carved Owl,carved owl,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-rhino/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.3333333333333333; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-rhino/; Page data: https://buddy.farm/page-data/i/carved-rhino/page-data.json; Cache: carved-rhino__carved-rhino.json; Parser: buddy-item-multi-source-v1
Carved Rhino,carved rhino,Teapot,teapot,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-rhino/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.14285714285714285; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-rhino/; Page data: https://buddy.farm/page-data/i/carved-rhino/page-data.json; Cache: carved-rhino__carved-rhino.json; Parser: buddy-item-multi-source-v1
Carved Squirrel,carved squirrel,Block of Wood,block of wood,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-squirrel/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.0625; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-squirrel/; Page data: https://buddy.farm/page-data/i/carved-squirrel/page-data.json; Cache: carved-squirrel__carved-squirrel.json; Parser: buddy-item-multi-source-v1
Carved Squirrel,carved squirrel,Carved Warthog,carved warthog,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-squirrel/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-squirrel/; Page data: https://buddy.farm/page-data/i/carved-squirrel/page-data.json; Cache: carved-squirrel__carved-squirrel.json; Parser: buddy-item-multi-source-v1
Carved Squirrel,carved squirrel,Spectacles,spectacles,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-squirrel/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.2; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-squirrel/; Page data: https://buddy.farm/page-data/i/carved-squirrel/page-data.json; Cache: carved-squirrel__carved-squirrel.json; Parser: buddy-item-multi-source-v1
Carved Squisquatch,carved squisquatch,Block of Wood,block of wood,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-squisquatch/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.0625; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-squisquatch/; Page data: https://buddy.farm/page-data/i/carved-squisquatch/page-data.json; Cache: carved-squisquatch__carved-squisquatch.json; Parser: buddy-item-multi-source-v1
Carved Squisquatch,carved squisquatch,Carved Warthog,carved warthog,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-squisquatch/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-squisquatch/; Page data: https://buddy.farm/page-data/i/carved-squisquatch/page-data.json; Cache: carved-squisquatch__carved-squisquatch.json; Parser: buddy-item-multi-source-v1
Carved Warthog,carved warthog,Block of Wood,block of wood,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-warthog/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.0625; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json; Parser: buddy-item-multi-source-v1
Carved Warthog,carved warthog,Carved Owl,carved owl,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-warthog/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.3333333333333333; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json; Parser: buddy-item-multi-source-v1
Carved Warthog,carved warthog,Carved Rabbit,carved rabbit,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-warthog/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json; Parser: buddy-item-multi-source-v1
Carved Warthog,carved warthog,Small Flute,small flute,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-warthog/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.2; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json; Parser: buddy-item-multi-source-v1
Carved Warthog,carved warthog,Teapot,teapot,wishing_well,Wishing Well throw,https://buddy.farm/i/carved-warthog/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.14285714285714285; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/carved-warthog/; Page data: https://buddy.farm/page-data/i/carved-warthog/page-data.json; Cache: carved-warthog__carved-warthog.json; Parser: buddy-item-multi-source-v1
Cat's Meow,cat's meow,Holger's Lunch Box,holger's lunch box,openable,openable,https://buddy.farm/i/cat-s-meow/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 5-5; Source: https://buddy.farm/i/cat-s-meow/; Page data: https://buddy.farm/page-data/i/cat-s-meow/page-data.json; Cache: cat-s-meow__cat-s-meow.json; Parser: buddy-item-multi-source-v1
Cat's Meow,cat's meow,Picnic Basket 01,picnic basket 01,openable,openable,https://buddy.farm/i/cat-s-meow/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 7-7; Source: https://buddy.farm/i/cat-s-meow/; Page data: https://buddy.farm/page-data/i/cat-s-meow/page-data.json; Cache: cat-s-meow__cat-s-meow.json; Parser: buddy-item-multi-source-v1
Caterpillar,caterpillar,Bug Bag 01,bug bag 01,openable,openable,https://buddy.farm/i/caterpillar/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-10; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json; Parser: buddy-item-multi-source-v1
Caterpillar,caterpillar,Christmas Present 10,christmas present 10,openable,openable,https://buddy.farm/i/caterpillar/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 100-100; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json; Parser: buddy-item-multi-source-v1
Caterpillar,caterpillar,Fire Ant,fire ant,wishing_well,Wishing Well throw,https://buddy.farm/i/caterpillar/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json; Parser: buddy-item-multi-source-v1
Caterpillar,caterpillar,Shiny Beetle,shiny beetle,wishing_well,Wishing Well throw,https://buddy.farm/i/caterpillar/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json; Parser: buddy-item-multi-source-v1
Caterpillar,caterpillar,Snail,snail,wishing_well,Wishing Well throw,https://buddy.farm/i/caterpillar/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.25; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/caterpillar/; Page data: https://buddy.farm/page-data/i/caterpillar/page-data.json; Cache: caterpillar__caterpillar.json; Parser: buddy-item-multi-source-v1
Catfish,catfish,Grab Bag 01,grab bag 01,openable,openable,https://buddy.farm/i/catfish/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 10-25; Source: https://buddy.farm/i/catfish/; Page data: https://buddy.farm/page-data/i/catfish/page-data.json; Cache: catfish__catfish.json; Parser: buddy-item-multi-source-v1
Chattering Teeth,chattering teeth,Treat Bag 03,treat bag 03,openable,openable,https://buddy.farm/i/chattering-teeth/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-1; Source: https://buddy.farm/i/chattering-teeth/; Page data: https://buddy.farm/page-data/i/chattering-teeth/page-data.json; Cache: chattering-teeth__chattering-teeth.json; Parser: buddy-item-multi-source-v1
Chattering Teeth,chattering teeth,Gouda,gouda,wishing_well,Wishing Well throw,https://buddy.farm/i/chattering-teeth/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.3333333333333333; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/chattering-teeth/; Page data: https://buddy.farm/page-data/i/chattering-teeth/page-data.json; Cache: chattering-teeth__chattering-teeth.json; Parser: buddy-item-multi-source-v1
Chattering Teeth,chattering teeth,Witch Hat,witch hat,wishing_well,Wishing Well throw,https://buddy.farm/i/chattering-teeth/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.3333333333333333; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/chattering-teeth/; Page data: https://buddy.farm/page-data/i/chattering-teeth/page-data.json; Cache: chattering-teeth__chattering-teeth.json; Parser: buddy-item-multi-source-v1
Cheese,cheese,Baba's Snack Pack,baba's snack pack,openable,openable,https://buddy.farm/i/cheese/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 3-3; Source: https://buddy.farm/i/cheese/; Page data: https://buddy.farm/page-data/i/cheese/page-data.json; Cache: cheese__cheese.json; Parser: buddy-item-multi-source-v1
Cheese,cheese,Corn Prize Bag,corn prize bag,openable,openable,https://buddy.farm/i/cheese/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 5-5; Source: https://buddy.farm/i/cheese/; Page data: https://buddy.farm/page-data/i/cheese/page-data.json; Cache: cheese__cheese.json; Parser: buddy-item-multi-source-v1
Christmas Card,christmas card,Fancy Present,fancy present,openable,openable,https://buddy.farm/i/christmas-card/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 3-3; Source: https://buddy.farm/i/christmas-card/; Page data: https://buddy.farm/page-data/i/christmas-card/page-data.json; Cache: christmas-card__christmas-card.json; Parser: buddy-item-multi-source-v1
Christmas Card,christmas card,Lovely Present,lovely present,openable,openable,https://buddy.farm/i/christmas-card/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 3-3; Source: https://buddy.farm/i/christmas-card/; Page data: https://buddy.farm/page-data/i/christmas-card/page-data.json; Cache: christmas-card__christmas-card.json; Parser: buddy-item-multi-source-v1
Christmas Card,christmas card,Shiny Present,shiny present,openable,openable,https://buddy.farm/i/christmas-card/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 3-3; Source: https://buddy.farm/i/christmas-card/; Page data: https://buddy.farm/page-data/i/christmas-card/page-data.json; Cache: christmas-card__christmas-card.json; Parser: buddy-item-multi-source-v1
Chum,chum,Essence of Slime,essence of slime,wishing_well,Wishing Well throw,https://buddy.farm/i/chum/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.5; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/chum/; Page data: https://buddy.farm/page-data/i/chum/page-data.json; Cache: chum__chum.json; Parser: buddy-item-multi-source-v1
Clownfish,clownfish,Christmas Present 08,christmas present 08,openable,openable,https://buddy.farm/i/clownfish/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 80-80; Source: https://buddy.farm/i/clownfish/; Page data: https://buddy.farm/page-data/i/clownfish/page-data.json; Cache: clownfish__clownfish.json; Parser: buddy-item-multi-source-v1
Clubs,clubs,Backpack,backpack,openable,openable,https://buddy.farm/i/clubs/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-1; Source: https://buddy.farm/i/clubs/; Page data: https://buddy.farm/page-data/i/clubs/page-data.json; Cache: clubs__clubs.json; Parser: buddy-item-multi-source-v1
Clubs,clubs,Stack of Cards,stack of cards,openable,openable,https://buddy.farm/i/clubs/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-1; Source: https://buddy.farm/i/clubs/; Page data: https://buddy.farm/page-data/i/clubs/page-data.json; Cache: clubs__clubs.json; Parser: buddy-item-multi-source-v1
Coal,coal,Dragonfly,dragonfly,wishing_well,Wishing Well throw,https://buddy.farm/i/coal/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.3333333333333333; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/coal/; Page data: https://buddy.farm/page-data/i/coal/page-data.json; Cache: coal__coal.json; Parser: buddy-item-multi-source-v1
Coconut Water,coconut water,Traveler's Bag 01,traveler's bag 01,openable,openable,https://buddy.farm/i/coconut-water/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-1; Source: https://buddy.farm/i/coconut-water/; Page data: https://buddy.farm/page-data/i/coconut-water/page-data.json; Cache: coconut-water__coconut-water.json; Parser: buddy-item-multi-source-v1
Cogwheel,cogwheel,Large Chest 02,large chest 02,openable,openable,https://buddy.farm/i/cogwheel/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 2-2; Source: https://buddy.farm/i/cogwheel/; Page data: https://buddy.farm/page-data/i/cogwheel/page-data.json; Cache: cogwheel__cogwheel.json; Parser: buddy-item-multi-source-v1
Cogwheel,cogwheel,Ancient Coin,ancient coin,wishing_well,Wishing Well throw,https://buddy.farm/i/cogwheel/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.08333333333333333; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/cogwheel/; Page data: https://buddy.farm/page-data/i/cogwheel/page-data.json; Cache: cogwheel__cogwheel.json; Parser: buddy-item-multi-source-v1
Cogwheel,cogwheel,Pocket Watch,pocket watch,wishing_well,Wishing Well throw,https://buddy.farm/i/cogwheel/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.3333333333333333; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/cogwheel/; Page data: https://buddy.farm/page-data/i/cogwheel/page-data.json; Cache: cogwheel__cogwheel.json; Parser: buddy-item-multi-source-v1
Comet Egg,comet egg,Galactic Egg Basket,galactic egg basket,openable,openable,https://buddy.farm/i/comet-egg/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-3; Source: https://buddy.farm/i/comet-egg/; Page data: https://buddy.farm/page-data/i/comet-egg/page-data.json; Cache: comet-egg__comet-egg.json; Parser: buddy-item-multi-source-v1
Conch Shell,conch shell,Christmas Present 08,christmas present 08,openable,openable,https://buddy.farm/i/conch-shell/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 80-80; Source: https://buddy.farm/i/conch-shell/; Page data: https://buddy.farm/page-data/i/conch-shell/page-data.json; Cache: conch-shell__conch-shell.json; Parser: buddy-item-multi-source-v1
Conch Shell,conch shell,Rosalie's Beach Tote,rosalie's beach tote,openable,openable,https://buddy.farm/i/conch-shell/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-1; Source: https://buddy.farm/i/conch-shell/; Page data: https://buddy.farm/page-data/i/conch-shell/page-data.json; Cache: conch-shell__conch-shell.json; Parser: buddy-item-multi-source-v1
Corn,corn,Christmas Present 04,christmas present 04,openable,openable,https://buddy.farm/i/corn/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 40-40; Source: https://buddy.farm/i/corn/; Page data: https://buddy.farm/page-data/i/corn/page-data.json; Cache: corn__corn.json; Parser: buddy-item-multi-source-v1
Corn,corn,Cornucopia 01,cornucopia 01,openable,openable,https://buddy.farm/i/corn/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 25-25; Source: https://buddy.farm/i/corn/; Page data: https://buddy.farm/page-data/i/corn/page-data.json; Cache: corn__corn.json; Parser: buddy-item-multi-source-v1
Corn,corn,Cornucopia 02,cornucopia 02,openable,openable,https://buddy.farm/i/corn/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 100-100; Source: https://buddy.farm/i/corn/; Page data: https://buddy.farm/page-data/i/corn/page-data.json; Cache: corn__corn.json; Parser: buddy-item-multi-source-v1
Corn,corn,Cornucopia 03,cornucopia 03,openable,openable,https://buddy.farm/i/corn/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 100-100; Source: https://buddy.farm/i/corn/; Page data: https://buddy.farm/page-data/i/corn/page-data.json; Cache: corn__corn.json; Parser: buddy-item-multi-source-v1
Corn,corn,Large Chest 03,large chest 03,openable,openable,https://buddy.farm/i/corn/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 10-10; Source: https://buddy.farm/i/corn/; Page data: https://buddy.farm/page-data/i/corn/page-data.json; Cache: corn__corn.json; Parser: buddy-item-multi-source-v1
Corn,corn,Herbs,herbs,wishing_well,Wishing Well throw,https://buddy.farm/i/corn/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Reward chance: 0.16666666666666666; Candidate flags: reverse_relation; reward_quantity_defaulted; Reverse Wishing Well relation from reward page; candidate export defaults quantity to 1 for review.; Source: https://buddy.farm/i/corn/; Page data: https://buddy.farm/page-data/i/corn/page-data.json; Cache: corn__corn.json; Parser: buddy-item-multi-source-v1
Cornucopia 01,cornucopia 01,Birthday Surprise Box 03,birthday surprise box 03,openable,openable,https://buddy.farm/i/cornucopia-01/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-2; Source: https://buddy.farm/i/cornucopia-01/; Page data: https://buddy.farm/page-data/i/cornucopia-01/page-data.json; Cache: cornucopia-01__cornucopia-01.json; Parser: buddy-item-multi-source-v1
Cornucopia 01,cornucopia 01,Birthday Surprise Box 04,birthday surprise box 04,openable,openable,https://buddy.farm/i/cornucopia-01/,Promoted as advisory source hint from complete cached Buddy page-data fan-out for BL-263.; Not counted as exact supply by this table.; Quantity range: 1-2; Source: https://buddy.farm/i/cornucopia-01/; Page data: https://buddy.farm/page-data/i/cornucopia-01/page-data.json; Cache: cornucopia-01__cornucopia-01.json; Parser: buddy-item-multi-source-v1
