output_item_name,output_canonical_key,recipe_type,recipe_book_item_name,recipe_book_canonical_key,cooking_level,base_time,source_buddy_url,source_page_data_url,cache_file_name,parser_version,notes
Fancy Chair,fancy chair,craft,,,,,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-chair/page-data.json; Cache: fancy-chair__fancy-chair.json; Parser: buddy-item-multi-source-v1
Fancy Clock,fancy clock,craft,,,,,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-clock/page-data.json; Cache: fancy-clock__fancy-clock.json; Parser: buddy-item-multi-source-v1
Fancy Drum,fancy drum,craft,,,,,https://buddy.farm/i/fancy-drum/,https://buddy.farm/page-data/i/fancy-drum/page-data.json,fancy-drum__fancy-drum.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-drum/page-data.json; Cache: fancy-drum__fancy-drum.json; Parser: buddy-item-multi-source-v1
Fancy Guitar,fancy guitar,craft,,,,,https://buddy.farm/i/fancy-guitar/,https://buddy.farm/page-data/i/fancy-guitar/page-data.json,fancy-guitar__fancy-guitar.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-guitar/page-data.json; Cache: fancy-guitar__fancy-guitar.json; Parser: buddy-item-multi-source-v1
Fancy Pan Flute,fancy pan flute,craft,,,,,https://buddy.farm/i/fancy-pan-flute/,https://buddy.farm/page-data/i/fancy-pan-flute/page-data.json,fancy-pan-flute__fancy-pan-flute.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-pan-flute/page-data.json; Cache: fancy-pan-flute__fancy-pan-flute.json; Parser: buddy-item-multi-source-v1
Fancy Pillow,fancy pillow,craft,,,,,https://buddy.farm/i/fancy-pillow/,https://buddy.farm/page-data/i/fancy-pillow/page-data.json,fancy-pillow__fancy-pillow.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-pillow/page-data.json; Cache: fancy-pillow__fancy-pillow.json; Parser: buddy-item-multi-source-v1
Fancy Pipe,fancy pipe,craft,,,,,https://buddy.farm/i/fancy-pipe/,https://buddy.farm/page-data/i/fancy-pipe/page-data.json,fancy-pipe__fancy-pipe.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-pipe/page-data.json; Cache: fancy-pipe__fancy-pipe.json; Parser: buddy-item-multi-source-v1
Fancy Sword,fancy sword,craft,,,,,https://buddy.farm/i/fancy-sword/,https://buddy.farm/page-data/i/fancy-sword/page-data.json,fancy-sword__fancy-sword.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-sword/page-data.json; Cache: fancy-sword__fancy-sword.json; Parser: buddy-item-multi-source-v1
Fancy Table,fancy table,craft,,,,,https://buddy.farm/i/fancy-table/,https://buddy.farm/page-data/i/fancy-table/page-data.json,fancy-table__fancy-table.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-table/page-data.json; Cache: fancy-table__fancy-table.json; Parser: buddy-item-multi-source-v1
Fancy Violin,fancy violin,craft,,,,,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fancy-violin/page-data.json; Cache: fancy-violin__fancy-violin.json; Parser: buddy-item-multi-source-v1
Fire Ant Farm,fire ant farm,craft,,,,,https://buddy.farm/i/fire-ant-farm/,https://buddy.farm/page-data/i/fire-ant-farm/page-data.json,fire-ant-farm__fire-ant-farm.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fire-ant-farm/page-data.json; Cache: fire-ant-farm__fire-ant-farm.json; Parser: buddy-item-multi-source-v1
Fishing Net,fishing net,craft,,,,,https://buddy.farm/i/fishing-net/,https://buddy.farm/page-data/i/fishing-net/page-data.json,fishing-net__fishing-net.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fishing-net/page-data.json; Cache: fishing-net__fishing-net.json; Parser: buddy-item-multi-source-v1
Flarite,flarite,craft,,,,,https://buddy.farm/i/flarite/,https://buddy.farm/page-data/i/flarite/page-data.json,flarite__flarite.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/flarite/page-data.json; Cache: flarite__flarite.json; Parser: buddy-item-multi-source-v1
Flying Machine,flying machine,craft,,,,,https://buddy.farm/i/flying-machine/,https://buddy.farm/page-data/i/flying-machine/page-data.json,flying-machine__flying-machine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/flying-machine/page-data.json; Cache: flying-machine__flying-machine.json; Parser: buddy-item-multi-source-v1
Flywheel,flywheel,craft,,,,,https://buddy.farm/i/flywheel/,https://buddy.farm/page-data/i/flywheel/page-data.json,flywheel__flywheel.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/flywheel/page-data.json; Cache: flywheel__flywheel.json; Parser: buddy-item-multi-source-v1
Frost Shield,frost shield,craft,,,,,https://buddy.farm/i/frost-shield/,https://buddy.farm/page-data/i/frost-shield/page-data.json,frost-shield__frost-shield.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/frost-shield/page-data.json; Cache: frost-shield__frost-shield.json; Parser: buddy-item-multi-source-v1
Fruit Punch,fruit punch,craft,,,,,https://buddy.farm/i/fruit-punch/,https://buddy.farm/page-data/i/fruit-punch/page-data.json,fruit-punch__fruit-punch.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/fruit-punch/page-data.json; Cache: fruit-punch__fruit-punch.json; Parser: buddy-item-multi-source-v1
Gainite,gainite,craft,,,,,https://buddy.farm/i/gainite/,https://buddy.farm/page-data/i/gainite/page-data.json,gainite__gainite.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gainite/page-data.json; Cache: gainite__gainite.json; Parser: buddy-item-multi-source-v1
Garnet,garnet,craft,,,,,https://buddy.farm/i/garnet/,https://buddy.farm/page-data/i/garnet/page-data.json,garnet__garnet.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/garnet/page-data.json; Cache: garnet__garnet.json; Parser: buddy-item-multi-source-v1
Garnet Ring,garnet ring,craft,,,,,https://buddy.farm/i/garnet-ring/,https://buddy.farm/page-data/i/garnet-ring/page-data.json,garnet-ring__garnet-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/garnet-ring/page-data.json; Cache: garnet-ring__garnet-ring.json; Parser: buddy-item-multi-source-v1
Gazebo,gazebo,craft,,,,,https://buddy.farm/i/gazebo/,https://buddy.farm/page-data/i/gazebo/page-data.json,gazebo__gazebo.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gazebo/page-data.json; Cache: gazebo__gazebo.json; Parser: buddy-item-multi-source-v1
Glass Bottle,glass bottle,craft,,,,,https://buddy.farm/i/glass-bottle/,https://buddy.farm/page-data/i/glass-bottle/page-data.json,glass-bottle__glass-bottle.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/glass-bottle/page-data.json; Cache: glass-bottle__glass-bottle.json; Parser: buddy-item-multi-source-v1
Glass Jar,glass jar,craft,,,,,https://buddy.farm/i/glass-jar/,https://buddy.farm/page-data/i/glass-jar/page-data.json,glass-jar__glass-jar.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/glass-jar/page-data.json; Cache: glass-jar__glass-jar.json; Parser: buddy-item-multi-source-v1
Glass Orb,glass orb,craft,,,,,https://buddy.farm/i/glass-orb/,https://buddy.farm/page-data/i/glass-orb/page-data.json,glass-orb__glass-orb.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/glass-orb/page-data.json; Cache: glass-orb__glass-orb.json; Parser: buddy-item-multi-source-v1
Glowing Lantern,glowing lantern,craft,,,,,https://buddy.farm/i/glowing-lantern/,https://buddy.farm/page-data/i/glowing-lantern/page-data.json,glowing-lantern__glowing-lantern.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/glowing-lantern/page-data.json; Cache: glowing-lantern__glowing-lantern.json; Parser: buddy-item-multi-source-v1
Gold Aquamarine Ring,gold aquamarine ring,craft,,,,,https://buddy.farm/i/gold-aquamarine-ring/,https://buddy.farm/page-data/i/gold-aquamarine-ring/page-data.json,gold-aquamarine-ring__gold-aquamarine-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gold-aquamarine-ring/page-data.json; Cache: gold-aquamarine-ring__gold-aquamarine-ring.json; Parser: buddy-item-multi-source-v1
Gold Diamond Ring,gold diamond ring,craft,,,,,https://buddy.farm/i/gold-diamond-ring/,https://buddy.farm/page-data/i/gold-diamond-ring/page-data.json,gold-diamond-ring__gold-diamond-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gold-diamond-ring/page-data.json; Cache: gold-diamond-ring__gold-diamond-ring.json; Parser: buddy-item-multi-source-v1
Gold Emerald Ring,gold emerald ring,craft,,,,,https://buddy.farm/i/gold-emerald-ring/,https://buddy.farm/page-data/i/gold-emerald-ring/page-data.json,gold-emerald-ring__gold-emerald-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gold-emerald-ring/page-data.json; Cache: gold-emerald-ring__gold-emerald-ring.json; Parser: buddy-item-multi-source-v1
Gold Garnet Ring,gold garnet ring,craft,,,,,https://buddy.farm/i/gold-garnet-ring/,https://buddy.farm/page-data/i/gold-garnet-ring/page-data.json,gold-garnet-ring__gold-garnet-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gold-garnet-ring/page-data.json; Cache: gold-garnet-ring__gold-garnet-ring.json; Parser: buddy-item-multi-source-v1
Gold Jade Ring,gold jade ring,craft,,,,,https://buddy.farm/i/gold-jade-ring/,https://buddy.farm/page-data/i/gold-jade-ring/page-data.json,gold-jade-ring__gold-jade-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gold-jade-ring/page-data.json; Cache: gold-jade-ring__gold-jade-ring.json; Parser: buddy-item-multi-source-v1
Gold Lemon Quartz Ring,gold lemon quartz ring,craft,,,,,https://buddy.farm/i/gold-lemon-quartz-ring/,https://buddy.farm/page-data/i/gold-lemon-quartz-ring/page-data.json,gold-lemon-quartz-ring__gold-lemon-quartz-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gold-lemon-quartz-ring/page-data.json; Cache: gold-lemon-quartz-ring__gold-lemon-quartz-ring.json; Parser: buddy-item-multi-source-v1
Gold Ruby Ring,gold ruby ring,craft,,,,,https://buddy.farm/i/gold-ruby-ring/,https://buddy.farm/page-data/i/gold-ruby-ring/page-data.json,gold-ruby-ring__gold-ruby-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/gold-ruby-ring/page-data.json; Cache: gold-ruby-ring__gold-ruby-ring.json; Parser: buddy-item-multi-source-v1
Grand Piano,grand piano,craft,,,,,https://buddy.farm/i/grand-piano/,https://buddy.farm/page-data/i/grand-piano/page-data.json,grand-piano__grand-piano.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/grand-piano/page-data.json; Cache: grand-piano__grand-piano.json; Parser: buddy-item-multi-source-v1
Grape Juice,grape juice,craft,,,,,https://buddy.farm/i/grape-juice/,https://buddy.farm/page-data/i/grape-juice/page-data.json,grape-juice__grape-juice.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/grape-juice/page-data.json; Cache: grape-juice__grape-juice.json; Parser: buddy-item-multi-source-v1
Green Butterfly,green butterfly,craft,,,,,https://buddy.farm/i/green-butterfly/,https://buddy.farm/page-data/i/green-butterfly/page-data.json,green-butterfly__green-butterfly.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-butterfly/page-data.json; Cache: green-butterfly__green-butterfly.json; Parser: buddy-item-multi-source-v1
Green Cloak,green cloak,craft,,,,,https://buddy.farm/i/green-cloak/,https://buddy.farm/page-data/i/green-cloak/page-data.json,green-cloak__green-cloak.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-cloak/page-data.json; Cache: green-cloak__green-cloak.json; Parser: buddy-item-multi-source-v1
Green Diary,green diary,craft,,,,,https://buddy.farm/i/green-diary/,https://buddy.farm/page-data/i/green-diary/page-data.json,green-diary__green-diary.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-diary/page-data.json; Cache: green-diary__green-diary.json; Parser: buddy-item-multi-source-v1
Green Dye,green dye,craft,,,,,https://buddy.farm/i/green-dye/,https://buddy.farm/page-data/i/green-dye/page-data.json,green-dye__green-dye.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-dye/page-data.json; Cache: green-dye__green-dye.json; Parser: buddy-item-multi-source-v1
Green Parchment,green parchment,craft,,,,,https://buddy.farm/i/green-parchment/,https://buddy.farm/page-data/i/green-parchment/page-data.json,green-parchment__green-parchment.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-parchment/page-data.json; Cache: green-parchment__green-parchment.json; Parser: buddy-item-multi-source-v1
Green Scarf,green scarf,craft,,,,,https://buddy.farm/i/green-scarf/,https://buddy.farm/page-data/i/green-scarf/page-data.json,green-scarf__green-scarf.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-scarf/page-data.json; Cache: green-scarf__green-scarf.json; Parser: buddy-item-multi-source-v1
Green Shield,green shield,craft,,,,,https://buddy.farm/i/green-shield/,https://buddy.farm/page-data/i/green-shield/page-data.json,green-shield__green-shield.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-shield/page-data.json; Cache: green-shield__green-shield.json; Parser: buddy-item-multi-source-v1
Green Shirt,green shirt,craft,,,,,https://buddy.farm/i/green-shirt/,https://buddy.farm/page-data/i/green-shirt/page-data.json,green-shirt__green-shirt.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-shirt/page-data.json; Cache: green-shirt__green-shirt.json; Parser: buddy-item-multi-source-v1
Green Twine,green twine,craft,,,,,https://buddy.farm/i/green-twine/,https://buddy.farm/page-data/i/green-twine/page-data.json,green-twine__green-twine.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/green-twine/page-data.json; Cache: green-twine__green-twine.json; Parser: buddy-item-multi-source-v1
Hammer,hammer,craft,,,,,https://buddy.farm/i/hammer/,https://buddy.farm/page-data/i/hammer/page-data.json,hammer__hammer.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/hammer/page-data.json; Cache: hammer__hammer.json; Parser: buddy-item-multi-source-v1
Handsaw,handsaw,craft,,,,,https://buddy.farm/i/handsaw/,https://buddy.farm/page-data/i/handsaw/page-data.json,handsaw__handsaw.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/handsaw/page-data.json; Cache: handsaw__handsaw.json; Parser: buddy-item-multi-source-v1
Heart Container,heart container,craft,,,,,https://buddy.farm/i/heart-container/,https://buddy.farm/page-data/i/heart-container/page-data.json,heart-container__heart-container.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/heart-container/page-data.json; Cache: heart-container__heart-container.json; Parser: buddy-item-multi-source-v1
Hickory Omelette,hickory omelette,cooking,Mariya's Hickory Omelette,mariya's hickory omelette,35,4h,https://buddy.farm/i/hickory-omelette/,https://buddy.farm/page-data/i/hickory-omelette/page-data.json,hickory-omelette__hickory-omelette.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/hickory-omelette/page-data.json; Cache: hickory-omelette__hickory-omelette.json; Parser: buddy-item-multi-source-v1; Base time carried forward from previous canonical recipe data because the current Buddy cache does not expose cooking base time.
Horn Canteen,horn canteen,craft,,,,,https://buddy.farm/i/horn-canteen/,https://buddy.farm/page-data/i/horn-canteen/page-data.json,horn-canteen__horn-canteen.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/horn-canteen/page-data.json; Cache: horn-canteen__horn-canteen.json; Parser: buddy-item-multi-source-v1
Horseshoe,horseshoe,craft,,,,,https://buddy.farm/i/horseshoe/,https://buddy.farm/page-data/i/horseshoe/page-data.json,horseshoe__horseshoe.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/horseshoe/page-data.json; Cache: horseshoe__horseshoe.json; Parser: buddy-item-multi-source-v1
Hourglass,hourglass,craft,,,,,https://buddy.farm/i/hourglass/,https://buddy.farm/page-data/i/hourglass/page-data.json,hourglass__hourglass.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/hourglass/page-data.json; Cache: hourglass__hourglass.json; Parser: buddy-item-multi-source-v1
Iced Tea,iced tea,craft,,,,,https://buddy.farm/i/iced-tea/,https://buddy.farm/page-data/i/iced-tea/page-data.json,iced-tea__iced-tea.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/iced-tea/page-data.json; Cache: iced-tea__iced-tea.json; Parser: buddy-item-multi-source-v1
Inferno Sphere,inferno sphere,craft,,,,,https://buddy.farm/i/inferno-sphere/,https://buddy.farm/page-data/i/inferno-sphere/page-data.json,inferno-sphere__inferno-sphere.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/inferno-sphere/page-data.json; Cache: inferno-sphere__inferno-sphere.json; Parser: buddy-item-multi-source-v1
Iron Cup,iron cup,craft,,,,,https://buddy.farm/i/iron-cup/,https://buddy.farm/page-data/i/iron-cup/page-data.json,iron-cup__iron-cup.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/iron-cup/page-data.json; Cache: iron-cup__iron-cup.json; Parser: buddy-item-multi-source-v1
Iron Ring,iron ring,craft,,,,,https://buddy.farm/i/iron-ring/,https://buddy.farm/page-data/i/iron-ring/page-data.json,iron-ring__iron-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/iron-ring/page-data.json; Cache: iron-ring__iron-ring.json; Parser: buddy-item-multi-source-v1
Jade,jade,craft,,,,,https://buddy.farm/i/jade/,https://buddy.farm/page-data/i/jade/page-data.json,jade__jade.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/jade/page-data.json; Cache: jade__jade.json; Parser: buddy-item-multi-source-v1
Jade Charm,jade charm,craft,,,,,https://buddy.farm/i/jade-charm/,https://buddy.farm/page-data/i/jade-charm/page-data.json,jade-charm__jade-charm.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/jade-charm/page-data.json; Cache: jade-charm__jade-charm.json; Parser: buddy-item-multi-source-v1
Kill Switch,kill switch,craft,,,,,https://buddy.farm/i/kill-switch/,https://buddy.farm/page-data/i/kill-switch/page-data.json,kill-switch__kill-switch.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/kill-switch/page-data.json; Cache: kill-switch__kill-switch.json; Parser: buddy-item-multi-source-v1
Ladder,ladder,craft,,,,,https://buddy.farm/i/ladder/,https://buddy.farm/page-data/i/ladder/page-data.json,ladder__ladder.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/ladder/page-data.json; Cache: ladder__ladder.json; Parser: buddy-item-multi-source-v1
Lantern,lantern,craft,,,,,https://buddy.farm/i/lantern/,https://buddy.farm/page-data/i/lantern/page-data.json,lantern__lantern.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/lantern/page-data.json; Cache: lantern__lantern.json; Parser: buddy-item-multi-source-v1
Large Net,large net,craft,,,,,https://buddy.farm/i/large-net/,https://buddy.farm/page-data/i/large-net/page-data.json,large-net__large-net.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/large-net/page-data.json; Cache: large-net__large-net.json; Parser: buddy-item-multi-source-v1
Lava Sphere,lava sphere,craft,,,,,https://buddy.farm/i/lava-sphere/,https://buddy.farm/page-data/i/lava-sphere/page-data.json,lava-sphere__lava-sphere.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/lava-sphere/page-data.json; Cache: lava-sphere__lava-sphere.json; Parser: buddy-item-multi-source-v1
Leather,leather,craft,,,,,https://buddy.farm/i/leather/,https://buddy.farm/page-data/i/leather/page-data.json,leather__leather.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/leather/page-data.json; Cache: leather__leather.json; Parser: buddy-item-multi-source-v1
Leather Bag,leather bag,craft,,,,,https://buddy.farm/i/leather-bag/,https://buddy.farm/page-data/i/leather-bag/page-data.json,leather-bag__leather-bag.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/leather-bag/page-data.json; Cache: leather-bag__leather-bag.json; Parser: buddy-item-multi-source-v1
Leather Belt,leather belt,craft,,,,,https://buddy.farm/i/leather-belt/,https://buddy.farm/page-data/i/leather-belt/page-data.json,leather-belt__leather-belt.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/leather-belt/page-data.json; Cache: leather-belt__leather-belt.json; Parser: buddy-item-multi-source-v1
Leather Diary,leather diary,craft,,,,,https://buddy.farm/i/leather-diary/,https://buddy.farm/page-data/i/leather-diary/page-data.json,leather-diary__leather-diary.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/leather-diary/page-data.json; Cache: leather-diary__leather-diary.json; Parser: buddy-item-multi-source-v1
Leather Helmet,leather helmet,craft,,,,,https://buddy.farm/i/leather-helmet/,https://buddy.farm/page-data/i/leather-helmet/page-data.json,leather-helmet__leather-helmet.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/leather-helmet/page-data.json; Cache: leather-helmet__leather-helmet.json; Parser: buddy-item-multi-source-v1
Leather Waterskin,leather waterskin,craft,,,,,https://buddy.farm/i/leather-waterskin/,https://buddy.farm/page-data/i/leather-waterskin/page-data.json,leather-waterskin__leather-waterskin.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/leather-waterskin/page-data.json; Cache: leather-waterskin__leather-waterskin.json; Parser: buddy-item-multi-source-v1
Lemon Quartz Ring,lemon quartz ring,craft,,,,,https://buddy.farm/i/lemon-quartz-ring/,https://buddy.farm/page-data/i/lemon-quartz-ring/page-data.json,lemon-quartz-ring__lemon-quartz-ring.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/lemon-quartz-ring/page-data.json; Cache: lemon-quartz-ring__lemon-quartz-ring.json; Parser: buddy-item-multi-source-v1
Lemonade,lemonade,craft,,,,,https://buddy.farm/i/lemonade/,https://buddy.farm/page-data/i/lemonade/page-data.json,lemonade__lemonade.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/lemonade/page-data.json; Cache: lemonade__lemonade.json; Parser: buddy-item-multi-source-v1
Linked Lantern,linked lantern,craft,,,,,https://buddy.farm/i/linked-lantern/,https://buddy.farm/page-data/i/linked-lantern/page-data.json,linked-lantern__linked-lantern.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/linked-lantern/page-data.json; Cache: linked-lantern__linked-lantern.json; Parser: buddy-item-multi-source-v1
Looking Glass,looking glass,craft,,,,,https://buddy.farm/i/looking-glass/,https://buddy.farm/page-data/i/looking-glass/page-data.json,looking-glass__looking-glass.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/looking-glass/page-data.json; Cache: looking-glass__looking-glass.json; Parser: buddy-item-multi-source-v1
Machine Press,machine press,craft,,,,,https://buddy.farm/i/machine-press/,https://buddy.farm/page-data/i/machine-press/page-data.json,machine-press__machine-press.json,buddy-item-multi-source-v1,Promoted from complete cached Buddy page-data fan-out for BL-259.; Page data: https://buddy.farm/page-data/i/machine-press/page-data.json; Cache: machine-press__machine-press.json; Parser: buddy-item-multi-source-v1
