openable_item_name,openable_canonical_key,content_item_name,content_canonical_key,quantity_per_open,quantity_kind,evidence,notes
Borgen Bag 01,borgen bag 01,Treasure Key,treasure key,17.083333,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=10-400; outcome_count=12; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/borgen-bag-01/; Page data: https://buddy.farm/page-data/i/borgen-bag-01/page-data.json; Cache: borgen-bag-01__borgen-bag-01.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Apple,apple,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-01/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json; Cache: box-of-chocolate-01__box-of-chocolate-01.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Garnet Ring,garnet ring,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-01/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json; Cache: box-of-chocolate-01__box-of-chocolate-01.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Grape Juice,grape juice,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-01/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json; Cache: box-of-chocolate-01__box-of-chocolate-01.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Wax Candle,wax candle,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-01/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json; Cache: box-of-chocolate-01__box-of-chocolate-01.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 01,box of chocolate 01,Wine,wine,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-01/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-01/page-data.json; Cache: box-of-chocolate-01__box-of-chocolate-01.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Apple,apple,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-02/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json; Cache: box-of-chocolate-02__box-of-chocolate-02.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Apple Cider,apple cider,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-02/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json; Cache: box-of-chocolate-02__box-of-chocolate-02.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Large Net,large net,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-02/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json; Cache: box-of-chocolate-02__box-of-chocolate-02.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Lovely Cookies,lovely cookies,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-02/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json; Cache: box-of-chocolate-02__box-of-chocolate-02.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Red Dye,red dye,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-02/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json; Cache: box-of-chocolate-02__box-of-chocolate-02.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Red Shield,red shield,3,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-02/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json; Cache: box-of-chocolate-02__box-of-chocolate-02.json; Parser: buddy-item-multi-source-v1
Box of Chocolate 02,box of chocolate 02,Valentines Card,valentines card,5,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-chocolate-02/; Page data: https://buddy.farm/page-data/i/box-of-chocolate-02/page-data.json; Cache: box-of-chocolate-02__box-of-chocolate-02.json; Parser: buddy-item-multi-source-v1
Box of Holiday Cakes,box of holiday cakes,Festive Eggnog,festive eggnog,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-holiday-cakes/; Page data: https://buddy.farm/page-data/i/box-of-holiday-cakes/page-data.json; Cache: box-of-holiday-cakes__box-of-holiday-cakes.json; Parser: buddy-item-multi-source-v1
Box of Holiday Cakes,box of holiday cakes,Holiday Cake,holiday cake,10,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/box-of-holiday-cakes/; Page data: https://buddy.farm/page-data/i/box-of-holiday-cakes/page-data.json; Cache: box-of-holiday-cakes__box-of-holiday-cakes.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Ghost Buddy Doll,ghost buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Krampus Buddy Doll,krampus buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Movember Buddy Doll,movember buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Nut Cracker Buddy Doll,nut cracker buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Rudolph Buddy Doll,rudolph buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Santa Buddy Doll,santa buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Turkey Buddy Doll,turkey buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Vampire Buddy Doll,vampire buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Werewolf Buddy Doll,werewolf buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 01,buddy doll bag 01,Zombie Buddy Doll,zombie buddy doll,0.1,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=10; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-01/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-01/page-data.json; Cache: buddy-doll-bag-01__buddy-doll-bag-01.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Cupid Buddy Doll,cupid buddy doll,0.142857,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-02/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json; Cache: buddy-doll-bag-02__buddy-doll-bag-02.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Frozen Buddy Doll,frozen buddy doll,0.142857,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-02/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json; Cache: buddy-doll-bag-02__buddy-doll-bag-02.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Groundhog Buddy Doll,groundhog buddy doll,0.142857,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-02/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json; Cache: buddy-doll-bag-02__buddy-doll-bag-02.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Leprechaun Buddy Doll,leprechaun buddy doll,0.142857,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-02/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json; Cache: buddy-doll-bag-02__buddy-doll-bag-02.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Lucky Cat Buddy Doll,lucky cat buddy doll,0.142857,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-02/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json; Cache: buddy-doll-bag-02__buddy-doll-bag-02.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Snowman Buddy Doll,snowman buddy doll,0.142857,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-02/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json; Cache: buddy-doll-bag-02__buddy-doll-bag-02.json; Parser: buddy-item-multi-source-v1
Buddy Doll Bag 02,buddy doll bag 02,Tanooki Buddy Doll,tanooki buddy doll,0.142857,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-1; outcome_count=7; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/buddy-doll-bag-02/; Page data: https://buddy.farm/page-data/i/buddy-doll-bag-02/page-data.json; Cache: buddy-doll-bag-02__buddy-doll-bag-02.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Apple Cider,apple cider,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Large Net,large net,25,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Orange Juice,orange juice,100,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Pet Treat,pet treat,12,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Sand Castle Bucket,sand castle bucket,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Sand Shovel,sand shovel,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Shark Jaws,shark jaws,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Sun Shades,sun shades,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Sunscreen,sunscreen,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's Beach Bag,buddy's beach bag,Supply Voucher,supply voucher,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-beach-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-beach-bag/page-data.json; Cache: buddy-s-beach-bag__buddy-s-beach-bag.json; Parser: buddy-item-multi-source-v1
Buddy's School Bag,buddy's school bag,Apple,apple,50,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-school-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json; Cache: buddy-s-school-bag__buddy-s-school-bag.json; Parser: buddy-item-multi-source-v1
Buddy's School Bag,buddy's school bag,Notebook,notebook,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-school-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json; Cache: buddy-s-school-bag__buddy-s-school-bag.json; Parser: buddy-item-multi-source-v1
Buddy's School Bag,buddy's school bag,Pencil,pencil,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-school-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json; Cache: buddy-s-school-bag__buddy-s-school-bag.json; Parser: buddy-item-multi-source-v1
Buddy's School Bag,buddy's school bag,Protein Bar,protein bar,3,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-school-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json; Cache: buddy-s-school-bag__buddy-s-school-bag.json; Parser: buddy-item-multi-source-v1
Buddy's School Bag,buddy's school bag,Toothbrush,toothbrush,2,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-school-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json; Cache: buddy-s-school-bag__buddy-s-school-bag.json; Parser: buddy-item-multi-source-v1
Buddy's School Bag,buddy's school bag,Water Bottle,water bottle,1,fixed,reviewed_fixed_content,Promoted from complete cached Buddy page-data fan-out for BL-262.; locksmith_grab_bag=false; Source: https://buddy.farm/i/buddy-s-school-bag/; Page data: https://buddy.farm/page-data/i/buddy-s-school-bag/page-data.json; Cache: buddy-s-school-bag__buddy-s-school-bag.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Caterpillar,caterpillar,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Cricket,cricket,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Cyclops Spider,cyclops spider,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Dragonfly,dragonfly,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Fire Ant,fire ant,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Giant Centipede,giant centipede,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Grasshopper,grasshopper,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Gummy Worms,gummy worms,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Horned Beetle,horned beetle,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Mealworms,mealworms,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Onyx Scorpion,onyx scorpion,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Ruby Scorpion,ruby scorpion,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
Bug Bag 01,bug bag 01,Shiny Beetle,shiny beetle,0.366667,expected,reviewed_expected_value,Promoted from complete cached Buddy page-data fan-out for BL-269.; locksmith_grab_bag=true; quantity_range=1-10; outcome_count=15; outcome_model=equal_outcome_pool; ev_formula=((max-min)/2+min)/outcome_count; Source: https://buddy.farm/i/bug-bag-01/; Page data: https://buddy.farm/page-data/i/bug-bag-01/page-data.json; Cache: bug-bag-01__bug-bag-01.json; Parser: buddy-item-multi-source-v1
