sort_order,raw_item_label,item_name,canonical_key,known_item_status,gold_raw,gold_status,gold_min,gold_max,gold_currency,gold_quantity_basis,ap_raw,ap_status,ap_min,ap_max,ap_currency,ap_quantity_basis,oj_raw,oj_status,oj_min,oj_max,oj_currency,oj_quantity_basis,source_name,source_url,captured_date,parser_version,notes
108,Fern Leaf,Fern Leaf,fern leaf,known,×,not_listed,,,,,2-5 AP/k,priced,2,5,ap,per_1000,15-40 OJ/k,priced,15,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
109,Festive Eggnog,Festive Eggnog,festive eggnog,known,×,not_listed,,,,,1-3 AP,priced,1,3,ap,each,10-25 OJ,priced,10,25,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
110,Fire Ant,Fire Ant,fire ant,known,.5g/k,priced,0.5,0.5,gold,per_1000,10-20 AP/k,priced,10,20,ap,per_1000,80-155 OJ/k,priced,80,155,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
111,Firestream's Magic Wire,Firestream's Magic Wire,firestream's magic wire,known,5g,priced,5,5,gold,each,75 AP,priced,75,75,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
112,Fireworks,Fireworks,fireworks,known,×,not_listed,,,,,3 AP/k,priced,3,3,ap,per_1000,25 OJ/k,priced,25,25,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
113,Fish and Chips (meal),Fish and Chips,fish and chips,known,5-10g,priced,5,10,gold,each,75-155 AP,priced,75,155,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
114,Fish Bones,Fish Bones,fish bones,known,×,not_listed,,,,,1-3 AP/k,priced,1,3,ap,per_1000,10-20 OJ/k,priced,10,20,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
115,Fishing Net,Fishing Net,fishing net,known,×,not_listed,,,,,10 AP/k,priced,10,10,ap,per_1000,80 OJ/k,priced,80,80,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
116,Five Point Mace,Five Point Mace,five point mace,known,20-30g,priced,20,30,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
117,Flier,Flier,flier,known,×,not_listed,,,,,5 AP/k,priced,5,5,ap,per_1000,40 OJ/k,priced,40,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
118,Forcepath's Book of Quest Requirements,Forcepath's Book of Quest Requirements,forcepath's book of quest requirements,known,5g,priced,5,5,gold,each,75 AP,priced,75,75,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
119,Frank's Basket,frank's Basket,frank's basket,known,35-50g,priced,35,50,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
120,Friendship Bag 01,Friendship Bag 01,friendship bag 01,known,35-45g,priced,35,45,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
121,Frozen Chest 01,Frozen Chest 01,frozen chest 01,known,40-55g,priced,40,55,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
122,Frozen Chest 02,Frozen Chest 02,frozen chest 02,known,50-125g,priced,50,125,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
123,Frozen Chest 03,Frozen Chest 03,frozen chest 03,known,250-275g,priced,250,275,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
124,Frozen Hops,Frozen Hops,frozen hops,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
125,Frozen Radish,Frozen Radish,frozen radish,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
126,Fruit Punch,Fruit Punch,fruit punch,known,125-160g/k,priced,125,160,gold,per_1000,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
127,Fuzzy Chick 01,Fuzzy Chick 01,fuzzy chick 01,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
128,Fuzzy Chick 02,Fuzzy Chick 02,fuzzy chick 02,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
129,Fuzzy Chick 03,Fuzzy Chick 03,fuzzy chick 03,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
130,Fuzzy Chick 04,Fuzzy Chick 04,fuzzy chick 04,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
131,Fuzzy Chick 05,Fuzzy Chick 05,fuzzy chick 05,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
132,Fuzzy Chick 06,Fuzzy Chick 06,fuzzy chick 06,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
133,Fuzzy Chick 07,Fuzzy Chick 07,fuzzy chick 07,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
134,Fuzzy Chick 08,Fuzzy Chick 08,fuzzy chick 08,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
135,Fuzzy Chick 09,Fuzzy Chick 09,fuzzy chick 09,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
136,Fuzzy Chick 10,Fuzzy Chick 10,fuzzy chick 10,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
137,Fuzzy Chick 11,Fuzzy Chick 11,fuzzy chick 11,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
138,Fuzzy Chick 12,Fuzzy Chick 12,fuzzy chick 12,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
139,Galactic Egg Basket,Galactic Egg Basket,galactic egg basket,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
140,Garden Crate 01,Garden Crate 01,garden crate 01,known,400-420g,priced,400,420,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
141,Gare Bear,Gare Bear,gare bear,known,40-50g,priced,40,50,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
142,Get Well Soon Card,Get Well Soon Card,get well soon card,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
143,Ghost Candy,Ghost Candy,ghost candy,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
144,Giant Centipede,Giant Centipede,giant centipede,known,×,not_listed,,,,,1-2 AP/k,priced,1,2,ap,per_1000,10-15 OJ/k,priced,10,15,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
145,Glass Orb,Glass Orb,glass orb,known,×,not_listed,,,,,2-3 AP/k,priced,2,3,ap,per_1000,15-25 OJ/k,priced,15,25,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
146,Gold Carrot,Gold Carrot,gold carrot,known,×,not_listed,,,,,0 AP/k,priced,0,0,ap,per_1000,0 OJ/k,priced,0,0,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
147,Gold Catfish,Gold Catfish,gold catfish,known,×,not_listed,,,,,0-10 AP/k,priced,0,10,ap,per_1000,0-80 OJ/k,priced,0,80,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
148,Gold Cucumber,Gold Cucumber,gold cucumber,known,×,not_listed,,,,,0 AP/k,priced,0,0,ap,per_1000,0 OJ/k,priced,0,0,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
149,Gold Drum,Gold Drum,gold drum,known,×,not_listed,,,,,0-10 AP/k,priced,0,10,ap,per_1000,0-80 OJ/k,priced,0,80,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
150,Gold Eggplant,Gold Eggplant,gold eggplant,known,×,not_listed,,,,,0 AP/k,priced,0,0,ap,per_1000,0 OJ/k,priced,0,0,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
151,Gold Feather,Gold Feather,gold feather,known,15g/k,priced,15,15,gold,per_1000,230 AP/k,priced,230,230,ap,per_1000,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
152,Gold Peas,Gold Peas,gold peas,known,×,not_listed,,,,,0 AP/k,priced,0,0,ap,per_1000,0 OJ/k,priced,0,0,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
153,Gold Peppers,Gold Peppers,gold peppers,known,×,not_listed,,,,,0 AP/k,priced,0,0,ap,per_1000,0 OJ/k,priced,0,0,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
154,Gold Trout,Gold Trout,gold trout,known,×,not_listed,,,,,0-10 AP/k,priced,0,10,ap,per_1000,0-80 OJ/k,priced,0,80,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
155,Goldgill,Goldgill,goldgill,known,×,not_listed,,,,,0-10 AP/k,priced,0,10,ap,per_1000,0-80 OJ/k,priced,0,80,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
156,Good Luck Card,Good Luck Card,good luck card,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
157,Grapes,Grapes,grapes,known,×,not_listed,,,,,5-8 AP/k,priced,5,8,ap,per_1000,40-65 OJ/k,priced,40,65,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
158,Grasshopper,Grasshopper,grasshopper,known,×,not_listed,,,,,.5-1 AP,priced,0.5,1,ap,each,4-5 OJ,priced,4,5,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
159,Green Backpack,Green Backpack,green backpack,known,90-125g,priced,90,125,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
160,Green Chromis,Green Chromis,green chromis,known,×,not_listed,,,,,1 AP/k,priced,1,1,ap,per_1000,10 OJ/k,priced,10,10,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
161,Green Dye,Green Dye,green dye,known,×,not_listed,,,,,4-7 AP/k,priced,4,7,ap,per_1000,30-55 OJ/k,priced,30,55,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
162,Green Parchment,Green Parchment,green parchment,known,×,not_listed,,,,,3-4 AP/k,priced,3,4,ap,per_1000,20-30 OJ/k,priced,20,30,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
163,Grubs,Grubs,grubs,known,×,not_listed,,,,,1 AP/k,priced,1,1,ap,per_1000,10 OJ/k,priced,10,10,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
164,Gummy Worms,Gummy Worms,gummy worms,known,×,not_listed,,,,,×,not_listed,,,,,5 OJ/k,priced,5,5,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
165,Hammer,Hammer,hammer,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,25-40 OJ/k,priced,25,40,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
166,Happy Cookies,Happy Cookies,happy cookies,known,5-10g,priced,5,10,gold,each,75-155 AP,priced,75,155,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
167,Happy Farmiversary Card,Happy Farmiversary Card,happy farmiversary card,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
168,Happy Halloween Card,Happy Halloween Card,happy halloween card,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
169,Heart Container,Heart Container,heart container,known,20-25g,priced,20,25,gold,each,310-385 AP,priced,310,385,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
170,Heart-shaped Box 01,Heart-shaped Box 01,heart-shaped box 01,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
171,Heart-shaped Box 02,Heart-shaped Box 02,heart-shaped box 02,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
172,Heart-shaped Box 03,Heart-shaped Box 03,heart-shaped box 03,known,300-330g,priced,300,330,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
173,Heart-shaped Gem,Heart-shaped Gem,heart-shaped gem,known,180-200g,priced,180,200,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
174,Hearts,Hearts,hearts,known,2-2.5g,priced,2,2.5,gold,each,30-40 AP,priced,30,40,ap,each,235-315 OJ,priced,235,315,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
175,Hensods's Bonsai,Hensods's Bonsai,hensods's bonsai,known,5g,priced,5,5,gold,each,75 AP,priced,75,75,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
176,Hickory Omelette (meal),Hickory Omelette,hickory omelette,known,30-35g/100,priced,30,35,gold,per_100,4.5-5.5 AP,priced,4.5,5.5,ap,each,35-45 OJ,priced,35,45,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
177,Hide,Hide,hide,known,×,not_listed,,,,,3-4 AP/k,priced,3,4,ap,per_1000,25-30 OJ/k,priced,25,30,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
178,Holger's Lunch Box,Holger's Lunch Box,holger's lunch box,known,35-50g,priced,35,50,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
179,Holiday Cake,Holiday Cake,holiday cake,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
180,Holiday Cheer Bundle 01,Holiday Cheer Bundle 01,holiday cheer bundle 01,known,260-300g,priced,260,300,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
181,Hops,Hops,hops,known,×,not_listed,,,,,10-20 AP/k,priced,10,20,ap,per_1000,80-155 OJ/k,priced,80,155,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
182,Horn,Horn,horn,known,×,not_listed,,,,,5-8 AP/k,priced,5,8,ap,per_1000,40-65 OJ/k,priced,40,65,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
183,Horned Beetle,Horned Beetle,horned beetle,known,×,not_listed,,,,,3 AP/k,priced,3,3,ap,per_1000,20 OJ/k,priced,20,20,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
184,Iced Tea,Iced Tea,iced tea,known,×,not_listed,,,,,3-5 AP/k,priced,3,5,ap,per_1000,20-50 OJ/k,priced,20,50,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
185,Inferno Pepper,Inferno Pepper,inferno pepper,known,PC,price_check,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
186,Iron Cup,Iron Cup,iron cup,known,×,not_listed,,,,,1 AP/k,priced,1,1,ap,per_1000,5-10 OJ/k,priced,5,10,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
187,Joker,Joker,joker,known,4-5g,priced,4,5,gold,each,60-75 AP,priced,60,75,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
188,Ladder,Ladder,ladder,known,×,not_listed,,,,,3-4 AP/k,priced,3,4,ap,per_1000,20-30 OJ/k,priced,20,30,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
189,Large Net,Large Net,large net,known,8-12.5g/k,priced,8,12.5,gold,per_1000,125-190 AP/k,priced,125,190,ap,per_1000,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
190,Largemouth Bass,Largemouth Bass,largemouth bass,known,×,not_listed,,,,,×,not_listed,,,,,5 OJ/k,priced,5,5,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
191,Leather,Leather,leather,known,×,not_listed,,,,,4-6 AP/k,priced,4,6,ap,per_1000,30-45 OJ/k,priced,30,45,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
192,Leather Diary,Leather Diary,leather diary,known,×,not_listed,,,,,2-3 AP/k,priced,2,3,ap,per_1000,15-25 OJ/k,priced,15,25,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
193,Leek,Leek,leek,known,×,not_listed,,,,,35-40 AP/k,priced,35,40,ap,per_1000,275-315 OJ/k,priced,275,315,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
194,Lemon,Lemon,lemon,known,2-2.3g/k,priced,2,2.3,gold,per_1000,11.5-12.5 AP/k,priced,11.5,12.5,ap,per_1000,90-100 OJ/k,priced,90,100,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
195,Lemon Cream Pie (meal),Lemon Cream Pie,lemon cream pie,known,30-40g/100,priced,30,40,gold,per_100,4.5-6.5 AP,priced,4.5,6.5,ap,each,35-50 OJ,priced,35,50,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
196,Lemonade,Lemonade,lemonade,known,5.2-5.6g/k,priced,5.2,5.6,gold,per_1000,80-85 AP/k,priced,80,85,ap,per_1000,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
197,Lovely Cookies,Lovely Cookies,lovely cookies,known,5-10g,priced,5,10,gold,each,75-155 AP,priced,75,155,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
198,Lovely Present,Lovely Present,lovely present,known,35-40g,priced,35,40,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
199,Magical Chest 01,Magical Chest 01,magical chest 01,known,40-50g,priced,40,50,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
200,Magical Chest 02,Magical Chest 02,magical chest 02,known,50-75g,priced,50,75,gold,each,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
201,Magical Egg Basket,Magical Egg Basket,magical egg basket,known,1g,priced,1,1,gold,each,15 AP,priced,15,15,ap,each,115 OJ,priced,115,115,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
202,Mealworms,Mealworms,mealworms,known,Free,unparsed,,,,,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
203,MIAB,MIAB,miab,known,×,not_listed,,,,,3 AP/k,priced,3,3,ap,per_1000,20 OJ/k,priced,20,20,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
204,Milk,Milk,milk,known,×,not_listed,,,,,5-8 AP/k,priced,5,8,ap,per_1000,40-65 OJ/k,priced,40,65,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
205,Minnows,Minnows,minnows,known,×,not_listed,,,,,×,not_listed,,,,,5 OJ/k,priced,5,5,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
206,Mizzem's Daisies,Mizzem's Daisies,mizzem's daisies,known,5g,priced,5,5,gold,each,75 AP,priced,75,75,ap,each,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
207,Mug of Beer,Mug of Beer,mug of beer,known,40-50g/100,priced,40,50,gold,per_100,×,not_listed,,,,,×,not_listed,,,,,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
208,Mushroom,Mushroom,mushroom,known,×,not_listed,,,,,1-3 AP/k,priced,1,3,ap,per_1000,10-20 OJ/k,priced,10,20,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
209,Mushroom Paste,Mushroom Paste,mushroom paste,known,×,not_listed,,,,,2-3 AP/k,priced,2,3,ap,per_1000,15-25 OJ/k,priced,15,25,oj,per_1000,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
210,Mushroom Stew (meal),Mushroom Stew,mushroom stew,known,30-40g/100,priced,30,40,gold,per_100,4.5-6.5 AP,priced,4.5,6.5,ap,each,35-50 OJ,priced,35,50,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
211,Neigh (meal),Neigh,neigh,known,30-35g/100,priced,30,35,gold,per_100,4.5-5.5 AP,priced,4.5,5.5,ap,each,35-45 OJ,priced,35,45,oj,each,Farm RPG Price Check,https://farmrpg-pricecheck.free.nf/index.html?i=3,2026-06-19,trade-price-reference-v1,
