item_name,canonical_key,buddy_url,page_data_url,cache_file_name,http_status,source_status,recipes,used_in_recipes,drop_rates,pet_sources,openable_contents,openable_sources,wishing_well_outputs,wishing_well_inputs,quest_rows,unknown_detected_sections,flags,warnings
Consumption Belt,consumption belt,https://buddy.farm/i/consumption-belt/,https://buddy.farm/page-data/i/consumption-belt/page-data.json,consumption-belt__consumption-belt.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Control Box,control box,https://buddy.farm/i/control-box/,https://buddy.farm/page-data/i/control-box/page-data.json,control-box__control-box.json,200,sources_present,1,1,0,0,0,0,0,0,2,,,
Cooked Fish,cooked fish,https://buddy.farm/i/cooked-fish/,https://buddy.farm/page-data/i/cooked-fish/page-data.json,cooked-fish__cooked-fish.json,200,sources_present,0,0,0,1,0,0,0,0,1,,,
Cooked Turkey,cooked turkey,https://buddy.farm/i/cooked-turkey/,https://buddy.farm/page-data/i/cooked-turkey/page-data.json,cooked-turkey__cooked-turkey.json,200,sources_present,0,0,0,0,0,0,0,0,29,,,
Cooking Pot,cooking pot,https://buddy.farm/i/cooking-pot/,https://buddy.farm/page-data/i/cooking-pot/page-data.json,cooking-pot__cooking-pot.json,200,sources_present,1,8,0,1,0,0,0,0,8,,,
Copper Wire,copper wire,https://buddy.farm/i/copper-wire/,https://buddy.farm/page-data/i/copper-wire/page-data.json,copper-wire__copper-wire.json,200,sources_present,0,2,4,0,0,0,0,0,5,,,
Corn,corn,https://buddy.farm/i/corn/,https://buddy.farm/page-data/i/corn/page-data.json,corn__corn.json,200,sources_present,0,4,2,2,0,5,0,1,184,,,
Corn Ball,corn ball,https://buddy.farm/i/corn-ball/,https://buddy.farm/page-data/i/corn-ball/page-data.json,corn-ball__corn-ball.json,200,sources_present,0,0,0,0,0,0,0,0,3,,,
Corn Bread,corn bread,https://buddy.farm/i/corn-bread/,https://buddy.farm/page-data/i/corn-bread/page-data.json,corn-bread__corn-bread.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Corn Buddy Doll,corn buddy doll,https://buddy.farm/i/corn-buddy-doll/,https://buddy.farm/page-data/i/corn-buddy-doll/page-data.json,corn-buddy-doll__corn-buddy-doll.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Corn Husk Doll,corn husk doll,https://buddy.farm/i/corn-husk-doll/,https://buddy.farm/page-data/i/corn-husk-doll/page-data.json,corn-husk-doll__corn-husk-doll.json,200,sources_present,1,0,0,0,0,0,0,0,16,,,
Corn Kabob,corn kabob,https://buddy.farm/i/corn-kabob/,https://buddy.farm/page-data/i/corn-kabob/page-data.json,corn-kabob__corn-kabob.json,200,sources_present,0,0,0,0,0,0,0,0,4,,,
Corn Oil,corn oil,https://buddy.farm/i/corn-oil/,https://buddy.farm/page-data/i/corn-oil/page-data.json,corn-oil__corn-oil.json,200,sources_present,1,4,0,1,0,0,0,0,67,,,
Corn Prize Bag,corn prize bag,https://buddy.farm/i/corn-prize-bag/,https://buddy.farm/page-data/i/corn-prize-bag/page-data.json,corn-prize-bag__corn-prize-bag.json,200,sources_present,0,0,0,0,8,0,0,0,50,,,
Corn Seeds,corn seeds,https://buddy.farm/i/corn-seeds/,https://buddy.farm/page-data/i/corn-seeds/page-data.json,corn-seeds__corn-seeds.json,200,sources_present,0,0,0,0,0,0,0,0,4,,,
Corn Speedrun Trophy,corn speedrun trophy,https://buddy.farm/i/corn-speedrun-trophy/,https://buddy.farm/page-data/i/corn-speedrun-trophy/page-data.json,corn-speedrun-trophy__corn-speedrun-trophy.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Cornucopia 01,cornucopia 01,https://buddy.farm/i/cornucopia-01/,https://buddy.farm/page-data/i/cornucopia-01/page-data.json,cornucopia-01__cornucopia-01.json,200,sources_blank,0,0,0,0,9,3,0,0,0,,,
Cornucopia 02,cornucopia 02,https://buddy.farm/i/cornucopia-02/,https://buddy.farm/page-data/i/cornucopia-02/page-data.json,cornucopia-02__cornucopia-02.json,200,sources_blank,0,0,0,0,9,3,0,0,0,,,
Cornucopia 03,cornucopia 03,https://buddy.farm/i/cornucopia-03/,https://buddy.farm/page-data/i/cornucopia-03/page-data.json,cornucopia-03__cornucopia-03.json,200,sources_blank,0,0,0,0,9,1,0,0,0,,,
Cotton,cotton,https://buddy.farm/i/cotton/,https://buddy.farm/page-data/i/cotton/page-data.json,cotton__cotton.json,200,sources_present,0,6,2,2,0,2,0,0,26,,,
Cotton Candy,cotton candy,https://buddy.farm/i/cotton-candy/,https://buddy.farm/page-data/i/cotton-candy/page-data.json,cotton-candy__cotton-candy.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Cotton Seeds,cotton seeds,https://buddy.farm/i/cotton-seeds/,https://buddy.farm/page-data/i/cotton-seeds/page-data.json,cotton-seeds__cotton-seeds.json,200,sources_present,0,0,0,0,0,0,0,0,5,,,
CptThomas Bobblehead,cptthomas bobblehead,https://buddy.farm/i/cptthomas-bobblehead/,https://buddy.farm/page-data/i/cptthomas-bobblehead/page-data.json,cptthomas-bobblehead__cptthomas-bobblehead.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Crab,crab,https://buddy.farm/i/crab/,https://buddy.farm/page-data/i/crab/page-data.json,crab__crab.json,200,sources_present,0,1,4,0,0,0,0,0,3,,,
Crab Claw,crab claw,https://buddy.farm/i/crab-claw/,https://buddy.farm/page-data/i/crab-claw/page-data.json,crab-claw__crab-claw.json,200,sources_present,0,0,4,1,0,1,3,2,22,,,
Cranberry Juice,cranberry juice,https://buddy.farm/i/cranberry-juice/,https://buddy.farm/page-data/i/cranberry-juice/page-data.json,cranberry-juice__cranberry-juice.json,200,sources_present,0,0,0,0,0,6,0,0,76,,,
Crappie,crappie,https://buddy.farm/i/crappie/,https://buddy.farm/page-data/i/crappie/page-data.json,crappie__crappie.json,200,sources_present,0,0,4,2,0,0,0,0,7,,,
Cricket,cricket,https://buddy.farm/i/cricket/,https://buddy.farm/page-data/i/cricket/page-data.json,cricket__cricket.json,200,sources_present,0,0,0,0,0,1,0,0,1,,,
Crossbow,crossbow,https://buddy.farm/i/crossbow/,https://buddy.farm/page-data/i/crossbow/page-data.json,crossbow__crossbow.json,200,sources_present,1,0,0,0,0,0,0,0,13,,,
Crowbar,crowbar,https://buddy.farm/i/crowbar/,https://buddy.farm/page-data/i/crowbar/page-data.json,crowbar__crowbar.json,200,sources_present,0,0,0,0,0,0,0,0,3,,,
Crowfish,crowfish,https://buddy.farm/i/crowfish/,https://buddy.farm/page-data/i/crowfish/page-data.json,crowfish__crowfish.json,200,sources_present,0,0,4,0,0,0,0,0,5,,,
Crown of Clover,crown of clover,https://buddy.farm/i/crown-of-clover/,https://buddy.farm/page-data/i/crown-of-clover/page-data.json,crown-of-clover__crown-of-clover.json,200,sources_present,1,0,0,0,0,0,0,0,0,,,
Crunchy Omelette,crunchy omelette,https://buddy.farm/i/crunchy-omelette/,https://buddy.farm/page-data/i/crunchy-omelette/page-data.json,crunchy-omelette__crunchy-omelette.json,200,sources_present,0,0,0,0,0,2,0,0,13,,,
Crystal Pickaxe,crystal pickaxe,https://buddy.farm/i/crystal-pickaxe/,https://buddy.farm/page-data/i/crystal-pickaxe/page-data.json,crystal-pickaxe__crystal-pickaxe.json,200,sources_present,1,0,0,0,0,0,0,0,2,,,
Cucumber,cucumber,https://buddy.farm/i/cucumber/,https://buddy.farm/page-data/i/cucumber/page-data.json,cucumber__cucumber.json,200,sources_present,0,2,2,1,0,1,0,0,28,,,
Cucumber Seeds,cucumber seeds,https://buddy.farm/i/cucumber-seeds/,https://buddy.farm/page-data/i/cucumber-seeds/page-data.json,cucumber-seeds__cucumber-seeds.json,200,sources_present,0,0,0,0,0,0,0,0,3,,,
Cupid,cupid,https://buddy.farm/i/cupid/,https://buddy.farm/page-data/i/cupid/page-data.json,cupid__cupid.json,200,sources_present,0,0,0,0,0,0,0,0,3,,,
Cupid Buddy Doll,cupid buddy doll,https://buddy.farm/i/cupid-buddy-doll/,https://buddy.farm/page-data/i/cupid-buddy-doll/page-data.json,cupid-buddy-doll__cupid-buddy-doll.json,200,sources_blank,0,0,0,0,0,1,0,0,0,,,
Cursed Effigy,cursed effigy,https://buddy.farm/i/cursed-effigy/,https://buddy.farm/page-data/i/cursed-effigy/page-data.json,cursed-effigy__cursed-effigy.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Cursed Effigy Body,cursed effigy body,https://buddy.farm/i/cursed-effigy-body/,https://buddy.farm/page-data/i/cursed-effigy-body/page-data.json,cursed-effigy-body__cursed-effigy-body.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Cursed Effigy Gem,cursed effigy gem,https://buddy.farm/i/cursed-effigy-gem/,https://buddy.farm/page-data/i/cursed-effigy-gem/page-data.json,cursed-effigy-gem__cursed-effigy-gem.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Cursed Effigy Hair,cursed effigy hair,https://buddy.farm/i/cursed-effigy-hair/,https://buddy.farm/page-data/i/cursed-effigy-hair/page-data.json,cursed-effigy-hair__cursed-effigy-hair.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Cursed Effigy Head,cursed effigy head,https://buddy.farm/i/cursed-effigy-head/,https://buddy.farm/page-data/i/cursed-effigy-head/page-data.json,cursed-effigy-head__cursed-effigy-head.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Cursed Shield,cursed shield,https://buddy.farm/i/cursed-shield/,https://buddy.farm/page-data/i/cursed-shield/page-data.json,cursed-shield__cursed-shield.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Cutlass,cutlass,https://buddy.farm/i/cutlass/,https://buddy.farm/page-data/i/cutlass/page-data.json,cutlass__cutlass.json,200,sources_present,0,0,0,0,0,0,3,0,16,,,
Cyclops Spider,cyclops spider,https://buddy.farm/i/cyclops-spider/,https://buddy.farm/page-data/i/cyclops-spider/page-data.json,cyclops-spider__cyclops-spider.json,200,sources_present,0,0,0,1,0,1,0,0,4,,,
Dancer,dancer,https://buddy.farm/i/dancer/,https://buddy.farm/page-data/i/dancer/page-data.json,dancer__dancer.json,200,sources_present,0,0,0,0,0,0,0,1,2,,,
Dasher,dasher,https://buddy.farm/i/dasher/,https://buddy.farm/page-data/i/dasher/page-data.json,dasher__dasher.json,200,sources_present,0,0,0,0,0,0,0,0,4,,,
Day Off Voucher,day off voucher,https://buddy.farm/i/day-off-voucher/,https://buddy.farm/page-data/i/day-off-voucher/page-data.json,day-off-voucher__day-off-voucher.json,200,sources_present,0,0,0,0,0,0,0,0,5,,,
Desk Calendar,desk calendar,https://buddy.farm/i/desk-calendar/,https://buddy.farm/page-data/i/desk-calendar/page-data.json,desk-calendar__desk-calendar.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Dewstar's Journal,dewstar s journal,https://buddy.farm/i/dewstar-s-journal/,https://buddy.farm/page-data/i/dewstar-s-journal/page-data.json,dewstar-s-journal__dewstar-s-journal.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Diamond,diamond,https://buddy.farm/i/diamond/,https://buddy.farm/page-data/i/diamond/page-data.json,diamond__diamond.json,200,sources_present,0,1,4,2,0,0,0,0,32,,,
Diamonds,diamonds,https://buddy.farm/i/diamonds/,https://buddy.farm/page-data/i/diamonds/page-data.json,diamonds__diamonds.json,200,sources_present,0,0,0,0,0,2,0,0,94,,,
Diary of O'Dynn,diary of o dynn,https://buddy.farm/i/diary-of-o-dynn/,https://buddy.farm/page-data/i/diary-of-o-dynn/page-data.json,diary-of-o-dynn__diary-of-o-dynn.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Dice,dice,https://buddy.farm/i/dice/,https://buddy.farm/page-data/i/dice/page-data.json,dice__dice.json,200,sources_present,0,0,4,1,0,0,4,4,20,,,
Dino Buddy Doll,dino buddy doll,https://buddy.farm/i/dino-buddy-doll/,https://buddy.farm/page-data/i/dino-buddy-doll/page-data.json,dino-buddy-doll__dino-buddy-doll.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Diving Helmet,diving helmet,https://buddy.farm/i/diving-helmet/,https://buddy.farm/page-data/i/diving-helmet/page-data.json,diving-helmet__diving-helmet.json,200,sources_present,0,0,4,0,0,0,0,0,9,,,
Donner,donner,https://buddy.farm/i/donner/,https://buddy.farm/page-data/i/donner/page-data.json,donner__donner.json,200,sources_present,0,0,0,0,0,1,0,0,2,,,
Dragon Heart,dragon heart,https://buddy.farm/i/dragon-heart/,https://buddy.farm/page-data/i/dragon-heart/page-data.json,dragon-heart__dragon-heart.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Dragon Skull,dragon skull,https://buddy.farm/i/dragon-skull/,https://buddy.farm/page-data/i/dragon-skull/page-data.json,dragon-skull__dragon-skull.json,200,sources_present,0,0,4,0,0,0,0,0,20,,,
Dragonfly,dragonfly,https://buddy.farm/i/dragonfly/,https://buddy.farm/page-data/i/dragonfly/page-data.json,dragonfly__dragonfly.json,200,sources_present,0,0,0,1,0,1,3,0,2,,,
Dream Nail,dream nail,https://buddy.farm/i/dream-nail/,https://buddy.farm/page-data/i/dream-nail/page-data.json,dream-nail__dream-nail.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Drink Bundle,drink bundle,https://buddy.farm/i/drink-bundle/,https://buddy.farm/page-data/i/drink-bundle/page-data.json,drink-bundle__drink-bundle.json,200,sources_present,0,0,0,0,6,1,0,0,3,,,
Drum,drum,https://buddy.farm/i/drum/,https://buddy.farm/page-data/i/drum/page-data.json,drum__drum.json,200,sources_present,0,0,16,1,0,0,0,0,17,,,
Duck Egg,duck egg,https://buddy.farm/i/duck-egg/,https://buddy.farm/page-data/i/duck-egg/page-data.json,duck-egg__duck-egg.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Duck Feather,duck feather,https://buddy.farm/i/duck-feather/,https://buddy.farm/page-data/i/duck-feather/page-data.json,duck-feather__duck-feather.json,200,sources_present,0,1,0,0,0,0,0,0,0,,,
Egg 01,egg 01,https://buddy.farm/i/egg-01/,https://buddy.farm/page-data/i/egg-01/page-data.json,egg-01__egg-01.json,200,sources_present,0,0,0,0,0,1,0,0,9,,,
Egg 02,egg 02,https://buddy.farm/i/egg-02/,https://buddy.farm/page-data/i/egg-02/page-data.json,egg-02__egg-02.json,200,sources_present,0,0,0,0,0,1,0,1,9,,,
Egg 03,egg 03,https://buddy.farm/i/egg-03/,https://buddy.farm/page-data/i/egg-03/page-data.json,egg-03__egg-03.json,200,sources_present,0,0,0,0,0,1,0,0,9,,,
Egg 04,egg 04,https://buddy.farm/i/egg-04/,https://buddy.farm/page-data/i/egg-04/page-data.json,egg-04__egg-04.json,200,sources_present,0,0,0,0,0,1,0,0,8,,,
Egg 05,egg 05,https://buddy.farm/i/egg-05/,https://buddy.farm/page-data/i/egg-05/page-data.json,egg-05__egg-05.json,200,sources_present,0,0,0,0,0,1,0,0,9,,,
Egg 06,egg 06,https://buddy.farm/i/egg-06/,https://buddy.farm/page-data/i/egg-06/page-data.json,egg-06__egg-06.json,200,sources_present,0,0,0,0,0,2,0,0,7,,,
Egg 07,egg 07,https://buddy.farm/i/egg-07/,https://buddy.farm/page-data/i/egg-07/page-data.json,egg-07__egg-07.json,200,sources_present,0,0,0,0,0,1,0,0,8,,,
Egg 08,egg 08,https://buddy.farm/i/egg-08/,https://buddy.farm/page-data/i/egg-08/page-data.json,egg-08__egg-08.json,200,sources_present,0,0,0,0,0,1,0,0,8,,,
Egg 09,egg 09,https://buddy.farm/i/egg-09/,https://buddy.farm/page-data/i/egg-09/page-data.json,egg-09__egg-09.json,200,sources_present,0,0,0,0,0,1,0,0,10,,,
Egg 10,egg 10,https://buddy.farm/i/egg-10/,https://buddy.farm/page-data/i/egg-10/page-data.json,egg-10__egg-10.json,200,sources_present,0,0,0,0,0,1,0,0,11,,,
Egg 11,egg 11,https://buddy.farm/i/egg-11/,https://buddy.farm/page-data/i/egg-11/page-data.json,egg-11__egg-11.json,200,sources_present,0,0,0,0,0,1,0,0,8,,,
Egg 12,egg 12,https://buddy.farm/i/egg-12/,https://buddy.farm/page-data/i/egg-12/page-data.json,egg-12__egg-12.json,200,sources_present,0,0,0,0,0,1,0,0,8,,,
Egg Basket,egg basket,https://buddy.farm/i/egg-basket/,https://buddy.farm/page-data/i/egg-basket/page-data.json,egg-basket__egg-basket.json,200,sources_present,0,0,0,0,12,3,0,0,40,,,
Egg Buddy Doll,egg buddy doll,https://buddy.farm/i/egg-buddy-doll/,https://buddy.farm/page-data/i/egg-buddy-doll/page-data.json,egg-buddy-doll__egg-buddy-doll.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Egg of Ages,egg of ages,https://buddy.farm/i/egg-of-ages/,https://buddy.farm/page-data/i/egg-of-ages/page-data.json,egg-of-ages__egg-of-ages.json,200,sources_present,0,0,0,0,0,1,0,0,4,,,
Egg of Air,egg of air,https://buddy.farm/i/egg-of-air/,https://buddy.farm/page-data/i/egg-of-air/page-data.json,egg-of-air__egg-of-air.json,200,sources_present,0,0,0,0,0,1,0,0,10,,,
Egg of Chaos,egg of chaos,https://buddy.farm/i/egg-of-chaos/,https://buddy.farm/page-data/i/egg-of-chaos/page-data.json,egg-of-chaos__egg-of-chaos.json,200,sources_present,0,0,0,0,0,2,0,0,4,,,
Egg of Chicken,egg of chicken,https://buddy.farm/i/egg-of-chicken/,https://buddy.farm/page-data/i/egg-of-chicken/page-data.json,egg-of-chicken__egg-of-chicken.json,200,sources_present,0,0,0,0,0,0,0,0,24,,,
Egg of Duck,egg of duck,https://buddy.farm/i/egg-of-duck/,https://buddy.farm/page-data/i/egg-of-duck/page-data.json,egg-of-duck__egg-of-duck.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Egg of Earth,egg of earth,https://buddy.farm/i/egg-of-earth/,https://buddy.farm/page-data/i/egg-of-earth/page-data.json,egg-of-earth__egg-of-earth.json,200,sources_present,0,0,0,0,0,1,0,0,4,,,
Egg of Fire,egg of fire,https://buddy.farm/i/egg-of-fire/,https://buddy.farm/page-data/i/egg-of-fire/page-data.json,egg-of-fire__egg-of-fire.json,200,sources_present,0,0,0,0,0,1,0,0,4,,,
Egg of Life,egg of life,https://buddy.farm/i/egg-of-life/,https://buddy.farm/page-data/i/egg-of-life/page-data.json,egg-of-life__egg-of-life.json,200,sources_present,0,0,0,0,0,1,0,0,4,,,
Egg of Light,egg of light,https://buddy.farm/i/egg-of-light/,https://buddy.farm/page-data/i/egg-of-light/page-data.json,egg-of-light__egg-of-light.json,200,sources_present,0,0,0,0,0,1,0,0,4,,,
Egg of Shadow,egg of shadow,https://buddy.farm/i/egg-of-shadow/,https://buddy.farm/page-data/i/egg-of-shadow/page-data.json,egg-of-shadow__egg-of-shadow.json,200,sources_present,0,0,0,0,0,1,0,0,4,,,
Egg of Space,egg of space,https://buddy.farm/i/egg-of-space/,https://buddy.farm/page-data/i/egg-of-space/page-data.json,egg-of-space__egg-of-space.json,200,sources_present,0,0,0,0,0,1,0,0,4,,,
Egg of Tree,egg of tree,https://buddy.farm/i/egg-of-tree/,https://buddy.farm/page-data/i/egg-of-tree/page-data.json,egg-of-tree__egg-of-tree.json,200,sources_present,0,0,0,0,0,1,0,0,10,,,
Egg of Water,egg of water,https://buddy.farm/i/egg-of-water/,https://buddy.farm/page-data/i/egg-of-water/page-data.json,egg-of-water__egg-of-water.json,200,sources_present,0,0,0,0,0,1,0,0,10,,,
Egg of Zeal,egg of zeal,https://buddy.farm/i/egg-of-zeal/,https://buddy.farm/page-data/i/egg-of-zeal/page-data.json,egg-of-zeal__egg-of-zeal.json,200,sources_present,0,0,0,0,0,0,0,0,1,,,
Eggplant,eggplant,https://buddy.farm/i/eggplant/,https://buddy.farm/page-data/i/eggplant/page-data.json,eggplant__eggplant.json,200,sources_present,0,1,2,1,0,1,0,0,19,,,
Eggplant Seeds,eggplant seeds,https://buddy.farm/i/eggplant-seeds/,https://buddy.farm/page-data/i/eggplant-seeds/page-data.json,eggplant-seeds__eggplant-seeds.json,200,sources_present,0,0,0,0,0,0,0,0,3,,,
Eggs,eggs,https://buddy.farm/i/eggs/,https://buddy.farm/page-data/i/eggs/page-data.json,eggs__eggs.json,200,sources_present,0,4,0,1,0,0,0,0,84,,,
Eggypalchi,eggypalchi,https://buddy.farm/i/eggypalchi/,https://buddy.farm/page-data/i/eggypalchi/page-data.json,eggypalchi__eggypalchi.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Egyptian Necklace,egyptian necklace,https://buddy.farm/i/egyptian-necklace/,https://buddy.farm/page-data/i/egyptian-necklace/page-data.json,egyptian-necklace__egyptian-necklace.json,200,sources_present,0,0,0,0,0,1,0,2,1,,,
Embershard,embershard,https://buddy.farm/i/embershard/,https://buddy.farm/page-data/i/embershard/page-data.json,embershard__embershard.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Emberstone,emberstone,https://buddy.farm/i/emberstone/,https://buddy.farm/page-data/i/emberstone/page-data.json,emberstone__emberstone.json,200,sources_present,0,9,4,1,0,0,0,1,49,,,
Emerald,emerald,https://buddy.farm/i/emerald/,https://buddy.farm/page-data/i/emerald/page-data.json,emerald__emerald.json,200,sources_present,1,3,0,0,0,2,0,1,11,,,
Emerald Ring,emerald ring,https://buddy.farm/i/emerald-ring/,https://buddy.farm/page-data/i/emerald-ring/page-data.json,emerald-ring__emerald-ring.json,200,sources_present,1,0,0,1,0,1,0,0,22,,,
Energy Coil,energy coil,https://buddy.farm/i/energy-coil/,https://buddy.farm/page-data/i/energy-coil/page-data.json,energy-coil__energy-coil.json,200,sources_present,1,1,0,0,0,0,0,1,7,,,
Energy Core,energy core,https://buddy.farm/i/energy-core/,https://buddy.farm/page-data/i/energy-core/page-data.json,energy-core__energy-core.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Engine,engine,https://buddy.farm/i/engine/,https://buddy.farm/page-data/i/engine/page-data.json,engine__engine.json,200,sources_present,1,0,0,0,0,0,0,0,41,,,
Esperium,esperium,https://buddy.farm/i/esperium/,https://buddy.farm/page-data/i/esperium/page-data.json,esperium__esperium.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Essence of Slime,essence of slime,https://buddy.farm/i/essence-of-slime/,https://buddy.farm/page-data/i/essence-of-slime/page-data.json,essence-of-slime__essence-of-slime.json,200,sources_present,1,2,0,0,0,0,2,0,38,,,
Event Key,event key,https://buddy.farm/i/event-key/,https://buddy.farm/page-data/i/event-key/page-data.json,event-key__event-key.json,200,sources_present,0,0,0,0,0,0,0,0,28,,,
Event Token,event token,https://buddy.farm/i/event-token/,https://buddy.farm/page-data/i/event-token/page-data.json,event-token__event-token.json,200,sources_present,0,0,0,0,0,1,0,0,45,,,
Event Token Purse,event token purse,https://buddy.farm/i/event-token-purse/,https://buddy.farm/page-data/i/event-token-purse/page-data.json,event-token-purse__event-token-purse.json,200,sources_blank,0,0,0,0,1,1,0,0,0,,,
Expired Ticket,expired ticket,https://buddy.farm/i/expired-ticket/,https://buddy.farm/page-data/i/expired-ticket/page-data.json,expired-ticket__expired-ticket.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Explosive,explosive,https://buddy.farm/i/explosive/,https://buddy.farm/page-data/i/explosive/page-data.json,explosive__explosive.json,200,sources_present,1,0,0,1,0,2,0,0,25,,,
Eye Patch,eye patch,https://buddy.farm/i/eye-patch/,https://buddy.farm/page-data/i/eye-patch/page-data.json,eye-patch__eye-patch.json,200,sources_present,0,0,0,1,0,0,4,3,8,,,
Fairy Crystal,fairy crystal,https://buddy.farm/i/fairy-crystal/,https://buddy.farm/page-data/i/fairy-crystal/page-data.json,fairy-crystal__fairy-crystal.json,200,sources_present,0,1,0,0,0,0,0,0,0,,,
Fall Basket,fall basket,https://buddy.farm/i/fall-basket/,https://buddy.farm/page-data/i/fall-basket/page-data.json,fall-basket__fall-basket.json,200,sources_blank,0,0,0,0,8,3,0,0,0,,,
Fall Leaves,fall leaves,https://buddy.farm/i/fall-leaves/,https://buddy.farm/page-data/i/fall-leaves/page-data.json,fall-leaves__fall-leaves.json,200,sources_present,0,0,0,1,0,0,0,0,1,,,
Fancy Box,fancy box,https://buddy.farm/i/fancy-box/,https://buddy.farm/page-data/i/fancy-box/page-data.json,fancy-box__fancy-box.json,200,sources_present,0,0,0,0,0,0,0,1,2,,,
Fancy Chair,fancy chair,https://buddy.farm/i/fancy-chair/,https://buddy.farm/page-data/i/fancy-chair/page-data.json,fancy-chair__fancy-chair.json,200,sources_present,1,1,0,0,0,0,0,0,11,,,
Fancy Clock,fancy clock,https://buddy.farm/i/fancy-clock/,https://buddy.farm/page-data/i/fancy-clock/page-data.json,fancy-clock__fancy-clock.json,200,sources_present,1,0,0,0,0,0,0,0,3,,,
Fancy Drum,fancy drum,https://buddy.farm/i/fancy-drum/,https://buddy.farm/page-data/i/fancy-drum/page-data.json,fancy-drum__fancy-drum.json,200,sources_present,1,0,0,0,0,0,0,2,8,,,
Fancy Guitar,fancy guitar,https://buddy.farm/i/fancy-guitar/,https://buddy.farm/page-data/i/fancy-guitar/page-data.json,fancy-guitar__fancy-guitar.json,200,sources_present,1,0,0,0,0,0,0,1,11,,,
Fancy Pan Flute,fancy pan flute,https://buddy.farm/i/fancy-pan-flute/,https://buddy.farm/page-data/i/fancy-pan-flute/page-data.json,fancy-pan-flute__fancy-pan-flute.json,200,sources_present,1,0,0,0,0,0,0,0,9,,,
Fancy Pillow,fancy pillow,https://buddy.farm/i/fancy-pillow/,https://buddy.farm/page-data/i/fancy-pillow/page-data.json,fancy-pillow__fancy-pillow.json,200,sources_present,1,0,0,0,0,0,0,0,0,,,
Fancy Pipe,fancy pipe,https://buddy.farm/i/fancy-pipe/,https://buddy.farm/page-data/i/fancy-pipe/page-data.json,fancy-pipe__fancy-pipe.json,200,sources_present,1,0,0,0,0,0,0,1,2,,,
Fancy Present,fancy present,https://buddy.farm/i/fancy-present/,https://buddy.farm/page-data/i/fancy-present/page-data.json,fancy-present__fancy-present.json,200,sources_blank,0,0,0,0,8,3,0,0,0,,,
Fancy Shoe,fancy shoe,https://buddy.farm/i/fancy-shoe/,https://buddy.farm/page-data/i/fancy-shoe/page-data.json,fancy-shoe__fancy-shoe.json,200,sources_present,0,0,0,0,0,0,0,0,2,,,
Fancy Sword,fancy sword,https://buddy.farm/i/fancy-sword/,https://buddy.farm/page-data/i/fancy-sword/page-data.json,fancy-sword__fancy-sword.json,200,sources_present,1,0,0,0,0,0,0,0,8,,,
Fancy Table,fancy table,https://buddy.farm/i/fancy-table/,https://buddy.farm/page-data/i/fancy-table/page-data.json,fancy-table__fancy-table.json,200,sources_present,1,0,0,0,0,0,0,0,12,,,
Fancy Violin,fancy violin,https://buddy.farm/i/fancy-violin/,https://buddy.farm/page-data/i/fancy-violin/page-data.json,fancy-violin__fancy-violin.json,200,sources_present,1,0,0,0,0,0,0,0,5,,,
Fangs,fangs,https://buddy.farm/i/fangs/,https://buddy.farm/page-data/i/fangs/page-data.json,fangs__fangs.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Fantastic Buddy Doll,fantastic buddy doll,https://buddy.farm/i/fantastic-buddy-doll/,https://buddy.farm/page-data/i/fantastic-buddy-doll/page-data.json,fantastic-buddy-doll__fantastic-buddy-doll.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
Farmiversary Trophy 01,farmiversary trophy 01,https://buddy.farm/i/farmiversary-trophy-01/,https://buddy.farm/page-data/i/farmiversary-trophy-01/page-data.json,farmiversary-trophy-01__farmiversary-trophy-01.json,200,sources_blank,0,0,0,0,0,0,0,0,0,,,
